,DTE.DE,SUVA.BE,CPALL.BK,ILMN,MDLZ,161390.KS,BXB.AX,005490.KS,086790.KS,HM-B.ST,2308.TW,J,WM
2023-01-02,,,,,,,,,,,,,
2023-01-03,0.00559844196594117,0.009174302896359121,0.0,0.0,0.0,0.0,0.0,0.0,0.022058823529411686,0.0034429465039438334,0.0,0.0,0.0
2023-01-04,0.00966386588294399,0.027272700672307915,-0.007194244604316502,0.008662342848762883,0.007245333689563704,0.001612903225806539,0.0,0.009191176470588314,0.050359712230215736,0.03980098916427055,-0.005253940455341555,0.03891499826899558,-0.0007641540987092243
2023-01-05,0.016125647676490606,0.0,0.0,-0.0072060068508821296,-0.008092325616093854,-0.008051529790660261,-0.015062707479033377,0.014571948998178597,0.07191780821917804,0.04999172989249878,-0.01936619718309862,-0.01904610676737195,-0.019310424501816303
2023-01-06,0.01259344143139196,0.008849549119871458,0.018115942028985588,0.0035794417564989356,0.02764759229734337,0.01948051948051943,-0.008496208800380045,0.026929982046678624,0.03940362087326954,0.0034569345610375724,-0.02333931777378817,0.03964080122955105,0.03645698227410299
2023-01-09,0.0038422755806251097,0.0,0.039145907473309594,0.026948012919629782,-0.011467198144538338,0.014331210191082855,-0.009425848839598072,0.010489510489510412,-0.0030737704918032405,0.010335076001691812,0.040441176470588314,-0.021243472540557584,-0.007837481703852456
2023-01-10,0.005741257449499493,0.0,-0.0273972602739726,-0.0620326668439235,0.001041042490305344,0.009419152276295195,-0.00519034752930303,0.006920415224913601,0.01541623843782114,-0.010849302304131614,0.0017667844522968323,0.013674617437075876,-0.021043994662895416
2023-01-11,0.007010580961985591,0.008771921569070251,-0.035211267605633756,0.04936998931219949,0.003862756583880911,-0.009331259720062213,0.005217427792756357,0.0034364261168384758,-0.03238866396761131,0.020369837950081404,0.008818342151675429,0.003921625366915871,0.013427162751810329
2023-01-12,0.009945243636038326,0.0,0.0,-0.050477822536938555,-0.011987532370165033,-0.006279434850863463,0.012975745076594603,-0.003424657534246589,0.006276150627614996,0.009981478333375815,-0.03146853146853146,-0.0014063159288625338,-0.027454058644328705
2023-01-13,0.0022156611264025905,0.0,-0.0036496350364964014,0.03798708377460014,0.004493640095323936,0.048973143759873716,-0.002561890083131124,0.04810996563573888,0.029106029106028997,-0.012771725418343594,0.0018050541516245744,-0.01416048463516506,0.009890030377664116
2023-01-16,0.010562523086368403,0.0,-0.0073260073260073,0.01987720028409745,-0.00044737082817958296,-0.02108433734939763,0.0034246541787592566,0.01967213114754096,0.06262626262626259,0.009394742145148793,0.01441441441441449,-0.009284996073385954,0.0008755075212301122
2023-01-17,0.0007291876456474444,0.026086932184114398,0.014760147601476037,0.0064965992240897386,-0.00014919035280491766,0.004615384615384688,0.007679193731853662,-0.01768488745980712,-0.0076045627376425395,-0.02212396334119049,0.015985790408525657,-0.003124005065898827,0.00029158055943723227
2023-01-18,-0.014087880547804299,0.0,-0.0036363636363636598,-0.002906445080527842,-0.036556208161130255,0.018376722817764257,-0.005927235056000679,-0.018003273322422242,-0.021072796934865856,0.00514903807007383,0.0006724045185582117,-0.019766972642544012,-0.022478469459488726
2023-01-19,-0.005420084254153412,-0.016949137131806236,0.0036496350364962904,-0.045958011049723746,-0.011305552821534892,-0.006015037593984918,-0.0008518082688926398,0.0016666666666667052,-0.005870841487279899,-0.027165477332217858,0.0006719526945302423,-0.02737926371370003,-0.002716954406251082
2023-01-20,-0.0007430958655086917,0.0,-0.010909090909090868,0.04078824443568285,0.003132844023518544,-0.001512859304084735,-0.0008524531626378229,0.0266222961730449,0.013779527559055094,0.0036700712247277334,0.0006715014773033268,0.011883645795851105,0.010432533777141817
2023-01-23,0.005453674265517128,0.0,0.018382352941176405,0.058662350084162984,0.004996872115075712,0.0009090909090909705,-0.0025597854916358243,0.0,0.010485436893203914,0.008744025814280354,0.002013152596966661,0.005413939096132747,0.004011578456829312
2023-01-24,-0.007643031627093455,0.0,0.010830324909747224,-0.005684393742839133,0.007457982022794685,0.0003027550711474092,0.001710903206295633,0.0,0.0034588777863182596,0.013869205004473972,0.0006697026520225968,0.005302018982742629,-0.0026199901832824057
2023-01-25,0.009689425829774834,0.008620681681899223,-0.0035714285714285587,-0.01910298773215724,0.002467669203366052,0.0003026634382565785,0.0008539905080493515,0.0,0.003446955189582601,-0.007772423220399061,0.0006692544505420006,0.004532327062654717,0.005516492508843784
2023-01-26,-0.0012302962059906886,-0.017094001418896276,-0.007168458781361964,0.0082449055132654,-0.007384667029747605,0.0226928895612708,0.007679153046090237,0.017828200972447306,0.013358778625954137,0.02772985417971996,0.0006688068485820597,0.006726799564971797,-0.003984067715497863
2023-01-27,0.0,-0.026086932184114286,-0.0072202166064981865,0.005874633208629465,0.003099885121556456,0.0,0.007620633038677882,-0.0079617834394905,0.0,-0.04115849102202851,0.0006683598449404027,-0.006600366084231535,0.0007213154777152564
2023-01-30,0.00295636687444345,-0.008928562875609058,0.0,-0.018361961098076862,0.0018540654345524654,-0.031065088757396442,0.010084104460519328,0.0,-0.03578154425612057,0.02543717703190862,0.002003740315255298,-0.00746456940178275,0.0032108347500448
2023-01-31,0.00466721802208836,0.009009000301245074,-0.032727272727272716,0.019514518318131335,0.009253641847678518,-0.009160305343511421,-0.002495897296420746,-0.025682182985553803,-0.0478515625,-0.00682174327761631,0.0017331022530329143,0.0210744515851482,0.010646567988517042
2023-02-01,0.0007334664591123197,0.0,0.011278195488721776,0.010831053780840039,0.019712727191328883,0.03235747303543923,0.00333611030997516,0.0,0.009230769230769154,0.017327515651811787,0.01903114186851207,0.01303111138575197,-0.0020680674353094064
2023-02-02,0.004642038243155344,0.017857125751218117,-0.0074349442379182396,0.03888784767709841,-0.001048998820662339,0.010447761194029903,0.004156291923916422,0.0,-0.027439024390243927,0.05201779169703635,0.011884550084889645,0.0019175382661251739,-0.026358443285352307
2023-02-03,-0.019698384718723094,0.0,0.011235955056179803,-0.047479369802702176,-0.011251124494406683,0.08271787296898081,0.014900687608659924,0.0,0.01567398119122254,0.002771330924331794,0.011744966442952975,0.0011961677189540332,0.004789152841835342
2023-02-06,-0.000992332278952457,0.008771921569070251,-0.011111111111111072,-0.02594975153527468,0.003944689612957797,-0.030013642564802212,0.0008156793389186845,-0.014827018121911006,-0.015432098765432056,-0.02036365855823863,-0.014925373134328401,-0.005017902167019472,0.005031178193487085
2023-02-07,-0.002234918091999827,-0.008695644061371466,0.0,0.033732642015364744,-0.016472666889118637,0.0,-0.0008150145483905025,-0.0033444816053511683,0.006269592476489061,-0.005642127127352237,-0.0033670033670033517,-0.01881204129721392,-0.0032275422837889645
2023-02-08,0.003235467076352583,-0.008771921569070362,0.0,-0.07991101988674265,-0.004456068029625726,0.05063291139240511,-0.02039151674818529,0.0,0.015576323987538832,0.014633353884964562,0.0,-0.009545529527102192,-0.0031058033107528304
2023-02-09,0.0002480357527308019,-0.008849549119871458,0.0074906367041198685,-0.01329970331662067,-0.007717240205813436,-0.021419009370816644,-0.0033305546287030197,0.02684563758389258,-0.021472392638036797,-0.012361977566098359,-0.013513513513513487,0.0037067403094976914,0.009412688341510433
2023-02-10,-0.0007440173493038493,-0.017857125751218117,-0.0037174721189591198,0.00367603893750168,0.01882095298244768,0.023255813953488413,-0.002506322972117614,-0.019607843137254943,0.020898641588296796,-0.03501711298984267,0.006849315068493178,-0.0012310170426721445,0.01175471867133493
2023-02-13,0.009431552364932427,0.009090900224102638,0.0,0.09848409285354176,0.011755673939945144,-0.010695187165775444,-0.0033500806749395817,0.014999999999999902,0.003070624360286489,-0.010809211774949867,0.0,0.008134726468556286,-0.008372872613728322
2023-02-14,0.008605908644609084,0.0,-0.003731343283582045,-0.014402110648510935,-0.00920466292223443,0.006756756756756799,0.0,0.008210180623973828,-0.043877551020408134,-0.0029659480791457415,0.0,-0.0013856007388679537,-0.009425333505117095
2023-02-15,0.003656696965083528,0.0,-0.0074906367041198685,0.005732260622695051,0.00045688056082426876,-0.004026845637583931,0.0075630382750389025,0.06026058631921827,-0.05442902881536815,-0.003914200785671174,-0.003401360544217691,0.0021220944468434144,0.005286131036845498
2023-02-16,-0.0031575724848107445,0.009009000301245074,0.0037735849056603765,-0.010418150629317391,-0.00015226268623436123,0.016172506738544534,0.019182693936715234,0.010752688172043001,0.0022573363431150906,0.015561170938194424,0.020477815699658786,-0.001873262156065647,0.0008545082380311264
2023-02-17,0.011695895017749036,-0.008928562875609058,-0.003759398496240629,4.724620180907024e-05,0.01781361393893155,-0.0026525198938992522,-0.007364987775877796,0.015197568389057725,0.04054054054054057,0.009905577830096712,-0.015050167224080258,-0.005385536447718886,0.01740325620364902
2023-02-20,0.002167633708950456,0.009009000301245074,-0.030188679245283012,-0.031829810041476225,-0.0028047869002209014,0.017287234042553168,0.004122027226968861,0.03592814371257491,-0.007575757575757569,-0.013180085982399392,0.001697792869269854,-0.01778241502251532,-0.011522099685043696
2023-02-21,0.005046841658070456,-0.017857125751218117,0.01945525291828787,-0.010958751664257083,-0.0009375586188726803,0.007843137254901933,-0.01231531760642457,0.0,0.010905125408942284,-0.011181879601304567,0.008474576271186418,-0.0060347847206457805,-0.0038854686521476722
2023-02-22,0.00932566696543291,0.0,0.01526717557251911,-0.005570847111651345,-0.005555482367334719,-0.01037613488975353,0.0,-0.040462427745664775,-0.029126213592232997,-0.007381771941609716,-0.025210084033613467,0.007310896316732762,-0.0025567025489301454
2023-02-23,0.004501360945922128,0.0,-0.022556390977443663,0.0024292318446648142,-0.0024158788162378375,0.006553079947575258,0.0033250176841981283,-0.001506024096385561,0.004444444444444473,-0.005379749184864946,0.0,0.0009176573035656332,-0.0076897680964832515
2023-02-24,-0.012028351836713691,-0.009090900224102638,-0.050000000000000044,-0.02774480978045224,-0.007870389669566547,-0.01692708333333337,0.07456508657498317,-0.02865761689291102,0.0022123893805310324,-0.001908987125669892,-0.012068965517241348,0.007251180938143698,0.0021857321525575735
