,SRG.MI,2885.TW,DELTA.BK,066570.KS,GRF.MC,PTT.BK,1CNHI.MI,F34.SI,005380.KS,4904.TW,PST.MI,IR,ITSA3.SA
2023-01-16,0.01480568125548487,0.008888860024457657,0.016867488263601293,0.002123142250530785,0.005613447740598687,0.0,0.0,-0.002409693651091449,-0.014792899408283988,0.007564296695040884,0.005549933919090089,-0.009516768091333283,-0.018847038173639974
2023-01-17,0.001013194427333941,0.0,-0.0023697224410048623,0.0031779661016948513,-0.025917050259473218,-0.007407407407407418,0.0,-0.004830913423070071,-0.0030030030030030463,0.0015014786248073175,-0.006336904348341443,-0.0032027357235835385,0.01581923600551849
2023-01-18,0.01417007507096324,0.0011860448508769217,0.021377709227997643,0.0052798310454065245,0.011870610092349132,0.0,0.0,0.004854364437391068,-0.009036144578313254,0.0011532695718527997,0.004525783931657257,-0.015845030339268318,0.00778644243227955
2023-01-19,-0.02195611347086801,0.0011846398149244486,0.0023255459097928366,0.011554621848739455,-0.024271783607896613,0.0,0.0,-0.01690813939171476,-0.003039513677811523,0.0011519410732643287,-0.02191273323201559,-0.036135964268775744,0.004415018389064551
2023-01-20,-0.0028571303453809316,0.0011832381039558193,-0.002320150293767087,0.0,0.006633492613808523,-0.007462686567164201,0.0,-0.0024570585896938058,0.0030487804878047697,0.001150615631858365,0.003140675547259608,0.027282802094741543,-0.012087932127299417
2023-01-23,-0.027220706013700968,0.0035455191185485013,0.03488372093023262,0.0018691588785046953,0.007001650390704217,0.015037593984962516,0.0,0.00738919085313583,0.004376899696048708,0.0034478797112829085,0.0048007181918205966,0.009756114370623292,-0.007786442432279661
2023-01-24,-0.004207864894058999,0.001177664274980783,-0.00674155588900105,0.0006218905472636926,-0.0012270219104035807,-0.007407407407407418,0.0,0.0024449970677429267,0.0014526086430213248,0.0011453442279680814,0.0018695106525656868,0.008767251454963265,-0.0011210781292122496
2023-01-25,0.0016903389342139974,0.0011762790132092693,0.011312216999309177,0.0006215040397763438,0.012694490785170709,0.0,0.0,0.002439033637650745,0.0014505016318142605,0.001144033915326803,-0.0008293980837927872,-0.007626823288922613,-0.007856354491681983
2023-01-26,-0.0014764752633064093,0.001174897006517961,-0.017897074349131126,0.013457556935817738,0.01577037218828048,-0.007462686567164201,0.0,0.0048661752498320165,0.0567290283645141,0.0011427265973433798,0.006432898698073286,-0.007506737764350069,0.0
2023-01-27,0.001267335205629161,0.0011735182434466918,-0.006833782262648969,0.0,-0.002786687891487838,0.0,0.0,-0.0072639731179307,-0.006853226727584261,0.0011414222637637916,0.00783507372345027,0.002341096181757818,-0.004524780828973118
2023-01-30,-0.006329057894472134,0.0035164281377684237,0.02981658479941074,0.0020429009193054792,-0.026347300100339255,0.0,0.0,-0.009756088483765968,0.0,0.00342036271314039,-0.0032732802718674625,-0.0062881508278941345,0.003408982075757905
2023-01-31,-0.0076433654943627305,-0.023861221170021873,0.0022271374325779636,0.020387359836901098,-0.005740032519552241,0.0,0.0,0.002463110596742979,-0.022426682001150056,-0.01477104941030527,0.004310325843603913,0.01247511498060061,-0.005662523830665789
2023-02-01,0.009199876597720813,0.011111118912308537,-0.0022221883138020537,-0.00899100899100902,0.001237141717340462,0.0,0.0,0.004914000020385556,-0.01764705882352946,-0.002998455133324529,0.003065576558284544,-0.0060714312962123484,-0.020501174177734782
2023-02-02,0.019927891142433873,0.0021978384435543674,0.020044491772743367,0.017137096774193505,0.09266886064124158,-0.007518796992481258,0.0,-0.0024450436451716184,0.017365269461077748,0.010526269898378793,0.038101018360173544,0.0062881508278942455,0.001162909683293023
2023-02-03,-0.02016205525840098,-0.0021930185430929505,0.037117921206510474,0.0,0.028646822812349093,0.0,0.0,-0.007352875865728303,0.0,0.00446433133008739,-0.010794863710201108,0.019639391569048925,-0.0023228841703608616
2023-02-06,0.007636778365310404,-0.0021978384435543674,0.0,-0.0009910802775024985,-0.00842804843784728,-0.007575757575757569,0.0,-0.004938266662867674,0.017068864037669274,-0.0029629177517360716,0.0009920862061036928,-0.012607270408129145,-0.0034924387863140005
2023-02-07,0.008631555657637735,0.002202679577408384,0.021052631578947434,0.007936507936507908,0.02549891159185158,-0.007633587786259555,0.0,-0.0173697687387232,-0.01331018518518523,0.004457584082612431,0.0009911029465419219,0.016137610520690293,-0.018691619530702752
2023-02-08,0.0016697760776236414,-0.004395590088070667,-0.04123711340206182,0.059055118110236116,0.028468501460444884,0.007692307692307665,0.0,0.010101000370632551,0.0,0.004437915067004861,0.00891081143706618,0.0013961925326335667,0.06785713687062889
2023-02-09,0.007293253971092817,0.00220745471056194,-0.008602183352234394,0.0037174721189590088,-0.0241766121907242,-0.007633587786259555,0.0,-0.012499988079071045,0.012316715542521894,0.004418194633603045,0.0068695438058008484,-0.016382056882334184,-0.014492777997536899
2023-02-10,-0.008481565667251889,0.004405359154816768,-0.028199550544244056,0.024074074074074137,-0.022621222961792586,0.0,0.0,0.002531643124693339,0.0034762456546928444,-0.0029325067036874986,-0.02046783951873843,0.004429482744205737,-0.019230688278427333
2023-02-13,-0.0016691786920555174,0.0,0.006696411655569445,-0.030741410488245968,-0.018736232246399198,-0.007692307692307665,0.0,0.010101000370632551,-0.009237875288683584,0.017647013944738,0.014427811078355335,0.012877042863296273,0.02191456780047063
2023-02-14,0.0029257971601430732,0.0,-0.02439021089440374,0.056902985074626766,0.014601321990452165,0.015503875968992276,0.0,-0.004999995231628418,0.012237762237762295,-0.0028901294373144815,-0.0004904477283562692,0.00017419255571970993,0.00902936074682259
2023-02-15,-0.0006250849543214532,-0.00877198756368558,0.027272744612260258,-0.0044130626654897975,0.0025830145327998544,0.0,0.0,-0.002512560405862674,-0.005757052389176787,-0.011594247126924806,-0.004906696675120559,0.014800600202060199,-0.003355710360650299
2023-02-16,-0.0006254759299144652,0.006637190371993507,0.07964598259637246,0.010638297872340496,0.02465955371411721,0.0,0.0,0.0,0.03821656050955413,0.00439887192349131,0.008875660341849834,-0.015271094857411072,0.005611568902738062
2023-02-17,-0.004381469708953256,0.0,-0.02459017995287427,-0.0008771929824561431,0.02586204415977944,0.022900763358778553,0.0,0.0,-0.001673173452314547,0.007299270072992803,-0.0004886765386410419,0.0033107238791942883,-0.011160622082696525
2023-02-20,0.0,0.006593428531625145,0.006302585322999654,-0.005267778753292318,-0.005602235658404231,-0.014925373134328401,0.0,0.007556667801907446,-0.004469273743016755,0.0,-0.0034230611032404212,-0.01563043667218489,-0.005417616448093576
2023-02-21,0.0035624893018901815,-0.006550239992370477,0.012526063778869334,0.0061782877316858276,0.010915474299517891,0.007575757575757569,0.0,-0.004999995231628418,0.0,-0.007246376811594235,-0.010794863710201108,-0.005292875512913353,-0.0018157089641133162
2023-02-22,-0.02484860246089393,0.0,-0.004123727070916572,-0.025438596491228038,-0.10553810086798654,-0.015037593984962405,0.0,0.0,-0.02244668911335579,0.016058371884979383,-0.017063485380683918,0.019155693435561005,-0.0018190117600721534
2023-02-23,0.002141274492786227,0.004395590088070556,0.0020704407949891923,0.03240324032403241,0.004672855547457999,-0.01526717557251911,0.0,-0.0075376812175881325,0.01148105625717566,-0.0014367597171467406,0.007064967185922644,0.007483472189820928,0.006833724725911594
2023-02-24,0.0008547408262589151,-0.004376353432301694,-0.02685956633829245,-0.011333914559720992,-0.022868223644765817,0.007751937984496138,0.0,-0.005063286249386678,-0.013053348467650383,-0.007194244604316502,-0.012226873564363139,-0.0036275537517143075,-0.0328054858487824
2023-02-27,0.014517472152262068,-0.00923076522465982,-0.006369410759649807,-0.006172839506172867,0.006346757658523217,-0.01538461538461533,0.0,-0.015267221419573263,-0.0034502587694077436,-0.003478274138077442,0.014204580365397845,0.0121359354929933,-0.022222202617262266
2023-02-28,-0.022306386748261464,-0.003105588701743267,-0.025641042361154054,-0.013309671694764824,-0.0906582998945884,-0.0078125,0.0,0.018087900188985317,0.017311021350259637,-0.001163471585819753,0.02040811458898406,-0.00531006111029908,0.00837328049939301
2023-03-01,-0.016573427176311162,-0.0031152634286504277,0.081140370323461,0.0008992805755396738,0.008669300632211163,0.007874015748031482,0.0,-0.002538068608636368,0.00623936471922848,-0.0011648268287375307,-0.015196052536236238,-0.000516596856458218,-0.013048657619034287
2023-03-02,0.01072450551754578,0.004464271152923915,0.014198798656638534,0.0008984725965857088,-0.01074344628629309,-0.015625,0.0,0.00254452679221151,0.006200676437429609,0.007288629899731225,-0.0004977714686847934,0.004307374156727883,-0.021634651997772925
2023-03-03,0.0036812902234546474,0.002222258887850659,-0.02400001525878903,-0.0053859964093356805,-0.013032195414574899,0.0,0.0,0.0,-0.013445378151260456,0.010130312490511661,0.008964158658351318,0.02024361445603362,0.013513536888707378
2023-03-06,-0.0002158369597645704,0.006651819072552856,0.015368852699293223,0.03339350180505418,-0.03609153695450307,0.005952380952380931,0.0,0.010152274434545472,0.007950028392958552,0.007163323469044025,0.0182625334503852,0.006726041751658585,0.009696925293195768
2023-03-07,-0.00323691563521733,0.008810631319405404,0.00504540875578896,-0.0008733624454148048,-0.003196333152672315,0.0019723865877712132,0.0,-0.005025120811725348,-0.013521126760563384,0.007112375224676448,-0.006301462242123135,-0.008351428243198344,0.003601446881194015
2023-03-08,0.0073608833514251515,-0.004366797918085807,-0.006024081157762207,0.027097902097902082,-0.026568938421122512,-0.007874015748031482,0.0,0.005050500185316276,-0.0011422044545973398,0.0028248155313777,-0.002926803216701579,0.001515919727254067,0.010765629170196522
2023-03-09,-0.005372898350162081,-0.006578969020592629,0.004040419453322341,-0.004255319148936176,-0.029176510081571738,-0.015873015873015928,0.0,-0.01256280202931348,0.008004574042309809,0.005633824308153512,-0.006849378343400714,-0.022199793393016143,-0.003550242262957082
2023-03-10,-0.006050103553415842,-0.015452531702955574,-0.0020121184564029226,-0.011111111111111072,-0.004847235976202402,-0.008064516129032251,0.0,0.00254452679221151,-0.007373794668179223,-0.012605063118278803,-0.015960562417939195,-0.04127963082863306,-0.01068897278634695
2023-03-13,0.0056521790059167465,0.0022421893955362204,-0.01411284213259456,0.015557476231633505,-0.025328808590928342,-0.016260162601625994,0.0,0.010152274434545472,0.005714285714285783,0.0,-0.040448566848435785,-0.01847869686003345,-0.018007113669542774
2023-03-14,0.0116731304937161,-0.017897120778109676,-0.04498978924929398,-0.04851063829787239,0.005497281813759747,-0.024793388429752095,0.0,0.0,-0.02840909090909094,-0.002836836145279298,0.015859811462242357,0.018095443155431656,0.0036674877499895953
2023-03-15,-0.016666580061623915,0.004555793696431776,0.04282655176286787,0.050089445438282754,-0.05825053857474993,0.025423728813559254,0.0,0.017587982745204123,0.019298245614035148,0.0028449066793772015,-0.054026296178171784,-0.04973070771673527,-0.00243611887240891
2023-03-16,0.030421525269570315,-0.01587300876551101,-0.002053435056503239,0.0008517887563883608,-0.05467591833431329,-0.016528925619834656,0.0,0.007407341125519329,-0.0017211703958691649,0.008510616654199943,0.006080320915030413,0.011146800475839047,0.012210094601662114
2023-03-17,-0.015183472192963232,0.006912465250898281,0.024691374498261087,0.0034042553191488967,-0.017418505093202086,0.008403361344537785,0.0,0.022058861340894076,0.014942528735632177,-0.004219344990175733,-0.027412013353087517,-0.019805705609579283,-0.014475355778516774
2023-03-20,0.01713060436811409,-0.0022883671581671594,-0.01606424195414846,-0.03392705682782016,-0.0440909636217689,0.0,0.0,-0.021582770009893504,-0.008493771234428071,0.014124293176498215,0.010430521726091158,0.027640121773632176,-0.012239861624732562
2023-03-21,0.0056842000860919395,0.006880756798101073,0.00816329644650815,-0.005267778753292318,0.055872596725332624,0.02499999999999991,0.0,0.0024510365364791564,0.003997715591090856,-0.004178315306498703,0.034043534091238836,0.0369134053811786,0.006195734975908085
2023-03-22,-0.01109482391612393,0.0068337355259247,0.006072858862228969,0.007943512797881747,-0.026345440981496493,0.024390243902439046,0.0,0.01466991211273605,0.025597269624573427,0.002797160115275421,-0.006584565871586956,-0.016815785612654732,0.0049261169163785645
2023-03-23,0.017569894900002492,0.006787352553651926,-0.006036201860267543,-0.021015761821365997,0.042784446771286344,-0.007936507936507908,0.0,0.0,0.0011092623405435376,0.011157644153531932,0.0019242729176480733,-0.00018191997270300408,-0.012254923106920668
2023-03-24,-0.013105928870222328,-0.002247227907125393,0.006072858862228969,0.01073345259391778,-0.035041028724654644,-0.008000000000000007,0.0,0.00722885115223959,-0.015512465373961226,0.01931036587419177,-0.01877930498183944,0.0014558328525335895,0.00868494108592377
2023-03-27,0.015809403441932046,-0.002252289314527922,-0.0020121184564029226,0.004424778761061843,0.03907149686324218,0.008064516129032251,0.0,0.00478468462867454,-0.009003939223410251,-0.00405958113076299,0.017181382195141426,0.013810687862787718,0.0036899812095916307
2023-03-28,0.001867670013630196,0.006772031568461179,-0.01411284213259456,-0.0149779735682819,-0.011944238423224673,0.008000000000000007,0.0,0.0,0.005678591709256109,0.005434803453420622,0.0010690858225312905,0.0030471081942211597,0.002451046247267108
2023-03-29,0.017605641453622534,0.0044842902404858,0.02862980915124802,0.016994633273702986,-0.004477273537576654,0.007936507936507908,0.0,0.004761900436850874,0.01863354037267073,0.020270270270270174,0.016018754100524335,0.013223761446989224,0.0012224344414586419
2023-03-30,-0.0006106776580880879,-0.004464271152923915,0.09343938040214805,-0.00527704485488123,0.028783400448314733,-0.015748031496062964,0.0,-0.004739332208735791,0.0044345898004434225,-0.0026489662018832627,-0.010931268890049028,0.011111129799614039,0.00732601992090931
2023-03-31,-0.004276967230117945,0.0022421893955362204,0.03818179043856551,0.01945181255526074,-0.004590144114265615,0.008000000000000007,0.0,0.0023810069847565174,0.01821192052980125,-0.0013281022504990636,0.0002125244499395773,0.014826416308618695,0.009696925293195768
2023-04-03,0.002863558834040214,0.0011185424384807519,-0.15061293702168488,-0.01300954032957502,-0.003074207129940554,0.007936507936507908,0.0,0.011876529758149568,-0.004878048780487809,0.0046542859444429485,-0.009137217546675402,0.0018906945647054751,-0.01200470220088612
2023-04-04,0.006118745779169155,0.00037243089972682775,-0.006185551279598855,0.018453427065026284,-0.017841377072114972,-0.007874015748031482,0.0,0.0023473595087817323,0.0010893246187364536,0.0015442413075352768,-0.012223924278711107,-0.051981515635677544,0.008505420730873237
2023-04-05,0.02736666321580783,0.00037229224659052207,-0.08506228680333994,0.007765314926660993,0.013231669386638112,-0.007936507936507908,0.0,-0.009367672606955812,0.015778019586507153,0.0015418603031644995,-0.008467224225895298,-0.006695601576603538,-0.0036144639629618336
2023-04-06,0.01618000358662841,0.0003721536966547756,0.018140616147155564,-0.02482876712328763,0.022576307399746254,0.0,0.0,-0.0189125114291554,-0.008569898232458462,0.0015394866298428234,0.011823932965903117,-0.007833855164095183,-0.006045959507698484
2023-04-07,-0.0010873738800460941,0.0,0.01781739757697065,0.0035118525021948788,0.002164510475039183,0.0,0.0,0.0,0.0,-0.002635106371750573,0.0023371728993444307,0.004636440292001609,0.0006082735480106294
2023-04-10,-0.0032656726472757303,0.002232091498825639,0.05908097850906424,-0.011373578302712128,0.006479506465500107,0.008000000000000007,0.0,0.0,0.00432198811453266,0.005284036221988142,0.006995169776804699,0.013845128763159131,0.001823711328671651
2023-04-11,-0.0010921240687907785,0.0044544166426758736,-0.002066162926976034,-0.0035398230088495852,0.0021459309152600525,0.0,0.0,0.002409578750574015,0.03335126412049494,0.007884342787800813,0.0023155257630995685,0.002343559591800437,0.033980518534195925
2023-04-12,0.006247478846985288,0.0,-0.016563131463710468,0.017761989342806483,0.013062070514718638,0.0,0.0,-0.007211474536436335,0.031754294638209224,-0.0013037611225535928,-0.006417156916443845,0.014748196354823495,0.017605783020345767
2023-04-13,-0.007372842725795414,0.0,0.0029473716334291744,0.00610820244328103,0.010991343555985855,0.0,0.0,-0.002421362858288867,0.003531786074671972,0.009138441143353493,0.010764303754612792,-0.007798628872539903,0.004613501640901241
2023-04-14,-0.021892100217820287,0.0044345752379924,0.002938710162457614,-0.0008673026886383273,-0.018398457212962294,0.0,0.0,-0.007281488787498014,-0.014077425842131674,0.010349228858731463,0.01640035388526795,-0.005001764587111435,0.006888645685653394
2023-04-17,0.0035970520334711598,-0.0066225384961966505,0.008790298348285486,-0.02604166666666663,0.014483458423102169,0.0,0.0,0.0,-0.0056093829678735,-0.005121658562022291,-0.015088019525942853,0.006822281201261271,-0.002280390954307765
2023-04-18,-0.005973662674445102,0.0,-0.006224050462904196,-0.005347593582887722,-0.01847571289057104,0.0,0.0,0.0024449270590736205,-0.018461538461538418,0.0025740615893452556,0.006808524712442088,0.004279562338327825,-0.004571550868718854
2023-04-19,0.0072114932271838406,-0.002222258887850881,0.014613714529090771,0.011648745519713177,0.0077004863024832115,-0.015873015873015928,0.0,0.0,0.011494252873563315,-0.005134807677070752,0.010566397308752196,-0.012606517903406611,-0.003444322842826697
2023-04-20,0.0063643726385747,-0.0066814490461338805,-0.01234564800327298,-0.02037201062887506,-0.009552128342579236,-0.016129032258064502,0.0,-0.009756088483765968,-0.005681818181818232,-0.0012903028918850312,-0.009828509138032793,-0.004495594268227099,-0.006912338542257479
2023-04-21,-0.0019762356043001583,0.006726391085435601,-0.07291666666666663,-0.025316455696202556,0.012001764685863892,0.008196721311475308,0.0,0.00985220749181659,-0.010909090909090868,0.007751918117475443,0.011615591718643126,-0.0003612799411698564,0.0023201602361118123
2023-04-24,-0.0059406353812402335,-0.0022271203623979163,0.01797751094518074,-0.0037105751391465214,-0.008894598188462943,0.008130081300812941,0.0,0.007317124513698703,0.007878151260504174,0.0,0.0050104734943241525,0.0005420813013039538,0.006944368660305011
2023-04-25,-0.008167308671226725,0.0,-0.01986749947768962,0.013966480446927276,-0.02478626130208539,0.0,0.0,-0.009685220519283777,0.047420531526836784,0.0,-0.014540957576946179,-0.0167961048061398,-0.001149427280488391
2023-04-26,-0.0010042406806541893,0.002232091498825639,0.00900895714943828,-0.0045913682277318735,-0.012927259768213739,-0.016129032258064502,0.0,0.00488997070424535,0.0024875621890547706,0.008974319849258894,-0.0073777082044037545,-0.01891988988389759,-0.006904499903477301
2023-04-27,0.0056292476997448215,0.0,-0.16517852315184944,-0.0064575645756457245,0.005327345260789373,0.008196721311475308,0.0,-0.03406328475820819,0.002481389578163684,-0.00889449778127116,0.011255037598644657,0.06721588022550495,0.012746256348771468
2023-04-28,0.007596982789438433,0.006681537005073679,-0.02740645679304743,0.01485608170844932,0.02892471794854523,0.008130081300812941,0.0,-0.010075557069209928,-0.022277227722772297,0.011538481101011522,-0.010289849296630349,0.00035088522392401345,0.00686511548051949
2023-05-01,-0.010863088508356822,0.0033185733422118613,0.038659793814433074,0.0013723696248857387,-0.01577254068669487,0.0,0.0,0.0,0.0151898734177216,-0.020912590637737094,-0.0178230415048668,0.00175374383230964,-0.021306937989395425
2023-05-02,-0.0036607970653173005,0.001102532279837698,0.012406947890818865,0.0004568296025582175,-0.00534176679636611,0.0,0.0,0.0,0.004987531172069737,-0.007119756090472995,-0.006048822244881791,-0.00035014807664002223,-0.007256935743001014
2023-05-03,0.017112953093700645,0.002202679577408384,0.0,-0.0018264840182647957,-0.01753615240059092,-0.016129032258064502,0.0,-0.020356275003996505,-0.002481389578163795,0.011734049044177075,0.008911186200097898,-0.008231128171025559,-0.0011694750771945595
2023-05-04,0.0007918026294377878,0.006593428531625145,0.00849673202614376,-0.0009149130832570851,0.0,0.003278688524590123,0.0,0.005194800369332286,-0.008955223880596996,0.01675261697577679,-0.010986668693721224,0.008122886734883927,0.01288046553016331
2023-05-05,0.003560057005427053,-0.0021834420742847804,0.008425145819831448,0.007097069597069572,0.05979476425976671,0.0032679738562091387,0.0,0.0025840385471720406,0.004141566265060348,-0.005069727733119311,0.03201913164953374,0.03643366633032197,0.020809284847244536
2023-05-08,-0.0007882755570015609,0.006564573358039949,0.025064267352185032,0.021141168447374348,0.0029473555715460176,0.009771986970684043,0.0,0.01288658526843589,0.012373453318335281,0.0025477318247413283,0.004854419741098903,-0.00388709733570769,0.005662523830665789
2023-05-09,0.005128209469007494,0.0,-0.01253918495297801,-0.003561887800534236,0.0936188297431082,0.016129032258064502,0.0,0.012722633961057772,0.012345679012345734,-0.006353240398838,0.0063011409337696556,0.0005090362180726338,0.00788289627492067
2023-05-10,-0.002354804447647907,0.0,-0.00952380952380949,0.02680965147453085,0.024952037138017857,0.015873015873015817,0.0,-0.010050241623450806,0.024390243902439046,0.001278850478495741,0.004174489957904592,-0.009496377169726289,0.01117320319093107
2023-05-11,-0.002753725149529762,-0.004347811902123078,-0.0064102564102563875,0.011314186248912117,0.031835219370089485,0.0078125,0.0,0.005076137217272736,-0.00952380952380949,-0.00510857612118476,-0.012263566171143214,-0.007875348153986272,0.008839793741109547
2023-05-12,0.015384534356304158,-0.010917037910456173,-0.003225806451612856,-0.03786574870912218,0.008166896113889877,0.0,0.0,0.0075757502779743024,0.0024038461538462563,0.0,0.010521925980661928,0.005176863384140029,-0.010952920617267492
2023-05-15,-0.006992963594944834,0.0066225384961966505,0.058252427184465994,-0.0026833631484793896,0.020702115483181904,0.0,0.0,0.002506263268008846,-0.0023980815347721673,-0.003851130242380707,0.008954548939062112,0.011673824981558445,0.0033222646865618266
2023-05-16,-0.0023474342625594558,0.006578882411906406,-0.01834862385321101,-0.008968609865470878,-0.012786636315042732,0.0,0.0,-0.002499997615814209,-0.02644230769230771,0.006443299095769239,-0.006191895618225529,-0.006787740095154371,-0.007726282180862798
2023-05-17,-0.003921564960883028,0.006535969644851258,0.0031152647975076775,0.012669683257918507,-0.01697182541873088,-0.015503875968992276,0.0,-0.007518789804026538,0.009876543209876631,0.007682438999277341,0.006022804798714754,0.008542627890449461,0.015572884864559322
2023-05-18,-0.01889758251066409,0.012987056284054166,0.08695652173913038,0.009830205540661385,0.01817353995323412,-0.007874015748031482,0.0,0.005050500185316276,0.009779951100244544,0.001270725633971681,-0.0033030128942913572,0.015246511002716678,-0.003285876185180281
2023-05-19,0.020465440501268306,0.002136702910447541,0.017142857142857126,0.003539823008849474,0.027666258074740435,-0.007936507936507908,0.0,0.002512560405862674,-0.004842615012106588,0.0012690161199031547,0.013256033303539194,-0.002836675834755442,-0.003296819282248342
2023-05-22,-0.0031458501994400256,0.0,0.03651685393258419,0.003527336860670305,0.016934406340447294,0.0,0.0,0.0,0.009732360097323589,-0.007604543251172102,0.014922312196152587,-0.0003346158572297142,-0.0022049646911801446
2023-05-23,-0.006311649658064522,0.008528841205815096,-0.05691056910569103,0.0035149384885764245,-0.012382618043664584,0.008000000000000007,0.0,-0.005012526536017692,0.0,-0.006385695791984669,-0.0028197257874293946,-0.028958876938853018,0.0011049742176387767
2023-05-24,-0.01647482757954888,-0.0042283993602209025,0.011494252873563315,-0.007880910683012221,-0.033722386839508345,0.0,0.0,0.007556667801907446,0.0,-0.0012854254446377222,-0.02666136954637388,-0.018962222133227957,-0.009933791375394962
2023-05-25,-0.019172510929242548,-0.012738812379077369,0.06818181818181812,-0.0061782877316858276,0.00044743752622578015,-0.007936507936507908,0.0,-0.004999995231628418,-0.01927710843373498,0.0,0.004150333830553965,0.011773009759954212,0.015607607074270557
2023-05-26,0.011111090398020718,0.010752695478055019,-0.007978723404255317,0.000888099467140302,0.014758493501707992,-0.008000000000000007,0.0,0.0,0.00982800982800991,0.003861043288813093,0.012192505823000577,0.02275091206904456,-0.005488483292997226
2023-05-29,0.0020349515618260927,0.002127610587434159,0.03217158176943702,0.08118899733806573,0.014103115350037054,0.0,0.0,0.0,-0.018248175182481785,-0.011538481101011633,-0.002654049659993274,-0.005731033718840983,-0.0011037545972660823
2023-05-30,0.0026401324143146,0.0063694481147649196,0.0051948051948051965,0.025030775543701367,-0.020860475335147566,-0.008064516129032251,0.0,-0.0075376812175881325,-0.006195786864931829,0.0,0.0,-0.001921355928559354,-0.001105085348506396
2023-05-31,-0.009519937869187811,0.00632913501765886,0.023255813953488413,-0.016813450760608473,-0.037283627473912784,-0.024390243902439046,0.0,-0.010126572498773245,-0.0024937655860348684,-0.005188087338460434,-0.007574243102797529,-0.0304585698344515,-0.01438044531786109
2023-06-01,0.005316978240915482,-0.008385716809801158,-0.010101010101010055,0.0016286644951140072,0.0,0.0,0.0,-0.007672626785479308,-0.012499999999999956,0.020860575843246965,0.006600673375107169,0.026297241130946558,0.006734018135727382
2023-06-02,0.01281533840452953,0.008456631728642305,0.010204081632652962,0.0008130081300812275,0.06500690699376088,0.008333333333333304,0.0,0.0012886585268436779,0.010126582278481067,-0.0025543367795849425,0.02459013990675496,0.05520204643578697,0.025640956642869916
2023-06-05,-0.004418620687013264,0.006289329005214395,0.018939393939394034,0.033306255077173,0.007359310540545172,0.012396694214876103,0.0,0.0038610000698686697,0.007518796992481258,-0.005121658562022291,-0.009399986267089822,-0.011082143064077177,0.0021739168458769775
2023-06-06,0.011498923292606378,0.008333305907249455,0.006195786864931829,-0.005896226415094352,0.015900254602759345,0.004081632653061273,0.0,0.007692300168250066,-0.011442786069651767,0.01029604997656186,0.0036341864800057966,0.013348737132783617,0.0
2023-06-07,-0.01276428609469027,0.016528953268834856,-0.009852216748768461,-0.005931198102016588,-0.006768183229402869,0.0,0.0,-0.002544526792211621,-0.01157523905385005,0.0,0.005833796885028608,0.019515318189727848,0.0021693102647089013
2023-06-08,0.0038383947753288794,-0.004065027271829003,0.029850746268656803,0.007955449482895727,-0.032793887256197696,0.03252032520325199,0.0,0.012755089628354144,0.0015274949083503575,0.003821694926851027,-0.0024000167846679465,0.0011166006756682112,0.00811684194634843
