,ENGI.PA,CCH.L,GM,SAP.DE,000270.KS,090430.KS,MF.PA,KESKOB.HE,5183.KL,SU.PA,FALABELLA.SN,LMT,BAX
2023-01-02,,,,,,,,,,,,,
2023-01-03,-0.003540821989045706,0.0,0.0,0.011188708558533156,0.014634146341463428,-0.014814814814814836,0.01478948122635182,0.010581977088331307,0.0,0.008738800326327123,0.0,0.0,0.0
2023-01-04,-0.019395919208792023,0.014702089244261085,0.02572439206786603,0.02223119241214877,-0.0064102564102563875,-0.011278195488721776,0.007287012871268095,0.013802903618251872,-0.017441926226863136,0.04406280376558214,-0.00981287358568983,-0.0021569299979683487,0.025274312154937695
2023-01-05,0.007851433585721823,0.0033045246568377262,0.008936332821078086,0.0013902621041823604,-0.014516129032258074,0.04562737642585546,0.0016694660926690474,-0.0056337528724402786,-0.005917182469050486,-0.0012876103765439018,0.01853554152638459,0.0011962378262724283,0.004586238398086806
2023-01-06,-0.030262192565055468,0.0022802128198631255,0.025999995640346052,0.014875050123701605,0.00654664484451728,0.0,0.013333299424913347,0.0055476783118795225,0.0,0.016330030504464688,0.0269669816300675,-0.008028207665632836,-0.07837167502000952
2023-01-09,0.01683913615347188,-0.0032861476238624787,0.0002784272229374718,0.02169241059354232,0.042276422764227606,0.05454545454545445,0.031798263409204885,0.016551214124007396,-0.005952290396567306,0.020577967253927465,0.023451649227081983,-0.030111571917120994,-0.07739937958614984
2023-01-10,-0.0006076739923208674,-0.008369261983261489,0.03312924560322128,0.001147692706426895,-0.0031201248049922414,-0.03448275862068961,-0.010626992733427265,-0.018475733283058182,-0.005988046521030466,-0.0037288255600824716,0.028000000000000025,0.00718973916808463,0.023266239323861626
2023-01-11,0.010793569237001144,-0.009974424552429695,0.0191322843652717,0.018723720660667187,0.0046948356807512415,0.02857142857142847,0.017185805589092995,-0.001882396024816213,0.0,0.0173274190542807,0.0005558643690939391,0.001535813973814415,-0.006558877147987752
2023-01-12,0.00962545514317159,-0.004649961250322909,0.013484985202161903,0.0009377201302833704,-0.004672897196261627,-0.02777777777777779,0.005279831215551978,0.019801984649844506,0.006024119227211244,0.0019076085408469279,0.005611097547743027,-0.0027214033814795258,-0.007702431441434121
2023-01-13,-0.007597146250641118,0.0010381520892810414,-0.047482479065444005,0.008431717668081484,0.021909233176838905,-0.0035714285714285587,0.007352989496599349,0.008784121194153727,0.005987932308542776,0.008975978145877583,-0.003369966116906209,-0.025793745211594055,-0.005544466603548015
2023-01-16,-0.00975683810734762,0.008555872439719892,0.002054278829411338,-0.002043861222134735,-0.01071975497702915,0.021505376344086002,0.013555739329289773,0.01695695895546523,0.011904807858458266,-0.007009088224139481,0.005543237250554389,-0.004451653385485144,-0.0016725882099822842
2023-01-17,-0.05472185150147668,0.009511568123393266,0.0006833558064376355,-0.001117064971447923,0.006191950464396356,0.01403508771929829,0.006687258706654209,-0.00991443061776709,0.01411763359518603,0.005565408881497813,0.014332965821389099,-0.0014905197390709946,-0.0005584634827643375
2023-01-18,0.004650385690603276,-0.022663610898905007,-0.004643594122052952,0.01584340074456647,-0.004615384615384577,-0.00692041522491349,0.004087905284788418,-0.04050975955686309,-0.018561467463607983,0.0012148533432256858,0.0,-0.013172051615081837,-0.016540045836050066
2023-01-19,-0.004628859707655031,0.005211047420531578,-0.019484059034849954,-0.022935779816513735,-0.0061823802163832875,0.024390243902439046,-0.03104328805860357,-0.012808370908010902,0.004728127857288822,-0.036133212502867273,0.010869565217391353,-0.004441705767163295,-0.008181832053444582
2023-01-20,0.004008995369265911,-0.006480041472265441,-0.010635350489328621,0.004507073774024262,0.0,0.010204081632652962,0.009453797843798295,0.011532906164219092,0.0,0.003217280232290509,-0.005376344086021501,0.009036901601980007,0.005499580243434332
2023-01-23,0.007027578795224976,0.005739629533002777,0.03083451767008838,0.002617300154335256,0.0,-0.011717171717171682,0.006243480579062544,0.014251836355461567,0.0,0.014919125440775227,0.043243243243243246,-0.004511820983368553,0.02871463743989655
2023-01-24,0.027914373203399734,0.00440985732814525,-0.006586110669982714,-0.005966803812250343,0.0,-0.003952030526028882,0.00879013578429122,0.009836022516183096,0.0,0.0034345376680255946,0.004145077720207224,0.018015800011383254,-0.005095249121537915
2023-01-25,0.010955114915475184,-0.004132231404958664,0.003314887551262524,-0.006377792981229424,0.0,-0.003967711041182098,0.0015376103720348144,-0.006029645824989771,0.0,-0.0012322558345699841,-0.0075851141237744946,0.010974317287834268,0.02738809945258125
2023-01-26,-0.002442043762472035,-0.008039419087136901,0.0044052821794189345,-0.008872969791803964,0.07931570762052886,-0.015109890109890056,0.013817872524916952,0.0046663733105769545,0.0011764975155101887,0.00644278602282311,-0.010034861091946956,0.012440536046604223,0.0004334732992683499
2023-01-27,-0.0058138970751044905,0.007058823529411784,0.040296086599484804,0.0,-0.004322766570605152,0.02789400278940035,0.007067106781172061,0.013469530837432409,-0.003525344986911927,0.0070825971864554305,-0.02573529411764708,-0.0004566917992063768,-0.0034662012118936714
2023-01-30,-0.001846734942388406,0.008047767393561722,-0.04374176058075874,0.019999985467819892,-0.00723589001447178,-0.01831750339213023,-0.010526346383536778,-0.0009166112760494727,-0.0035377045507811733,-0.00473365014821292,0.005390835579514919,0.002154025720687347,-0.01869566544242529
2023-01-31,0.003700303364297053,0.010301313417460767,0.08349403975904646,0.011951436018051487,-0.026239067055393583,0.005528680027643507,-0.01722388045395451,-0.019724697838343963,-0.011834252077232543,0.007745717523908402,-0.008042895442359255,0.005796941854932625,0.012184298726124254
2023-02-01,0.010138246147580743,0.007902115727759451,-0.0005086586449364328,0.007935049198614319,0.04041916167664672,-0.028178694158075612,-0.001546407483287715,0.012634466065127636,-0.007784437634842156,0.0072814625063013505,-0.013513513513513487,-0.0021802222171863894,0.01291311381749538
2023-02-02,-0.018248229698600738,-0.006828528072837625,0.055979664265866313,0.030574917911023736,0.0028776978417266452,0.06718528995756712,0.03252453872490868,-0.025877979747553348,-0.007845510522215826,0.020080322105492376,0.013698630136986356,-0.010946452263047468,0.01577354281527943
2023-02-03,0.01425031129948251,0.01298701298701288,-0.008915636912885883,-0.002664798782007538,0.01865136298421799,-0.008614976805831676,-0.0009999847412109908,-0.053368121635278265,0.010948923316814296,0.016010515348600318,-0.005135135135135083,0.004133913954300628,-0.007019741079341113
2023-02-06,-0.005039705724179666,-0.012317747611865215,0.005105739825410627,-0.0039187962788558295,0.0028169014084507005,-0.012032085561497374,0.0020019714232974994,0.011275388741166292,-0.014440504784036357,-0.01795400959084492,0.00771526822704427,0.021826304400818675,-0.03256213470065328
2023-02-07,-0.014428221734040347,-0.015271061338762992,0.0014514120239368378,-0.008583683082144633,-0.0098314606741573,0.0027063599458727605,-0.003996019300462894,-0.015113989126033567,-0.004884029445248239,-0.010127537227793248,0.0028576314054336027,-0.0016414826715650532,0.009964587344108322
2023-02-08,0.019467372671817085,0.0012923235978288261,0.004106235813519099,-0.001984069234830299,0.01134751773049647,0.006747638326585648,0.007021109318590124,0.003018841053704868,0.012269986030718272,-0.01288866852471382,0.0,0.0028185411185817077,0.001534744439541491
2023-02-09,-0.0009165966938853298,-0.004388229220444018,0.0014433816149026502,0.006325654482893128,0.005610098176718203,0.0,0.004980079605587662,0.011286701153623069,-0.0012121489553740261,0.021133391781882116,0.005376344086021501,0.0009368730908643208,-0.12127847807609649
2023-02-10,0.009633058493337288,-0.009592947886958747,-0.006725980946673649,-0.015624980731257065,0.0,0.029490616621983934,-0.013379568421263643,-0.009424629736890178,0.0012136200436421163,-0.011204830836833768,0.020267392734792722,0.022846668335939846,0.02017940671668028
2023-02-13,-0.005754975899973203,0.016492146596858603,0.01620319246352353,0.004561211343479865,0.02092050209205021,-0.029296875,0.005524815725794996,0.004006005330834395,-0.020606069853811526,0.022930291584038587,-0.009382055760264407,0.00237093084931006,-0.010989029415274465
2023-02-14,0.008377734632025069,0.04970383723924798,0.009757254710747176,-0.0019978315947687397,0.004098360655737654,0.018779342723004744,0.0019980477590957335,0.014463886611591592,0.008663328649155755,-0.012902456012659602,0.005291005291005346,-0.000809209385334575,-0.01456790500217009
2023-02-15,0.0036254030606608367,0.018155053974484803,0.012255490314013517,0.008189276736879414,-0.01224489795918371,-0.01974983541803821,0.0049850447137274045,-0.004916439563399044,0.008589037027606494,0.02086086447872071,0.0052631578947368585,-0.0022218049679688656,0.003758494774552812
2023-02-16,0.006471966295852338,-0.003855421686747018,0.0034923797093633357,0.0018050265589684145,0.05371900826446274,0.004029550033579632,0.007936462283165913,-0.008399213350611334,-0.0024331456343007485,0.008794623743658692,-0.0006282466868455794,-0.019271210958002105,-0.00649031770637476
2023-02-17,0.00942129566079597,0.020803096274794486,0.0016241229072491148,-0.013693663451048721,-0.0013071895424836555,-0.02006688963210701,-0.003937022951636893,0.0119581352649476,0.009756088483765968,0.0016666314540765281,-0.012992481241474452,0.009294440069628651,0.030150773516147478
2023-02-20,0.006962952790436905,-0.012796208530805653,-0.035441229801190355,-0.001826859440117623,-0.0013089005235602524,0.02320819112627981,-0.00395250897773225,0.004431322252805403,-0.009661826846140142,0.001919896725355974,0.005307855626327074,0.005613603308317838,-0.005487790921839264
2023-02-21,0.048256594376646866,0.012001920307249225,-0.012247821109571677,-0.013909193448438772,0.003931847968545288,-0.021347565043362215,-0.003968268985800605,-0.009803865653465804,0.019512176967531936,-0.02248342058860564,-0.010454091250330033,0.0018607555592093927,-0.0018393576508313192
2023-02-22,-0.011368400172183213,0.015180265654648917,-0.005835197477124576,0.00890867729622924,-0.02741514360313313,-0.013633265167007469,-0.00398407888246699,0.007425723409153262,-0.01913873851469783,0.004312622131885435,-0.002240930146886866,0.0007095230204268166,0.007616647488518646
2023-02-23,0.0036910877823748134,0.002336448598130758,-0.040107591443584445,0.0007358520065896546,0.025503355704697972,0.009675190048376026,0.014000015258789134,-0.007862400216847254,-0.04878044241882984,0.004944761097691597,-0.010695187165775444,-0.0009384443271053255,-0.012192148755525878
2023-02-24,-0.00848655464253567,-0.006993006993006978,-0.0017834317152667367,-0.017279456158821316,-0.014397905759162333,-0.008898015058179332,0.004930966395226166,-0.0004953060236411178,-0.07692312394843659,-0.03534899958914084,0.00540540540540535,0.0027552963204811043,-0.008639804705571907
2023-02-27,-0.003994344344167344,0.00516431924882621,0.0033180466335540615,0.013655060881741399,0.009296148738379806,-0.029005524861878462,0.015701653092858425,0.013875063184466851,-0.006944404891978451,0.020268485050073393,-0.0033333070816532473,-0.0018942624347856318,-0.00846613928983364
2023-02-28,-0.009166378403961284,-0.006539000467071454,-0.014500118924226313,-0.008304059044954237,-0.009210526315789447,-0.015647226173541973,0.03864734299516903,0.005376374158053698,0.001398566700881121,0.0006577479405101005,-0.017100049847461607,-0.010907381958471296,0.003264717958602281
2023-03-01,-0.016912416775789807,0.00611189468735307,-0.0005162740551657441,-0.008001494077884863,0.016600265604249653,0.022398843930635737,-0.022325595589571257,-0.006805998625447951,0.005586586970037999,0.009466227239206315,0.004335670116850876,0.00014754945641559658,-0.022277831605802323
2023-03-02,0.011909991151063615,0.01869158878504673,0.020919357775243563,0.005627447558289589,0.016329196603527052,0.021908127208480455,0.008563287715941392,0.009789469045683452,0.009722246321631767,-0.003125786241015782,0.016393442622950838,0.008390806187670297,0.014336854554661382
2023-03-03,0.007120061527375432,-0.0013761467889907841,0.03743990862482516,0.020145458012714057,0.005141388174807249,0.007607192254495132,-0.007547198601488669,0.012118274850705824,-0.0013754817153938115,0.011758577411988602,0.010752688172043001,-0.0008780558890676415,0.008076721439956636
2023-03-06,0.010388046089808256,-0.0009186954524574853,-0.01365514707421267,0.023587510475770124,0.0038363171355497716,-0.011667810569663706,-0.0038022234609113026,-0.006704951881008503,0.0055096364451752144,0.00439044843971792,-0.005319148936170248,0.004770969698904892,-0.005758626693655233
2023-03-07,0.004283908430648742,-0.006896551724137945,-0.01755251102796418,-0.010539481197079037,-0.01146496815286624,-0.01736111111111116,-0.006679432798212703,-0.004339448099378362,-0.008219235349178677,-0.006299792638977952,-0.016577540106951894,-0.003144739828390475,-0.018131388129076886
2023-03-08,0.004834340953823402,0.008796296296296191,0.0005031867695477477,0.0005415919773865685,0.01675257731958757,-0.040989399293286266,0.007684947776024131,-0.00048427259402283873,-0.0027624283920971715,0.003622703790661097,-0.00815660685154973,0.0017548914291229956,0.011541342110038988
2023-03-09,-0.0024055075333455633,-0.0018357044515833199,-0.048792724059505854,0.00541326347293003,-0.010139416983523497,-0.014738393515106862,0.0,-0.006782916365717262,-0.008310241623697978,0.015856688948983733,0.01041666666666674,-0.007612083204347031,-0.011409659328371236
2023-03-10,0.00014183368704934196,-0.013333333333333308,-0.03437332753967359,-0.008614492672659457,-0.001280409731113985,-0.04712041884816753,-0.035271730446294725,-0.014146386123285115,-0.02234634788015244,-0.033502529028005545,0.0032555615843732344,-0.0007355387181385842,-0.024878204127876002
2023-03-13,-0.013473303848463458,-0.017241379310344862,-0.020810573020376366,-0.02950762162541043,0.01025641025641022,0.02668759811616961,-0.02915016835179307,-0.01608109204915864,0.014285700661795575,-0.023897153843287278,-0.01568415359653863,0.003848552202451394,0.023145740597579012
2023-03-14,0.011500851842592752,0.009009009009008917,-0.004474268873658316,0.026487561141178784,-0.03172588832487311,-0.02752293577981646,0.02188296718451821,-0.000754306737530519,-0.02112677427918841,0.02609634835854102,0.005494505494505475,0.0032262975053813925,0.01208219505321062
2023-03-15,-0.036384248623281934,-0.025845864661654172,-0.035674064536536765,-0.01526440434710541,0.04325032765399728,-0.00786163522012584,-0.03635459631878679,-0.0037745727112081795,0.0071942722456204145,-0.05283165762701425,-0.005464480874316946,-0.01161066179816328,-0.02895604319473788
2023-03-16,0.01592917378962655,0.028461167390255726,0.008156095670335484,0.039306165751873845,-0.006281407035175879,-0.015847860538827252,0.024289389913396242,-0.02500635702579257,-0.0014286041259765625,0.030311452476211143,-0.005494505494505475,-0.00014791008975056918,0.0036620295925917645
2023-03-17,-0.02497095398514526,-0.0065666041275797005,-0.035538847747620284,-0.00941048974021197,0.013906447534766109,0.017713365539452575,-0.04339046910768818,-0.00906731834084773,0.03433480054562721,-0.018807112842062157,-0.03464085700103592,-0.01557348336842257,-0.02058892683923441
2023-03-20,0.009976163112386471,0.013220018885741203,0.0071898698648869,0.012188569528890802,-0.027431421446383997,0.011075949367088667,0.00843877000643678,0.013071895424836555,-0.0318118974366145,0.008214655895404599,-0.004177902262991973,0.021100343857455517,0.016231952260050475
2023-03-21,0.021229552346709424,0.0060577819198508465,0.044021403606670395,0.007968778794309905,-0.0038461538461538325,0.025039123630672844,0.03190379812174848,0.002322584582913345,-0.02571426119123188,0.011542619244515828,0.028735632183908066,-0.0019760403979077745,0.03718256178855883
2023-03-22,0.002165420295433984,0.01621120889300598,-0.029914509478816687,-0.000527034087524636,0.015444015444015413,-0.03053435114503822,-0.0005068732993855907,-0.0002574233134378101,-0.00439885763243919,0.0026849856809298966,0.005586592178770999,-0.012343111779851812,-0.011360786569184045
2023-03-23,0.0011523908245867354,-0.010483135824977174,-0.009104186946833903,0.00791001525342483,-0.006337135614702172,0.023622047244094446,-0.009127804663355166,-0.00927119735708215,0.001472787767013095,0.0033471681862122793,0.011111111111111072,-0.002132650912810119,-0.02655773543359885
2023-03-24,-0.023453184812619154,0.005066789497927271,-0.0008892291790634221,-0.00610391477484673,-0.010204081632653073,-0.011538461538461497,-0.022517881442797538,-0.014816731914150783,-0.019117663352134273,-0.0505738029364311,0.0020879389165522344,0.014191097959079135,0.029118589754815627
2023-03-27,0.019890930967793707,0.0114573785517873,0.021951993431161387,0.0033338940360265745,-0.020618556701030966,0.015564202334630295,0.01308900523560208,0.015039569178777024,0.022488769662919683,0.018833398582616123,0.0028511629743710465,-0.0024233865970766377,0.021412188692062628
2023-03-28,0.005923127677042395,-0.00996828273674677,-0.006676329089773336,-0.005421500028620407,0.011842105263157876,0.01379310344827589,-0.006718362024588198,0.0038990825688074437,0.019061529960649803,0.007587295736874333,0.004373974849644524,-0.0041192508221352675,-0.005490422320406196
2023-03-29,0.020680749262333764,0.01327231121281458,0.043249546739961175,0.007561109781113462,0.033810143042912966,0.027210884353741527,0.006243480579062544,0.007250196834235778,-0.005755390352630396,0.02012597483950218,-0.003810560696788201,0.0058331918924121595,0.017314992919117644
2023-03-30,0.02420148225440477,-0.0009033423667570428,0.008123274771142164,0.006631781381760682,-0.0012578616352201255,-0.0014716703458425018,0.013960766764431032,0.018508930019626613,0.031837955410549235,0.02737888682109424,0.004371584699453646,-0.002129968494537837,-0.0056733975590078645
2023-03-31,0.0010991034557168433,0.0004520795660036825,0.019171953168366063,0.0060679346787329,0.02015113350125941,0.008106116433308719,-0.007139261150937326,-0.00025235542157364677,-0.008415139104699154,0.003788285755347953,-0.005440696409140355,-0.0009509736176894767,0.006201934792432029
2023-04-03,0.006587053338164006,0.014008133755083696,-0.011177749291192196,-0.003963459367129829,0.0024691358024691024,-0.0029239766081871066,0.0005136420394613594,0.0017672227656044814,0.019801960832583232,-0.016267569749786825,-5.4691239571913464e-05,0.02938248854114134,-0.014299847421519574
2023-04-04,0.005453300837764408,0.00891265597147961,-0.014612593675427665,0.006401365688038396,-0.013546798029556606,0.009530791788856297,-0.01026694029090236,0.0052923155962090185,0.0013869281541984968,-0.017991705871737373,-0.020734188909599438,0.003945611456578124,0.013006514850364637
2023-04-05,0.011932179079217287,0.010159010600706786,-0.018186947267843312,-0.0006875898588462048,0.014981273408239737,-0.013071895424836555,-0.015560165728807807,-0.0067686252668567315,0.004155153833813818,-0.03772063754724686,-0.005586592178770999,0.0029679896509844372,0.04345674867983207
2023-04-06,0.009379629283540192,0.0026235242675993753,-0.014249073748240582,0.0063650253756437625,-0.0036900369003689537,-0.010301692420897735,0.0026343519070632926,-0.0037859090162906117,0.0,-0.0015399777387875568,0.011235955056179803,0.0003674017774797367,0.0009465432351178915
2023-04-07,0.0017788374440412813,0.0009594417793283849,0.008239371094387993,-0.0015726464426416564,-0.011111111111111072,0.013382899628252787,0.002101944264768063,0.00319228393176485,0.034482758620689724,0.00535615162726355,-0.000694444444444442,0.0033559715976156923,-0.0007683278395980153
2023-04-10,0.005327036400309737,0.0028755663994424197,0.024516115906418,-0.004725370665291551,0.011235955056179803,-0.01687454145267797,0.0062926060870291955,0.009546377049234112,-0.013333320617675781,0.015982848322738885,-0.0020847810979847115,0.01003424016784038,-0.0023067558635431196
2023-04-11,0.0017662698164979673,0.0009557737422885015,-0.00895605090747198,-0.0015826019358597954,0.04938271604938271,0.02238805970149249,0.0020844189350643916,0.0031520351669023228,-0.0027027000903735443,0.005243805164993454,-0.009470752089136503,-0.01793659519297308,0.01707377879929206
2023-04-12,0.003947396076947607,-0.0017361111111111605,-0.022310107848957816,0.004651971976303848,0.012941176470588234,-0.008029197080291928,0.011440441566971993,-0.0024937276290828425,0.001354979930841882,0.008329823200797115,0.023622047244094446,0.0005329816488537364,-0.005129429326973245
2023-04-13,-0.0035386566191308866,0.006956521739130528,-0.0025996578672624615,-0.00565943788857215,0.005807200929152101,-0.01103752759381893,0.011825208492328043,-0.0027500152587890403,0.0013532109692164784,0.0028440780644978236,-0.01098901098901095,0.008277009822583503,0.011952241811944653
2023-04-14,-0.008154711734916331,0.00043177892918833116,-0.001158329054273266,0.0,-0.01501154734411081,0.011904761904761862,-0.001016244639943542,0.012785212936423651,0.0,0.015665036933274035,-0.002777777777777768,-0.008432609197663199,-0.0030106777951933728
2023-04-17,0.008752152991569728,0.007768666378938249,0.018845975052168562,0.003449478518773752,-0.009378663540445475,-0.01985294117647063,-0.0040691913882066055,0.003960392113094846,0.0,0.0063821747477283974,0.0011142061281337323,0.0033812669257211603,-0.0018582582526169844
2023-04-18,0.00512686144047203,0.004282655246252709,0.005407013224428825,0.003093851911853074,-0.02130177514792897,0.05176294073518384,0.017875382765314862,0.0014792296982824027,0.0,0.004756250478790136,-0.028937117417918712,0.024038045628527183,-0.0034908429513060835
2023-04-19,0.009678247793676986,0.011513859275053218,-0.021228416675052597,-0.005997297552397196,0.03264812575574361,0.012125534950071293,0.005519271589980557,-0.010339689315344458,-0.02567568307727497,0.003418731050661483,0.002865329512893977,-0.012464849034427683,0.018682840793136313
2023-04-20,-0.0011657804104295844,0.00042158516020229797,-0.030075212853035937,-0.0036200498284569838,-0.015222482435597207,-0.03312191684284704,-0.003492998850108675,0.025373145233967387,-0.0013869942897262177,0.0005241897104848459,0.01371428571428579,-0.00920913952029423,-0.008482323267878566
2023-04-21,0.0033718094934438447,0.013485040033712536,0.0002981014090721601,0.052422190899465315,-0.009512485136741966,-0.08527696793002915,0.007511267015135603,-0.006792881749200563,0.0,-0.0006548189045508801,-0.0219842164599775,-0.016408516531588258,0.0471676512260657
2023-04-24,-0.010081435799395466,0.006237006237006293,0.022056682423091223,-0.014630990918223952,0.01680672268907557,-0.009561752988047845,-0.0019880412651659407,0.011236026248174547,0.0,0.004193966999020304,0.008645533141210304,-0.0033778352636364417,0.002428805655286581
2023-04-25,0.007050515913654021,0.007438016528925617,-0.0402449994537718,0.02252256122369678,0.022432113341204207,-0.02976669348350769,0.002988002169362236,-0.006280244605013863,0.0,0.017488857868128926,0.010857142857142899,-0.011103773405909956,0.0008809933807440995
2023-04-26,-0.00012964184415864555,-0.005742411812961423,-0.02096623001847997,-0.007179024878995577,-0.010392609699769073,0.0008291873963515162,-0.003972134147034678,0.016528933283039393,-0.006944404891978451,-0.025654181932877163,0.0033917467495760967,-0.029353614216810375,0.014084577986090085
2023-04-27,-0.0010373310573097427,-0.0024752475247524774,0.015518311019762532,0.015776547629301918,0.010501750291715295,-0.0041425020712509975,0.0019939874591927698,-0.002869414939274062,-0.01538463385275679,0.03896786624735138,-0.02157749229753525,0.007322050427981175,0.015624943085844833
2023-04-28,-0.05789201705646008,0.002481389578163684,0.0097799414084907,-0.006147889656566874,-0.024249422632794504,0.02579034941763725,0.01094525844896621,-0.09328535535916926,0.005681812794001706,-0.00012664099173620436,-0.0032820586929992457,-0.0011827694472444916,0.018803441932929932
2023-05-01,-0.007750049290036198,0.0027846534653466204,0.013317149349781232,-0.005494067565162464,0.02130177514792897,0.0006082725060827521,-0.006643712151049863,-0.0180507765345177,0.012711852420783654,-0.008554063022218505,-0.019930675909878737,0.010722317446145713,-0.006291930267206425
2023-05-02,-0.002603527227687974,0.0009256402344954839,-0.011947363101873054,-0.001841473032313079,0.006952491309385911,0.00020263424518751627,-0.0022293820898966477,-0.006127532226433252,0.004184096522749758,-0.0028759554448639646,-0.006778661951075793,-0.02245271540334537,-0.00780925998819848
2023-05-03,0.004315764576144243,0.02055076037813408,-0.018137915828501883,0.01147918609698606,-0.004602991944764101,-0.06401944894651534,0.001986142837119509,0.007316981894351704,0.005555550404536813,0.011793336030663015,0.005341246290801127,-0.012682793563676631,-0.01084872026680328
2023-05-04,0.012752980975758055,0.014498590414820711,-0.02432262990494849,-0.011673171484123723,-0.006936416184971095,0.0017316017316018062,-0.005946466452403598,0.01748726278985857,-0.012430927764437216,-0.011529249443696044,0.009445100354191327,-0.0025161997704732375,-0.026021485687584
2023-05-05,-0.003969378779624444,0.0003969829297341132,0.04954237175819198,0.002132563485361727,0.0034924330616996624,0.001080380293863481,0.010967083157051194,0.006345893188879126,-0.012587400834958573,0.016662434089880662,0.040935672514619936,0.007987997981205863,0.016780708901965147
2023-05-08,0.008107738856789837,-0.004761904761904745,0.012026504692272955,0.006711406881453996,0.010440835266821269,0.003237642995898904,0.003944788164295998,0.004992081446489882,0.01558075558157812,0.0010085959576713321,0.011235955056179803,-0.01005403917094605,-0.009554802041231714
2023-05-09,0.0036804730827828536,-0.0015948963317384823,-0.011289396014196651,-0.0032520449258447437,0.00574052812858783,-0.0034423407917383297,-0.007858575911348975,-0.006274553685406414,0.0041840631313769805,-0.021410636586482124,-0.01388888888888884,0.0023949288413789294,-0.05547026409648126
2023-05-10,-0.0025804771998266807,0.007587859424920129,-0.006009523905589953,0.0006525434914388395,0.027397260273972712,0.010362694300518172,-0.02277230744314651,-0.00605102742417174,0.015277796726168358,0.001029624635738191,-0.019718309859154903,0.0024555024568189143,0.017641557317329415
2023-05-11,0.006808304965937095,0.00911613158937774,0.001209102134708262,-0.003097467007439736,0.0011111111111110628,-0.009401709401709368,0.011144945668969397,0.006087865263837866,-0.020519849048096672,0.010028269369226184,0.028160919540229923,-0.005428647221034755,-0.010492679810027328
