,IFF,WRTBF,GPT.AX,1928.T,INF.L,HSY,3711.TW,VEDL.BO,9202.T,2897.T,COV.PA,SNAP,AMS.MC
2023-01-02,,,,,,,,,,,,,
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010756070328486356,0.0,0.0,0.014109333797107215,0.0,-0.0022307971463806364
2023-01-04,0.023854641111517028,0.0,0.014285814843214784,0.0,0.01692205487356535,-0.016128270926926036,-0.009513758355134572,-0.03489825945691505,0.0,0.0,0.019130408245584096,0.050847433883432824,0.012195090748312598
2023-01-05,-0.008043664174604781,0.0,0.004694830951162521,-0.004486220892971571,0.0,-0.0008509985119826702,0.009605139329684542,0.009729203634239125,-0.012245632991175981,-0.008645533141210415,-0.007679129009549479,-0.017204284315123886,0.0546184992444525
2023-01-06,0.025351861287098654,0.05917159896876778,-0.009345896432088385,-0.00407725321888408,0.0037676992371467044,0.011520495088466198,0.02325586271799507,-0.005460132242509186,0.006198723792160354,-0.00387594533521074,0.0034393283403986175,0.008752726553724832,0.03046455560120953
2023-01-09,0.012362517806948192,0.03910618870711069,0.007075521563162157,0.006302521008403339,0.005004615342026897,-0.0011522025874959319,0.043388396857761524,0.018730884627389477,0.000543576734915785,-0.008754863605309526,0.01028281584419366,-0.0021692469831258165,0.00036955761563928213
2023-01-10,0.041483298942715185,0.0,0.004683836303478017,0.0020876826722338038,0.0012450184539698483,-0.002706422698449007,0.004950495049504955,0.001901967230052648,0.0001810938065918144,-0.0029440627361368987,-0.00848176409718282,0.02391307299889811,0.007757702038742265
2023-01-11,-0.006034976818124593,0.0,0.011655056218990323,0.019230769230769162,0.0034192587634396254,0.008052307004285275,-0.009852216748768461,0.006486373642544674,-0.011225783088900987,0.006889739584380772,0.023952056337171346,0.025477682502587307,-0.001099731887477362
2023-01-12,0.0026888503437594302,0.0,0.006912380625909265,0.0035639412997903186,0.0021685633008146077,-0.010591791055530653,0.004975124378109541,-0.005501414543923389,0.0001831166453030164,0.0019550580782625726,0.022556429795100197,-0.002070342070938369,0.028623878409009373
2023-01-13,0.005536326973150318,0.0,0.011441691543309096,0.0014622937121371304,0.011437441134563464,0.010794407166206277,0.0,0.008850917461504793,0.0142804833394361,-0.016585389277215423,0.012254901808010699,0.016597493953715015,0.019621806050207802
2023-01-16,0.0021937627335706367,0.0,-0.0045248824844553726,-0.0008343763037129692,-0.0012225684570249529,-0.0014893328197018718,0.0,-0.006736625215733927,-0.0021660649819494893,-0.0049603416806175415,0.012106537381169513,-0.009948988156435856,-0.007347763647069461
2023-01-17,0.0007296535577401286,0.0,0.00681812098203749,0.0025052192066805645,0.006119951268991564,-0.0004971847467949431,0.004950495049504955,0.001577287066246047,-0.005788712011577379,-0.0009969846563090412,-0.011164286354414354,-0.0033496550640388367,-0.002819877382429281
2023-01-18,-0.016126306856101613,0.0,-0.0022572804587280837,0.0060391503540191405,0.003649672298001505,-0.041519275015919344,0.0026525198938991412,0.0207874207984744,0.014010189228529812,0.0029940119760478723,-0.004838697371944312,-0.026887303705325327,0.011664896183334106
2023-01-19,-0.02118570505518258,0.0,0.013574647453366007,0.0022769612916579973,0.0006060975970643145,-0.0029986120886744683,0.002645502645502562,0.020364103607599437,0.005383097075184029,-0.003980075209888079,-0.017828237847917316,0.022316688794073336,-0.02550668861561467
2023-01-20,0.0008016742671801413,0.0,-0.00223219393733487,0.00660883932259404,0.00666257301066886,-0.007403252271308891,0.0026385224274407815,0.0007559721523187068,0.02284490451543819,-0.003996052677887274,-0.0066006224629271415,0.03846152702293715,0.012190755110381257
2023-01-23,0.0030259552869682516,0.013978506642443822,0.004474268873658316,0.0077964710709890195,-0.015042118206407329,0.011747104994792368,0.007894736842105177,-0.005287807630915742,0.0022683650322805615,-0.0010029845641167379,0.029900319173561618,0.021021025321151576,0.003188103225196137
2023-01-24,-0.016503998764133,0.0,0.024498917399055964,0.013029315960912058,0.007025101873624706,0.01497419876766859,0.0026109660574413773,0.0015188334795248615,0.002263231197771498,0.0050201048333959886,0.005645136679372387,0.005882394190066309,0.008827683710946221
2023-01-25,0.00866119402368648,0.0,-0.002173859185215843,0.004622186495176761,0.0042462658315136625,0.003177684998709962,0.0026041666666667407,-0.010464094871991847,0.002258120548896958,0.00799195901774108,0.007217333984799401,-0.05750488688363242,0.02415122651130508
2023-01-26,-0.010554564158906765,0.0,0.0010892975721406017,0.0030006001200240107,0.009060706568099874,-0.004434639404352736,0.0025974025974024872,-0.009808419764727017,0.002772963604852796,0.0009911286940758046,0.0023885593582999576,0.05377450878869583,-0.008544087424621094
2023-01-27,0.011119107729158362,0.0,0.0010881122940604726,-0.005185480654168351,0.0026937859324838165,-0.005681560070950109,0.002590673575129543,-0.009905577830096823,-0.004493605254061506,-0.011881187831615736,0.003177136783407253,0.07065753647476858,0.008273001352107068
2023-01-30,-0.005543094552039274,0.0,0.004347822030685622,-0.021251002405773822,0.0,0.020250539613319685,0.007751937984496138,0.006252930942113988,0.008333333333333304,-0.0030060119505120886,-0.003958828091200406,0.016498653317440493,-0.01230771317441226
2023-01-31,0.011058129015712126,0.0,-0.015151449471464185,0.004096681687832948,-0.001194011631296621,0.006317503681552816,-0.04761904761904767,0.033400651844457396,-0.011880165289256173,0.02110552712032998,0.0007949004109319979,0.04238054648891354,-0.0013845278305214537
2023-02-01,0.009336680244583118,0.028631971935479728,0.0131868000581008,-0.007547939616483035,-0.0068739338571180975,0.0031166381532492515,0.020000000000000018,-0.014281418859991346,0.0013939710751000867,0.005905511669116681,0.001588538092281766,-0.10294121893267838,0.00034662837953569614
2023-02-02,0.028103204580889773,0.0,0.002169143547736674,-0.0020554984583761593,0.027685863812800138,0.04047933863139974,0.009803921568627416,-0.0022876314962251287,-0.014442317730990029,-0.006849362681902393,0.05154645287904969,0.099324951237997,0.049896001256232836
2023-02-03,-0.02887742249626757,0.0,0.030303105365945715,0.006385169927909384,0.01581257363538624,0.007934479246139547,0.029126213592232997,-0.039131819234806464,0.016772598870056443,-0.004926060386345021,-0.012066410481659906,-0.0350876870101019,0.018811934538786268
2023-02-06,-0.00502955691886342,0.007731939251534481,-0.021008482491862712,0.01166598444535416,-0.02709712903393524,0.01798713400184937,-0.02358490566037741,-0.02561243431632365,-0.010418475429762153,0.05742571701380439,-0.00534348815452057,0.0972726995294746,-0.00842242377108704
2023-02-07,0.0017736515116464346,0.0,-0.008583683082144522,0.0014161440420796811,-0.009777741608796298,-0.014218593049939554,0.0,0.006040836256377524,-0.005088612037199458,0.050561797752809,-0.009976999396089203,0.011599034537075115,-0.02744201685196379
2023-02-08,-0.004603369752841147,0.0,-0.00865800061555344,-0.0034343434343434565,0.00957504958877986,-0.009573633615695853,0.024154589371980784,0.019149606555028953,0.007936507936507908,-0.008021390374331583,0.011627906976744207,-0.05323502182633244,0.006718134112042362
2023-02-09,-0.1874777781336291,0.0,-0.015283776417091333,0.005067909993918596,0.004445761787595703,0.001320037316589362,0.0,-0.01242036272765723,0.0034995625546807574,0.010781671159029615,-0.004597747919659945,-0.05017308445734492,0.0023357225150706373
2023-02-10,0.03787214384147686,0.0,-0.0022173455375444906,0.013715207745058411,-0.021540241736323296,0.0167978409932259,0.0,0.0017735820127173785,-0.01482127288578905,0.009777799479166571,-0.013856719611573975,-0.03005463911329498,-0.032956113458541214
2023-02-13,0.015292100325975166,0.0,0.006666713290744308,-0.0005968961400716344,0.0045235222327824065,0.0033876935922916296,-0.018867924528301883,-0.005311424203775061,-0.006548672566371705,-0.014964809902034082,-0.0031226318205653802,0.00563384241932785,0.011015545975113561
2023-02-14,-0.002492966366866689,0.0,0.015452470547938413,0.008560621142743363,-0.0036025583459711186,-0.004209952691457741,0.004807692307692291,0.016343002566241882,0.006413682522715236,0.0330652150008377,0.0007831331707561784,0.01307192743455654,0.004426256624172176
2023-02-15,0.008538995160343621,0.0,0.0,-0.004145282273983364,0.012955764958187954,-0.005985737598640961,0.0,-0.003502549366958263,-0.0024783147459727095,-0.0077854672924523305,-0.01564945189547462,0.03778800304120988,0.001016972428661278
2023-02-16,-0.008260149044576948,0.035294146341939614,0.0326087170602698,0.0031714568880079064,0.005353919475351798,-0.009474880988899592,-0.004784688995215336,0.006230968568114781,-0.009228039041703662,-0.010462075200890819,0.002384701232796216,-0.04706933178261041,-0.022011564875203615
2023-02-17,0.004685027943202913,0.0,-0.02105261150159332,-0.004346967002568647,-0.0050296219142936804,0.0232548303388993,-0.019230769230769273,-0.003334353170276416,0.00017911517105506647,-0.006167379503531523,-0.004758116426498038,-0.03448274942628449,-0.012811597736727354
2023-02-20,-0.021450793804900115,0.0,-0.017204284315123886,0.010319507838856934,-0.00416293174933513,0.0006543420570488401,0.009803921568627416,-0.009399433326944928,0.007521489971346718,0.008865226583277819,-0.005577664926232573,-0.03981654840399007,-0.02069449834623982
2023-02-21,-0.007307005673670486,0.0,0.013129089830587137,0.0023571007660576626,0.005971932028813853,0.00021797139116785935,-0.004854368932038833,-0.009166954517421222,-0.011198009242801232,-0.007908611768964291,-0.006410280706692251,-0.01382254899235047,-0.015042982634178248
2023-02-22,0.01728187309046425,0.0,0.0021597736063738715,-0.008426415833823198,-0.00771744182433709,-0.004317116282616884,0.0,-0.015257204595677032,-0.00916771526154947,0.005314437670280725,-0.040322580645161255,0.009174229873997186,0.003272732821377744
2023-02-23,-0.00534817672993082,0.0,-0.01508614156000776,0.0026679841897232492,0.007478313165683481,0.0025431527090773454,0.009756097560975618,-0.0014834751870013152,0.004082002902757509,-0.0035242076405089806,0.021848726673286523,0.020202098045045025,0.010148629398222253
2023-02-24,-0.01107006261734178,0.0,0.010940856021790513,0.0026608849906375465,-0.009204203379731268,-0.006029845472955264,0.024154589371980784,-0.027731905136171964,0.004065407895925466,-0.0035366716056034475,-0.013157882353605488,-0.02871286642573656,0.020810904421989518
2023-02-27,0.0077824701896467285,0.0,-0.00432900030777672,0.014153725181835997,0.008091044622971166,0.0008367372800071049,0.0,-0.024278417305549693,0.000899766060824092,0.007098448091014342,0.016666666666666607,0.007135544529054627,0.013005234515379938
2023-02-28,-0.014069627083777791,-0.041007901832609384,0.023913072998898333,0.0,-0.006539779219288833,-0.003762201705090895,0.0,-0.065773424378059,-0.006292700467457779,-0.0008810357774864386,-0.0049180202796811345,0.027327884712745387,0.03053438852996493
2023-03-01,-0.0167381717776246,0.0,-0.023354592913693684,-0.0003876720294631042,0.013764139491077909,-0.007007441156471561,0.0,0.037623300900237355,0.0019902297810747704,0.0061728179770172975,-0.013179558929247825,-0.0009851503037756615,0.019528616458144965
2023-03-02,0.015058896361950902,0.0,-0.008695644061371466,-0.0017452006980802626,-0.007674072253881725,0.007394887154594576,0.018867924528301883,-0.012744526830161917,0.004153123871433628,0.0008764670022112231,0.005843046163694687,-0.003944769279950355,-0.0019815512526550894
2023-03-03,0.008170309220142391,-0.002575952470562193,0.004385960784535126,0.01418026418026419,-0.0014872099400522476,0.0,0.0,0.05145452325994326,-0.0005394713181082755,0.0,0.011618269924306368,0.05445536794925432,0.015552654910069075
2023-03-06,-0.02111319847848181,0.0,0.01746723254120064,0.005554491476728707,0.006255512390754392,0.006208099933805888,0.0092592592592593,-0.00743556611401508,0.011874775098956514,-0.00875660999504424,0.01968828134402778,0.09483570563932298,0.003258402728235632
2023-03-07,-0.02973859767079068,0.0,0.006437813474395204,0.009333333333333416,0.002072268301739122,-0.0063781838759106035,0.013761467889908285,-0.0033100938963142035,0.004267425320056972,0.01766786647120755,-0.010458592275468415,0.005145833653678489,-0.00747000463611458
2023-03-08,-0.01212531531104799,0.0,-0.0021322449381295794,0.009247027741083214,0.003545087760801424,0.00264312820596202,-0.009049773755656076,-0.0033210870061424203,0.004249291784702569,0.006076367696126406,-0.01300811767578125,-0.05716724070210277,0.0143979234864835
2023-03-09,-0.021820641158759257,0.0,-0.004273500354724069,0.020007479431563224,0.025905173614199306,-0.0015064047903070588,-0.004566210045662156,0.001402995047075306,0.008638928067701057,0.019844715184256012,-0.03871502898321488,-0.035294148107776424,-0.004193521315051685
2023-03-10,-0.016614387245801,0.0,-0.015021394230966045,0.015948670944087917,-0.009756080047300886,-0.003687828522464076,-0.01834862385321101,-0.01978982100344795,-0.023597273203985303,-0.012690355329949221,-0.005141375234030132,-0.030018733527646724,-0.01781668705723427
2023-03-13,-0.012405518186785702,0.0,-0.01089328737966877,-0.025983399494767245,-0.04665316087733218,0.011903767837407653,0.014018691588784993,-0.0042880549610828655,-0.00537056928034374,-0.009425899240841917,-0.007751951229177045,-0.010638356743547184,-0.03397093633456405
2023-03-14,0.007417188344832848,0.0,-0.013215846538256693,-0.02723230826231937,0.018541051986369572,0.005944185194516116,-0.01382488479262678,0.003050443646632095,-0.014758819294456438,0.0034602499243976403,0.023437540357312825,0.013685273664455044,0.03209281656972118
2023-03-15,-0.017693835411099923,0.0,0.015625038250748347,0.030660826509236294,-0.02088928639958798,0.009999992433658234,0.014018691588784993,0.0026833631484795006,0.008403361344537785,0.00689650948577869,-0.030534337807713197,-0.0028929347446732256,-0.03804166840702505
2023-03-16,0.01196805910493337,0.0,-0.008791200038733793,-0.020694752402069527,0.03352636328976333,0.002372972078388491,-0.004608294930875556,-0.018198059245372433,-0.01521739130434785,0.0025684932043728015,-0.013998303244061261,0.07253384805920815,0.02132052410110119
2023-03-17,-0.011348667526367207,-0.1415289093355253,-0.0332594429611861,0.013207547169811429,-0.008846947643770364,-0.007551045320471794,0.01388888888888884,0.03379981289058542,0.028329654157468687,0.004269875762858755,-0.028393939972436555,-0.035166847426214454,-0.01818184854059579
2023-03-20,0.013533048432549322,0.0,-0.016055084751787074,-0.021787709497206653,0.0002975486512928338,0.005716633454821984,0.0,-0.015644267941856804,-0.015742397137745945,-0.005952360192123751,0.02374427830247572,-0.0037383142585097895,-0.0010288301372597397
2023-03-21,0.009299075276967939,0.0,0.0023310557041396063,0.0073291452503332355,0.02498510883846028,-0.005520531944838036,-0.022831050228310557,0.012857164655412978,9.087604507462821e-05,0.004277149434171124,0.0035682563008352375,0.06754223990008779,0.017164435784585264
2023-03-22,-0.019253541369051774,0.0,-0.011627950817908794,0.007275819710857112,0.005223411959046853,-0.0018503924656630977,0.01869158878504673,0.005818031949837543,9.08677873694419e-05,0.004258933339846616,-0.046222195095486085,-0.028998235534927086,-0.008774833914861224
2023-03-23,0.005781083511870122,0.0,-0.009411755730124094,-0.0030018761726078314,-0.02713624151879579,0.005108306032438836,0.013761467889908285,-0.04872916352842904,0.007632200617844864,-0.0008481557132633544,-0.006523807620947286,0.03076924404697956,-0.00034049126987012457
2023-03-24,0.00910064049089776,0.0,-0.004750589250663406,-0.00018818216033122948,-0.01928783382789323,0.015902963155821626,0.004524886877828038,-0.005896466067906614,0.003787195671776322,0.010186757004499114,-0.030956805530953257,0.0149253793827675,-0.012261600915111526
2023-03-27,0.06348648767812448,0.0,0.011933105779209363,-0.0035761340109166095,0.010590015128593144,0.01226496118230802,-0.018018018018018056,0.010936097153035229,0.010600071864893978,-0.0025210083516402637,0.0058083103232868805,0.015570877592358423,0.008620689655172376
2023-03-28,-0.006025450780829611,0.0,0.002358544674920804,-0.0026445032111824807,-0.006287443423699468,0.00797130350200459,0.004587155963302836,0.00550054980878123,0.0003555555555556644,0.004212258693375492,-0.02117424971441184,-0.05792158132526937,0.0013675526676015792
2023-03-29,0.0037045557282380237,0.0,-0.007058872896082313,0.016666666666666607,0.015064778824790848,-0.0011861913808175473,0.0182648401826484,0.027716904622889782,0.009418873289497087,0.020973195755172647,0.023598835770863857,-0.025316516819373858,0.005803965982643433
2023-03-30,0.012414639699063423,0.0,-0.0023696096070714434,0.0014903129657228842,0.02166820552923454,0.0027315406411132503,0.008968609865470878,-0.012597544168727381,0.0061619718309859906,-0.006573561424466079,0.034582118413921226,0.01205938011698704,0.02953159763307478
2023-03-31,0.015908114171550247,0.0,0.007125827244504279,0.0037202380952381375,0.006101032863050637,0.0044218500756612045,0.0,-0.012758267000786194,0.006474190726159179,0.0033084992439516014,-0.004642525665439767,0.027497726391446653,0.016485328099496543
2023-04-03,-0.014789045496860997,0.0,0.01886802001456611,0.0064862861378798264,-0.00404272002839734,0.010809323377285018,0.0,0.028030510911116968,0.00086926286509037,0.0,0.01119407287125318,0.0026761581506782317,-0.0035679730984035096
2023-04-04,-0.0057394773932026855,0.0,-0.006944492735242669,0.00828576689375815,-0.013337217120671374,0.003538667168884624,0.0,0.006993647826492477,-0.011464304325169317,0.009068445701121197,-0.006457606713867192,-0.021352293238907083,-0.0006509944942069135
