,2802.T,PSON.L,REL.L,2888.TW,GOOG,RAND.AS,PGHN.SW,BBAS3.SA,2301.TW,AKE.PA,WES.AX,FTNT,EQT.ST
2023-01-16,0.020755188797199287,-0.006461339820964418,0.010938157341186416,0.0011236212708385374,-0.005172408690208741,0.012732307158746847,0.03496990859285409,-0.0011220452683096127,-0.0015360749072957924,0.009142403051757952,0.011630270837951429,0.018876604805394548,0.031212934436885664
2023-01-17,0.015433610975012169,-0.006720085991697156,-0.0012484394506866447,0.006734053944358553,-0.0017331005343343975,0.0020387178158414176,0.0013425959089510275,0.058691382105181544,0.010769183819110628,0.00215699898197963,0.008211897626711595,0.00617562673646832,-0.011494252873563204
2023-01-18,0.015440289505428195,0.01658658966273374,-0.0004166666666666208,0.0006002889352576535,-0.004123316706949431,0.01627668857110076,-0.0006703637831704246,0.014323631421731653,0.002107485230497419,0.005596257885363443,0.0079413436123279,-0.03433128659463547,-0.060465139936106915
2023-01-19,-0.0258968876217629,0.011378313545389096,-0.009170487703209718,0.000599928804634331,0.02320772402639193,-0.014014016880767644,-0.0483005490024806,0.02275101709461147,0.002103053077198158,-0.02161819584420066,-0.0036363698015309254,0.000826727985676623,-0.08209568645856724
2023-01-20,-0.0014634146341463428,-0.021651479674975826,-0.007151872107698742,0.0005995691058573449,0.05718235446469455,0.009475488794407294,0.01903196895524828,0.024546128087212793,0.0020986395268831615,0.010282240868886294,0.0004055242880662835,0.017554777384595655,0.02112358178985252
2023-01-23,0.01245725451880797,0.003037522054727626,0.009322033898305104,0.0017976295144512822,0.019439971080844165,0.0013409626426299504,0.017754165258767607,-0.007486878945479281,0.006282733388024875,-0.011043788065399962,-0.007498964952179055,0.025167401101051645,0.03785214004855275
2023-01-24,0.02943305186972256,0.016006975144841062,-0.002099076406381184,0.0005981346137149401,-0.019760893371125743,-0.008704393089280837,0.0015858908398522775,-0.005028935394453038,0.00208116903250799,0.011167115320299237,0.0038798983453702807,0.011482911311193389,-0.0021204410242957605
2023-01-25,-0.0011717834544175965,-0.014690279401187278,-0.010096760622633538,0.0005977770625626988,-0.024997437258591826,-0.011482612143852045,-0.02171455772671449,0.02729345057831667,0.0020768467633391907,-0.0019488989171315696,0.0036615196447209453,0.013114076471800074,-0.013599646862470838
2023-01-26,0.002815579540121904,-0.002808962461663622,0.011049723756906049,0.0005974199386267198,0.025121474422047596,0.005124687946169271,0.01017339629244951,-0.000492016162679354,0.0020725424103422707,-0.005207239697813559,0.002837442018959857,0.0280139260038621,0.04437736976351081
2023-01-27,-0.005147402901263476,0.006283843762696417,-0.00042034468263973945,0.0005970632411418375,0.015631256203306965,-0.00033991260557109104,0.0038910785781196555,-0.011075578417658383,0.002068255862352153,0.010905125771862645,0.0028294137215771897,-0.00958463315745528,-0.0033002797570631515
2023-01-30,-0.006585136406397019,0.0034453189589667144,0.011354079058031985,0.0017901209080342095,-0.027405442968135074,0.002380132444318228,-0.012311887417552625,0.015679468972878086,0.006191961027362192,-0.003236196680036496,-0.0030229285451527366,-0.031309326413506366,-0.021109296252792564
2023-01-31,0.011600378787878896,-0.009012901731826561,-0.001247401247401192,-0.005530994573656467,0.01960189747993968,-0.004748961730744239,-0.01431212380499236,-0.002695432654985286,-0.016296273690682872,0.0038961104373007593,0.0036385749087155528,0.02526936209219066,-0.010993683312962355
2023-02-01,-0.03650830798034166,-0.012992637848855626,0.0008326394671107629,0.0,0.015620281522893187,0.010565762247108923,0.007494173786958491,-0.012039353053599489,0.0,0.001293608391807144,0.0,0.014329384749971474,-0.011970875870171982
2023-02-02,-0.04469273743016755,0.02610799634217531,0.02454242928452577,-0.004449384079133534,0.07266097529732463,0.02327151915463732,0.09181775657642421,-0.018900729640321745,0.009036121390558316,0.03186906946601731,0.00805634841668934,0.014315281961741588,0.15231493189007606
2023-02-03,0.016272565471650235,0.006628128084301688,-0.0036540803897685548,-0.013407808728091442,-0.03290442767130819,0.022083061071995314,0.0006386795511441612,-0.006337135492145762,0.01791040221257001,0.017946591052019123,0.012587434120253427,-0.015784558926767223,-0.00826129098873063
2023-02-06,0.005754315736802518,-0.01465589225868602,-0.004889975550122272,-0.009060014088027035,-0.016631818852855806,-0.029022883324329674,-0.017872327439328428,0.005612178615410857,0.0014663652198037003,-0.03280029754326619,-0.002565135503796667,-0.019056572104400038,-0.042786833739521746
2023-02-07,0.020149253731343242,-0.02780770438932778,-0.008599508599508643,0.0,0.04416738804396392,-0.008302889237207567,-0.00606589747297126,-0.013698557227622699,0.005856425748345329,-0.006358610324714853,-0.013056377000461583,0.03442964114331737,-0.02452530408780429
2023-02-08,-0.00024384296513046966,0.006651884700665134,0.0012391573729864103,0.0,-0.07441689047942102,0.0,0.008064542950033449,0.023662503695242698,0.010189295614730476,-0.0021331545763630944,-0.0040088347441623595,0.1089624533908955,0.013381945301264686
2023-02-09,-0.006341463414634152,0.00044055552209520954,-0.0033003300330033403,-0.0034285409109933163,-0.045400009155273424,0.012391122716739034,0.0,-0.00527635900749257,0.01296832141341242,-0.002778906729589581,-0.006037416891762293,-0.030516427120220735,0.004001600737990607
2023-02-10,-0.0027000490918016595,-0.021136076278086335,-0.009105960264900625,-0.006880781855428064,-0.006285339198360496,-0.014224290826567954,-0.01578375739020288,0.01970191402603194,-0.011379843769975584,-0.016077169892136922,-0.0012147713977563868,0.030958161967745257,-0.04145075388393671
2023-02-13,-0.005906965296578859,0.01911830832953476,0.015455304928989166,-0.004618933320764462,0.0014758527171372382,0.001677890794943293,0.017574691971584233,0.005697288786764565,0.0014388269657710229,-0.0021786990303686027,-0.010541261675695246,0.009058898003660998,0.02411643680564568
2023-02-14,0.008417925229017076,0.0077245640098277946,-0.004113533525298196,0.010440853107047676,-0.0005263479132400217,-0.009045241350525535,0.004965431201113146,0.023399034449348655,0.0,-0.0032750592506619602,-0.0022536489911216817,0.01729005942556161,-0.0020300446358294533
2023-02-15,-0.01644979130861768,0.00832235598373443,0.011152416356877248,0.0,0.022643513375264934,0.026369191638178524,0.003866783658364792,0.009145633576240542,-0.00718390820347381,0.013143449158067755,0.013346975379850079,0.026474959681972,0.012611842173467558
2023-02-16,0.0009985022466301174,-0.00608164168133829,0.014705882352941124,-0.0011481318987415223,-0.013594229820467207,-0.031291197096206314,-0.0019259446180066586,0.011209187151975941,0.013024624395845175,0.010162188555743024,0.039918972271826725,-0.02260789607698388,0.004419470190799135
2023-02-17,0.006982543640897676,0.0021853146561667813,0.0032206119162641045,0.005747148486326958,-0.012424331348639295,0.007140462186699725,-0.01286449416491986,0.009905616835625963,0.0014285496303012568,0.00428075648580184,-0.004481674661029333,-0.012216973569907918,-0.008000000000000007
2023-02-20,0.021050024764734943,0.002616619436289991,-0.002808988764044895,0.007999965122767794,-0.020139497181019816,-0.0023633220860728166,-0.005864425988807098,-0.014852891838098015,0.004279644198117438,0.017689724284858155,-0.014484276301755306,-0.011502312597333253,-0.016129032258064502
2023-02-21,-0.0019403347077371347,-0.006742008847841485,0.0024144869215292353,-0.0034013303865300104,-0.006851144328905323,-0.024027042396068787,-0.011798174066073197,-0.00502560876950664,-0.008522705413586351,-0.006282706535299387,-0.011519325400884073,-0.0038787184309813094,-0.02131146290263186
2023-02-22,-0.009963547995139765,-0.005474052842518229,0.024488157366519436,-0.004550621390969289,-0.0027159151734023057,-0.0027739224439247145,-0.004642882252074654,-0.005050993084647626,-0.005730680635963603,-0.006743934450558431,-0.011050818404699236,0.008373806860935362,-0.007537701125437946
2023-02-23,0.007609229258713768,-0.0004403615183964371,-0.003918495297805635,0.0011428833007811612,-0.007952106020323257,0.002086212290155931,0.01199465515341025,0.008141766433275244,0.0014409001717932135,0.015701206174386195,-0.015034572533808355,0.006145204321676312,0.0021097046413502962
2023-02-24,0.007551766138855109,0.011013215859030812,-0.005900865460267468,0.014840195324687944,-0.01888658423703582,-0.005898684180918878,-0.008999135312970252,-0.03847978600000612,0.0,-0.005431341703248327,0.005156765725259582,-0.02839222794181917,-0.0265263286389803
2023-02-27,-0.028046421663442955,0.008061028773488355,0.003957261574990101,-0.009448841704122524,0.008393956494775257,0.013263562763521142,0.002657834345584087,-0.01358693782806708,-0.002589954403664496,0.004830908197600792,-0.0038990073567373162,0.012911965913223966,0.019463668076982632
2023-02-28,-0.0004975124378109319,-0.007564296320861086,-0.01340165549862038,-0.003179657986360662,0.0022198066706311526,0.0006888925229766585,-0.013032967207794566,0.009266189057274055,-0.0008655598952171939,0.005016757477033895,-0.006180453881379777,-0.0030191262730722146,-0.00296986405305677
2023-03-01,0.09308113489298164,0.01067071813202669,0.009988014382740662,-0.0031898004608708064,0.0023255711780243438,0.00963857810668367,-0.01544313805953279,-0.032258046195322354,-0.0008663097381833573,0.0008318864248511026,0.00020726204778864776,-0.016823688141046733,-0.013617008290392252
2023-03-02,-0.007285974499089298,-0.006033221878308459,0.008306962025316444,-0.0045714242117745885,0.019887254224721262,0.016706436153861803,0.002955258760137136,-0.04025640243139017,0.03757234419331379,-0.004571849769100633,-0.009326440682682957,0.02053389444110998,-0.01121659218846116
2023-03-03,0.02155963302752295,-0.03750268426352754,-0.004707728520988663,0.0022961543055985967,0.018524527458547713,0.026492318028576767,0.009292782122620524,0.011220896754500886,0.012534733401551534,0.03027133407206284,0.005230125606491054,0.020120737344402784,0.04842934664620535
2023-03-06,-0.0008980691513246208,-0.02770267520938907,-0.0007883326763894472,0.0,0.0165922701945056,0.006533774962526051,0.009207289952637199,0.02272128520532335,0.022008337973586478,-0.004863178747520958,0.024141516458493717,0.007725200846882885,0.009571381700159254
2023-03-07,-0.011011235955056153,-0.00023165647599676653,0.00591715976331364,0.004582006600781119,-0.014752078207757702,-0.004219382116845027,-0.019136640454642695,0.022991459847526485,0.013458949649078678,-0.015271838539580695,0.01564723576689997,-0.015331959229342829,-0.01442704003274664
2023-03-08,-0.012042717564189953,-0.00023171015315426313,0.0019607843137254832,-0.0034208306818216405,0.005097200448835437,-0.03063886977533825,-0.007032612685537232,0.010101049022522401,-0.003984104111544373,0.011786594037019205,-0.0008003384532556668,0.02352164997128403,-0.005855328814451388
2023-03-09,0.034958601655933785,0.005098521916642618,0.007827788649706457,-0.004576654794112178,-0.02102480540610907,0.01412239675609639,-0.0073109712537948734,-0.02174997329711914,-0.018666687011718697,-0.009401166597254318,0.007208662800383792,-0.02977828330352905,-0.009676075226280334
2023-03-10,0.004666666666666597,-0.016831953205161843,-0.019805825242718456,-0.01839078746205447,-0.017807052241177623,0.023209574485442808,-0.06214039125431525,-0.01891136361531509,-0.006793478401712294,-0.01134728776369165,-0.007157069896858492,-0.019849915367172066,-0.06542053651563151
2023-03-13,-0.010617120106171218,-0.012664150970403854,-0.007527733755942956,-0.016393482897905765,0.007142088898162147,-0.04244981683025628,-0.027484692532592003,-0.006251572482031453,0.017783899848069717,-0.03693649229338791,-0.008810545430685268,0.008679410326728476,-0.04454546841708096
2023-03-14,0.0067069081153587895,0.0002375441888731178,0.012774451097804285,-0.02142849519949841,0.02825655939790539,-0.01827407858276553,-0.00025227249310366684,-0.016775967988141738,-0.0026882335152527137,0.006283793959734885,-0.012525230947166954,0.0273325277437646,0.025214096711251743
2023-03-15,0.0004441483455475126,-0.011161273186673593,-0.009854158454867923,-0.00608274806698228,0.024403215403265843,-0.03584973827376747,-0.041393296084738074,0.0010664067533265875,-0.001347688385901824,-0.04758826765342783,0.0,-0.00821152906900835,-0.05986076054053091
2023-03-16,-0.015982241953385157,0.006244010906882869,0.012340764331210119,-0.019583824469765254,0.046815085450006455,0.017876296470313857,0.018430753620286344,0.010652504234517135,-0.0553306148252215,0.01220892880660518,-0.0010228976261860145,0.02467298714234123,-0.002961530530305234
2023-03-17,0.012858109632303272,-0.000477356102699833,-0.0051120723554856085,0.001248467989523716,0.013752838565800563,-0.020372319553727092,-0.029989596566756593,-0.017127839599773265,0.0071428571428571175,-0.010274716992835886,0.005324560962187919,-0.010665802133481006,-0.024752475247524774
2023-03-20,-0.008908685968819552,0.002149055492588481,0.009486166007905084,-0.003740733782186534,-0.005172738473869343,0.018286132665571886,0.021588420368888528,-0.0056300023798395715,-0.009929034726839592,0.005867711881632376,-0.01711143104454871,0.0052270448945368475,-0.0005076451955106087
2023-03-21,-0.0014606741573033322,-0.010007176756905767,0.005090054815974909,0.020025012765390704,0.03835961955271672,0.013380319479556979,0.06939735703274552,0.011862998784007539,-0.002865394969802648,0.017051876630789442,0.014507787832942043,0.014949596283044375,0.054850194954478404
2023-03-22,-0.0014628108473050405,-0.007701593759401271,0.014803272302298387,0.013497008036841951,-0.015306076844671446,-0.0010424143825482624,0.005367192583044522,0.0023980856785301707,0.02011496489327458,-0.0017648759722722618,0.011235939294958142,-0.020012808490590395,-0.010110692708627744
2023-03-23,0.0033806626098715764,-0.0058209894919751815,-0.008445297504798499,0.003631928830497344,0.01957398667850052,0.004173942234205086,0.0058238142706592555,-0.010898454520279488,0.004225395095180495,-0.009060770108554883,0.002020171194365483,0.033327903055708985,-0.016050598024283658
2023-03-24,0.01123090745732247,-0.00829469125911475,-0.0023228803716608404,0.001206300232551527,-0.0018822188369647108,-0.02424664851371172,-0.011097722807034027,0.010212337475541844,0.01402524484149148,-0.02787689553403927,0.0,-0.004110645399734492,-0.02125557581260973
2023-03-27,-0.012661039537983143,0.015498124951952574,0.0034924330616996624,-0.003614425576119795,-0.028285876570406487,-0.0035498892864356257,0.004391359691021224,0.0005320685736229791,0.00968183843285697,0.007111754352049804,-0.0046370876877410705,0.0157167461087393,0.00808083890664446
2023-03-28,0.026096737907761458,-0.0007267146362397447,-0.006573859242072655,0.003627537038771056,-0.016495216267356172,0.002493754741191845,-0.018217147868891725,0.006913010298160938,-0.0041096308459974695,0.004100234599528907,0.004253654116129546,0.00453262117700759,-0.03782566543531185
2023-03-29,0.009427757070817888,-0.005090923887310583,0.008952899961074401,0.014457817204996726,0.005327554383145916,0.020966601470678192,0.017565500671733902,0.011618760333151013,0.004126589605930819,0.010889281358835268,0.009076178532134271,0.00840206851925518,0.02004681480629289
2023-03-30,0.0008688097306690512,-0.006091618024318457,0.005401234567901314,0.0011876756284112666,-0.00569187264346982,-0.05429862481024439,0.030634589052937145,0.018271911332538027,0.006849315068493178,0.01279173422929647,-0.00539677122429616,0.015429718217407906,0.0387953360913913
2023-03-31,-0.0004340277777777901,0.03505765757421386,0.004604758250191798,-0.0011862667283293327,0.026450851887563465,0.004784658093542893,0.010615711405504102,0.0025635040533482645,-0.0027210469148597483,0.00598272659812582,0.009847300944436643,0.009876941953996798,0.03488946488214051
2023-04-03,0.016500217108119886,-0.008763647797378371,-0.00649350649350644,0.002375294625331703,0.008750035212590213,-0.015750857503446736,-0.007936493802345734,-0.011761674182917403,0.0075033999203546475,-0.0015418434465097608,0.018507468759717094,-0.002257019680187655,-0.007597369692046163
2023-04-04,0.0010679196924390233,0.002867412681078152,0.005767012687427853,0.000789888656829385,0.0020017069597007,-0.04168220335885009,-0.00588235294117645,0.016558845132772282,0.002482506070929924,-0.005073976343323627,0.006252436360221214,-0.005127376721590027,0.0028708426005530363
2023-04-05,-0.021122253040324335,-0.006909755372206061,0.0034403669724769603,0.0007892652251808574,-0.0016172545081613032,-0.026796137244955998,-0.009230754784578354,-0.0035632320281547836,0.0024763584959299756,-0.02283811117838297,-0.002330076347276999,-0.012429887519342375,-0.01860691336691711
2023-04-06,0.016129032258064502,0.010796545421769999,0.0011428571428571122,0.0007886427768619697,0.03763701469743452,0.00917803090528957,0.009077849349168554,-0.003320589094467752,0.0024702412929173967,-0.007715002381264435,-0.0038925799685038953,0.005679126761655162,0.019445795135361488
2023-04-07,-0.0038610038610038533,-0.0017564594334957828,-7.610350076092676e-05,0.004728127857288822,-0.004476594468121542,0.0031633025231303513,0.0009943210861078633,0.000128142347059379,-0.016129093454646193,0.004802191850225901,0.0027354464977158433,0.005303751107525789,0.003719608213667236
2023-04-10,0.016580534022394566,-0.005278650035137833,-0.00022832787883408923,0.0023529950310201553,-0.013490173440160791,0.009459982781987897,0.002980000181306952,0.000384377786106338,0.002732303087090715,0.014337723053877705,0.008183952728319621,0.015827309213805263,0.01111747200083224
2023-04-11,0.001694556238085232,-0.0017688873489793977,-7.612667478673618e-05,0.004694830951162521,-0.00776058181714423,0.003123776720009852,0.0009903820550651865,0.02305321952038364,0.00544961195590532,0.0047116861665859044,0.0027058397779400334,0.0013450356144815157,0.003665077602649003
2023-04-12,0.0021146119687036613,-0.0009578397764324897,0.009135896459840032,-0.003504752940987732,-0.008480979104647735,0.006228098251691128,0.0014134419399660647,0.0696044739504591,0.010840045925231578,-0.006252764335186289,0.004240505040025155,0.0028358573344215987,0.0
2023-04-13,-0.004220299641274572,0.0019175162261781953,-0.0003772161448509781,-0.003516967633097612,0.02822658416885404,0.012379098263132216,0.01105617883314891,-0.0004681754960711437,-0.0026809242940074585,0.0006741298718397903,-0.006717821197152918,0.017859754496789337,0.0037452610960184707
2023-04-14,0.021614748887476054,0.010047876093376207,-0.005283018867924483,0.009411755730124094,0.011738576711413096,0.014520411144775647,0.01698468710535006,0.01709600770944042,0.025537654393972264,0.0015719671399758717,-0.0019323376641757761,-0.004679042223718066,0.03544779067104353
2023-04-17,-0.0035262393694254213,0.0011842728222253296,-0.0007587253414264028,-0.0011655278520698031,-0.027772710953352875,0.010546165525107343,-0.033859570130140626,0.002302520686585874,-0.013106159370945947,0.014125584970160698,0.008518850217042573,-0.005288682414654633,-0.06351354100682705
2023-04-18,0.013114071606994182,0.0030754382669193614,-0.001138952164009166,-0.005834216900934441,-0.012215706114742542,-0.008945202079784886,0.010655932110057442,0.0018378551182669511,-0.022576421098790878,0.0011054441204196852,-0.003647506741263573,0.0016245844312348101,0.0028860323286701295
2023-04-19,0.00390384220258877,-0.011320725926813102,0.004561003420752607,-0.003521207163571294,-0.0009513517970193286,-0.02444526569387817,0.003045966138071954,-0.011694614287838578,-0.005434803453420622,-0.004196082858462069,-0.0057804054515919745,-0.007372456535681193,0.0014388635575914854
2023-04-20,-0.005525992632009813,0.0035782441706113666,0.017404464623533844,-0.003533537547697807,0.008379403075048586,-0.021973773442134026,0.00327024965317535,0.009512757817341733,-0.00409829829057784,-0.013084944568447221,0.00658915043880115,-0.006238832009050066,-0.02873563176391669
2023-04-21,0.004116073266104081,0.013073448634209672,0.012272220156191782,-0.009456255714577644,9.444887711373973e-05,0.0015766262063678926,-0.0034924330616996624,-0.0005171233972637301,0.0041151634579428276,-0.0017977939562850986,0.0017327715627166729,-0.0017937629872192273,0.03353058653565366
2023-04-24,0.001844640295142419,-0.001407804050517436,-0.0011021307861865948,0.011933105779209363,0.008214475376311814,0.014561229494500783,0.008411229213821647,-0.00155217285669218,-0.016393401615722336,0.009905503366586466,0.006919097036281352,-0.007936489802111035,0.004770992227481674
2023-04-25,-0.009206219312602237,0.0,-0.0033100404560499896,-0.00943395377648304,-0.02032214079183947,-0.06148180564798622,-0.018072331325862168,-0.009212292216716822,-0.002777735392252567,-0.02251453683657345,0.0023859515452617774,-0.046490593676297154,-0.0009497255519208547
2023-04-26,-0.004336155275655562,0.006578918592138772,-0.01623616236162362,-0.0011903899597163203,-0.0015295254868159525,0.0030998455831969807,-0.01415762192737735,-0.008135803930592544,0.005570945396701887,-0.004560933984073423,0.002380272330815947,0.003641022061112942,0.0014258700592233442
2023-04-27,0.0006221484861053117,-0.0025677080279824516,-0.015378844711177786,-0.0047675757111096395,0.037529975230945256,-0.009476701190697878,0.007659196506767163,0.0011718550246904158,0.015235542243916989,-0.0036655175674449314,-0.005509135997147863,-0.005362778302917093,0.020408178044796443
2023-04-28,0.012435233160621673,0.037912503322795166,0.008000000000000007,0.003592782227623159,-0.0013841609493144835,0.023710468931640527,0.02517816176607046,0.00327713917715422,0.00272847121303621,0.030351796824091393,-0.007258782511823991,-0.00015861300368924525,0.022325595589571146
2023-05-01,0.013510747185260907,-0.1124577226606539,-0.03826530612244894,0.0053698805301019,-0.004712642122322364,-0.011428280903077237,-0.016334558208213723,-0.017848817835480646,0.02448981148856033,-0.016067890031500887,0.0017317712232809424,-0.0038064689401052787,-0.03446316866452903
2023-05-02,-0.008685114118359927,-0.042235630358844034,-0.01326259946949604,0.0017803996433201075,-0.016061607485320817,-0.0038534654533435297,-0.0055352689082511786,-0.006057729251059074,0.007968132434939212,-0.005443427742189533,-0.013446038118980597,-0.021811856657029338,-0.011897757304904943
2023-05-03,-0.0015960336864981883,0.10079575596816981,0.005177220230983659,-0.0023696096070714434,0.001320998162049003,-0.01093465196299126,0.01231639398177764,-0.003107100087025083,-0.006587615150831283,0.003648799383802359,0.0015575937579193067,-0.015462190258402786,0.005722446188391572
2023-05-04,-0.0015985850821401693,-0.01710844844220627,-0.029318541996830483,0.0,-0.008575232176374015,-0.017730465132878126,-0.006785198731628306,0.011268310501548084,0.00795753928353915,-0.04180868490712064,0.0023328683861925104,0.011406821087171615,-0.004267396503226717
2023-05-05,-0.0016011446480888036,0.010786942785787401,-0.0065306122448979265,0.002375237993840651,0.00955229790099188,0.017413457043260472,0.014134275618374659,0.025367465317275517,0.002631538792660315,0.037941720613984486,-0.0009698031502325399,0.05573710388534203,0.01761903308686752
2023-05-08,-0.004811137270959165,0.0018190638423607464,0.013866064092029617,-0.0023696096070714434,0.019065118822176208,-0.006887873458744087,-0.005807200929152101,-0.003930593501625723,0.009186412147919043,0.007539365156640887,-0.00019410448182877182,0.023068672823100655,-0.004679457249792129
2023-05-09,0.011520263320304425,0.0006052536191463176,0.004558808631344391,0.011876529758149568,-0.0027715763884331723,-0.0016814171495569408,-0.016588799307279523,-0.003017666262528418,-0.0039012099584530002,0.00907032969884658,-0.002912650987940024,0.004842610259641944,-0.03432065423834563
2023-05-10,-0.020947732357128324,-0.035567341213706194,-0.006454215409439246,0.0,0.040207487861106506,0.003368417840254878,0.006414854469433129,0.01303835968908662,0.0,-0.012359533417090951,0.0,0.009186755968880744,0.008763403628263555
2023-05-11,0.0037390943082675765,0.01731057147724302,0.013398294762484664,-0.005868566672352915,0.0411471570788251,-0.005665137612843152,-0.0002360861710922757,0.020455142235784374,0.007832878408265298,-0.00250285798502925,-0.0009736950057698257,0.007312309329186029,0.01930501958935449
2023-05-12,0.0039321192052981235,0.01454992329589233,-0.0020032051282051766,-0.031877266735717,0.00872537750002178,0.00021106006244542286,0.00755610910751181,-0.003828873373877939,-0.01424868546119984,-0.0075274140033324555,0.007602327396657893,0.003999950267650432,-0.00047344150649342165
2023-05-15,0.05009276437847876,-0.0031599120375676026,-0.00642312324367722,0.006097584377790843,-0.008141104981169267,0.0,-0.005155875659932807,0.00474788800918069,0.003942221521329392,-0.017926885989118735,0.002708516310026887,0.011657089488850803,-0.003316021728052121
2023-05-16,-0.004318806438947775,0.0017068560815296507,-0.002020202020202033,0.016969738584576177,0.026761262636103345,-0.010759538392673296,-0.021672584704431674,-0.028802853709531395,0.02879577099873476,-0.013807633019155663,-0.005402326531008805,-0.003646441203361217,-0.026615926840196313
2023-05-17,0.0033517350157727943,0.008033150945978118,-0.0024291497975708065,0.01311080478855886,0.011574711145231342,0.002132699725315712,-0.006982889433481132,0.0016218650387327394,0.02417304787231611,0.012814450008273859,-0.010669238510194523,0.0017567376792702039,-0.01220703106810106
2023-05-18,0.013951660444095015,0.006761622196810091,0.014610389610389518,0.017647013944738,0.016792831986832235,0.015109577763603665,0.018307476148151647,-0.0006939342959642048,0.01863354037267073,0.02014996729621088,0.004509794945810386,-0.004237920710712162,0.02422146046446305
2023-05-19,-0.0017441860465116088,-0.004317552936725866,0.00039999999999995595,0.0011560958754741613,-0.0021858537111736354,0.007547182486237203,0.01797833815126415,0.019444447633170325,-0.0012194935868425905,0.0036747782280144303,-0.0011712155734365792,0.021866713782153102,0.02364865549046291
2023-05-22,0.0264026402640265,-0.003372666528304591,-0.002399040383846418,0.0011547608612054727,0.021257628775513515,-0.0018726622974652996,0.0016374554550437903,-0.013169886898212857,-0.0061050059912637344,-0.0027459709334040072,-0.006253658516220728,-0.0015797876589197513,0.0009429370225695344
2023-05-23,0.005296009078872732,0.007009895602887006,-0.0012024048096191953,-0.00807378249229962,-0.020497352623794707,0.003126906553358788,0.0063054217946816316,0.023469868367486768,-0.014742070701991405,0.00022942453219632064,-0.01848571592755044,-0.020569625636171596,-0.008007522015097468
2023-05-24,-0.008842897460018762,-0.018723039357346427,-0.011235955056179803,-0.004651158148691992,-0.01338309281877137,-0.012468796497074108,-0.0422371361040802,0.0029226859139643846,-0.004987455258165574,-0.007111754352049693,-0.0058104771872160565,-0.022029667802541564,-0.03133905941233217
2023-05-25,0.020880789673500377,-0.020303297555801736,-0.005681818181818232,-0.012850537962530661,0.022278848224848602,-0.010521885420527455,0.018657575628058032,0.0011208078093802865,0.011278118572259244,-0.02865059839980144,-0.012293442633663387,0.0087100444954471,0.001470603194891229
2023-05-26,0.013759761993306086,-0.0009987363208099342,0.01510204081632649,-0.0035502643370829423,0.008685177678385392,-0.0014887216959322824,-0.0195051898394466,-0.005821726879120526,0.032218168548174386,0.020694550735926187,-0.001632279516367019,0.0089325367050328,0.021047493820489205
2023-05-29,-0.0014673514306676738,0.006373395109880331,-0.0006031363088058184,0.02494062188172852,-0.004723755761810833,0.00340787741878823,0.0010916586029288133,-0.0018018429798489777,0.03721486627311332,-0.006059154566715352,0.0024524612944274438,0.008521517381612442,-0.011025901171912822
