,9987.HK,BBVA.MC,4204.T,BN4.SI,WDP.BR,G.MI,TCL.AX,BVI.PA,KER.PA,CRM,2883.TW,SCC.BK,MONC.MI
2023-01-18,-0.011329002629697604,0.0043647510672157885,0.013419216317767102,0.0055710673476028205,-0.023553124891099064,0.0008566184724370096,-0.005143254709038536,-0.0048689537228657764,-0.020536775140141184,-0.020340838200517353,0.0008841710364746458,-0.00835654596100277,0.003925720956669432
2023-01-19,-0.007051524406195164,-0.020642542342149017,-0.00794491525423724,0.013850402259597105,-0.009648541772183217,-0.008844438383495579,0.014771034699306185,-0.015054558642249138,-0.02519774121655627,0.0066002525542081525,0.0008833899686504498,0.0,-0.022040488815566306
2023-01-20,0.039502857416472414,0.009033305980059358,0.0016017084890549427,0.004098387563372219,-0.006958902476812301,0.022452468094736666,0.0036390241315698013,0.001146377017884781,0.0030188218602593686,0.03305782540010416,0.0008826102795833624,-0.002808988764044895,0.018538721360910948
2023-01-23,0.017506398495074293,0.013035920358984265,0.006929637526652543,0.009795921119591045,0.005606161257165843,0.004504500150622537,-0.0036258296499765974,0.008396920112524908,0.01072237108504126,0.03054542226239665,0.0026454958968764597,-0.005633802816901401,0.003211996827892749
2023-01-24,0.00573506581742933,-0.0029456708729372894,0.01746956061408156,0.0032336306490952094,0.0006968135847877921,0.004204078604145733,0.0007278187080363985,-0.00113552939284145,0.0027917365235041736,-0.006479723734363341,0.0008795052381267432,-0.014164305949008527,0.0053361656091546195
2023-01-25,0.005702362393786187,-0.021614120785643176,-0.0015608740894901274,0.0032232079849665585,-0.004874630675333558,-0.0027910210356641985,-0.002909088134765647,-0.007199644983073239,-0.00853744560162284,0.008459237720719548,0.0008787323883880926,-0.008620689655172376,-0.004246314163534715
2023-01-26,0.005670029828918066,0.019866497717365705,0.005732152162584603,0.006693383638927131,0.0034989636716822314,0.0025188959905106945,0.00036470564748403156,0.009160296340817276,0.02564584779852419,0.057117232973875165,0.0008779608957134588,-0.03188405797101446,0.002842925566497234
2023-01-27,0.018976923347118646,0.0026492440157939168,-0.0036269430051812934,0.003989387994269844,0.02649931034849673,0.001954207019000398,0.0003645726857666176,0.0007563748113121882,0.017886452557561272,-0.0034526141987615278,0.0008771907565310322,0.017964071856287456,0.023742030212484444
2023-01-30,-0.054250987435159326,0.0007771393268665161,-0.03952158086323454,0.0013245120057956417,-0.006793504052694632,0.0036222087023141114,0.002915449057909525,-0.004535107182040088,0.014882531130172572,0.0013979803158659099,0.002629265901847866,0.0117647058823529,-0.007961216583436181
2023-01-31,0.014554768012196462,0.003727238783366893,-0.01840822956145105,-0.0013227599943025359,-0.006155961237509167,-0.0061077517464525055,0.003633734731334881,-0.0037965216738961027,0.007950530035335746,0.019544772204571403,0.0,-0.023255813953488413,-0.002093491495527733
2023-02-01,0.02447258671627761,0.047037039469029374,-0.0060672917815775,0.011920508591922507,-0.006882273202558631,0.015921779524345592,0.00941340744508179,0.010670757968286981,-0.012445180694018454,0.022920795829827645,-0.0037878932922233988,0.017857142857142794,-0.0024475417444250747
2023-02-02,-0.017298175022456008,0.004581004815019218,0.0033296337402886067,0.001308909143109327,0.05821206755529995,-0.0019246548496003602,0.008608381839714463,0.012820518352907984,0.0512956374273541,0.016412477856018626,0.0,-0.011695906432748537,0.025587084636069735
2023-02-03,-0.03352891783468448,0.01603415831961974,-0.0016592920353982743,-0.050980432960671784,-0.01506224551510793,-0.005509663006694199,0.008534842245925933,0.012285923909431284,0.010636481382422014,-0.020613869194327394,-0.0038022234609107475,0.0,0.004101125459538446
2023-02-06,-0.013876895586875104,-0.01693935165749405,0.021052631578947434,-0.011019253257989803,-0.015292522793862395,0.003324175946102903,-0.010578319391843505,-0.024273623922346332,-0.03775472186382167,-0.01163464869322084,-0.003816808341898348,-0.00591715976331364,-0.022464256850403985
2023-02-07,0.034740586487744585,-0.0019145819612851334,-0.00651112316874658,-0.009749263272674558,-0.010803564925933151,-0.000276149527701941,-0.005702061669898062,-0.009046353746947844,-0.004513846503363728,0.013191337990430707,0.0,0.005952380952380931,-0.0031337101232463693
2023-02-08,0.0199744874087755,-0.003541414788594266,-0.0043691971600218205,-0.004219436912019758,0.0034129823915913793,0.0027617313268930577,0.00788534852011269,-0.0011411443743155614,-0.009591907509282516,-0.009633313336313565,-0.003831432184220329,0.0,-0.01117707664004175
2023-02-09,0.003333346048990826,0.006959930354799138,0.004388370817334009,0.0,0.008843545314808798,0.0035802051363618137,-0.0021337614331540244,-0.005712095096073289,0.01989784699274777,0.023757582168797198,0.0,0.0,-0.006358188222233108
2023-02-10,-0.005398683701338558,-0.008823590872607756,0.004915346805024479,0.002824877333037268,-0.008766022596743861,0.0013722023502265035,-0.004276512265455112,-0.02068176571827618,-0.034012451298066626,-0.03817807637337445,-0.0076923370361329235,0.0,-0.01670811686372209
2023-02-13,0.026304814412349886,0.0135014960235742,-0.004891304347826142,-0.007042299699799304,0.010884343502593818,0.00109611123568909,-0.0007158359835853778,0.011732543918250515,0.01268985806244416,0.02424715968003599,0.011627951677542825,-0.00887573964497046,0.015907466973423823
2023-02-14,-0.03376730247643689,0.006441245751936497,0.0038230475150191623,0.002836898167029922,-0.0026917875354761645,-0.0008212094251118796,-0.0007163487718130357,0.0023192680323145254,-0.00917746451806245,-0.00654661623334285,0.0,0.017910447761193993,0.008896797032247106
2023-02-15,-0.017684197676809177,0.0010181773792614646,-0.01196953210010876,0.0014144364712820323,-0.002024273521521902,0.005205441827643265,-0.0014336562267244224,0.008098691939881775,0.03028143794212168,0.0067074567228493365,-0.003831432184220329,-0.008797653958944274,0.008112858523510402
2023-02-16,0.012001727454485467,0.018599282180618903,-0.0016519823788546661,0.007062087269766648,0.004056823513959307,-0.0021803766517227707,0.01579320233559156,0.0038255693880897557,0.031638981709081415,-0.0174751922063352,0.0038461685180664062,0.00591715976331364,0.0174947516212296
2023-02-17,0.0029648324021442907,-0.004850270416316249,-0.006618863761720939,0.019635368581935708,0.007407384097747771,0.0008194148810911628,-0.005653705007969467,0.0007622125738617758,-0.011228443220990925,-0.017488563623413667,0.011494223474170395,0.0,-0.008596973887754378
2023-02-20,0.03758443320010896,-0.00043001471250458945,0.005552470849528035,-0.023383716912697028,-0.0006684644957443142,0.002456336083163757,0.001421496673594591,-0.004569719656796312,0.0018643653998939858,-0.016119769439574605,0.011363679876669863,-0.002941176470588225,0.0006937376974194276
2023-02-21,-0.019942995349391812,-0.0007170678912028494,-0.001656543346217565,0.005633733995783041,-0.02140466213423642,-0.0010890529819188588,-0.001419478889075565,-0.002295312446187303,-0.009812194269200214,-0.0054612912354155,-0.011235997596883762,0.002949852507374562,0.01663776554209795
2023-02-22,-0.014950191270312496,-0.0030137641565309847,-0.00553097345132747,0.028011284907094147,-0.012987049389703964,-0.011719823419746644,0.0,0.001533777440351436,-0.014351552287879876,0.01076602862104048,-0.007575714336391037,-0.0117647058823529,-0.0006819112790895643
2023-02-23,0.03161888742197805,0.012379439374860857,0.003615127919911032,0.12956511633093637,0.010387851562569717,0.0016547538904705394,0.001421496673594591,0.013016777730288753,0.0029466997745433154,0.0046522680215255185,0.007633543884232319,0.005952380952380931,-0.006141259244475172
2023-02-24,-0.025745823989897,-0.0007109504402589284,0.0036021058464947853,0.024074040696987264,-0.023303642839755834,-0.0005506734012036274,0.00212915064913477,0.013983403327119559,-0.0428620615959312,-0.011698746198318899,0.0,-0.020710059171597628,-0.009268745561060054
2023-02-27,-0.03229864574403318,0.02262377954653516,0.009387078961899498,-0.014466519723502547,0.006315800181606379,0.010468349203910376,0.0,0.008572476440192212,0.013723432265467794,0.005795329587498177,-0.006818164577168551,-0.009063444108761365,0.010048475469355722
2023-02-28,-0.0004334236933213331,0.025880110250433352,-0.001641137855579844,0.005504565750076518,0.009762858309535716,0.02017442359903998,0.0042493215370391635,0.0,-0.01140011424249987,0.0028809686310011795,-0.0022883236932694784,-0.0030487804878048808,-0.008576329443279906
2023-03-01,0.03816126435408007,-0.020073272401483266,0.01041095890410948,0.0,-0.032458517141769505,-0.009620438622924832,-0.010578319391843505,-0.0077604984707024816,0.012072094066722938,0.02285927192232662,-0.002293572128713728,-0.01834862385321101,0.03287199915152694
2023-03-02,-0.022556366057466692,0.004844335600174388,0.0032537960954446277,-0.009124082053907356,0.012134195111823454,-0.000269890336206835,-0.00784031780262573,0.007076369882986766,0.01780309735210439,0.11496856607506767,0.003831432184220551,0.028037383177569986,0.011055273684716926
2023-03-03,0.033760657677283756,0.016253381537233658,0.014594594594594668,0.005524930551064511,0.004231273952828074,0.004048624263637057,0.0014367459755562084,0.0007395913364616202,0.009970285263816159,-0.0008575146859408633,0.0,-0.0060606060606061,0.006958220091092704
2023-03-06,-0.001653550667949033,0.009216633047427036,0.0074587107085775095,0.010988878101984012,0.016853916782002765,0.008602142157562165,0.003586814364415325,-0.006282338494052908,0.0025978523321370517,-0.014107116490624017,0.003816735542333971,0.013719512195121908,-0.0036195691086589044
2023-03-07,-0.003312642036264246,-0.021353735935193185,-0.0005288207297725611,-0.010869435203495481,-0.017265193915979138,0.000266479781748874,0.006433177559709069,-0.004090691911479816,-0.005182241964899692,-0.00261151098786383,0.00760459196734975,0.004511278195488799,0.010568021385988668
2023-03-08,-0.023265437954827606,0.00466583217439509,0.010582010582010692,0.0,-0.009838327066202801,0.0023980856785301707,0.0,-0.004107565628495902,0.006945649992061931,-0.0020183851254280682,-0.00377359930074439,-0.008982035928143728,-0.009803958845400973
2023-03-09,-0.008081706107812225,-0.003005096640776417,0.018848167539267102,0.009157502923302863,-0.03548616001314708,-0.009835165932744694,0.004261393461776786,0.004124507312969206,-0.0015520337578394106,-0.023121048363481278,-0.007575714336391037,0.0,-0.01353134844012216
2023-03-10,-0.030445930264323073,-0.03411420782705454,-0.0020554984583761593,-0.009074404041763295,-0.011037569574716022,-0.011006707313076736,0.004950473346860607,-0.014563154854269622,-0.009326467036377406,-0.03099825708976167,-0.015267233367593058,0.0,0.008364001509032493
2023-03-13,0.049535588880587955,-0.08241139182201973,-0.01905252317198769,-0.02564113359122777,0.005952446419502655,-0.033659111653931206,0.0007037458729761692,-0.01326254195588894,-0.04079491697154103,0.013454220635156222,-0.007751893856784542,-0.0060422960725075026,-0.03483740074066399
2023-03-14,-0.03286979751979413,0.034162961700591854,-0.029396325459317585,-0.005639076143570287,0.04585797814844428,0.03623598232637826,-0.002812936786349751,0.007680447333301199,0.02726281291748811,0.04204891524012355,-0.019531249708961695,-0.03951367781155013,0.03953247206937416
2023-03-15,0.03834423987694047,-0.09596415439060457,0.012439156300703136,0.011342203770805082,-0.019094798529561086,-0.058552450071826745,0.014104358600904865,-0.007621907672840544,-0.045824529113023815,0.00010937871139837796,-0.00398407888246699,0.02215189873417711,-0.031415306308902546
2023-03-16,-0.0096517122211629,0.034060901599115345,-0.00694444444444442,-0.005607546181123024,-0.002883919407575042,0.010077808621699269,0.002086212290155931,0.012672807684475984,0.025217943498850204,0.0240008709297177,-0.031999969482421786,-0.015479876160990669,0.043018036263196
2023-03-17,0.04576272479558385,-0.034857755911686494,0.007530930607853703,0.015037658960140643,-0.011569041814516123,-0.01852911892676956,-0.016655084917385876,-0.01213506226729999,-0.01049023073252997,-0.013080602820733533,0.008264415259734204,-0.009433962264150941,-0.02487719608880501
2023-03-20,-0.04092384918405978,0.032306192666076816,-0.017618793379604925,-0.020370411798211863,0.010972905464016858,0.023235528027000463,-0.004234327402515503,0.009980815220598682,0.016267638112267724,0.002163883599010541,-0.00819667453760653,0.0,0.0013426991255265364
2023-03-21,0.029573299916563434,0.05392392369564636,0.005163043478260798,0.009451975157153791,-0.0007235365722378928,0.03235876822200123,0.007795932886469403,0.015583422870944608,0.021582733812949728,0.01851548003120773,0.012396662297629701,0.015873015873015817,0.021454890757134137
2023-03-22,-0.004924074531264977,0.0027409968213034652,0.005136523384698499,0.016853773075983902,-0.03186100801507652,-0.005224048179512497,-0.0007032509630131578,-0.0239520735814005,0.007042253521126751,-0.011500944738078833,0.012244866818797773,0.0031250000000000444,0.007876592600150722
2023-03-23,0.030927835051546282,-0.026119959049210606,-0.004303388918773576,0.005524930551064511,0.014210960036195486,-0.002763915789873228,-0.0007037458729760582,0.0034509261062569685,0.010664292982408119,0.004986370500033477,0.012096820711222867,0.0031152647975076775,0.0032562808352634143
2023-03-24,-0.003599975585937387,-0.04428503277112206,-0.0054024851431658805,-0.010989057253383283,-0.024336347136315162,-0.01940135053809644,-0.004929556039750538,-0.004585435188519615,0.00415157328389415,0.013977779999263973,-0.011952236647401082,-0.009316770186335366,-0.015903920143192862
2023-03-27,-0.04375756277879761,0.020721137407130996,0.0010863661053774898,0.012962882287692823,0.007558608082372187,0.00847934505380521,-0.0007077302760680748,0.006142028871328531,-0.012403121803671424,0.006313779667771913,0.004032273570407696,0.0,0.0009894685668689895
2023-03-28,0.021410605242886627,0.014066467410322359,0.004883342376559963,0.012797264566481337,-0.03300822077281529,0.0008407729551651588,-0.009206807046356458,-0.004578364596580786,0.0036630676187143774,0.005437669009682455,0.0,0.0031347962382444194,-0.002306414956981584
2023-03-29,0.01520754994587925,0.021595221766865125,0.02051835853131756,0.0036100350003540616,0.02870441238977528,0.0126015338694061,0.0007148126551423939,0.014948232555290097,0.015293686860597289,0.022568883354216585,0.012048238915872256,0.0031250000000000444,0.031043547073747346
2023-03-30,-0.010931161733774064,0.021293012279163914,-0.014285714285714235,0.010791412470885886,0.027149294906732013,0.011891601410130015,0.015000002724783856,0.0015106086185363576,0.017802059502903145,-0.00020338327022462188,-0.007936537971601543,-0.01869158878504673,-0.00032031483349692635
2023-03-31,0.010233319561073984,-0.007251829454675951,0.006977992485238893,0.0017792363251394328,0.0029368547862793637,0.004646028101568334,0.0,-0.0018854126525682524,0.009081777053120632,0.016174936811074847,0.004000015258789125,0.0,0.017943011525739516
2023-04-03,0.0052674353147605935,-0.0448942431656123,0.01279317697228155,0.01953822885800327,0.010248927151289555,-0.0016321425825148728,0.005629832758007991,-0.0015111072616661447,-0.010499979654947866,-0.016468081420739966,0.0,0.006349206349206327,0.002518096397650771
2023-04-04,-0.004030632710193327,0.01752710852664774,0.007894736842105177,0.02787468321415698,-0.004347856433870367,-0.003269725596462214,0.006298121261591572,0.0026484939090414272,-0.016001347152890477,0.0036133718521516034,0.0,-0.006309148264984188,-0.001569894625127688
2023-04-05,-0.0016187839579063779,0.01158782961666427,-0.022454308093994735,-0.005084808285568232,-0.01601159512512773,0.0065609035471885235,0.012517406379922047,-0.007169831473872401,-0.03200960598474667,-0.009584175552216245,0.0,0.0,0.010062883726465133
2023-04-06,-0.0016214086682475592,0.018575833568184263,-0.016559829059829112,-0.0017036263403444885,0.022928953805202656,0.007604529647408764,0.004807671209261066,0.0007601846510698618,-0.017860257446396965,-0.014131352932959307,0.0,-0.004761904761904745,-0.015255286034015159
2023-04-07,0.0029232568413488647,-0.0029787249461202814,-0.0027159152634438355,-0.0004265916783386947,0.0013015206519795264,0.002911056268123602,-0.0004101125459539112,-0.0005317105585039839,0.000540151218604068,-0.0013762627133130367,0.019920318422350647,-0.004784688995215336,0.000505848408654197
2023-04-10,0.008744208955395738,-0.008962872771073105,0.002178649237472685,-0.001280321209389701,0.0038994866934747296,0.008707819850812593,-0.0012308424217806202,-0.0015959802750751262,0.0016195788383293053,-0.004134478268218333,0.007812455180101541,0.0064102564102563875,0.0015167779662423886
2023-04-11,0.0028894701873765083,-0.003014644128800814,0.008695652173912993,0.008547002115933067,0.0012947799207529975,0.002877549434846971,-0.0004107864206130962,-0.0005328438332726781,0.0005389866813529931,-0.013577764002980719,0.007751967785028624,-0.006369426751592355,0.0005048269450271814
2023-04-12,0.006402585604617261,0.017895738619080337,0.0070043103448276245,-0.008474569948650368,0.003591967705518506,0.001062723596598758,0.010273946206237783,-0.002284823511783385,-0.005027920103022221,0.007570585733448265,0.015384600712702756,0.012820512820512775,-0.006937853033941566
2023-04-13,0.0009940357852882276,0.004546791868098143,0.009095773140716856,0.0034187339631890357,0.0,0.0,-0.0020338802014366886,-0.0019084405707310292,0.026168562784480986,0.019440924789053016,0.0,-0.0006329113924050667,0.04445854648161407
2023-04-14,-0.0019860973187686426,0.02685583222295551,-0.04294803817603399,0.005110795701899207,0.015747982043616826,0.004777078124148959,0.0013586619379453158,-0.019120459169937876,0.013014464881812238,0.003247034378675684,0.0075757865844463534,-0.0006333122229258414,0.002432405975655527
2023-04-17,0.004975124378109541,-0.01381139234413653,0.0393351800554016,0.025423626950478617,0.006342505655342556,-0.007923909990073308,0.003392143250424917,0.0019493623841246865,-0.014062457614474777,0.01248398669800399,-0.0037594127832941693,-0.0019011406844107182,-0.01971493787724654
2023-04-18,-0.025742574257425765,0.022348047937196247,0.0015991471215350828,0.0033057991540879073,-0.007002761181047035,0.0061235232648282345,-0.0020283795164683927,0.008560284312199018,0.006691297111475647,0.0072051865016857786,-0.0075471986014888914,-0.00952380952380949,0.013304465013489475
2023-04-19,0.012601650827299471,0.008160919963556834,0.0015965939329429801,0.019769279975067278,-0.033145293153290956,0.008997092996845923,-0.0013550445429219016,-0.0019289829056087227,0.0005247293800303421,0.002115859793175412,-0.007604519444585733,-0.009615384615384581,0.006412185785424684
2023-04-20,0.0012042865741404007,-0.015033259356257433,0.0015940488841656997,0.012924126735327501,-0.0007294112949678411,0.0013112833899802112,0.003392143250424917,0.0038654221444569536,0.007167789485904796,-0.0070882951693564955,0.0,-0.012944983818770184,0.015169903333994483
2023-04-21,-0.018043304371000768,-0.004696223105482011,0.0026525198938991412,0.030303042121776036,0.0036496490095603296,0.0002618732701225035,0.00067614799916349,0.02579900246471789,0.0032980810529110727,0.007695834715889749,0.007662791289950066,-0.003278688524590123,0.004184082291664115
2023-04-24,-0.004491591964643105,0.004718381678541217,-0.0015873015873015817,-0.00773993304100884,0.0007272893732244157,0.002094837233085123,0.008783791403077057,-0.004504464513291118,0.011764684762921807,-0.020650156436513467,0.003802295983674986,0.00328947368421062,0.007142907421607392
2023-04-25,-0.028712058705405052,-0.02436166173337795,0.005829358770535142,-0.009360414052912991,-0.00872092177056838,-0.007577760963118019,0.008707276285767618,-0.011689342682505988,0.000684036290035106,-0.021803817155366167,-0.01893939421306079,-0.006557377049180357,-0.0020685488920976214
2023-04-26,0.008868204466482066,0.005114379954591408,-0.008956796628029506,0.003149619762726097,0.010997039204892811,-0.005529201869502787,0.008632114083512166,-0.009919814216522882,-0.022898195718632053,0.00445799607530506,0.007722037292863915,-0.0066006600660065695,-0.009179785877667879
2023-04-27,-0.006697324761841039,0.031128359964233576,0.009037745879851178,-0.03767653931688797,-0.0398839878358459,0.006354192768355915,-0.003291589100839487,0.004238870896683178,0.013990906209841558,0.023078519581992918,-0.007662864368440658,0.03322259136212624,0.01344891737155729
2023-04-28,0.006321112434511056,-0.034833058892435265,0.01685985247629085,0.006525233028649602,0.0241692336880992,-0.006577216812408304,-0.009907567292146369,0.003069835968746215,-0.000172431162542952,0.012401718105050641,0.011583055939295983,0.009646302250803762,-0.009731584129824333
2023-05-01,0.010992462171079076,-0.02774439320177924,0.0015544041450776813,0.006077791835510826,-0.021017704794344394,-0.01191734310364656,-0.004669759565913534,-0.008033630044988471,-0.02186478875908693,-0.0029238385105169185,0.005725157913174073,0.004777070063694211,0.00022330973022666178
2023-05-02,0.003624313923328071,-0.009512036755144226,-0.016554578375582052,0.002013691812181584,-0.007156310826482382,-0.00402035970724679,-0.018766738038833886,-0.0026995639799607396,-0.007451181427616138,-0.01997066121807234,0.0018975223559265508,0.0015847860538826808,7.44199580413607e-05
2023-05-03,0.040033003822002255,-0.01780135025931573,-0.002630194634402949,0.028938872367255453,0.009863437893083304,0.004036639571982192,-0.010245940484079563,0.002320164908208522,0.006751932969775831,-0.006345417616470672,0.0,0.028481012658227778,0.020541786947739116
2023-05-04,-0.00694444444444442,-0.01748809764412118,-0.0026371308016878148,0.015624990447590692,-0.004507920189714576,-0.008040821246728114,0.01311252843746269,-0.013888912395521702,-0.014295757033100931,-0.0011941006531865916,0.0037878932922232877,0.006153846153846176,-0.0183779835429414
2023-05-05,-0.04655342216377356,0.017799374849493343,-0.0026441036488630276,-0.007692303061932582,0.0135849286925116,0.01810326976569354,0.003405942508251769,0.005086113882297072,0.005192523570389351,0.027081772132461435,0.00377359930074439,0.006116207951070374,-0.0017831016514180398
2023-05-08,0.02891866605188098,0.015580294147123253,-0.007953340402969244,-0.004651144803857199,-0.0074460446163344685,0.007961763127144694,-0.002715543998377812,0.006228098251691128,0.005521865783979951,0.0015688929821306985,-0.03759398442327189,0.01823708206686936,-0.006251833388469796
2023-05-09,-0.0350305747597377,-0.012210405216783626,0.013896312132549493,-0.006230479994167593,-0.01875468877951003,-0.0007898572843192397,0.008168879691027753,-0.00270791852190444,-0.027103609907827675,0.016574021629391922,0.003906264842953533,-0.0029850746268657025,-0.008388333883595944
2023-05-10,0.00844238096888228,-0.0012678125318096312,-0.009488666315234595,0.0062695422517395905,-0.0015290140830283017,-0.0060605938764813905,-0.0020257046452051286,-0.0038789906441518696,-0.014020415214646031,0.018242437425916913,0.007782056406754112,0.0,-0.009063421477046196
2023-05-11,-0.007534482373192097,0.03744843848316459,0.013837147418839901,0.0015576771344469886,0.02067377453401953,-0.01352073488138017,0.0013532109692164784,-0.010124619384425548,0.006278900118305675,-0.006736660198658373,-0.011582982296490463,0.0,0.01798780994852134
2023-05-12,0.009278772212606645,0.009177109482918278,0.006824146981627255,-0.004665687587262934,-0.0030007473429833897,0.006181121953649837,0.0027027000903734333,-0.018882751408170306,0.0009175995184393937,-0.008158468826609977,-0.011718794528860044,0.0059880239520957446,-0.001497431505675495
2023-05-15,0.008775557116363242,-0.041830860990261676,0.0031282586027112647,0.006250103166020038,0.011286653044456418,0.0077457512330267875,0.0060647002467983935,-0.008821219566643501,0.011001099617562238,0.007531858138096759,0.011857753101024882,-0.008928571428571397,-0.01619678803407054
2023-05-16,-0.0037282266745637394,-0.0034798854595214923,0.008835758835758822,0.009316657212828261,-0.011160686251003415,-0.00503574420922781,-0.0053583336952992555,-0.0028317029437130437,-0.008886514684632862,0.006049258429462023,0.015624984866008385,0.012012012012011963,-0.006402411260893581
2023-05-17,-0.018711018711018657,0.0107936250355547,0.005667181865018023,-0.007692303061932582,-0.009029336787322984,-0.007458779626143386,-0.004040432193629484,-0.013387421047178716,-0.008234217749313766,0.02356280495573504,0.0038461685180664062,0.005934718100890191,0.0015341895313423226
2023-05-18,0.004661042811507032,0.015075407363300153,0.03432377049180335,0.009302365434590953,-0.011389492609060303,0.0026839048127538234,-0.0033806755147954837,0.0032894705884014552,0.005166029138318651,0.0188174722968959,0.011494223474170395,0.0,-0.011948510935699486
2023-05-19,0.001265237390326357,0.0043316641328545735,0.0004952947003467045,-0.004608276927850485,0.015360967913474965,0.0173982253897913,-0.008141104981169156,0.0163934272452404,-0.017804721777485377,-0.013875898238501105,0.0,0.0,-0.0021705331728439914
2023-05-22,0.019376605820476067,0.0018484417333572978,-0.004950495049504955,0.004629611459524341,0.0022692687114396204,-0.050512976946321175,0.004787940859928508,0.0028226453357402814,0.01289483223486787,-0.0004754045599232315,0.0075757865844463534,-0.008849557522123908,0.005282727387605712
2023-05-23,-0.021900839056850474,-0.0018450313005021757,-0.01243781094527363,-0.0015361423946226305,0.0135849286925116,0.003324991171443914,-0.006126562388317214,-0.001608400248392594,-0.029704752003574697,-0.0172167564527822,0.0,0.0029761904761904656,-0.05409577048516112
2023-05-24,-0.04098013127715938,-0.023413423905949915,-0.006045340050377823,-0.01076916409183093,-0.023082681502041846,-0.012703648055873873,-0.0006849471657911499,-0.0036246537601460904,-0.023578672444212412,0.011711179713962627,0.0,-0.0029673590504450953,0.00032680486134539777
2023-05-25,-0.026431718061673992,0.011987339898543503,0.0,-0.01866252216087505,-0.01676831318199612,0.0044755202073316624,0.0,-0.010913519008147965,-0.006037012859816171,0.004065847667856115,-0.022556404994930057,-0.017857142857142905,0.012414216046702453
2023-05-26,-0.0011312217194570096,0.009975082731173979,-0.010136847440446073,0.01426301847192546,0.012403163241694326,-0.0005569606752620082,0.0,-0.002451960262607522,0.014302543882920515,0.026344617611452792,-0.011538432194636239,0.0060606060606061,0.02258795637655453
2023-05-29,-0.003397508493771184,-0.012345667202249944,0.005632360471070186,-0.009374887281570765,0.0007656412623464615,-0.0039007910846835525,0.009595571499949829,-0.0004096775479043302,-0.005794861752485891,0.011940653906813647,-0.003891065311326214,0.0,-0.010413377032019944
2023-05-30,0.015909090909090873,-0.006562545797786923,-0.003054989816700604,-0.006309251689439521,0.004590697859041315,0.0,-0.0013577396273509734,-0.0036885309014326184,-0.002720078455135888,0.003933252363734319,0.0,-0.02108433734939763,0.012436204785012173
