,WIPRO.BO,SOON.SW,055550.KS,ADBE,SREN.SW,PETR3.SA,ELV,2408.TW,6701.T,WTB.L,LREN3.SA,STT,CABK.MC
2023-01-16,0.012701638708305873,0.008955249908382035,0.06699147381242376,0.0,0.0002159355849820077,-0.024918762035014863,-0.003167715131866311,0.02678571428571419,-0.0022296544035674826,0.009891196834816984,-0.02035749055796121,0.0002711713166401175,-0.015345314547575928
2023-01-17,-0.006271165278505353,-0.00042268005467349656,-0.011415525114155223,0.0,-0.006259462639022884,0.07037035624186205,-0.0010592604794046334,0.003478274138077442,0.0022346368715084886,-0.011426705843943896,0.010643740329123519,9.036593423061845e-05,-0.002077895376970673
2023-01-18,0.017796335779798333,-0.007611006561343836,-0.01385681293302543,-0.00891459225474922,0.01433535695672683,-0.012802731376076903,-0.019232368937830757,0.0034662024259999313,0.01449275362318847,-0.01651254953764858,0.03560677359361031,-0.01759035041533319,0.01978135737989284
2023-01-19,0.00037200866057340853,-0.010225794323353354,-0.005854800936768156,0.0035744667001549324,-0.0044967683306615935,0.03399927409775816,0.01804076640262431,0.0034542293677852776,-0.01758241758241763,-0.005372733378106065,0.007263904179236391,-0.012509250196325428,-0.014548219001644491
2023-01-20,-0.0004958775356506129,-0.020232444625474355,0.020023557126030544,0.040434432466861514,0.015272081282834415,0.011186438091730588,-0.0015201594778903038,0.003442338740215156,0.0,0.019918973666441575,-0.012019231210093517,0.04669650140322301,0.025382037824881687
2023-01-23,0.00917775583045466,0.014938461358995125,0.010392609699769073,0.024131561775873278,-0.002330521368082983,0.02313109406042191,-0.003232575913025948,0.01029158908484007,-0.003355704697986628,0.0036411784177423634,-0.007785880941715839,0.023018539030672303,0.001010343114376644
2023-01-24,-0.0014747599717694904,0.01298701298701288,0.0034285714285713365,-0.010027956468680155,0.01698872869968726,-0.007536026827870579,0.001213513347497308,0.0033955837423669255,0.017957351290684542,0.018799472295514486,0.04413936011865771,0.009394543576035641,0.003027970054434226
2023-01-25,-0.011938476562500022,-0.02905984210152912,0.003416856492027387,-0.008718016806796625,-0.0014616766697923556,0.004291817657224417,0.035672506303035645,0.0033840927719679392,0.016538037486218293,-0.006798316607316335,0.020666914409951165,0.013443619273307839,-0.009811269647640564
2023-01-26,-0.0042351693425302095,0.0171655334844123,0.0192962542565267,0.021358554903223137,0.0039732042643561005,-0.027942155796775503,0.013317472411238596,0.0033726793122850207,0.006507592190889477,-0.0006518904823989979,0.004601950463705817,0.023015946473134985,0.013973533236645297
2023-01-27,-0.004253182289772006,0.01687578448066973,-0.006681514476614692,0.01336718613786858,-0.010414497343894769,-0.02265810223904785,-0.019235754625036572,0.003361342581698068,0.0021551724137931494,0.003261578604044413,-0.026110842730935002,0.005541394008621303,0.011525994226698089
2023-01-30,0.011055261046443166,0.008085080410571877,0.0033632286995515237,-0.019664908406514137,0.007998338908444147,0.003114192172174901,-0.00700467426467799,0.010050245427183802,-0.0021505376344086446,-0.00032509752925879987,-0.0032925538132932974,-0.006392613353853327,0.00024769072983454876
2023-01-31,-0.008946337371072755,-0.037990714359970146,-0.03351955307262566,0.019041281862514303,-0.0022969432397890177,0.01621246350690697,0.02230719710813056,-0.04145937034213909,0.007543103448275801,-0.011056910569105738,0.020764446230277178,0.013089298782064107,0.007181724785376042
2023-02-01,0.009403209916713395,0.024133392484855465,-0.018497109826589586,0.03666905336752668,-0.012348266380524775,-0.019687710174157935,-0.0024400512900892846,0.006920441715549952,0.03529411764705892,-0.007563301545544188,0.0013869943508793003,0.010401805860023261,0.002458871182092981
2023-02-02,0.016271316629415722,0.054841488373966074,-0.02473498233215543,0.021645127286801236,0.0038143740286931127,-0.04743763752410013,-0.03681052540444496,0.029209634719145505,-0.0030991735537190257,0.044068919814446605,0.005540204989786135,0.0009753355924986273,-0.024037293646884894
2023-02-03,-0.003177751872772805,0.0032494031749561447,0.004830917874396157,-0.03288892754948358,-0.004010948511571355,0.011995635076716304,-0.005620224779770089,0.0,-0.0031088082901554737,-0.0117423040304665,-0.06978881587894814,-0.013965582734326687,-0.027142507557011974
2023-02-06,-0.007601705931171598,-0.015789448973621112,0.0012019230769231282,-0.010808466852267773,-0.010385792185190978,0.03627874365467454,0.002009633438337932,-0.030050133654506705,0.0031185031185030354,-0.0019267822736031004,-0.0029614740999288625,-0.003842758751479769,0.024024782720978743
2023-02-07,-0.010872311048539363,0.0028794608419060452,-0.020408163265306145,0.022892615426231666,0.005568690166586121,-0.005199293467830213,-0.001671335759718895,0.0017212098355374739,-0.0031088082901554737,-0.0045045045045044585,-0.021287143016583188,0.021492305478826745,0.0002522521503833808
2023-02-08,0.015738242574729,-0.009023777361377494,0.018382352941176405,-0.014225475140601906,0.007028711629285311,0.020209056037901352,0.011865179830643946,0.003436439180715789,0.007276507276507305,0.006464124111182912,0.016691953265810966,0.009818688279223275,0.01588902020785432
2023-02-09,0.00344317234498015,-0.03518211831649587,0.0,-0.006739581064840627,0.005499199300832203,0.0,0.004260242218203869,-0.0068493410175966,0.01238390092879249,-0.00867052023121384,-0.042288575389946015,-0.011325970724123224,0.003724017819598968
2023-02-10,-0.005759818881165724,-0.021879047490246606,-0.012033694344163681,-0.012825649545066264,-0.009886436929991915,0.027322377674172005,0.010667200598587057,0.005172400638974839,-0.00917431192660545,-0.030450275348234523,0.0015584772283381287,0.0005403982753426906,-0.018055945745063084
2023-02-13,-0.011586297941994839,-0.014035074334395548,-0.006090133982947665,0.010808943290064654,0.009985154530493867,0.004986689458468474,0.009026432794327022,-0.012006874307032178,-0.005144032921810648,0.014700968927497504,0.0031120053841047213,0.01566209677645336,0.013853920997692226
2023-02-14,0.009976305968871335,0.02001779332255582,-0.03308823529411764,0.007733317057291744,0.0016827516789401642,-0.005954360168755279,-0.007532118763981632,0.01388894223872672,0.010341261633919352,0.0069147184721765065,-0.03205795420588142,-0.004785674296331921,-0.006459632862644726
2023-02-15,0.006173601493119296,0.014827709774242415,-0.03548795944233207,-0.005186534762461448,0.005249895119854964,0.0043261587825567105,-0.008850830158455114,0.0017123025943206471,-0.0061412487205732,0.027141922825375975,0.027243602969473146,0.0056635901787405185,0.0015003855596207316
2023-02-16,0.006135721990676357,0.035668255954485195,-0.003942181340341633,-0.02867478509679766,0.004386941797695609,-0.0009940585269099245,-0.00028742768261869056,0.020512833554520604,-0.010298661174047319,0.0019102196752627254,0.007800292360944594,-0.008925767313115451,0.01997501159053594
2023-02-17,-0.009147456734569404,-0.01286309586520995,0.01187335092348274,-0.022757140637678308,-0.0002080311116795519,-0.015257017920157545,0.016530151485603772,0.0,-0.007284079084287187,-0.011757229107086098,0.012383988073263907,-0.013616347043803767,0.006364754625553859
2023-02-20,0.0018463810375706213,0.001681417257402229,0.011734028683181297,-0.021332479451198427,0.013938048427213134,-0.014954525250398198,-0.024573773241649777,0.00502511278436657,0.002096436058700135,-0.008038585209003246,-0.02844037508855035,-0.02307066710098926,-0.01143272455306521
2023-02-21,-0.010320707902804038,-0.0016785948390715122,0.006443298969072142,-0.007265824536350496,-0.01005337836669129,-0.00506051941551211,-0.008397618930586659,0.0066666920979818745,-0.004184100418409997,0.00291734197730964,-0.009757635853158031,-0.007871830753792497,-0.011564943365029445
2023-02-22,-0.01874609011289563,-0.0075661531700249585,-0.01920614596670933,0.005826330956301362,0.006010381668960285,-0.005086258525532905,0.010442337253076417,-0.028145707284644272,0.010504201680672232,-0.002262443438914019,-0.009853785503880053,-0.011999548242638158,-0.025143217327100564
2023-02-23,-0.003162955367888909,0.012282904792526583,0.009138381201044377,-0.004875006311884311,-0.001236122211769719,0.03730569586335286,0.004753808768035217,0.01362860692781509,0.0015592515592515177,0.0009718172983479434,0.02621721546905631,-0.011237206366812136,0.005362652568716708
2023-02-24,-0.0016500174994813488,-0.006276150627615107,0.002587322121604174,-0.07630678723728146,0.0014438881081926258,-0.014985040048286602,-0.01664197403758383,-0.01848736931295958,0.0015568240788790266,0.008090614886731462,-0.008863403211107679,0.0006887562641875178,0.0025400026342921045
2023-02-27,-0.007627765301582379,-0.009263145045230292,-0.007741935483870921,0.005553125138347381,0.004531436131005817,0.016565239093373707,-0.0036190427185445184,-0.011301393082987277,-0.007253886010362698,0.009309791332263284,0.009994767583902942,0.018813805484656942,0.013427913082988407
2023-02-28,-0.00832692826453263,-0.017424590099192505,0.01040312093628093,0.00505710115963387,0.0067664140508512105,-0.04389756262789135,-0.013919744982475724,-0.0038101914995198882,0.017745302713987554,-0.017493638676844836,-0.028645891799692458,-0.0014637682354646797,0.013000011444091797
2023-03-01,0.010205431679651822,0.0008650387148880778,-0.014800514800514808,-0.0017595533345881043,-0.00712827871686339,0.0,-0.001362690037983394,-0.003824764585029561,-0.01025641025641022,-0.01165425704111367,-0.04021447803434908,0.009359515428488896,-0.012339632322309946
2023-03-02,-0.007544788253276757,0.012100272798668987,-0.015022860875244959,0.031294436775257006,0.0059487367287658355,-0.0274782927139946,-0.0005330149471263201,0.0,0.004145077720207224,0.00720602685882743,0.011173227217972093,-0.008267293883400972,-0.0019989748358176795
2023-03-03,0.006184833113157984,0.03970966341990634,-0.017241379310344862,0.03160422352300407,0.0,0.03648070426190109,0.00311444912086678,0.010471244272378444,-0.00515995872033026,0.0003252032520324466,-0.019337037242720068,0.01858737848682579,0.020781217821102427
2023-03-06,0.008451754872065287,0.01190962585825206,0.0,0.008661726528125246,0.009176198094176247,0.01483782995058669,0.005529104622130854,-0.0034542445193211924,0.014522821576763434,0.012678803641092307,0.02197179659991222,-0.002654256454652004,0.012509109554298181
2023-03-07,-0.0015873015873015817,-0.025974001846660433,-0.006747638326585648,-0.0063973295227545135,-0.007476313074020968,-0.03026179511275151,-0.012795000084226071,0.013864804618414883,0.008179959100204526,-0.005457463884430136,0.005512700376758994,-0.03903300766416584,-0.01744175233968459
2023-03-08,-0.0015898251192368873,0.0012500127156576113,-0.005434782608695676,0.0030162661883454955,0.006514651909255154,0.015427721586491305,-0.0002570644508042008,0.042735042735042805,0.0040567951318457585,-0.00613298902517756,0.07456143790665148,-0.0008078389252290652,0.01306705381076445
2023-03-09,-0.0059872766968550595,0.02330416468417784,-0.005464480874316946,-0.02159958738087897,-0.0060679459019740145,-0.012430894833693196,-0.014378515395430114,-0.031147565998014937,0.03434343434343434,-0.004222150048717066,-0.013775533291261577,-0.043307543118107916,-0.010708237178720936
2023-03-10,-0.002819444113095204,-0.021146795759707238,-0.016483516483516536,-0.02680499883294185,-0.02726903071289344,-0.006993033575937724,-0.011740138265942557,-0.006768150956159236,-0.00390625,-0.024787997390737115,-0.02069320331655644,-0.03585216951476533,-0.01795816806791095
2023-03-13,-0.0074540392943738265,-0.0024926915344150036,0.006983240223463749,-0.015274822246453379,-0.04330543363731465,-0.03169012783870073,0.00965772323129177,-0.0034071679785347975,-0.0117647058823529,-0.0461538461538461,0.015319545879743934,-0.07387005537734748,-0.06237476604580283
2023-03-14,-0.017480254063682477,0.01915864526360478,-0.026352288488210807,0.02793967331405356,0.002842796182299656,-0.01781817349520587,-0.0008062438717155729,-0.008547008547008517,-0.02182539682539686,0.02244039270687237,-0.03902185363133093,0.03744756789717507,0.04087626948497003
2023-03-15,-0.009225092399329227,-0.031875779113342606,0.009971509971509862,0.0008400047717764814,-0.05146098078810013,-0.024435388442032413,-0.004579300552634558,0.0,0.0020283975659229903,-0.03600823045267487,0.0037900165010964493,-0.03961429502414138,-0.0672484218843783
2023-03-16,-0.00811382772676672,0.035035893902912285,-0.028208744710860323,0.058991109551533194,0.036551727645698584,-0.0037950808357501975,0.026331906599152077,-0.00517240063897495,-0.007085020242915019,0.02134471718249742,0.008629980556155603,0.014246989080545003,-0.013208612119812058
2023-03-17,0.009655373594163796,0.00570966220513025,0.002902757619738683,0.013728115673271146,-0.02461744525604881,0.004190499441964146,-0.01137670559715176,0.027729609236829766,0.012232415902140747,-0.02333681644026475,-0.033689895316143526,-0.03986626564459661,-0.0211935236843529
2023-03-20,-0.02457165546567419,-0.013382007177942024,0.004341534008682979,0.013235019937741122,0.015006817969115183,-0.023520516876995856,0.008247461398397826,-0.0016863149309890302,-0.023162134944612278,0.014265335235378096,-0.033757643644359625,0.023268857133229126,0.03190882873510392
2023-03-21,-0.002042483592231359,0.006987245897734473,0.007204610951008661,0.031249989487717178,0.03920250949657955,0.022144510485341717,0.005803169295547805,-0.010135173666990571,0.010824742268041199,0.034106891701828346,0.008018402310317141,0.044662291261684084,0.05190501514339774
2023-03-22,0.0,0.019183661013233433,0.014306151645207432,-0.033429559416432664,-0.00172446685514005,-0.008741906001710875,-0.009176064395531869,0.008532423430365865,0.010708822029576792,-0.0037402244134647766,-0.018749995258721563,-0.03871221550374093,-0.021259803790892984
2023-03-23,-0.01337160390458425,0.030836992560469456,0.008462623413258097,0.020154291330454654,-0.01468365979293551,-0.01955522355727679,-0.04101941652076391,0.011844344856387412,-0.0020181634712411745,-0.013993174061433411,-0.026056789288454008,-0.014372848252118597,-0.03486192310249758
2023-03-24,0.0,-0.031468496646445354,-0.03356643356643352,0.016151738360645318,-0.006355487809313165,0.003519755716153039,0.023280338186469463,0.05852842884036202,-0.005055611729019249,-0.024922118380062308,0.010107020177072767,-0.014307344622331852,-0.029452611077620205
2023-03-27,-0.0005531232089757143,0.016847159634290954,0.00868306801736618,-0.004827175164928477,0.012792192642379518,0.015198729227107632,0.01594078858827408,-0.0015797547444921234,0.016260162601626105,0.007809726659566918,0.01706891815386169,0.02428468704415976,0.008588597517225072
2023-03-28,-0.013975420576304631,0.0039447731755424265,0.031563845050215145,0.0006699718721403514,0.004355417485070845,0.01727450196233593,-0.011724901237350704,-0.01107596130520827,-0.0010000000000000009,0.005635787249031354,0.03414352599209436,0.0031339877210305733,0.00539314601063734
2023-03-29,0.007156941897030311,0.02514732375828821,0.006954102920723182,0.015425843223826563,0.009757172015638416,0.01056606364700019,-0.0051468504958133154,-0.02400000000000002,0.021021021021021102,0.010858143607705761,-0.048684991515127396,0.02485729602536746,0.021174490827919
2023-03-30,0.008987016273858561,0.02261400549831083,-0.03038674033149169,0.007226474859982179,0.0023620487668543078,0.011202361066784627,0.006028454126864036,0.047541008620965775,-0.00588235294117645,0.02598752598752596,0.037647022920496376,-0.005964174505545428,0.009676485047128258
2023-03-31,0.008906969196736947,0.006746695625577281,0.007122507122507171,0.00908615154794612,0.005141342377903202,-0.021787302594170055,0.0019393011958923623,0.04068855104906555,0.00591715976331364,0.008780817291455634,-0.06065758117044606,0.009200032552083348,-0.018619890664319683
2023-04-03,0.006843690346403308,-0.004095331640058486,-0.022630834512022635,-0.013727089840798956,-0.008312007776388963,0.04756512796408563,0.03627583733356232,-0.0007518682264744392,0.009803921568627416,-0.00803481754268498,-0.07000602708366044,-0.003038754782861086,0.006696408673912302
2023-04-04,0.0025829587780357155,0.013084112149532645,0.01736613603473236,0.013339316731571182,0.009671196534388748,-0.014054032059403254,-0.0022245956480057005,-0.0002508113192198902,0.001941747572815622,-0.011474856564292923,-0.0012978263651777233,-0.011131677022024666,-0.002494474180318673
2023-04-05,0.002576304290254239,-0.003321010688134174,-0.002844950213371278,-0.008126716688080071,-0.00957856039429894,0.0014619520207022063,0.01947712577725369,-0.0002508742413193099,-0.005813953488372103,0.0003414134516899203,-0.0272904526916512,0.012999109563193167,-0.005557093929898671
2023-04-06,-0.008114687316591152,0.015179585378995775,-0.021398002853067033,-0.0037170382466699126,0.01246511597401434,-0.011678821141581808,-0.002372637955583734,-0.0002509371949976913,-0.00974658869395717,0.019795221843003308,0.04943218155767193,0.0075407772434701315,-0.024029048829110944
2023-04-07,0.0044654946652078475,0.001312901322272575,0.017492711370262315,-0.002857334494059671,0.000594351041539376,0.006646965614687916,0.0007186500115274885,0.03313248339888597,-0.0019685039370078705,0.0008701472556893464,-0.003978357724267245,0.0038405925442708266,-0.0024620659867266026
2023-04-10,0.013336928014723748,0.003933539617452464,-0.01002865329512892,-0.008596566748881207,0.0017819939946317476,0.019809225602629432,0.002154401773723169,-0.027696815862112145,0.00591715976331364,0.0026081722731226,-0.011982744818207047,0.011477696477296018,-0.007404428150881381
2023-04-11,-0.007903582604236292,0.001306042502558391,0.0028943560057888007,-0.013661168500830545,0.000592941380231915,0.0438849372008876,0.009795228325206518,0.02248875665112804,0.0,0.0008671291355388799,0.09314356900583154,0.016164489465950282,-0.002486554229093052
2023-04-12,0.004995965877670816,0.007608717766360851,0.0014430014430013571,-0.0032873561781672223,0.00021160468853342884,0.0006891956391517073,0.006759511534271123,0.013196503902513701,0.00588235294117645,-0.0073308897034322085,0.017159817874159433,-0.004708612089085018,0.013623168314737866
2023-04-13,-0.010479629075499042,0.01654083424149011,0.0057636887608070175,0.02408816889258225,-0.004020284245808248,0.01170792818596178,0.006511332960594585,-0.023154826475434986,-0.0019493177387914784,0.012420275260154323,-0.01977894950696868,0.007671633821054735,-0.012868194613648964
2023-04-14,-0.004514591918862387,-0.015210534576835522,0.012893982808023008,0.0015311961682551445,-0.057148898324823505,0.014976192873592087,-0.023659855830585608,0.0014814588758680358,0.00390625,0.023209549071617985,-0.03264101673338993,0.015480284970140756,0.02607188734763244
2023-04-17,-0.01360519767205215,0.005747148486326958,0.004243281471004279,-0.0038483616328939263,-0.038756223057841654,0.004359526138351999,-0.0003921942879856477,0.005917182469050486,0.005836575875486361,0.011017498379779722,0.026993899058425086,-0.09184054212459236,-0.003952551876401977
2023-04-18,0.016316354526817678,0.02857142857142847,-0.007042253521126751,-0.000979110980150133,0.03703708009156337,0.025375569354697092,-0.0024573119714272895,-0.010294072768267437,0.0019342359767891004,0.003525641025641013,-0.04121867045948757,0.030544870822531323,0.024092912960664625
2023-04-19,-0.018231325733418235,-0.007291687859429241,0.01134751773049647,0.006780552619160662,0.006781175987309318,-0.03191141554712151,-0.05330380209437213,-0.004457697446567654,-0.009652509652509633,-0.0009581603321622278,-0.054828610753739127,0.005206934335157287,0.013008627413716
2023-04-20,0.005681869123906891,-0.0059460710938966654,0.007012622720897532,0.0003946868533952763,0.012348433447580076,0.0030272503859285482,-0.005247838468831922,-0.02238805970149249,0.0,-0.015984654731457826,0.0006592108656258144,-0.003984633392346559,-0.004918067066362997
2023-04-21,0.014193175719597884,0.017593243438559947,-0.0013927576601671099,-0.006811119421910816,-0.009536489326250397,0.003856480520866068,-0.00921021367872843,-0.01526717557251911,-0.005847953216374324,0.01526965562053273,-0.0013175217736782763,-0.018135760089261543,-0.01757273256040426
2023-04-24,0.026902157327403087,0.0044951166600855075,-0.013947001394700176,-0.0008738239153500693,0.0051500121590273285,0.011524995641404079,0.0270222821521251,-0.004651210104772319,0.0,0.000320000000000098,-0.003957779782073345,-0.0021729734983443327,-0.0067077046914751914
2023-04-25,-0.006086234004012092,-0.01686744886913727,0.008486562942008558,-0.020538506586140537,-0.007574073450896335,-0.005284010692994334,-0.004428450382534366,-0.01090337977440281,0.0019607843137254832,0.0425463851567498,-0.021854299031079716,-0.03879132199222002,-0.016882370414735615
2023-04-26,-0.002928663699788281,-0.02345942599385953,-0.008415147265077194,-0.017668223826401763,-0.002020205479891901,-0.014276238153874021,-0.01842165973989307,0.009448794868048616,-0.011741682974559686,0.0006136851795028875,0.014217947052416857,-0.01132827840050643,-0.01202062272968385
2023-04-27,-0.00040051774762184245,0.0014341839556757385,-0.012729844413012725,0.023026540862000067,-0.0004498528604481855,-0.02660831597564728,0.028781088627125806,0.023400936594492938,0.015841584158415856,-0.021159153633854677,0.002002716125652837,0.019335412203119295,0.02752028716316879
2023-04-28,0.02884997359925867,0.008950949191781188,0.0014326647564470996,0.016531107395627798,0.009450990022986883,-0.07716261493673127,0.006983240315045824,0.033536655926975634,0.015594541910331383,0.017230576441102707,0.05529646309458358,0.01531549803749721,-0.05497601833033583
2023-05-01,0.006231362308987798,-0.009581198745248765,0.010729613733905685,-0.009031686842248643,-0.009696865077407857,-0.03346458185189605,0.007745662925612518,-0.012168208561980753,0.14203454894433776,0.0027717893440097896,-0.04356060925338634,-0.010102454128873783,-0.019018504966141103
2023-05-02,0.002064257632455657,-0.003224628723764944,0.0035385704175512345,-0.014673233526482199,-0.00326393832873062,-0.011541077965535496,-0.01261961436114778,-0.004106032581473906,0.006722689075630228,0.0009213759213759776,-0.015181519315225378,-0.01733535418608767,-0.0064624069745183865
2023-05-03,-0.008111224016936647,0.019410473254996896,-0.016925246826516194,-0.06350025343016463,0.011291779895752363,-0.005494481639074289,-0.017455855465317804,0.005997024650380434,-0.0011129660545353692,0.004295796256520434,-0.02345847048793459,-0.019490720283649843,-0.014998477317504144
2023-05-04,-0.003894080873480865,-0.002115677329346144,0.0057388809182210565,-0.02728461528670345,-0.018311739999495646,0.014601378439493828,-0.003251975769769877,0.013412839736889337,-0.0011142061281336213,-0.010693553315001547,0.06108444488429954,-0.029889692590299055,-0.015537586489712374
2023-05-05,-0.010946083068574697,0.01590106007067127,0.004992867332382245,0.03742967521309737,0.00978162680007122,0.04200707388227576,0.017035623152917623,-0.019117691937614922,-0.001115448968209809,0.0046324891908584576,0.09314356900583154,0.024528856935046583,0.013888860666992686
2023-05-08,0.002371525418931153,-0.003478260869565264,0.014904187366926891,-0.012456935746044118,0.011714360552231406,0.016423986997849083,0.0015501565629876257,-0.028485666917777097,-0.00335008375209378,0.006455579465109107,-0.005917182469050486,0.00832116342809086,0.04794522073166885
2023-05-09,0.00525762363851201,-0.038045353914430646,-0.005594405594405605,-0.004098133093398015,0.014918770561545447,0.007712118815703883,-0.010124876782302339,-0.0015433039939172222,0.010084033613445342,0.002138057422113704,0.04166671397194244,-0.0013029729012343783,-0.0068330369392266554
2023-05-10,0.0032688285040569642,0.026487618400947488,-0.021097046413502074,0.0039982347631424275,-0.023255843148492605,0.0018221295950227034,-0.0024539716292832914,-0.007727975634990836,0.019966722129783676,-0.011886619932947262,0.0,-0.006958587033547126,-0.00029911084060696425
2023-05-11,0.002215577002576463,0.0021209123947001363,0.014367816091954033,-0.007092618217917845,0.004716960519169033,0.024008725096663186,-0.005594878175836149,-0.014018656603787982,0.00815660685154973,0.0012338062924119875,-0.03314285278320317,-0.011240826906078971,-0.005386034064607248
2023-05-12,-0.0033809825564855567,-0.012345679012345734,-0.018413597733711096,-0.01794594123253035,0.006036227599526933,0.035168731244546114,0.001488665610575035,0.00789889425002177,0.0016181229773462036,-0.011090573012939031,-0.005910188003476091,-0.017569797466788772,0.009326154762927752
2023-05-15,0.00665445645025442,-0.004999978201729927,0.0028860028860029363,0.030466540017281663,-0.0024444580078124556,-0.019903909946960896,-0.010733187062964111,0.0015674340127620479,0.0,0.016199376947040545,0.030915604470770797,0.021941675148549056,0.0017883880559041998
2023-05-16,0.002721938543017055,-0.10696339698099444,-0.0057553956834532904,-0.0016201233963528683,-0.005569169155695053,0.022409009417533987,-0.014738665539877682,0.010954568568495082,0.016155088852988664,0.0018393623543837556,-0.020761280691098172,-0.01970582849839153,-0.008925906231769143
2023-05-17,-0.011633919705314466,-0.007234738865269819,0.0014471780028944004,0.0333807192495883,0.0013441168035708273,-0.006164393851805561,0.031084563559214073,0.05263160381096532,0.004769475357710551,0.00397796817625462,0.09658429571318328,0.02700263011516202,0.01591112935177419
2023-05-18,0.004839147691831469,0.01781377135983364,0.00867052023121384,0.010655266637526584,0.012975389570617946,0.004479640203858937,-0.010288381627055476,0.01911769193761481,0.014240506329114,0.006705272782688176,0.012352284203537955,0.00876421972166197,0.007978708601281248
2023-05-19,0.004815843115733909,0.017501994825668277,0.008595988538681931,0.030019719624031493,0.012809185399971001,0.004802788982133377,0.006197614879051017,0.008657986258282957,-0.012480499219968744,0.0009082652134422275,0.02970819387849377,-0.015348937099141868,-0.0023453230641631295
2023-05-22,0.024999984187783264,-0.007818608194446797,0.0028409090909091717,0.0021548492739900116,-0.006105511896431937,-0.015022209638251072,-0.0017254833683093551,0.002861186607673316,0.0015797788309637184,0.003629764065335772,-0.02472949747603037,0.007352941176470562,0.021745483166128787
2023-05-23,0.0053077369794301,-0.031126907250912605,-0.0014164305949008194,-0.004381062810681957,0.010530924154314114,0.02079723998392402,0.0010283590318480584,-0.0028530235748296384,0.01577287066246047,0.003616636528029016,-0.016376094080549186,-0.0018977701228900523,0.008915702883959487
2023-05-24,0.004651178135802958,-0.02806016294326985,0.004255319148936065,-0.01258032366822559,-0.020191061169074653,0.010865863719328406,-0.002010914314652279,0.0,0.004658385093167627,-0.01501501501501501,-0.012352386639012947,-0.019599296671845567,-0.008551873509288987
2023-05-25,-0.013513498033044247,-0.003347293103589166,-0.011299435028248594,0.0719050390714433,-0.0015510678743075879,-0.007390030813578696,-0.01425788961177199,0.035765378332279774,-0.010819165378670781,-0.0024390243902439046,0.06035892589405778,0.010741477455098902,0.008338138151024577
2023-05-26,0.01851848697847025,0.0020990764332740053,-0.005714285714285672,0.059506241991334585,0.013537434022713013,0.016582121526834248,-0.009309393994028192,-0.006906077202516014,0.010937500000000044,-0.004584352078239595,0.02769235464242792,0.010627324290821027,0.01625318571277834
2023-05-29,0.0018679950186799577,-0.009740231098742225,0.008620689655172376,0.0032860265216911877,0.005090892036127892,-0.006324917718607881,-0.006997247402012352,-0.009735807549110631,-0.004636785162287493,0.011513662879950814,-0.01746508809780245,0.009420190539862983,0.0005611934683207309
