,ABBV,ELE.MC,BBDC3.SA,3105.TWO,MCO,3283.T,ALV.F,9613.T,HLT,2881.TW,VMW,ABDN.L,2912.TW
2023-01-02,,,,,,,,,,,,,
2023-01-03,0.0,0.004743252461538727,-0.04852156254805884,0.0,0.0,0.0,0.012798455238154816,0.0,0.0,0.0,,0.0,0.0
2023-01-04,0.008067480719311293,0.037767305574638366,0.008764912749440024,0.0,0.02763404382799739,0.0,0.02600245979837479,0.0,0.022474586787399442,0.014184406682594464,,0.02102739856215674,-0.003696857670979714
2023-01-05,-0.0012218030744656216,-0.011238913057258992,0.0323854543723332,0.020979020979021046,-0.026116586155796817,0.006589785831960571,-0.007342505954252454,-0.0031397174254317317,-0.007822278071386357,0.02272726938516878,,-0.007299317690290241,0.007421150278293043
2023-01-06,0.018716725523149513,0.017861971144371047,0.02677891274996158,0.06164383561643838,0.047020165711914697,-0.032733224222585955,0.009544261373768625,-0.01049868766404205,0.026884293287311456,0.0,,0.0034139137400750474,-0.0036832412523020164
2023-01-09,-0.029360548184011792,-0.017282677887008657,-0.03725782393125587,0.10000000000000009,0.003762500144845138,0.013959390862944066,0.009217664477012999,0.007559681697612675,-0.008982711469829652,0.018803377388498355,,0.014917512688835233,0.01663585951940849
2023-01-10,-0.012495386779051487,0.012445862983419431,0.020897794310757112,0.032258064516129004,0.022215314368616568,0.004589069670421386,0.014051522248243575,0.002500987231802032,0.00294394853906077,-0.006711414131912785,,0.01392476684900057,0.0036363636363636598
2023-01-11,-0.01547232040933777,-0.0010688696629406191,0.010614127958803676,0.03977272727272729,0.03424724197066853,-0.009966777408637828,-0.005080859600533949,0.008928571428571397,0.038467445305683245,-0.018581040999786858,,0.009155583606752504,-0.01449275362318836
2023-01-12,-0.03149454098053328,0.0021401287873599184,-0.020255026679271815,0.002732240437158362,0.01616628611101234,-0.007382550335570448,0.011374244551783042,0.0020822488287350893,0.004165408720799624,0.013769299999355722,,0.01360893291377785,-0.007352941176470562
2023-01-13,0.009065857783115083,-0.00800852227422788,0.0038284253793319234,-0.07084468664850141,0.006818197581393903,-0.008113590263691739,0.0011475785769829994,-0.009350649350649332,0.013925962094907485,-0.0033955525216727844,,0.015912465694282618,0.0037037037037037646
2023-01-16,-0.0037597863372251794,0.009418688793279895,-0.022120516357551634,0.04985337243401755,-0.0022653138271030437,-0.018404907975460127,0.003897252732414813,-0.011536444677503921,-0.003780697052851112,0.011925068831679875,,0.01957905012359018,0.007380073800737907
2023-01-17,-0.0012579918931405754,0.0005332033766634048,0.007020292880679513,0.005586592178770999,-0.0007568190416740173,0.0,0.0006851297436138992,0.0015915119363394403,-0.0012650149893925766,0.006733940460405652,,-0.002880490133101654,-0.005494505494505475
2023-01-18,-0.02375191283989697,-0.013322675626513014,0.010844333460686917,0.005982905982905962,0.009248117029924563,0.014236111111111116,-0.002738503362853084,0.030190677966101642,-0.012188880478385844,0.0015436080346689085,,-0.0009629126200325633,0.0007083156254426015
2023-01-19,-0.003284116919553104,-0.011342105935475688,0.00459766015827201,0.005947323704333041,-0.011122407131747947,-0.020198562136254705,-0.0022883295194507935,-0.011825192802056517,0.003939632677514293,0.0015412289812304358,,-0.031325301204819245,0.0007078142695355893
2023-01-20,0.0059174876221788075,0.001912037521365928,-0.019069413161477033,0.00591216216216206,0.02399670875087878,0.0006988120195667857,0.011926633502365114,0.003121748178980255,0.027099094685838043,0.0015388572498387099,,0.01691539251982288,0.0007073136228605836
2023-01-23,-0.006952291674529487,0.001908388610736722,-0.0318817930293821,0.0176322418136019,-0.0008737129161242585,-0.0020949720670391248,-0.0004533368120972492,0.013485477178423189,0.009227211418924464,0.0046094784202315164,,0.009295544090063057,0.0021204410517385863
2023-01-24,-0.005789300522948682,0.0008162933142008555,0.0112450076680779,0.005775577557755929,-0.015084846662967388,0.02764170748775374,0.0015873292676444883,0.025588536335721557,0.0017143249511719638,0.0015294428728267473,,0.011633513625699088,0.0007053180984626373
2023-01-25,0.0006770319119349111,-0.0024469862853438995,0.0015885229425707248,0.005742411812961423,0.0011733436452094903,-0.0040858018386108474,0.005433538216339295,-0.0004990019960079417,0.014475176125088085,0.0015271072495277593,,-0.01724959701661799,0.0007048209754720869
2023-01-26,-0.002638875481192904,-0.005996113770517009,-0.0023790431235503062,0.005709624796084833,0.00785475052245621,-0.003076923076923088,0.0006754960343298144,0.005491762356465202,0.012581663262656528,0.0015247787488463782,,0.026816186427727873,0.0007043245527538211
2023-01-27,-0.007598338965835061,0.003016194315045073,-0.020667744869527827,0.005677210056772131,0.004305317727211877,0.022976680384087844,-0.0029252651008622177,-0.0009930486593843213,0.004512072513461307,0.0015224573382510709,,0.008072160014120033,0.0007038288288288008
2023-01-30,-0.004306842275566547,0.0032804517735942618,0.0024351207295980615,0.01693548387096766,-0.016834515899880387,0.007375125712370201,-0.0015798063583589705,0.004473161033797135,-0.012369625194346257,0.004560428956223328,,-0.00659448485703551,0.0021100014066677275
2023-01-31,0.014418168153224498,-0.004359668776183767,0.021862307348141208,-0.010309278350515427,0.027211926991699276,-0.020632279534109843,-0.0076853389317178555,-0.008906481939633837,0.015183306722269752,-0.013114763592559142,,0.008060750385159299,-0.014598540145985384
2023-02-01,-0.007783376625951743,-0.003831400824868214,-0.012678276455073134,-0.0026041666666666297,0.0016111201043280676,0.0,0.010478373812108588,-0.005991013479780372,0.015783366205267768,-0.0033222266421701896,,-0.02116650927003705,0.0037037037037037646
2023-02-02,-0.012005523140171226,0.007966952985534848,0.004815442972151196,-0.02088772845953002,0.01924088666467605,-0.0027183146449201168,-0.0022542831069453095,-0.0045203415369161615,-0.00196776045130731,0.00833332165082279,,0.04949537477593946,-0.01291512915129156
2023-02-03,0.0024855055195647235,-0.004360857274484098,-0.02156553098176961,-0.02400000000000002,-0.015569531806302828,0.0037478705281090985,-0.004518752761906275,0.012108980827447047,-0.0018355362050024304,-0.01157027355705087,,-0.007783869028164747,0.007476635514018781
2023-02-06,-0.0012396190052635925,-0.001642418850223648,0.0016326904296875,-0.03825136612021862,-0.03033665304684674,0.020027155465037305,-0.004312287494698808,-0.004486540378863424,-0.004018604871588005,-0.006688897820735007,,-0.019843115423692548,-0.007421150278293154
2023-02-07,0.0008274383785153994,-0.00356460279034565,-0.006520038663059058,-0.017045454545454586,0.010714821799828966,-0.003660565723793696,0.0031912328642100807,-0.0055082623935903685,0.013403588669448796,0.0,,-0.011299406616998575,0.0
2023-02-08,-0.003651638290792736,0.0016511109807120228,0.036095205020817644,0.014450867052023142,-0.018559955148599094,0.007014028056112176,0.005453292122699738,0.014098690835850913,-0.006140789844909955,-0.003367041033294549,,0.013809494745163908,0.0
2023-02-09,0.02828294253943775,-0.00357145776553891,-0.022961200255370295,-0.017094017094017144,-0.015961987963168056,-0.020232172470978416,-0.001129943502824804,0.05759682224428997,0.023900083525501437,-0.0016891726286545339,,0.01080320863173001,0.0
2023-02-10,0.022528622543829924,-0.0008270961929491838,-0.06077795710907774,-0.008695652173912993,-0.0007818010628916072,-0.011171293161814533,-0.0029411488528705565,-0.07276995305164324,-0.024071649929387595,-0.0033841326839044727,,-0.04042749568595316,0.0037383177570093906
2023-02-13,0.011048948648882284,0.008554016121305796,0.0293356469466457,-0.011695906432748537,0.02210124530465296,-0.01951386511468678,-0.0013614841998998983,-0.014177215189873471,0.012434612039295745,0.010186800373300997,,0.021791767554479424,0.007448789571694592
2023-02-14,-0.007415595012888021,0.012038370741198179,-0.002514726393803346,0.008875739644970349,-0.014287930611268429,0.01780726256983245,0.0036355511959234033,-0.0010272213662043672,0.01590600749790272,0.01008400522101005,,0.014218009478673022,0.003696857670979714
2023-02-15,-0.010026861629309547,0.014868862181769638,0.019327773385177105,0.014662756598240456,0.004497311605526466,-0.028130360205831928,-0.0031696272931189817,-0.022107969151670903,0.009182793383671006,-0.009983333236529779,,0.014018691588784993,-0.014732965009208066
2023-02-16,-0.010128417873854434,-0.002930223965606382,0.007419633284318383,-0.011560693641618491,-0.025639347014637437,0.017649135192375542,0.0038610316923981536,-0.004206098843322792,-0.02932702205182769,-0.0016806557561522828,,-0.004608294930875556,0.007476635514018781
2023-02-17,0.011903957692958489,0.017632910553859737,-0.0008183493177833512,0.011695906432748648,-0.0034710340263429673,-0.008671522719389535,-0.017420842097355616,-0.009503695881731833,-0.013083372385872427,0.015151507642096274,,0.0,-0.005565862708719838
2023-02-20,0.0034201430137112965,-0.008663739294636486,-0.00933658868745435,0.028901734104046284,-0.01644555216820065,0.013995801259622187,0.00621692904195581,0.003731343283582156,-0.011582587963261282,0.006633503681769293,,-0.00462962962962965,0.0
2023-02-21,0.0011361618352736524,-0.0026482647925351044,-0.003141527378131337,-0.005617977528089901,-0.005573510175077789,-0.0013802622498274575,-0.005949670717427025,0.0,-0.0039061054645574966,-0.008237289819612692,,-0.026511613712754345,0.001865671641791078
2023-02-22,-0.008750012046412459,-0.008497071060030836,-0.0031514276744509795,-0.02824858757062143,-0.0014583933018655904,0.002418797512093951,-0.0011510129075166242,-0.020180562931492285,-0.0011798873319327496,-0.004983339963255284,,-0.005733382373365181,0.003724394785847407
2023-02-23,0.00929189070344072,-0.007230863863426085,0.0016638521903247216,0.014534883720930258,0.00010189456514297923,0.0037917959324371697,0.0076054813481607475,0.005691056910569037,0.010284175456030109,-0.001669502883715479,,0.00864962873702857,-0.0018552875695733162
2023-02-24,0.004208583933871468,0.004046439900560417,-0.020764119667116998,-0.025787965616045794,-0.01766068524627884,0.003777472527472625,-0.011207740798831578,0.0056588520614389015,-0.004126873279004517,0.003344519239864674,,0.005240619988098105,-0.0074349442379182396
2023-02-27,0.010280872217963921,0.006179460899866873,-0.0008481958366575171,-0.012352941176470567,0.0016249524151976669,0.007526513855627748,0.014804590781361204,-0.002679528403001119,0.0020719874692234352,-0.009999985980987391,,0.011374378656324291,-0.003370786516853852
2023-02-28,-0.002463085855711644,-0.00827774010615756,-0.011884498541760657,-0.004169148302561099,0.0015187686113147247,-0.013242784380305572,0.011169349806564366,0.0155830198817839,-0.003997531502474949,-0.003366998599118376,,0.05248365757903484,-0.0011273957158963732
2023-03-01,0.008901952113773648,-0.022347819870690566,-0.001718252334515169,-0.004186602870813294,-0.002998432312557253,-0.016861665519614544,-0.0022542831069453095,-0.00952380952380949,0.006850775245979435,-0.00337837357822357,,0.03116651740772336,-0.0011286681715576563
2023-03-02,-0.0057319467067619145,0.0038556701832410667,-0.017211687713843404,0.0030030030030030463,0.003664261487371201,0.009450472523626186,0.001129688190476541,-0.028846153846153855,0.004742284820661524,0.0067796656080649775,,0.0008635446587719198,0.0018832391713747842
2023-03-03,0.010882190844964112,0.003840861089659642,-0.0035026236064620297,0.0,0.028518285057980153,-0.0034674063800277377,0.0004513240503238869,-0.002750275027502802,0.009508169959881796,0.001683485115101302,,0.00129423230288217,0.005639097744360999
2023-03-06,-0.004998069918615844,-0.001639829818004701,0.029876990260873537,0.05089820359281427,0.016274917783832388,0.012526096033402823,0.006541900505119713,0.0022062879205735353,0.007182528428256951,0.008403349464857879,,0.017233950430040057,0.01121495327102795
2023-03-07,-0.01513399099684265,0.0008213138515389407,0.014505125633162086,-0.014245014245014231,-0.03291821665448402,-0.0044673539518900185,-0.009412846463756841,0.004402861860209217,-0.011100604838937378,-0.003333370717366946,,-0.015247801823169871,-0.001848428835489857
2023-03-08,-0.021774581388526948,0.04485774967302225,0.026072284019442726,0.020231213872832443,0.0021465975119268066,-0.005177770107007262,0.006334814011241585,-0.005479452054794498,0.0030614118744496377,0.003344519239864674,,-0.0004301337785617143,-0.0037037037037036535
2023-03-09,-0.015040106338251813,-0.006544502487092707,-0.004917989088558561,-0.014164305949008527,0.0031619498545507607,0.006592643997224146,-0.004271569129108865,-0.001101928374655614,-0.03411556359201662,-0.009999971961974885,,-0.029259844972275073,0.0018587360594795044
2023-03-10,0.016016291229018487,-0.003425588023760695,-0.02635919600072667,-0.054597701149425304,-0.03375696277631057,0.0034470872113063766,-0.013772874661500345,-0.014340871483728646,-0.013060884506152504,-0.018518548675391155,,-0.025709232689898442,-0.007421150278293154
2023-03-13,0.014962194468778334,-0.0161290485265404,-0.008460188695199378,0.003039513677811634,0.000771690425932503,-0.006526966678117474,-0.02793036179120878,-0.005595970900951319,-0.021415935256270058,-0.010291566366402272,,-0.03912650584217925,0.007476635514018781
2023-03-14,0.012504173698145049,0.015049755094584283,-0.006825931901308424,-0.015151515151515138,0.02702320816323578,0.018672199170124415,0.004710315523434927,-0.03263927968486213,0.011124139252377097,-0.01733107065990347,,0.023674242766326126,-0.011131725417439675
2023-03-15,0.0013649102811008618,-0.02091609494182478,0.018900284094982345,0.01846153846153853,-0.0007848627307786016,-0.009843856076035329,-0.03609937570593369,-0.010471204188481686,-0.023297658175932434,-0.0035273023243151957,,-0.07562438055279319,0.0018761726078799779
2023-03-16,0.008048847934665426,0.016495419629598773,0.01517709193814687,0.0,0.017623564710261164,-0.008913267055193685,0.0070525141303359185,-0.018812463256907663,0.018405359392614118,-0.02477874090460741,,0.05579181163851987,-0.0018726591760299671
2023-03-17,-0.006954293688550384,-0.014365547042706206,-0.0315614713990775,0.015105740181268867,-0.012418231432930082,-0.003459010722933198,-0.029461511777861493,0.019173157579388755,-0.012940132445801944,0.007259532979128069,,-0.0554502225035175,0.0056285178236397115
2023-03-20,0.012320022574538125,0.022132245930088335,-0.003430528505701913,0.017857142857142794,-0.009549694336767223,-0.018396390142311647,0.012192072582480451,-0.005878894767783693,0.01091259386575194,-0.009009071816367786,,0.02007024555318848,-0.001865671641791078
2023-03-21,0.004163522774808692,0.011354642653917502,-0.003442337542768459,0.005847953216374213,0.019386473542252647,0.007602545968882657,0.02679455442759182,0.00561797752808979,0.02050280269566418,0.005454568533780124,,0.03541562636577611,0.0018691588785046953
2023-03-22,-0.01977422988474198,0.007310772834773216,-0.007772033953441393,-0.0029069767441860517,-0.02107108903965005,0.0075451833655026945,-0.011252123700445704,0.005586592178770999,-0.02285958545187239,0.01627485681213736,,-0.0071258907363420665,0.001865671641791078
2023-03-23,0.010607177082285535,0.004924795689253969,-0.02175805091209948,0.011661807580174877,-0.0015816507111237055,-0.013235806339254585,-0.003874106788173459,-0.002339181286549752,-0.014312708728849932,0.00533810079545427,,-0.0019138463946621886,0.005586592178770999
2023-03-24,0.01751449560369034,-0.01779723029564262,0.014234862159271167,0.03458213256484144,0.008127616175315211,0.005294740557712618,0.0004861745503126347,-0.004103165298944944,-0.02830394626458832,-0.003539862664791782,,-0.029242597914827195,0.0037037037037037646
2023-03-27,-0.0030376596212494666,0.019695377204219655,0.01315794537052195,0.008356545961002881,0.001537190149848211,0.00175561797752799,0.004373148120206949,0.007062978222483807,0.0035652068131308834,0.0,,0.010370400511188205,0.0018450184501845879
