,2886.TW,8802.T,8604.T,ADVANC.BK,086280.KS,000725.KS,NESTE.HE,6841.T,7733.T,BCOLOMBIA.CL,EW,5347.TWO,STM
2023-01-26,0.0014258528298001227,0.005970149253731405,-0.0019342359767892114,-0.00497512437810943,0.017827298050139273,0.0072202166064982976,0.002200754661985993,0.003561887800534347,0.016129032258064502,-0.0038022813688213253,0.006693224697200684,0.007097791798107211,0.07754434926532072
2023-01-27,0.0014238226682194988,-0.005934718100890191,0.011046535284944259,0.0,0.002736726874657869,0.007168458781362075,0.0015371035005919964,0.0031055900621117516,-0.021367521367521403,0.004293893129770909,-0.0008950223199544194,0.007047768206734473,0.023559698461612433
2023-01-30,0.0042653948387980645,-0.0011940298507462366,-0.006517202097962027,-0.012499999999999956,-0.035480349344978124,-0.019572953736654797,-0.0267485464673779,-0.00442282176028308,-0.007485963817841501,-0.004750593824228044,-0.026618912814199924,0.020995334370139895,-0.017995408953259573
2023-01-31,-0.019938638437268397,-0.0008965929468021105,-0.0011575836389506877,-0.012658227848101222,-0.05772495755517826,0.016333938294010864,-0.012615399105509795,0.008440693025322021,0.017598994343180463,0.0021479713603818062,0.008414401922053782,-0.012871317344136601,0.006179435619891871
2023-02-01,0.0203442755925769,-0.0038887227041579653,-0.012941881493237939,0.01538461538461533,-0.00540540540540535,-0.0071428571428571175,-0.015514494108325172,-0.0008810572687224516,0.004323656578134605,-0.004524886877828038,0.06232081615227436,-0.025075226444568832,0.0434137904291656
2023-02-02,0.007668702403854866,-0.007507507507507505,0.015851224238625283,-0.002525252525252486,0.0024154589371980784,0.0,-0.003476280893963457,-0.00881834215167554,0.017630176301763,0.004784688995215225,0.03718702325064438,-0.004115163673280686,0.02334072864820591
2023-02-03,-0.012176557636595087,-0.000302571860816947,0.02465815725318965,0.005063291139240533,0.004819277108433662,0.014388489208633004,-0.006744207337845198,-0.007562277580071219,-0.004431909750201468,-0.005714285714285672,-0.028280668905862116,-0.002066162926976034,-0.019436723082626672
2023-02-06,-0.010785799159967913,0.02330508474576276,0.014288353519647856,-0.007556675062972307,-0.011990407673860948,-0.015957446808510634,0.0,0.014343343792021512,0.005868069607446458,0.0009578544061301653,-0.03689730038175776,-0.031055901111672335,-0.022451392121492386
2023-02-07,0.00467290384749508,-0.005028098195800079,0.002224304368918073,-0.0025380710659898,-0.008495145631068013,0.003603603603603567,0.005385145098725452,0.010605391073795767,0.005431502715751435,0.0,0.01201169075262154,0.018162442364854536,0.024622358403147082
2023-02-08,-0.003100759054285529,0.0002972651605230858,-0.006658103458143327,-0.0050890585241730735,-0.003671970624234966,0.0,0.10619472564339283,-0.05859204197638823,-0.0036014405762304635,-0.004784688995215336,-0.02448774440346646,0.004197207593657382,-0.021001633802777864
2023-02-09,-0.0015552327278799405,0.0,-0.00316505538846934,0.020460358056265893,-0.002457002457002422,-0.008976660682226245,-0.014736858167146427,0.021830004644681766,-0.011445783132530085,-0.005048076923076961,-0.010245940484079563,-0.002089832336675701,0.013201307666904194
2023-02-10,0.015576304901390836,-0.037741456166418996,0.009151967044209064,0.032581453634085156,0.0006157635467980427,0.009057971014492683,0.0025640797829273865,-0.03409090909090906,-0.006093845216331495,-0.021502778448900695,-0.0010352203974945962,0.03350782144756237,-0.02137620643104232
2023-02-13,0.02147240329253064,0.0006176652254477055,-0.009809342796060938,0.01941747572815533,-0.003076923076923088,-0.0053859964093356805,0.004475765289115419,-0.0056470588235294494,-0.02248109544246879,-0.037283950617283956,0.005310928475609433,-0.01925019204894962,0.0189307229704454
2023-02-14,0.007507498371112531,0.0018518518518517713,0.010280373831775602,-0.00952380952380949,-0.0012345679012345512,-0.0072202166064981865,-0.017610902020883,0.022716516800757258,-0.008572025925151605,-0.019492177481405526,-0.013142691205247692,0.00413216822183915,0.0104124569415458
2023-02-15,-0.004470886128114748,-0.009242144177449174,0.003330227184030976,0.004807692307692291,-0.011124845488257096,-0.010909090909090868,-0.019654424674022564,-0.017584451642758014,-0.009067903838043012,-0.00601621763013338,0.017365216015772456,-0.04938267050480705,0.0058597108707769685
2023-02-16,0.0,0.011504975124378092,0.019730799276942212,0.009569377990430672,0.00374999999999992,0.0,-0.005507821180033234,0.004710315591144543,-0.0031921685464992855,0.03684210526315779,-0.008213544721353827,0.003246703651614835,-0.012454779973651298
2023-02-17,0.002993936828872723,-0.0027666769136182046,-0.008860803642065984,-0.009478672985781977,0.0062266500622665255,0.003676470588235281,-0.0028799528106561167,-0.022034692920768872,-0.017292912040990593,0.0,0.015916192758314462,-0.003236196680036496,-0.00040684413803404595
2023-02-20,0.016417914696057467,0.009864364981504226,0.032293400830951224,0.0,0.0024752475247524774,-0.005494505494505475,0.006665253564657192,-0.007190795781399806,-0.002824245057571173,-0.000761421319796951,-0.028276643140352387,0.011904745194327937,-0.02319903047379568
2023-02-21,-0.011747369595247914,0.003357753357753346,0.010957957477545799,0.004784688995215225,0.0030864197530864335,0.023941068139963217,-0.018759705651199,-0.010622887493964228,0.0032679738562091387,-0.014478028956057876,-0.009699826238520837,0.016042780748663166,-0.00791666920814249
2023-02-22,0.004457599496362263,-0.008214177061150019,-0.01381123149311625,-0.00952380952380949,-0.01538461538461533,0.0017985611510791255,-0.004723326333715527,-0.005368472425573478,-0.01672095548317043,-0.007474226804123685,-0.0015883883750450467,-0.03473687422902949,-0.005879856899984048
2023-02-23,-0.004437817483383455,0.008895705521472452,-0.0034568015845554134,-0.009615384615384581,0.009374999999999911,-0.01795332136445238,0.01310738601253525,0.0014720314033365156,0.0028710247349823526,-0.021033497792781075,0.028503268158297734,0.018538763731870356,0.022391241442213383
2023-02-24,-0.010401222917639008,0.008817269686834939,-0.0034687925120073793,-0.024271844660194164,-0.003095975232198178,0.005484460694698434,-0.006245875140700408,0.0014698677119058257,0.0028628055494384075,-0.018567639257294433,-0.01714361690724142,-0.009635990483678247,-0.019421537433292113
2023-02-27,0.007207241388073493,0.00421940928270037,0.019278806779064128,-0.00497512437810943,-0.005590062111801242,-0.009090909090909038,0.01234566209830601,0.007338551859099818,0.00922266139657446,0.012972972972973063,0.014295033939549118,0.0058378477354308345,0.015592113205684877
2023-02-28,0.002385222918685148,0.01770708283313316,-0.0169877621839426,0.010000000000000009,-0.00936914428482194,-0.003669724770642202,0.013082043737239646,-0.012141816415735751,-0.0017406440382942145,-0.0421558164354322,0.040082832302861915,0.0019346550236947202,-0.0008298944998793578
2023-03-01,0.002379547168243512,-0.017398997345915657,0.004097608841953315,0.0,0.007881462799495642,-0.006445672191528584,-0.004815001370502281,0.03195673549655842,-0.011987794245858718,0.01532033426183843,-0.00733470847063844,0.0019309193608527675,0.016818965445543732
2023-03-02,-0.022255223488906073,0.0006002400960383181,-0.017388197688937734,0.0,0.00781983109164841,-0.006487488415199305,-0.0054981304879792026,-0.006669842782277224,0.009044782704610732,0.00274348422496562,0.004758984221341578,-0.008565343026639582,-0.024300641448690485
2023-03-03,-0.004552358452544203,0.005398920215956782,0.00884800383183526,0.004950495049504955,-0.003724394785847296,-0.001865671641791078,-0.0024325653998700236,0.012470023980815315,0.018801923917796337,0.016142270861833063,0.021064374190452595,-0.010799136247064522,0.019882812624747892
2023-03-06,0.004573177194400202,-0.0017899761336515052,0.009844281152372458,0.003694581280788256,0.0018691588785046953,0.005607476635514086,0.0026601403294423953,0.010895310279488424,0.01716738197424883,0.020463112547119078,-0.03808587874664093,0.02947603299796464,-0.0045146977789819465
2023-03-07,0.006069771077424457,-0.0077704722056186615,0.004076546868497344,0.0012269938650306678,-0.013681592039801016,-0.01115241635687736,-0.007295998666753567,0.013120899718837897,0.00843881856540074,0.02058047493403703,0.0015227806159940904,0.0010604291716322933,-0.01937742030990186
2023-03-08,0.004524893385544182,0.013855421686747027,-0.005648741759984532,0.0,-0.01828499369482972,-0.016917293233082664,-0.01625842610523842,0.012025901942645634,0.021338912133891164,0.008273009307135482,-0.020907267665499996,0.004237304231072825,0.038049219779329846
2023-03-09,-0.010510485788500334,0.00861556743909686,0.008521192787124487,0.014705882352941124,-0.012202954399486154,0.021032504780114758,-0.008150256069229367,0.010054844606947055,0.0018435067595248267,-0.023076923076923106,-0.01604759826116542,-0.009493686676228519,-0.017010938323577363
2023-03-10,-0.009104716905088406,-0.019145802650957333,-0.035733125621122186,0.009661835748792313,0.0019505851755525772,-0.0074906367041198685,0.0006847472804500931,-0.01538461538461533,-0.023717031281946466,-0.04199475065616798,-0.022228100335922152,-0.023429228348099462,-0.005150391332605642
2023-03-13,-0.0030627712034649868,-0.018018018018018056,-0.03450157685299027,-0.03349282296650713,0.011031797534068799,-0.02075471698113207,-0.02554742080261263,-0.0078125,-0.0129842931937173,-0.06547945205479455,0.030669982795375805,0.008724133897292763,-0.010147062935947027
2023-03-14,-0.01382490419842497,-0.011314984709480114,-0.0480242451155144,-0.004950495049504955,-0.03209242618741981,-0.015414258188824692,0.021769669442918582,-0.037054191755442334,-0.018883938043708914,-0.00029316915860455595,0.020621171300214236,-0.01621621621621616,0.03179917326411119
2023-03-15,-0.003115248603200338,0.011444478812248748,0.012909632571995955,0.01990049751243772,0.0006631299734747298,0.00391389432485334,-0.03757166430735148,0.0028860028860029363,-0.00865051903114189,-0.07741935483870965,0.016368369036364516,0.005494505494505475,-0.04014597636836792
2023-03-16,-0.010937536083290844,-0.013761467889908285,-0.0399999880323223,0.009756097560975618,0.003976143141153132,-0.011695906432748537,0.001666353542451926,-0.01726618705035976,-0.01919720767888311,-0.014303877940241572,0.03057373178839695,0.003278721877134405,0.025982246266830433
2023-03-17,0.0031596040665873293,0.003410852713178203,0.009803896513747024,-0.004830917874396157,0.0217821782178218,0.0019723865877712132,0.005941064380265759,0.008784773060029227,0.018016014234875533,0.012576588197355631,-0.014284040361740025,0.044662291261684306,-0.011117992977563884
2023-03-20,0.007874005894867864,-0.01977750309023485,-0.024878616393235742,0.014563106796116498,-0.005813953488372103,0.003937007874015741,-0.006850954476325777,-0.006773101112723778,-0.0056805767970286025,0.0,0.004211097055747182,-0.013555818885018556,0.017280904687685394
2023-03-21,0.0062499674086407,-0.0034678436317781003,0.022090839580279242,0.02392344497607657,0.022092267706302904,-0.00588235294117645,0.03639388073209515,0.002191914271797435,-0.0017578554163919513,0.031847133757961776,0.008016792195359113,-0.009513758355134572,0.017396612024213054
2023-03-22,0.015527931534367712,-0.0034799114204365766,0.021613381829496348,0.0,-0.004450095359186279,0.0019723865877712132,0.005967457839145984,0.0021871202916159405,-0.0017609509134932644,0.015432098765432167,-0.028386144616833642,0.0053361794694208875,-0.008046624794780688
2023-03-23,0.013761487954088603,-0.013650793650793691,-0.0035756611338753075,-0.004672897196261627,-0.0031928480204341803,-0.009842519685039353,-0.004106782971846634,-0.004849660523763344,-0.012127894156560126,-0.0018237082066869803,0.0017629943734058795,0.04033973646353406,0.03224498293056466
2023-03-24,-0.0015082578450351658,-0.004827808175088544,-0.008572604183061827,0.0,-0.007046764894298563,0.00994035785288272,0.001145457853670484,-0.0004873294346978696,-0.002678571428571419,0.035322777101096214,0.015210547304258304,0.005102040816326481,-0.03320240453326917
2023-03-27,-0.0015105961387313904,0.010996119016817518,0.0028152512536263608,-0.0046948356807511304,-0.005806451612903274,-0.007874015748031482,0.0347826185635387,0.009751340809361242,0.009400179051029633,-0.007058823529411784,0.0019811296245999532,0.0050761421319796,0.0
2023-03-28,-0.006051465860149152,-0.006717850287907834,0.009825533941334896,0.009433962264151052,0.02336145360155739,0.0,0.004865046441111742,0.014002897151134786,-0.013303769401330379,-0.04472748815165872,-0.005313894153556764,-0.0010100855971827416,0.0052835224764820055
2023-03-29,-0.001522031909272914,0.015136876006441202,0.015289876084454201,-0.009345794392523366,0.008243500317057784,-0.005952380952380931,-0.017605617544854235,0.020476190476190537,0.016629213483146055,0.01705426356589146,0.014287508465651744,-0.02932256300441083,0.04285423245547748
2023-03-30,-0.003048825172709213,-0.0031725888324872775,-0.01681982356983691,-0.004716981132075526,-0.0018867924528301883,-0.001996007984031989,0.011200716999022697,-0.006532897806812876,0.007073386383731117,0.027439024390243816,-0.0008574191002883591,0.015625,0.02926920560316093
2023-03-31,0.009174325302725661,0.0035009548058562157,0.013924805709209176,0.004739336492890933,-0.001260239445494693,-0.0020000000000000018,0.0064244776129493975,0.009863785814936632,0.01777875329236167,0.03827893175074193,0.014220959500420127,-0.006153830503806135,0.007344693324911944
2023-04-03,0.0,0.019980970504281714,0.009613426057592411,0.004716981132075526,-0.0050473186119873725,0.03406813627254501,-0.005723137452870453,0.023255813953488413,0.022212637481130004,0.00028579594169753086,-0.006769070050343995,-0.0051599586390767005,-0.011217092353539737
2023-04-04,0.0,0.0006218905472636926,0.003109282349405218,0.0,0.010779961953075512,-0.01744186046511631,0.008191338534000892,-0.004090909090909145,0.017299578059071674,-0.0028571428571428914,0.012534973862104115,-0.001728907303200966,-0.022688613665862944
2023-04-05,0.0,-0.025481665630826655,-0.017822572625863176,-0.018779342723004744,0.0037641154328733606,0.01775147928994092,-0.0048309445823510044,-0.025559105431309903,0.014724180837826673,0.011461318051575908,0.003004807802523324,-0.0017319016005263865,-0.026504139452169784
2023-04-06,0.0,0.005102040816326481,-0.015976343399439097,0.0023923444976077235,-0.016249999999999987,0.023255813953488413,-0.008164142417834586,-0.005152224824355955,-0.006744328632740659,0.0,0.005152789944887326,-0.0017349062875026133,-0.00635929445081318
2023-04-07,-0.006060574684883635,-0.0034898477157360164,0.004610179071327325,0.0023866348448686736,-0.0050825921219822545,-0.009469696969697017,0.002936595489254179,0.0,0.001440329218107106,0.0,-0.0033678984573760617,-0.002085553435395182,0.0023999977111817117
2023-04-10,0.006097529216090969,0.00764087870105068,0.0037908895654605868,0.00952380952380949,-0.0025542784163473664,-0.028680688336520044,0.008783991438127803,0.002354048964218425,0.01376618039860289,0.0192634560906515,-0.01013783858305306,-0.011494237295702536,0.0071827545390912295
2023-04-11,0.004545461112466231,0.018325434439178556,0.001987676382166903,0.004716981132075526,0.023687580025608224,0.009842519685039353,0.002902501596866669,0.012682010333489924,0.012768544791244452,0.028349082823790894,-0.006646562559006752,0.003171279668042315,-0.005546727056972345
2023-04-12,0.0,-0.004654049022649653,0.0029756000433214247,-0.009389671361502372,0.016885553470919357,0.00974658869395717,0.002192468160116645,0.005565862708719838,-0.011606964178507151,0.026486486486486438,0.008759139263186055,-0.006322428498143795,-0.010159404949790174
2023-04-13,0.004524893385544182,0.0009351620947630757,-0.010482631025644618,0.0018957345971564177,0.002460024600245969,0.0038610038610038533,-0.0039378759304530275,-0.0018450184501844769,-0.010528447054059531,-0.015271195365982093,0.02098414775189572,-0.003181368420456354,0.03421213141321533
2023-04-14,0.004504451298439127,0.0009342883836811477,0.007795371795364492,0.0018921475875117721,-0.0006134969325153339,0.017307692307692246,0.0008785617526860801,0.002310536044362266,-0.003273992224268496,0.04732620320855618,-0.0035436220030791166,0.006382962490649957,-0.011870025639160176
2023-04-17,0.0,0.0018668326073427721,0.019634992342763224,0.005665722379603277,0.0012277470841006721,-0.005671077504725952,-0.015141510452705842,0.007837713231904075,0.01724491890782187,0.00868011233086552,-0.0036746983920210585,-0.008456611366459366,-0.006695552594745746
2023-04-18,0.02242161734056558,0.006211180124223503,0.005835440852882456,-0.0046948356807511304,-0.0036787247087676223,-0.009505703422053258,-0.016488450553815315,0.009149130832570851,0.016145307769929396,-0.007846114907618329,0.0035692493928709546,-0.0181237155898456,0.0029738606257512235
2023-04-19,-0.004386029111941525,-0.0009259259259258856,0.010249563098740033,0.0,0.017846153846153845,0.0,-0.012686850166225394,-0.014959202175883979,-0.026415094339622636,-0.0056122448979591955,0.025489052338732776,-0.013029283041512407,-0.02055744045049468
2023-04-20,-0.004405234427571014,0.0006178560395428967,0.007082601452832904,-0.009433962264150941,0.0,-0.013435700575815779,0.002982956584580254,0.0023009664058903923,-0.000203998368013103,-0.002565418163160582,-0.008901695295565393,-0.006600643168859444,-0.04258326221675113
2023-04-21,0.004424726384572919,-0.0009262117937635095,-0.010644318277529985,-0.004761904761904745,-0.00241837968561065,0.027237354085603016,0.0013727150434172941,-0.0055096418732781816,-0.011222199551112033,-0.005915637860082312,0.009448238969749667,-0.001107487266177376,0.0002108376163578729
2023-04-24,0.0014684503700530538,0.0012360939431397266,-0.005955764814481235,-0.004784688995215336,-0.00303030303030305,-0.005681818181818232,0.007539365156640887,0.004616805170821747,0.010730499380932734,0.001293661060802087,0.02599953751093964,-0.014412366589205639,-0.014963099537549374
2023-04-25,-0.005865072230137214,0.003395061728395099,0.02183994445258408,0.0,0.021884498480243098,0.0019047619047618536,-0.00453507834834832,0.0013786764705883137,-0.011841567986933477,-0.01033591731266148,-0.011487828155687718,-0.0213723452561001,-0.034231969006442764
2023-04-26,0.002949778523423374,-0.0015379883112888182,-0.010213777736679752,0.019230769230769162,-0.03450327186198687,-0.01520912547528519,-0.010250586498822267,-0.019274896741624636,-0.025000000000000022,-0.03394255874673624,-0.004101549444293751,-0.017241379310344862,0.025254749779856533
2023-04-27,-0.004411712808877977,-0.0009242144177449285,-0.07242498524857333,0.009433962264151052,-0.001848428835489857,-0.0038610038610038533,-0.0016110401287707798,0.0065512400561535955,-0.008688281415554111,-0.051081081081081114,-0.007893861257271095,0.0011695727967380165,-0.07433013650484055
2023-04-28,0.005908388811162624,0.031144002466851672,0.001030078298902115,0.0,0.01049382716049374,-0.007751937984496138,0.012909118137513165,0.02231520223152028,0.012184694313809308,0.025348903446311688,0.014529544724333654,0.012850449693099675,0.000933728183587057
2023-05-01,0.0011013377775397348,-0.005681818181818232,0.007614760760461081,0.0,0.012828344532681779,-0.0029296875,-0.00938778881856095,0.01819008640291031,0.013093980992608278,0.0,-0.004887477708215959,0.0069204418677955015,0.002098884103219234
2023-05-02,0.0003667087223440113,-0.012631578947368438,-0.019812116188945406,0.0,0.0042219541616406175,-0.0009794319294809117,-0.0031589181964436497,0.005359535506922697,0.01834479883260376,-0.033333333333333326,0.0029696687352738227,0.002290959503863821,0.0030253025302529046
2023-05-03,0.0014662971854084716,0.0011676312315971327,-0.0007640417161328683,0.0,0.002402402402402304,-0.0019607843137254832,-0.009679607625104336,-0.0017029468384421875,-0.0011258955987717423,0.0,0.0033025956450327687,0.007999965122767794,-0.015081153925606716
2023-05-04,0.004392334576901247,0.0011662694589522626,-0.0007646259222348073,0.004672897196261738,-0.0017974835230677444,0.017681728880157177,-0.016988585559653435,-0.0017058518133945544,-0.0011271646685111492,0.005747126436781658,-0.0022701129592066494,0.01247172496118254,-0.026383955518384128
2023-05-05,-0.0014576315595302702,0.0011649108589952828,-0.0007652110224185549,0.0046511627906977715,-0.00030012004801915904,0.0024131274131273805,0.004971569037122148,-0.0017087667161962417,-0.0011284366023799342,0.0,0.009556272165061497,0.004479214813156718,0.03024437320640927
2023-05-08,0.001459759350829426,0.0034906662619518247,-0.002297391056214293,0.01388888888888884,-0.0009006304413089472,0.007221954742417047,-0.009422886188217072,-0.005135074793480743,-0.0033891342302557748,-0.01942857142857146,0.0031552714225520084,0.0011148952833670567,0.004462156377137871
2023-05-09,0.0058309895666524,0.00877192982456143,0.016746911860100244,-0.004566210045662156,0.0024038461538462563,-0.009560229445506718,-0.05636145005672155,0.010771992818671361,0.014633140972794667,0.008158508158508049,-0.0035946945280989073,0.0022271374325779636,-0.013794719342370088
2023-05-10,0.008695549030042216,-0.0008995502248875242,-0.001441243956018079,0.00917431192660545,-0.002997601918465209,-0.009652509652509633,0.009072595957228424,0.09769094138543521,-0.01360958764980702,-0.006647398843930619,0.0016911108347210657,-0.008888922797309018,0.01659556087896852
2023-05-11,0.0,-0.004501800720288163,0.00989688204735839,-0.004545454545454519,0.00661455201443184,-0.0019493177387914784,-0.018231756382234177,-0.004854368932038833,-0.0193574958813838,-0.020366598778004064,-0.0007878412608482988,0.008968644384842461,-0.023087725135411574
2023-05-12,-0.014367799360454403,-0.024118179077479596,-0.001429117408939251,0.009132420091324311,-0.020908004778972478,0.01171875,-0.012210621355064677,-0.005284552845528423,0.023939521209575876,-0.013959013959014,0.004505536510236885,0.0,0.012652155335859172
2023-05-15,0.0058309895666524,0.015137472968798305,0.016152103451031907,-0.04524886877828049,-0.006711409395973145,-0.015444015444015413,-0.010043862630822797,0.0,-0.0676784249384742,-0.028915662650602414,-0.0029154758392099245,0.0,0.0018859461222997531
2023-05-16,0.0188405097792681,-0.0018259281801582539,-0.0026156696035587457,0.009478672985782088,-0.009828009828009798,-0.0039215686274509665,-0.002081113923397271,0.007764609726195415,-0.024637043554773475,-0.007133995037220897,-0.0029239148919228963,0.00333336724175326,-0.00023525462431062127
2023-05-17,0.012802351046243832,-0.0030487804878048808,0.008674576734068795,0.009389671361502261,0.006203473945409321,0.0059055118110236116,0.027111597992172554,0.01338199513381988,-0.034506089309878196,-0.0034364261168384758,-0.01127904307122618,-0.001107487266177376,0.02471167793793394
2023-05-18,0.009831381204543632,-0.006116207951070374,0.0020000000000000018,-0.018604651162790753,0.015413070283600394,0.0,-0.018401024197766347,0.011204481792717047,0.019154403176827817,0.021943573667711602,-0.00285192778411969,0.006651952592192201,0.02227830467637726
2023-05-19,0.0013908410272573946,-0.0018461538461538307,-0.012175660885260675,-0.004739336492891044,0.004250151791135304,0.005870841487279899,-0.0187459692312002,0.020577760189948613,0.04698601879440756,-0.032822085889570585,0.005948937435999779,-0.011013215488880124,0.011907495259053658
2023-05-22,0.005555526738738381,0.018803945745992534,0.013942198386706073,0.00952380952380949,0.05380894800483671,0.02529182879377423,-0.01581033667341336,0.005040713454827372,0.007224168126094499,0.0,0.013988437992319636,-0.003340791108714103,0.008214896189249643
2023-05-23,0.0,-0.008774583963691351,0.01454766538089003,0.004716981132075526,0.002868617326448719,0.00379506641366234,0.0010709750244051186,0.008873456790123413,-0.026298630732449424,0.0,-0.04957386290707644,0.005586592178770999,-0.02378326403845976
2023-05-24,-0.008287304945032603,-0.006715506715506692,-0.0051070635873985415,-0.009389671361502372,0.003432494279176135,0.18903591682419663,-0.01952392495728228,0.0026768642447418944,-0.017633928571428537,-0.002220107833809104,-0.010620740483446522,0.0022221883138022758,-0.04895109167630163
2023-05-25,0.008356558291888527,-0.006760909649661917,-0.012240892807564019,0.004739336492890933,-0.003990877993158448,0.29888712241653415,-0.024822690976534445,-0.00038138825324185444,-0.022722108611679115,-0.062301335028607796,-0.026121122467439473,0.002217345725094244,0.007827367937595975
2023-05-26,-0.0013811260303843165,-0.00990099009900991,-0.016390129701235323,0.0,-0.01202060675443617,-0.1481028151774786,0.012307653893957493,-0.0011446012972148312,-0.009532666821669422,-0.0013559322033898091,0.004409070466917964,0.02654868899744267,0.03694986191586502
2023-05-29,0.001383036177650343,0.009062499999999973,0.013818304630417666,0.0,-0.006952491309385911,0.0668103448275863,0.0011053030407641717,0.009549274255156615,0.012676056338028152,-0.0027155465037338455,-0.005487121617718138,0.014008570900997164,-0.012256034922747183
2023-05-30,0.0,-0.0055744812635490915,-0.007015434040526736,0.0,-0.002333722287047868,0.020875420875420936,0.0027602067370102734,0.0034052213393871433,0.019935095039406603,-0.047311095983662343,-0.0018391320806369071,-0.0031880491735162275,-0.00413603638057114
2023-05-31,-0.011049666758346621,-0.0015571473061352092,-0.012918841290542438,-0.004716981132075526,-0.011695906432748537,-0.0237467018469657,-0.026424521078590057,-0.007541478129713397,-0.03749999999999998,-0.0067881386209360794,0.034639473872628335,-0.009594898684409214,0.0023073021174209174
