,GALP.LS,CMIG3.SA,HES,2303.TW,4519.T,KRC,ANA.MC,DOW,105560.KS,2891.TW,ENEL.MI,010955.KS,CNR.TO
2023-01-25,-0.014062523632309976,0.01796414120447487,0.02605923043666225,0.004616877494967531,0.009915427238261776,0.019311108673279787,-0.011664963604633649,-0.005326484007340704,0.005154639175257714,0.0,-0.003275045425768508,0.0007331378299120228,-0.046651831247784714
2023-01-26,0.005546727056972456,-0.0011765479777493537,0.016150503905347335,0.0045956598962182404,0.006641640196361598,0.0017921068193327283,-0.011266045673224645,0.003973044475060972,0.006837606837606813,0.0,0.0009126756944235481,0.001831501831501825,-0.001643766263171087
2023-01-27,-0.00197002516603062,-0.05123672834762516,-0.026115696694385626,0.0045746364230689895,-0.012048192771084376,0.04293381700274779,-0.0016277973238750798,0.014624953620775871,-0.02037351443123936,0.0,0.00036482435729157103,0.018281535648994485,-0.0025331463871621773
2023-01-30,-0.004342700777058228,0.013656089804464644,-0.02867197265624999,0.013661413270469103,-0.015098722415795574,-0.023523716414237228,-0.02119561900263245,-0.01729693804729937,-0.0034662045060658286,0.0,-0.009480409208859841,-0.0017953321364452268,-0.0016506540277013704
2023-01-31,-0.002775562915545038,0.018983539516116643,-0.010608160802718647,0.0,-0.010023584905660354,0.029862044842462243,-0.006107751617084212,0.024158717735116353,-0.02608695652173909,-0.015086222843097019,-0.007730589555203893,-0.026978417266187105,0.007186040590222653
2023-02-01,-0.0059641996344109716,0.001201853138180775,-0.03942460058982489,0.009221327253581268,-0.009827278141750995,-0.0009746811558235535,0.008379888268156499,0.014658850361409792,0.02499999999999991,-0.004376384236335573,-0.021888338903067517,0.0,0.0014521765402724096
2023-02-02,-0.021600036621093777,-0.0030011376774234932,-0.03785362247595003,0.023350284789419362,-0.008721804511278242,0.03658536585365857,0.034349013563668596,-0.004483567789614229,-0.017421602787456414,-0.01098901098901095,0.020671384578544894,-0.003696857670979714,0.003719792797555188
2023-02-03,-0.01144721135638227,-0.017459353651686937,-0.008718774072064894,-0.005952441322918944,0.024575242718446688,-0.043764720243566146,-0.013390466207094054,0.0008340156200874471,0.00886524822695045,-0.004444461398654398,-0.0037160871497434744,-0.0018552875695733162,0.009170896619689284
2023-02-06,-0.012820490571955334,0.01348029142650442,-0.0019626681550187763,-0.02095806924231569,0.006810778797749384,-0.024360184021599562,-0.000542838471135787,0.00150000254313154,-0.019332161687170446,-0.002232108835358626,0.0031704957852556337,-0.022304832713754608,-0.009585512945466723
2023-02-07,0.014662692158176505,-0.03204350581870552,0.04348143545526817,0.002038782678365436,0.00764705882352934,0.0020176043702093693,0.0,0.006989485236791548,-0.005376344086021501,-0.002237187631130233,-0.0037181595522429722,-0.013307984790874472,-0.005844599700347786
2023-02-08,-0.019405422241087433,0.020612119796655115,-0.0037691668096478947,0.02746690604699742,0.015178050204319948,0.006040817549259003,0.011950010186339677,-0.011568285699209535,0.003603603603603567,0.004484322192421342,-0.0024258277559967567,0.0,-0.002149290932697001
2023-02-09,0.008842066714638053,-0.026315815430485223,-0.014643007079466863,0.0,0.014376078205865506,-0.013510155092205545,-0.006978008751812204,-0.012205308902773604,-0.026929982046678624,-0.004464302820211041,-0.001122342263995324,0.0019267822736031004,-0.004688029550526496
2023-02-10,0.027963276372916956,0.01194222126219402,0.04230657689180939,0.0059405789516939755,0.02012471655328807,0.008369211610533611,-0.001081064585092939,0.012525352756176833,0.027675276752767486,0.006726526054297688,0.013295809047975782,0.007692307692307665,0.017758215742435635
2023-02-13,-0.03613477141591326,0.0,0.002933405725579874,-0.02066927663051088,-0.006946373992775756,0.004527170844428552,0.002705627660947396,0.008358408601651268,-0.007181328545781018,0.013362994515162097,-0.001478450810556975,0.003816793893129722,0.006191404196081329
2023-02-14,-0.031171010035915825,0.014906812688228577,0.006597749915076223,0.013065357304098635,0.01259093452714044,-0.01101649078211886,0.0010793143278380324,-0.009283842442377677,-0.04159132007233268,0.006593389825506613,-0.004256850640089849,-0.009505703422053258,-0.00851510424752755
2023-02-15,0.017391287762185792,-0.013463868514475452,-0.013379356124286312,-0.00992063462028403,-0.00911854103343468,0.007594917393937806,0.011859821823408057,0.0,-0.049056603773584895,-0.015283859707426184,0.0013011095415467189,-0.019193857965451033,-0.005767290272723158
2023-02-16,0.02094016150026512,-0.003722098680376096,-0.015409904011020714,0.004007954752034637,-0.003904071388733943,-0.018341697392711853,-0.023441630090690224,-0.018072256470734627,-0.011904761904761862,0.006651952592192645,-0.0024132190906935858,0.00391389432485334,-0.0035939930787058927
2023-02-17,-0.024277937987615572,0.00747193171872107,-0.05731768606865928,-0.001995977588157838,-0.004479283314669624,-0.019452222356527993,0.019094380478606565,-0.0093728567518776,0.004016064257028162,0.002202609488109575,-0.0039076866698993795,0.005847953216374213,-0.005125593652158367
2023-02-20,0.004719031011231056,-0.01668719552006903,0.0019369327425431404,0.010000000000000009,0.003937007874015741,-0.020751788083268496,-0.004282671513319736,-0.016643741078067653,0.014000000000000012,0.008791242327008897,-0.0005604818433545544,-0.009689922480620172,0.0007155286953939299
2023-02-21,-0.024765154646312015,-0.0056567945432496325,0.0006443960956177275,0.0019801678043780413,-0.0022408963585434094,-0.0070638502171817,-0.0037634244529149985,-0.005641814594002259,-0.0019723865877712132,-0.006536013982236355,-0.006542027670281447,0.005870841487279899,0.0002383390267184371
2023-02-22,-0.0035026236064620297,-0.005688975911140592,-0.009126299248818803,-0.02075097369019785,-0.007860752386299796,-0.005369147998374624,-0.012952018973270252,0.002990819290797919,-0.017786561264822143,0.0,-0.014299193378145003,-0.011673151750972721,-0.007625322396106027
2023-02-23,0.017135298142639588,0.0006356514974656946,0.008690471117220211,0.013118093559782329,-0.006649688737974002,0.003778661066972111,-0.0027337343722547702,0.0031573462633796012,0.006036217303822866,0.0021930327229091606,0.004008472210604852,-0.0019685039370078705,0.0059550998621658024
2023-02-24,-0.005615514596490345,-0.0006352477013130686,0.02319583082250598,-0.004980079605587662,-0.0066942031049708195,-0.02097334789188976,0.0016447536282706565,0.010491384913902557,0.014000000000000012,-0.004376384236335573,-0.00494296991574672,0.0019723865877712132,-0.0021643003403555294
2023-02-27,0.0008688295988685812,0.0012713818109879593,-0.0005037212448141259,0.016216197639653318,-0.017780326928591883,-0.009338098160196928,0.010399612408377168,-0.013843212050297815,-0.0019723865877712132,-0.001318661197201254,0.013756213960486763,-0.003937007874015741,0.004082670401092114
2023-02-28,0.0034722187728795095,-0.015873077096554833,-0.03009798234164396,0.005319142940028554,-0.009051094890510925,-0.0013861723727078834,-0.035211266441427136,0.003684840819227375,0.01383399209486158,-0.00044013412018617526,0.0020730642825168566,-0.005928853754940677,-0.0126428863503244
2023-03-01,-0.04671279777262605,-0.02129024605249097,0.02345956743654254,0.0052909993581471415,-0.020919269298762533,0.004441972386972193,-0.010106698428250516,0.014335658809212948,-0.006822612085769952,-0.00044032792352954875,-0.022004909709891662,0.003976143141153132,0.011582285627322664
2023-03-02,0.033575305824820934,0.004614306466738993,0.017336423756471264,-0.011695876862462762,-0.002407463135720711,0.006357090666011533,0.002836074823284074,0.007238851527604728,-0.006869479882237517,-0.006607996512660974,0.01250001146243207,0.003960396039603964,0.019146328975828686
2023-03-03,-0.028972775571469822,-0.03543304652514356,0.006488439658533851,0.011834289252312669,0.024434389140271406,0.00823947372474021,0.001696849810969736,-0.002053369861475529,-0.011857707509881465,-0.006651868009101669,0.006837654830568862,-0.009861932938856066,0.01217074605782864
2023-03-06,-0.004068722837851868,0.030612279321857283,0.0027628179337679803,0.011695951223034351,-0.004416961130742081,-0.000544823161603869,-0.010163766175737443,-0.020747583861528085,0.0040000000000000036,0.006696411655569223,0.0062252389425458965,0.005976095617529875,-0.009496166390336125
2023-03-07,-0.021334598549878292,0.007260672165164683,-0.03299186201527471,-0.0057804054515919745,0.0008873114463177068,-0.03161624123277196,0.0068453903442766695,-0.022938213260210838,0.01195219123505975,0.004434606867098401,-0.007311592336599504,0.013861386138613874,-0.0046691152163454985
2023-03-08,0.011131715077139948,0.018348695407171656,-0.007451813530648277,0.009689922767163628,0.0002955082742317483,0.005347662480556181,0.006798849565111453,0.008243711303980383,-0.003937007874015741,0.004415027953815542,0.00472145325915263,-0.013671875,0.01432320000122167
2023-03-09,-0.0013760908415938466,-0.02638354763757933,-0.014573794484351033,0.007677572698540525,0.003545051698670587,-0.03807392396065523,-0.009566668415516788,-0.02061855460397577,0.0019762845849802257,-0.01098901098901095,-0.0001880459258702949,-0.001980198019801982,-0.0094345365762597
2023-03-10,-0.002756149381228812,0.004626587547119421,-0.03174484497307939,-0.00952380952380949,-0.015602001766264362,-0.0887660387145136,-0.006250034679066041,-0.0221415143337772,-0.01972386587771202,-0.011111111111111072,0.001316120817040245,0.003968253968253954,-0.005789297057487319
2023-03-13,-0.041916162403846435,-0.0013157945177892927,-0.03702848778025658,0.009615384615384581,-0.004784688995215336,0.006707154117000735,-0.004573972675163351,-0.02746843936334209,0.012072434607645954,-0.0022471567218222965,-0.018588053537547666,-0.011857707509881465,-0.0010018386787500333
2023-03-14,0.008653861143180563,0.015151491639960657,0.0004005080640063774,-0.03428569975353424,-0.006610576923076872,-0.03458122261287633,0.01665705798287065,-0.0020992482280222102,-0.03777335984095431,-0.022522521748499114,0.026209986777735672,-0.014000000000000012,-0.004951479346983145
2023-03-15,-0.07416586224069655,0.026606122227980755,-0.064702069021218,0.01972386558090511,-0.000604960677555999,0.024318099365654655,-0.02090393756069031,-0.03461467472940016,0.012396694214876103,-0.00691251247028013,-0.021998514906450883,0.012170385395537497,-0.0015747040101418142
2023-03-16,0.011944005019752124,-0.022756014072640274,0.034160939721906036,0.005802693087687549,0.008474576271186418,-0.035932012720308104,0.0167339517912084,0.008518231162343959,-0.019387755102040827,-0.03016239635927387,0.009531107990167653,-0.018036072144288595,0.025739713408915232
2023-03-17,0.006308534210931027,0.005821497181873747,-0.02036591659762499,0.02307693774883557,0.010204081632652962,-0.04559064780924027,0.00454031251767173,-0.017481818745157196,0.008324661810613865,-0.00239230803699253,-0.0016993626354687708,0.004081632653061273,-0.026385345856195563
2023-03-20,0.0038422755806248876,-0.01800649977811597,0.02898673415109876,0.0,-0.016339869281045805,0.022315180712635385,0.009604502532441828,0.024790041032018317,-0.0010319917440660964,0.007194226176781449,0.019103428925336008,0.0,-0.004295691228432763
2023-03-21,0.025382740090236,-0.00654873280530377,0.03556171259602592,-0.0075188255665883386,0.0019631531259438617,0.04160986471355543,-0.0005595458670070164,0.015606770931589242,0.0010330578512396382,0.0023809160505021687,0.017074982819967888,-0.00101626016260159,-0.0010150260644365972
2023-03-22,-0.006385121032321361,-0.004614388192291874,-0.019271891080633097,0.013257590398753738,0.001959306706857511,-0.05533727843467018,-0.002239692842124552,-0.013061857227008256,0.014447884416924683,0.014251836355461567,0.004379592657508313,0.0050864699898269805,-0.007366973279871014
2023-03-23,-0.0103805778163375,0.024503323709874625,-0.025068785473968735,-0.003738332017559909,-0.020758122743682272,-0.04298092737338799,0.005050556513392257,0.005254971820762178,-0.004069175991861629,0.009367627729150119,0.0005450186156215064,-0.006072874493927127,-0.010812555396090495
2023-03-24,-0.009390595456699513,-0.006464148977076034,0.016008629265588326,-0.003752359583532483,-0.010752688172043001,0.05976094103785212,-0.02903412635299274,0.0025168876975316667,-0.038815117466802884,-0.006960539389361475,-0.020882471718802753,-0.0010183299389001643,0.009701830373704645
2023-03-27,0.0006050388163514331,0.045543281112143674,0.035676404790554894,-0.0018832104895412094,0.01583850931677011,0.018796966259680747,0.010350794220437276,0.004248768364032429,-0.007438894792773598,0.002336502116844885,0.013353120188074774,-0.004077471967380175,0.0026263766607286243
2023-03-28,0.03406574278225105,0.011823318787237636,0.02159865584093712,-0.015094325227557492,-0.0009171507184346783,0.007380114882406197,0.0022766600012593674,0.017499997065617556,0.025695931477516032,0.0023309666798210227,-0.002562301468761352,0.01535312180143289,-0.0015333854243082534
2023-03-29,0.00633524161143062,0.004304983215742686,0.026234519570691228,-0.013409976105525967,0.004283965728274275,0.04595401695679269,0.014196478781099309,0.013040987123395853,0.0031315240083507057,0.00930236106695137,0.010642218306032847,0.007056451612903247,0.0010877794360966142
2023-03-30,0.015496353546518682,0.02755667499030312,-0.003984953227796018,0.011650455808176474,-0.01188299817184646,0.014326671923767131,0.019036919262554575,0.007462715247502194,-0.01768990634755463,-0.0023042001221755815,0.0185185618043906,0.011011011011011096,0.005433084820045231
2023-03-31,-0.002384322303182196,0.02026222088770946,-0.0009813911196082659,0.015355145397080827,0.008325624421831712,0.016949180953621745,0.014835148067264825,0.015185179533781845,0.009533898305084776,0.00923791069115154,0.0030302533195216697,0.003960396039603964,0.013795283705311245
2023-04-03,0.07648185351981951,0.007593414671467569,0.08440379687200572,-0.0009452011903008373,-0.006116207951070374,-0.002160484306406807,-0.011911191037315971,0.009303213043954539,-0.007345225603357819,-0.0034324854899655532,-0.004442797080912331,0.01183431952662728,0.0034489436730900103
2023-04-04,-0.03374778922883326,0.031304397448403076,-0.0180474979933698,-0.00031536514694585627,0.021230769230769164,-0.005567593411110794,0.006849315068493178,-0.01933857715726539,0.009513742071881603,-0.00114810267576404,-0.0030346657705330182,0.003898635477582957,0.010873579477053141
2023-04-05,0.007812503423979988,-0.015177054250298028,0.009154190758470682,-0.00031546463349652054,-0.0244049412473637,-0.0027993825292805807,0.027755135257227836,0.0070033372626263635,0.0020942408376962707,-0.0011494223306175444,0.013786954452617461,-0.003883495145631022,-0.025531588552625162
2023-04-06,-0.005471994416939241,0.01883561765005992,-0.009352378653147198,-0.00031556418283562593,-0.004632489190858569,0.002183396501115986,-0.018798003373173833,0.0003660405927359278,-0.025078369905956133,-0.0011507450226432292,0.0330271621157856,-0.011695906432748537,0.01402011918175794
2023-04-07,0.0015589186653526266,-0.0015406221317142421,0.0025731063635474616,-0.007575714336391148,0.001241079739373152,-0.005524439528620695,-0.008472753345096229,0.005259794772636495,0.007502679528403,0.0,0.0018806574988492475,-0.0019723865877712132,-0.0011886801242620981
2023-04-10,0.004669476661732341,-0.004628997931804157,0.007699507439054454,-0.005725248912629488,0.0024790827393863513,-0.016665385500279628,-0.02563546299009123,0.01569682225426927,-0.009574468085106425,0.004608224451857046,0.005631381796144197,0.0019762845849802257,-0.0035702842987703765
2023-04-11,0.0015492579965197262,0.029876031420440707,0.017354044747607045,-0.009596929263795628,0.0030911901081915882,0.013367284381734734,-0.00876997674428237,0.006808766243819209,0.00859291084854985,0.00229363055775611,0.0018666156400455325,0.0019723865877712132,0.006474721947707485
2023-04-12,-0.010464037626314093,0.04926099950558216,0.00946129204636681,0.009689922767163628,0.0015408320493066618,-0.05056534556017278,0.006480750493384813,0.01245774657497023,-0.0010649627263046302,0.0068649709799311065,0.014905199940072222,0.013779527559055094,0.013553170699351247
2023-04-13,0.0055172799647540405,-0.002608187493039482,0.007388669662610203,-0.009596929263795628,0.01907692307692299,-0.005623555371095046,-0.00503924481812057,0.0005273119989228636,0.006396588486140775,0.013636328957297605,-0.03921898021945491,0.001941747572815622,-0.0019102635008972912
2023-04-14,0.003200717518887508,0.018305444519250313,0.011409118341468627,-0.005813938874649316,0.00875603864734309,-0.014637346457956446,-0.004220596583456637,-0.007378745299652101,0.03072033898305082,0.008968644384842461,-0.008511340391992084,0.007751937984496138,0.009878410146675343
2023-04-17,0.019598919540056103,-0.0035953521939843247,-0.022023762442783368,0.01364523924658756,-0.006884166417240323,0.030722478785576657,0.0014128285069885393,0.007079673024405375,-0.005138746145940343,0.0,0.0021022436407234224,0.01538461538461533,0.002017402686860237
2023-04-18,-0.021904410374782524,0.00670105705024282,0.0010299290186037702,0.0019230475792517687,0.00994575045207946,-0.014084516721412088,-0.02257336381991215,-0.002109011306923203,0.0,-0.004444461398654398,0.0068181880704174525,-0.007575757575757569,0.002318516759997502
2023-04-19,-0.009597764740741366,0.02662568018700373,-0.005898495146438809,-0.01727442874357621,-0.00954938824231577,0.04219270570327027,0.012990762353606522,-0.005988026768184329,0.02169421487603307,0.0022321939848521932,0.00868209624211902,-0.003816793893129722,0.003104422392412376
2023-04-20,-0.0023073021174210284,0.007481325901928182,-0.006554415152754234,-0.009765624854480848,-0.015366074118710493,-0.03092130043841035,-0.008549444434829523,-0.013111231073264729,0.01921132457027297,-0.004454359825003085,0.005336570364550264,-0.003831417624521105,0.0029735148560461333
2023-04-21,0.011100821544957507,0.0009901181820184402,-0.0010418025526123253,-0.011834364492888771,0.004283965728274275,-0.009539441178214703,-0.004024127395934718,-0.014901289401901385,-0.005952380952380931,-0.002237187631130233,0.015582205090922452,-0.0038461538461538325,0.007562923579574665
2023-04-24,0.0064043634830524,0.0029674164530717473,0.013139595646322721,-0.00998004022411847,0.035039609993906096,-0.007306583070193717,0.00721500721500723,0.009476954034739471,-0.017964071856287456,0.006726526054297688,0.016354685791178047,-0.0019305019305019266,0.010448600888240511
2023-04-25,-0.017272689125754637,-0.014299856961082602,-0.03129072731957838,-0.022177389273409176,0.012952605239917592,-0.030444960387897013,-0.007449874222107855,-0.0521754724949236,0.011178861788617933,-0.004454359825003085,0.004645048993674017,-0.0019342359767892114,-0.039460386409077564
2023-04-26,0.01248836909964779,0.003501764340475999,0.012608902758266316,-0.0020618242086823946,-0.007555943039813995,0.0031055953764500543,-0.00317553730628628,0.0015238444010416963,-0.016080402010050232,0.004474289922278274,0.005614253399098379,-0.019379844961240345,-0.014786854652273695
2023-04-27,-0.017816327113872266,0.008474546940749228,-0.010283324603605037,0.009297457315193824,0.0040995607613469875,0.006535966152467765,-0.0008687744094234562,0.01749711177077118,-0.01430030643513791,-0.00222722239242501,0.012315239308042791,-0.022727272727272707,0.010110528477849545
2023-04-28,0.02232556010401532,-0.0014829518451253687,0.025303943590364808,0.005117707427001017,0.021872265966754068,-0.0006835426386611054,-0.02608695652173909,0.016822458427643072,0.02590673575129543,0.008928605640421639,0.005514991095172395,0.01921132457027297,0.004040993918682734
2023-05-01,-0.023202922634362855,-0.012995053720689431,-0.0120639737312358,0.01145621216865167,0.01084474885844755,-0.024281774624839714,-0.0017856870378766265,-0.005330899032960246,0.0,0.009955726725557668,-0.012219692782712954,0.0044642857142858094,0.005263195687403188
2023-05-02,-0.007918028958119439,-0.004388716176035645,-0.043472164075586295,0.003775484636515225,0.01722190852625638,-0.03399934095189727,-0.0005962938067470835,-0.006098721628762127,0.0,0.0032858624268068404,-0.004123620300799269,0.001481481481481417,-0.006837083884332129
2023-05-03,-0.016901348164208074,0.024181391382946282,-0.012912199072205977,0.002006064029676624,-0.0006938662225922654,-0.006531215844115645,-0.005369982831131659,-0.01450351054297816,-0.024242424242424288,0.0021834561241091954,0.00016397630577569267,-0.011834319526627168,-0.003038982116537081
2023-05-04,0.002865303935632557,0.010821426731060235,-0.03229617320253919,-0.006005990640207015,-0.0006943480072212349,0.009130752653865315,0.0008998749731232714,0.0067924643462558,0.008281573498964745,0.006535930873366125,-0.001967549429148008,0.0,-0.0008087395509330797
2023-05-05,0.006666637602306791,-0.04136250912940165,0.04093478318629251,-0.0010071107798810264,-0.0006948304613674239,0.02461094194100988,0.017081155172139484,0.019677646646369285,0.0028234086242300283,-0.0021645516702800682,0.012321387780246829,0.003992015968063978,0.015253469564880273
2023-05-08,0.018448500863629924,-0.015228484856380065,0.004255332487662855,0.00806454714081517,-0.0020859407592824786,-0.009184042168373097,-0.0023570648419420914,-0.004778502522741146,0.008446378295367207,0.013015234461562386,-0.006978289516601621,0.011928429423459175,-0.008339980065418029
2023-05-09,-0.017185361237024743,0.02216503485849519,-0.005260090553909191,-0.0009999847412109908,0.008361204013378032,0.008556209803731507,-0.002362723851523807,-0.008864327671425754,-0.0020304568527919065,-0.002141376599242406,-0.0011439727946437328,0.00982318271119853,-0.0037103832700797756
2023-05-10,0.00047260061219023264,0.008572839564216395,-0.006756743127213416,-0.01001000985711653,-0.011055831951354289,0.0074230851069854165,0.011249314528915422,-0.00409907608555049,-0.011190233977619535,0.0,-0.003108647487129801,-0.005836575875486361,0.008317275977991256
2023-05-11,-0.012281541234994142,-0.003000011529922686,-0.020038498992845488,-0.005055611651018643,-0.01285634432643934,-0.010175470720257707,-0.0029274004160789735,-0.02076708315261988,0.012345679012345734,0.0,-0.008041980452728414,0.013698630136986356,-0.003016252653615714
2023-05-12,0.016738421043701823,-0.017552663461817053,0.0019617785349028694,-0.010162601468425847,0.012174405436013558,-0.028004219561054255,-0.015854356428999017,-0.0005731520674325807,-0.012195121951219523,-0.008583642151914983,0.0023163366347178638,-0.0038610038610038533,0.008952808644938415
2023-05-15,0.007996240567438972,0.007656997400139698,0.013931818638843296,-0.01232037534740582,0.010629370629370527,-0.0018234586769302341,0.006563190958639664,-0.0009558984982811491,0.004115226337448652,0.010822510643789585,-0.006602832828277894,0.0,0.0010403167807084834
2023-05-16,-0.014932323390911773,-0.026342489990248463,-0.03364526737843376,0.014553030876208295,0.00415167450871845,-0.04786267201764938,-0.005631280174436815,-0.02296205485616598,0.010245901639344357,0.008565261341474617,0.00033231222992213816,0.007751937984496138,-0.011309488218653518
2023-05-17,0.017527187171341607,-0.017689910307769008,0.015986486982532577,0.009221327253581268,-0.010198456449834636,0.03146583697731353,-0.012518665296665454,0.008225580839193114,-0.009127789046653123,0.010615711596566602,-0.006976713791960409,-0.0038461538461538325,-0.009151028050680021
2023-05-18,0.005586631368284634,0.0010593261380318353,0.00695966526933911,0.01928935559267919,-0.0008354218880535225,-0.0018600907225297947,-0.007244171400284327,0.0075757457870306855,0.013306038894575156,0.012605090505298344,-0.012880585317994409,0.01158301158301156,0.004680187207488196
2023-05-19,-0.029629689152511185,0.007936538652399516,0.003305555100208135,-0.00398407888246699,0.005295429208472591,0.0011181769187782464,0.008513281734593647,0.0015423526643936203,0.0,0.01244810092580817,0.018301949028443287,0.005725190839694694,0.0024223564574437084
2023-05-22,0.0014313305322486425,-0.028346500455463386,-0.0035192902281026006,-0.02199996948242189,0.02606043803715008,0.023082610491298006,0.001507386136868627,-0.0034648758909007205,-0.00303030303030305,0.006147525445711732,0.004992546294628308,0.005692599620493288,-0.024443868238715583
2023-05-23,0.013816146674111796,-0.01728795263905658,-0.00841595357512348,0.0,0.011078087003512538,0.022925803442861437,-0.0012041673671377984,0.0036700526372217546,0.0010131712259371373,0.002036706556540313,-0.001324705573388596,0.005660377358490676,-0.00835211405504821
2023-05-24,-0.0051692014474695736,-0.013743732363085903,0.008714715352947433,0.0051124742780979116,0.0026723677177979965,-0.03806473395913712,-0.005424918201298645,-0.012317155522038714,-0.002024291497975672,-0.004065056094269548,-0.010943456016971664,0.0056285178236397115,-0.014218927504481949
2023-05-25,-0.020784153635895697,0.0022295937713734393,-0.03005033417217884,-0.005086469831915852,0.002132196162046851,-0.023298855280491693,-0.027878824869791652,-0.018511316613185058,-0.020283975659229236,-0.01632651504205196,-0.014249796474874454,-0.001865671641791078,0.007341885498906242
2023-05-26,0.0024120185968796726,-0.01557284991145047,0.008442385041730338,0.030674845668586803,-0.0018617021276595702,0.018932222752322092,-0.0018702481570064267,-0.0005955683925552568,-0.007246376811594235,0.0,0.012585013657167465,-0.0037383177570093906,0.0007740607660828847
2023-05-29,0.005293488901259913,-0.003954817495420038,-0.01330643786139274,0.015873000254767344,0.014122035704769553,0.011426974630349251,0.007495296080540559,-0.012514900924340377,0.006256517205422307,0.01244810092580817,0.0005038264299928041,-0.0070356472795497504,0.0056714978296841245
