,UNA.AS,OMV.VI,VIE.PA,6869.T,TECK-A.TO,NOVN.SW,ISP.MI,4568.T,NEM,IVL.BK,WDS.AX,CSCO,PTTGC.BK
2023-01-26,-0.002060093619111525,0.0024774052223890397,0.004349363219322333,-0.0011569774221190654,-0.0008991051341804557,-0.030715132808410428,0.02069712135806534,-0.002961275626423676,-0.017426013465486667,-0.0359281437125748,-0.011927139796124808,0.00750313909516942,-0.029268292682926855
2023-01-27,-0.003259485536437068,0.024488883255260774,0.0,-0.013321033827064066,0.007919341537678593,-0.001209492397761469,0.003628644305633033,-0.00959561343385884,-0.014964000689224766,0.024844720496894457,-0.012071113656197174,0.0035167184197084644,0.015075376884422065
2023-01-30,0.010246375226671711,0.0010965581892770082,-0.01154816692157623,0.013618249291546425,0.0076785768781388875,0.007144578308555305,-0.0029774433314753157,-0.014071510957324063,-0.010877682289516688,0.0,-0.0032948637539220726,-0.005978089277759224,-0.00990099009900991
2023-01-31,0.005286985996504789,0.004381094010014408,-0.007666998508660927,-0.00845491728739578,0.032783952934897,-0.008536677312107055,0.028156988862984678,-0.04913430042115119,0.0036025525343614806,-0.018181818181818188,-0.0011019536189550427,0.009332163767117096,-0.015000000000000013
2023-02-01,0.0,-0.008505984790131538,0.0014716338384694883,-0.0001168658162268299,0.008922451418245103,-0.02716469601825322,0.017842315893130234,0.0073818897637796255,0.023804993657065676,0.0185185185185186,-0.014065039854961547,-0.0020546225166061527,0.015228426395939021
2023-02-02,-0.012343045491893245,-0.04729427528554431,0.026083799034960276,0.014018691988613607,-0.0306122323199971,-0.02443283166332988,0.000815269052394596,-0.013190034196384981,-0.0324782868819955,-0.012121212121212088,-0.009790167108282288,0.015441630733218359,-0.0050000000000000044
2023-02-03,0.010975898425079622,-0.0006927405458969638,0.00465446327770036,-0.002764977036295302,0.01754385964912286,0.01635572921611339,-0.02932791402868562,0.005198019801980092,-0.049208503071475285,-0.006134969325153339,0.006497161930012485,-0.013990239881964017,-0.005025125628140725
2023-02-06,0.0020423781994989287,0.0016173682254743138,-0.011047735988685359,0.016751443203668837,-0.025862068965517238,-0.004903163308967784,0.026856958651233054,0.006402363949766121,-0.04513540760022405,0.012345679012345734,0.011787767509251257,-0.021797272260107303,0.0
2023-02-07,-0.011800026386148521,0.017070396874605764,0.0057657602671030705,-0.0007954196212993647,0.026371711123306163,0.001895100675570749,0.008786216580721096,-0.004159530217763607,0.023529470220276405,-0.012195121951219523,0.003051334609696088,0.005675855780866268,0.005050505050504972
2023-02-08,0.0011941012491518688,0.017010659954737495,0.0053744041329395476,0.003411416969850478,0.01138126967251285,0.012862593447785953,0.0002026340690455264,0.030221130221130155,-0.007594473261729129,0.006172839506172867,0.006360606836473437,-0.018394671097584192,0.005025125628140614
2023-02-09,0.007589687983997617,0.02319359750196881,0.0010691620533322954,0.009406192932576829,-0.017902864866840895,-0.002863579543581074,0.014175717285983769,0.01359408538039597,-0.01592547398897093,0.0,0.0021984565099346653,-0.004897775696771189,0.010000000000000009
2023-02-10,0.005595573456997238,0.04163033572245234,-0.013883922660374526,-0.037947709008715025,-0.03923608301046366,-0.0039954779628077475,-0.010782728020858001,-0.002588235294117669,0.008406845224637305,-0.006134969325153339,-0.01672609240290568,0.01134172447011994,0.0
2023-02-13,0.03146070130997014,-0.01318269629726121,0.010830297068508576,-0.009802777732904278,0.02493677384008275,0.008148443779330439,0.008881741785844444,-0.016277423920736056,0.006669439305486469,-0.012345679012345734,0.02119348322916137,0.012695774653571634,0.0
2023-02-14,0.003942289198300086,-0.0033927024582229848,0.002142838069370878,0.011903387984292912,0.002115636976413926,0.0,0.0014005540775108294,0.008633093525179936,-0.026708093911055997,0.006250000000000089,-0.010649901721020205,-0.003343080764138251,0.0
2023-02-15,-0.007336975396325163,-0.022553220708319666,0.014611541525855642,-0.010249214518911587,0.0019352675942341246,0.0034817097132533448,-0.0029970715244288515,-0.006419400855920077,-0.01510315060248446,-0.006211180124223614,-0.024289292830085296,0.01572327018876507,-0.01980198019801982
2023-02-16,-0.009785496938393812,0.005659602612162695,0.002809972800685401,-0.006354436155404097,0.052677786827217465,-0.016604726572170825,0.022444984074211582,0.016271835367312804,-0.009719239100532406,-0.012499999999999956,-0.00990094736149194,0.0524251986693518,0.0
2023-02-17,0.0019974222721368395,-0.01060609676136337,-0.0035025736179805644,-0.010540057030716365,-0.0010008569228927566,0.01171875594328764,0.0052920323710918815,0.012479397221568211,-0.009378414819762204,-0.01898734177215189,-0.01400004795619425,-0.004314595282628342,-0.015151515151515138
2023-02-20,-0.004511597064216222,0.023408438334178383,0.008787345985792117,-0.006343536103007197,0.40211221745188674,-0.005355540173870077,-0.004094440342969463,-0.005348837209302348,-0.0041281375508331886,0.0,-0.009562388652783915,-0.015954330628081714,0.00512820512820511
2023-02-21,0.014755497116421878,-0.002565176037111816,-0.0069686675129888576,-0.01854971818695672,0.09559677474381267,0.01089404356004664,-0.0003915143146371314,-0.00046761748889412313,-0.00138174990394202,0.012903225806451646,0.009362191104947515,-0.00540433272040608,-0.005102040816326481
2023-02-22,0.006024115479937198,-0.006643835711632962,-0.005614029733758241,-0.004909150203654233,-0.04423912711765454,0.004830888009328849,-0.029964723762235912,0.03321637426900592,-0.020810242745487595,-0.006369426751592355,0.0023188936537590354,-0.007647358903602575,0.0
2023-02-23,-0.01672519859977062,0.0159655167816235,0.002822862500893475,0.002343334396555541,-0.016035524362739917,-0.0075197564781739334,0.01514229925810584,-0.010640706361784047,0.0006782450736457779,-0.012820512820512775,-0.0060729580118566995,-0.002028032570133398,-0.02051282051282055
2023-02-24,-0.0037799308948590626,0.00042472834357321076,-0.0028149163790039955,0.002337856018133966,-0.046463208495611585,0.002235825722773921,-0.0075576984355797405,-0.010755148741418807,-0.016267452176010777,-0.01948051948051943,0.006691869344894297,-0.014834374229172997,-0.005235602094240788
2023-02-27,0.003478096970990441,-0.006580372941512924,0.014467178729872687,-0.01166210588828187,0.013454552852746104,-0.0038418656916235916,0.015230504430667757,0.00023132084200794267,-0.004593494688424071,-0.013245033112582738,0.015317994721605332,0.005156765725259582,0.0
2023-02-28,-0.008507484154842815,-0.01474356064011595,-0.015304366402004055,0.01366283795591805,0.03336922491520622,-0.013685009050600772,0.011251512117838702,-0.009481961147085993,0.006229821338557429,-0.01342281879194629,0.022203209666418644,-0.006361612481082135,-0.0052631578947368585
2023-03-01,-0.01292374153583753,-0.0045543066947068,-0.017308363841816554,-0.01360127476052242,0.06655092475059421,-0.008577225028691071,-0.009564759287061908,-0.014709315900070075,0.011235905914048772,-0.006802721088435382,0.024784165787530066,-0.0016521689257049665,-0.005291005291005346
2023-03-02,0.013414895856472375,0.009586026407012449,0.004313473779646415,0.006956552278136963,-0.023331540860312527,0.01539439660226849,0.0019708768456647707,0.007109004739336511,-0.00362811457932366,0.013698630136986356,0.021467416627871883,0.003930463924477712,0.02659574468085113
2023-03-03,-0.008260073883046726,0.0012948073606700028,0.014674296334115544,0.024303015561389696,0.029888916015624822,-0.005763655915843824,0.012785219474051646,0.051294117647058934,0.017296362311866487,0.006756756756756799,0.005320584254524974,0.015454358517724698,-0.005181347150259086
2023-03-06,-0.010998385077572559,-0.003017310339259782,0.0,0.022401540952772914,-0.020930007447487187,-0.001638334968794064,0.006991604925100647,-0.008281110116383217,-0.010738244609478698,-0.010067114093959773,-0.015348023736521665,0.002840896775899493,0.0
2023-03-07,-0.0019434279835672807,-0.008214381046379948,-0.012345692301947708,-0.002591646560080596,-0.04132231404958675,-0.0015147205905977623,-0.010607488706960155,-0.003385240352065,-0.03889645348760973,-0.003389830508474523,0.011018539572692276,-0.010319675039034637,0.0
2023-03-08,0.0006490432389567591,-0.008064575805757035,0.004999978201730038,-0.002952610910620934,0.02770119151849859,-0.006321164620772812,0.0029239505167595325,-0.0009057971014492239,-0.008000003590303284,-0.03401360544217691,-0.07230190013909144,0.004089158936074533,0.005208333333333259
2023-03-09,0.0019459492451436855,-0.010327343953855483,0.0,0.020374289962020287,-0.03366516064137082,-0.03931292429015332,-0.015937760748600205,0.020172257479601052,-0.009962005940830077,0.0,0.011461251968285291,-0.006108719880514757,-0.005181347150259086
2023-03-10,-0.006366033290271855,-0.0022202994401780973,-0.023098778700378575,-0.0031344324083170116,-0.020486160199091885,-0.01178654084577313,-0.01955361903189512,-0.018440346589646772,0.010062246096218752,0.007042253521126751,-0.035410765637854724,-0.005121901105636928,-0.015625
2023-03-13,-0.0031490204980439973,-0.04294615852588668,-0.02364494812448792,-0.015255562529783662,-0.04289256021772303,0.001340134365109824,-0.06103957219908851,-0.015165233137166112,0.07020870719131067,-0.013986013986013957,0.0029369248475492604,-0.0030889934439213285,-0.015873015873015928
2023-03-14,0.005882279609820573,0.009997682444932599,0.02049177473672703,0.011707662859707257,0.0,0.0018736555858627213,0.033469243694899786,0.0002298322224776328,-0.005540780273009527,-0.04255319148936165,-0.027818469121283718,0.013220396440109639,-0.032258064516129004
2023-03-15,-0.00021655451439739348,-0.07734799497872002,-0.023366170277839382,-0.01145531751536133,-0.07407407407407407,0.008148471453252482,-0.06850735514153095,0.0013786764705883137,0.02763542919511086,0.03703703703703698,-0.010240968216103985,0.00020391715364009855,0.016666666666666607
2023-03-16,0.009857058764271232,-0.001996053577839385,0.012710286078051913,0.003429140846709755,0.026666666666666616,0.020140450277103428,0.002005755414949739,0.014226709499770562,-0.007156838574853497,-0.021428571428571463,-0.05386489424489194,0.021606146125605852,-0.032786885245901676
2023-03-17,-0.0100826172643953,-0.006750011444091819,-0.025470672948360917,0.01814750782804997,-0.017922042252181414,-0.009741449217660292,-0.02446611682616917,0.035972850678733126,0.052206191642129474,-0.014598540145985384,0.02733999283685984,0.0013966419855544476,0.0
2023-03-20,0.012027311727600187,0.010823063431416813,0.006060600368335001,-0.01689817640516489,0.05792114644714075,0.0065581857115089015,0.03739170736071973,-0.019654946494867875,-0.007265901752654291,0.0,-0.02943019781904177,0.014943216188909814,-0.005649717514124242
2023-03-21,0.0007494613884435619,0.03535861526488726,0.0192018162325569,0.008064530732186492,-0.018750000000000044,0.0019547207581485093,0.03516480015493517,0.020160392069503263,-0.025512363623774292,0.007407407407407307,0.005806461457283252,-0.005300362486113208,0.017045454545454586
2023-03-22,0.019150539126460142,-0.004088551615108571,0.0003694210932607689,0.00800001437043818,0.01273885350318471,-0.008973859412816143,-0.005095576996241746,0.019761982749208373,0.0008583887733293327,0.02941176470588225,0.05195634753139666,-0.023879990688735475,0.033519553072625774
2023-03-23,-0.009342844527503336,-0.011108405848047953,-0.007016267894863648,-0.020739224208159546,-0.0062893081761006275,-0.005249387085569657,-0.010243248012109962,-0.007708779443254765,0.024656979865530282,0.0,-0.006402411260893581,0.005458966088991213,0.00540540540540535
2023-03-24,0.010490599077633167,-0.019291841289593048,-0.027891410078972334,-0.006034074949498702,0.0,0.007387839035842836,-0.02414833727459087,0.007768666378938249,0.015902873131903972,0.0,-0.0009204903085737737,0.015684672963538038,-0.005376344086021501
2023-03-27,0.006711402952518153,0.008466139289833752,0.014919713316883687,0.008927508889366553,-0.019620291794402722,0.07713466532800961,0.0037561198140272367,0.005139186295503251,-0.007003092851304404,-0.0071428571428571175,-0.03347672033056659,0.0005939931694938227,0.0
2023-03-28,-0.0014583269755045203,0.012839517475646156,0.012061804995930459,0.007314800132900423,0.02001295174735307,0.014832792824075236,0.009685157339460737,-0.009373668512995259,0.00933417903931022,0.014388489208633004,0.04766450397449162,-0.0029679763189878194,0.016216216216216273
2023-03-29,-0.002295026281059376,0.0007313207938104416,0.028677856492511644,0.008432888264230609,-0.011075949367088556,-0.005630706216912196,0.015042565020131793,-0.0021505376344086446,-0.0065762370700303,0.007092198581560183,0.02638759174016836,0.015479237720671835,-0.005319148936170248
2023-03-30,-0.005750763856836039,0.029963448601623144,0.02317159196966201,-0.007897821619120227,0.012479980468750096,0.004216853740251381,0.015893444923056776,0.02112068965517233,0.010343400877569797,-0.021126760563380254,0.0,0.005081144137860427,-0.010695187165775444
2023-03-31,0.00304975209481384,-0.00047304773749123896,0.004953976946729055,0.011823957741434521,0.011378022038437186,0.00491902784155851,0.001057106642865735,0.017728999577880877,0.003685509922469743,-0.007194244604316502,-0.014775413644960156,0.016527288918478877,-0.010810810810810811
2023-04-03,0.009645689084006426,0.040700456436760346,-0.00035212074000556814,0.02001622632657929,0.12624998092651363,0.007402104614912641,-0.001055990348453606,0.0016590626296142386,0.009179942038702649,0.01449275362318847,0.026694642638726895,0.0005738828365469129,0.010928961748633892
2023-04-04,0.0002076494541298768,-0.013415192331261427,0.004931359633917998,0.0,-0.004328517161523049,0.0049774666034370085,-0.01564479523170914,-0.01200828157349898,0.03800277354008208,-0.014285714285714235,0.005258554121617243,-0.009367265639510847,-0.032432432432432434
2023-04-05,0.016507516323949867,-0.0016132679375173709,-0.0031545794049006037,-0.01894285838429033,-0.007914380690207223,0.016745269429349063,-0.008161534727385567,-0.042958927074601805,0.014021445805222132,-0.02898550724637683,-0.005521610797777243,0.0,-0.005586592178770999
2023-04-06,0.0023490523841953603,0.004385933242093021,0.007735559396035763,0.004856052722858051,0.02292135860143074,0.010206402339571374,0.0212213185239154,0.005693015108386268,-0.00038410712273651004,0.00746268656716409,-0.009643536507387251,-0.010613648018131472,0.002808988764045006
2023-04-07,-0.0005502275213890018,0.001424966146861939,0.003489183549630459,-0.008284432171211553,-0.002553823307950953,-0.0005740483457872259,0.0016115397016978061,-0.013498802525582443,-0.004610946678886396,0.007407407407407307,0.0016523976650315575,0.0002925754474121245,0.0028011204481792618
2023-04-10,-0.0016515913151624595,0.004268815522978198,0.010431154436427947,0.007657500870170475,-0.007681086060464248,-0.001723134199698384,0.004826840460057991,0.022952990509821136,-0.013896917984486556,0.014705882352941124,0.004949015253844946,0.0008774696161710782,0.005586592178770999
2023-04-11,-0.0005514411938741803,0.0014168900653541705,0.003441156246561494,0.000690846286701241,0.04305845330304248,-0.0005753695054384611,0.001601217996209936,-0.017259978425027023,-0.02290080211681722,-0.007246376811594235,0.0016415477066415995,-0.013832123004920094,-0.01666666666666672
2023-04-12,-0.004495784500441524,0.012779584144021694,0.0024005382438447853,-0.0028765108571366937,-0.01585272792461534,-0.0011514200290918541,0.007782856751964662,0.014270032930845167,-0.004206712583641359,-0.007299270072992692,-0.0002926052697974635,-0.010075036197046638,-0.011299435028248594
2023-04-13,0.003592307020679586,-0.0029292714057330693,-0.0034211557658504477,0.008423696492361854,0.008108108108108025,0.004149908929899082,-0.0031308425865057554,0.021428571428571352,0.02635287462115854,0.0,0.01053865960069178,0.013769679072134,-0.0011428571428571122
2023-04-14,-0.0038862472710362583,-0.0018079509842867658,-0.0034328347752160537,0.018194301407483682,0.034852546916890104,0.0039030323281632473,0.03371017046928326,0.002331002331002363,-0.029400234938095626,0.0,0.007531816862265561,-0.005118077272401322,-0.0011441647597254523
2023-04-17,0.012320297016867654,-0.0024903056421594627,0.0024112880871001163,-0.008878372202671958,0.04922279792746109,0.007432834647618902,-0.010937796846113734,0.0046511627906977715,-0.02120353851684853,0.0,-0.0014375859348881859,-0.00514448222240893,-0.0034364261168384758
2023-04-18,-0.004259616383823217,-0.019064914353295825,-0.0006873009450684142,0.031069253687958653,-0.0024691358024691024,-0.004199707398334085,0.014949816867380283,0.007154882154882136,0.008046201358085758,0.0,-0.02389858990202498,0.0005967103166772958,-0.028735632183908066
2023-04-19,0.004175962838057101,-0.020592303667546275,0.006189831693536263,-0.01495653314190859,0.0073267115224704416,0.005813219449676499,0.008272874786464657,0.004805683242791403,-0.01228003031770819,-0.007352941176470562,-0.0011799679565444032,-0.045120262289811586,-0.00591715976331364
2023-04-20,0.003651492278361923,0.0009448877651767607,-0.006151753375521651,-0.004130901783267693,-0.0030469585718767567,-0.0010198902313490743,-0.003602186332151036,-0.009149511332917415,-0.007873959109700568,-0.03703703703703709,-0.005020731854050942,-0.03039132091275132,-0.023809523809523836
2023-04-21,0.003840372860357766,0.0011800622686095608,0.011004116081972937,-0.0024663404104831033,-0.014098395946695153,0.008621665809498191,-0.0020084813613082675,-0.0031479538300105414,-0.0054302867675500854,0.01538461538461533,0.0,0.009660732729773747,0.018292682926829285
2023-04-24,-0.0021141556488626367,0.008722365925345699,-0.004761884063433697,0.006743088334457248,-0.0009999847412109908,0.006748362501061589,0.009056163722604094,0.01473684210526316,0.00839986423458483,0.0,-0.00445229199453645,0.007654701673307951,-0.005988023952095856
2023-04-25,0.006154162565058963,-0.005141416592568726,-0.014354069480812082,0.0033489618218351946,-0.03903905371681715,0.0403307273060014,-0.018348625598186286,-0.00435684647302903,0.0037484444702182707,-0.022727272727272707,0.005664836658398009,-0.006330433444278083,-0.0060240963855421326
2023-04-26,-0.009826564964869777,0.011980318061699968,-0.006241342032712538,-0.019025367156208284,0.059374968210856194,-0.015678754572231668,-0.010971129941324431,-0.01875390706397162,-0.02178421619171178,0.007751937984496138,0.0056329270467694315,-0.011679745917994477,-0.012121212121212088
2023-04-27,0.016506301300434956,-0.01717738270691893,0.0003489263410703103,0.0002268622139758314,0.031366789942282036,-0.0033819781401790427,0.009860283187199892,0.00021235931195584534,0.023753953247913184,0.04615384615384621,-0.0076650452702924365,0.0004297476873704742,0.012269938650306678
2023-04-28,0.006375766160191532,0.011809163868636396,0.0006976092678914192,-0.012813271460753506,0.003718175154140857,-0.0024083747396199673,-0.02990232694792494,-0.013375796178343946,-0.018023594854655434,0.0,0.0005941906670925423,0.014819557696679864,0.0060606060606061
2023-05-01,-0.0019302701109358278,-0.027836137025991192,-0.006012585708527474,0.03376981392143352,-0.02441109160926025,0.008970729228001906,-0.017613753507287777,-0.009038089089735357,-0.009915637248376852,0.0,0.007125827244504279,0.001904765134135289,-0.004518072289156572
2023-05-02,-0.000644667753207484,-0.009544391326799517,-0.002016318524117766,0.005444417317708394,-0.01801186340776406,0.002963656912315482,-0.005976520121344642,0.017806731813246435,0.024078437263308716,0.0,-0.015919726709315074,-0.02070129993826697,-0.001512859304084735
2023-05-03,-0.0001985338630093869,-0.011151492956912867,0.005621987347428803,0.0005525472576968227,-0.011401958347409313,0.0031446189534649616,0.017393139381332245,-0.0043382405234335675,-0.011860168092733159,-0.007352941176470562,-0.022468543319383083,-0.008628160496391146,0.0
2023-05-04,-0.0003970708395433231,0.002941871272159835,-0.026205449965321814,0.0005522421178292269,-0.027279121910319115,0.00194571692546619,-0.0099197830662624,-0.004357142857142948,0.04042952413320067,0.001481481481481417,0.009806916467952842,-0.0056570567169798025,0.00484848484848488
2023-05-05,0.0015889142696958736,0.029821589470875987,0.01686398633662267,0.0005519373147975237,0.005773844729586086,0.005610092695624402,0.03687910028116237,-0.004376210632039523,-0.013964756705926673,0.0014792899408284654,0.00455228247977324,0.012034994045483138,0.004825090470446325
2023-05-08,-0.0011897952196692207,0.019226146168003888,-0.00246999627548794,0.0016548985441338093,0.008713464351919331,0.005364275917315808,0.01274676740374825,-0.013186338089061778,-0.008825950213504075,0.004431314623338123,0.028700930717027173,0.0019459492451436855,0.014405762304922076
2023-05-09,-0.000992639232098469,-0.010945445296626333,-0.022638885271800913,0.009252120526359597,0.04014224478648365,-0.0026677840487353555,-0.002639060319124864,0.003943044906900228,-0.0028991382686724965,0.007352941176470562,-0.0023494278458118245,0.0028053747882428315,0.00591715976331364
2023-05-10,-0.018680417973167662,-0.01200852652629203,0.008686271652428745,-0.01669758857105308,-0.012799194705654826,-0.016263638587340368,-0.016690464848764908,-0.03294785075278206,-0.007061269819589766,0.029197080291970767,-0.0067706662929454264,0.005164576231226903,0.0
2023-05-11,0.007897921855256174,-0.011201082370370763,-0.001076450869828327,-0.000554884778492748,-0.04443782485239012,0.006961013909420055,-0.0057958763800369795,0.018727436823104737,-0.0403681290470318,-0.028368794326241176,0.0020746796485457963,-0.007278958665210333,-0.02941176470588236
2023-05-12,0.0036166426264860885,0.012051096162271291,-0.004669578570499766,-0.015102774524602958,0.013568073715041873,-0.000540034455780769,0.011034764437180655,0.01882613510520481,0.0013077061289661351,0.0,-0.0044366021823768476,0.007332330395075859,-0.024242424242424288
2023-05-15,-0.0011011071939079908,0.016670562521104992,0.007578527562599691,0.05017482247502114,0.02963418667271256,-0.0004323653945177419,-0.0030889346479742175,0.016521739130434865,0.025032685247193598,-0.021897810218978075,0.007724252011640731,0.008349376949101206,-0.024844720496894457
2023-05-16,0.00040085093857444853,-0.013117769421603587,-0.0017908036147535888,0.023942425382655896,-0.03483527254678753,0.00010818162014292199,-0.004337927721495549,0.020102651839178698,-0.04183481024250668,0.00746268656716409,-0.0011791598758603694,-0.003821662654080016,-0.019108280254777066
2023-05-17,-0.0036061364694833786,0.0016615165689419786,-0.003588101128757515,0.016462174253892625,-0.009048814945171735,-0.01556759184000256,-0.0029045515490133678,0.010691823899371178,-0.008200331131286931,-0.022222222222222254,0.0035418809947351804,0.01513220219262168,-0.045454545454545414
2023-05-18,-0.011561289954418408,0.0033175210217386564,-0.0032409128953662103,-0.0025788896728891064,-0.014216070432047756,-0.0030199897633458317,-0.005618066154554402,0.008089607965152457,-0.033072615468968225,-0.022727272727272707,0.001764746273265061,0.011967240857481132,-0.006802721088435382
2023-05-19,0.0013221852504217146,0.007085480301827873,0.020953754238131506,0.009308098045299307,0.003894765753495122,-0.003029137728277065,0.011299514512103759,0.022839506172839474,0.009013158898140583,0.0,0.005284800291198266,0.01929461183516934,-0.020547945205479423
2023-05-22,-0.011985783054885513,0.008442791170371278,-0.002830853611398676,-0.009734628972294823,-0.31826045969800665,0.008065394019404648,-0.03124353758893461,-0.01931200965600488,-0.007558360456040636,0.023255813953488413,0.011390168531846268,-0.006309818167136272,0.04895104895104896
2023-05-23,-0.0006168146464927693,0.013488414675690397,-0.014549320190631931,0.005794727396042365,-0.15561195094000524,-0.004712805008288301,0.00042713690155249395,-0.0008205128205128753,-0.019386109325891132,0.015151515151515138,0.002887625499184976,0.0018435098965687846,0.006666666666666599
2023-05-24,-0.01285875950799864,0.002524019986981818,-0.02952825643886403,-0.03703703703703709,-0.034608405702562295,-0.002422696171597516,-0.03842865665077888,-0.01642373229316363,-0.01600377214200943,0.0,0.010365695798923102,-0.01022285834307679,-0.0066225165562914245
2023-05-25,-0.001667320073377665,-0.022430752415661948,-0.0011131979887274435,-0.013782051282051233,-0.03301886792452835,-0.02251903384266185,-0.00044412340045441034,-0.04383218534752664,-0.02798378247339639,-0.02985074626865669,-0.005129675246311027,0.012807249201383986,-0.033333333333333326
2023-05-26,0.00219205717936366,0.012409332834353082,0.0014858472535419498,-0.002058255428379896,0.021365877477134143,0.0040655517148122655,-0.002665500735168136,-0.01615367823619296,0.0009842745110260065,-0.007692307692307665,-0.0008593176576338069,0.016928448943897445,-0.01379310344827589
2023-05-29,-0.0017707092444245731,0.004625276144283319,0.004451069855655465,-0.0016283108556733872,0.012513110402561534,-0.0159431048678349,-0.008685870708943222,0.008209451963612224,-0.005162219343590735,0.0,0.010321118099983373,0.004663019777361166,0.013986013986013957
2023-05-30,-0.023372265748761722,-0.02048801606317774,0.00590841387972274,-0.004784195169360461,-0.01943393923201653,-0.00540046852531284,-0.006964757546903844,0.005721830985915499,-0.0017296687104720876,0.007751937984496138,-0.003972848969279408,0.00154712564829107,0.0
