,4307.T,UNH,2359.HK,MSFT ,NN.AS,CL,CBRE,5108.T,2892.TW,KLBN3.SA,INFY.NS,TD.TO,SW.PA
2023-03-06,0.00164473684210531,0.004638919324700286,-0.015570917204610901,0.00618904725060565,0.0025773786284728484,-0.008924896010161776,-0.009078198276531113,0.006492266564827265,0.003795053153321515,-0.0025252501838802788,0.0190292039576756,-0.0031443728140992944,0.005515978864964577
2023-03-07,0.011494252873563315,-0.01435166586381198,-0.021089577674791138,-0.010589018851587584,-0.017994877518803354,-0.024423535177608535,-0.02490019687314904,0.0026560424966799445,0.009451801192086107,-0.007594996044183011,-0.00489236806453619,-0.016897601179724275,0.0006857074783761519
2023-03-08,-0.011363636363636354,-0.006921580875960398,-0.03052068173089273,-0.0017705959435336815,0.004188477597292017,0.00643355362898812,0.004095446651810386,0.01343424787133407,0.0018726147542096339,0.015305975330255794,-0.004916421005656146,-0.0009166289072672917,-0.006395590909496485
2023-03-09,0.003284072249589487,-0.01209095275735006,0.0012345490632232892,-0.005439454633911489,-0.0088634032111079,-0.008615935998751434,-0.022312867043340567,-0.0001867064973860577,-0.0037383048902737137,-0.015075234167982843,-0.008240053031525973,-0.018006648134679115,-0.008505762990119292
2023-03-10,-0.01898527004909989,-0.009851405764055077,-0.009247842344156432,-0.014782858584556191,-0.021567587715711767,-0.0004205043571181566,-0.03815951669143025,0.004295051353874868,-0.011256996756847215,-0.010204206564098262,-0.005978097433117946,-0.02160717173755844,-0.020635286407227893
2023-03-13,0.01434768101434769,0.007277401432091546,-0.018046010899542164,0.021440934508925258,-0.047580656490927686,0.002664457269825782,-0.03852527958388019,-0.02008181480104132,-0.0037951299467238186,-0.028350494384685176,-0.02476984950067762,-0.03426041819502745,-0.027935618285709785
2023-03-14,-0.003289473684210509,0.001940980656272684,-0.0069708877201658526,0.0270558066537383,-0.016370359188790595,0.010349620472301035,0.0053070702123931834,-0.02770398481973435,-0.00952381539702507,-0.018567555483918974,-0.010521898016040532,0.0012360750585289626,0.007549958472227614
2023-03-15,-0.021452145214521434,0.001829622730387337,-0.009572431583999674,0.01783041429550547,-0.0556671079383142,0.009551529094830036,-0.024547882583643155,-0.007416081186572998,-0.0038460628482376302,-0.02432430363467486,-0.0002464616802376751,-0.01975306758174189,-0.014503245679641008
2023-03-16,-0.007082630691399694,0.014158942142951103,-0.03028348608672715,0.040536504169149,0.039197840215996926,0.00027418953767632814,0.02232436496725887,-0.01042076287848992,-0.0038610684143507434,0.0,-0.010953438214142297,-0.0008816082302139927,0.0245278304068266
2023-03-17,0.03600543478260865,-0.005338733681464647,-0.0006644923821635951,0.011694353099191312,-0.015204691408286952,-0.010281014823511514,-0.0223662634544316,0.00655672561096754,0.0,0.013850258141298477,0.011822502581420702,-0.01802597090847402,0.006703350715064005
2023-03-20,-0.0298360655737705,0.015889225676417817,-0.020611642091290183,-0.025766674581018112,-0.0008907000898175088,0.01218843379513368,0.012048184060607925,-0.007500986971969992,-0.005813894209525272,-0.0027322384793476706,-0.012001075064265843,-0.0019255651211903535,0.010225923849792373
2023-03-21,0.009462656302805073,0.006583392118190368,0.08553965094148186,0.005693669802799839,0.022882514358111727,-0.009578606460013184,0.00548416293471643,0.012132060461416128,0.007797243582329916,0.008219244028723649,-0.00922599865845719,0.009517657411826752,0.021892684699411857
2023-03-22,0.009373953799799217,-0.00953971470863979,0.02939344832041657,-0.005442290309805031,-0.015688469772124458,-0.0034539929467625186,-0.05268057976498175,0.011986637846335135,0.013539643812814806,-0.01902165295227265,-0.001042605323062773,-0.005096210176654181,0.01796815182532674
2023-03-23,-0.00497512437810943,-0.011797580503815963,-0.003645237431754933,0.019721601779969733,-0.0129870846379736,-0.0041590937721692756,-0.03229877056500052,0.008155339805825168,0.007633638488879768,0.00831002411779136,-0.01058121372818066,-0.009732290209715111,-0.010183257823789815
2023-03-24,-0.026000000000000023,0.012938619150226538,0.014634109124904704,0.010480456759089485,-0.03827747702939566,0.022135546392304528,-0.0007256283427728993,-0.0038520801232665436,-0.00189397104025546,0.00549457398120623,0.004437798093374745,0.0037501733953262395,-0.009830820555667974
2023-03-27,0.03011635865845319,0.01241623518007029,0.012620229450380993,-0.014933892903828516,0.018345775975971312,0.009942840849080259,0.007406362644641007,0.008700696055684354,0.0,-0.016393287564338,0.006011608018719139,0.019582537867577354,0.012699120256473906
2023-03-28,0.014950166112956742,-0.019340127500023896,-0.00949558518406901,-0.0041609156819140125,-0.0015266942613907375,0.004720141158715219,-0.0132623001573281,0.0013417672992142027,-0.0037951299467238186,0.002777775349440237,-0.008171623157739671,0.00909781685943889,-0.0045599381990207855
2023-03-29,0.014729950900163713,-0.01267508232378145,0.00958661571017183,0.019183950036463004,0.00886852931991422,-0.0004026681784815578,0.0140249343559955,0.024310872894333757,0.007619098569192184,0.016620411477215047,0.0043191589341142755,0.0060104648618903855,0.0034356048516996918
2023-03-30,-0.006451612903225823,0.007436938742660493,0.011275928169046656,0.012619792178901301,0.01242800322983073,0.01047399981886965,0.020602112092408253,0.010091571668847,-0.0018903143365756048,0.005449658457532536,0.016045643734159398,0.0003734927814187383,0.01529337983431045
2023-03-31,-0.004870129870129913,0.0053822890533914425,-0.03521126886685755,0.014962155193252835,0.0017963340075677348,-0.0013288833770245256,0.027809166043807565,-0.007030527289546673,0.0018938943922972573,-0.013550337164610404,0.015792246965587786,0.007216550725884119,0.012365082736838007
2023-04-03,0.03262642740619892,0.045705593158752,-0.008515778275307584,-0.0037113314323447,0.0005977423284793115,0.0027943989382401835,-0.0005493876784593565,-0.008198248555990273,0.002835548007932731,0.00549457398120623,-0.011975192528214329,0.021371259075398497,0.0062180537460336804
2023-04-04,-0.011058451816745696,-0.0019021073610605566,0.001226975142590181,-0.00017414026610629296,0.008363165565269615,-0.008359836097605267,-0.025559888233611106,-0.0007514559458952075,0.0009425101365707622,0.010929097229138929,0.004500858865916335,-0.015360385079569272,-0.0030898721026012543
2023-04-05,-0.019169329073482455,0.03239738669301184,0.007659313868715545,-0.009889255555128096,-0.005627921687063497,0.008430312125223827,-0.011705003359042232,-0.016168452716676107,0.0009416226476803846,-0.035135176131292356,0.0044806919040345505,-0.024567005405146003,0.11301758134326945
2023-04-06,0.008143322475570036,0.007030195579658782,0.00760109469867265,0.025532847503443312,0.016085818303138044,0.0042462804170979584,0.003281902419088434,-0.020829352188037498,0.0009407368285772044,0.01120454620085587,-0.0011590912559912292,0.003022262343554738,-0.01223272846204615
2023-04-07,0.00646203554119551,0.0011553963107537868,0.007604107625573064,-0.0018947114273152321,0.002873045177377298,-0.0017838296556217381,-0.0012800477273930966,-0.0015612802498048417,-0.003759461412650711,0.0020775060294477843,0.0010021715792261077,0.0010985513729317997,0.0008860231838299093
2023-04-10,0.0032102728731941976,0.003462188732173077,0.02264016462822549,-0.005694924520512457,0.00859444330823278,-0.005361052170712699,-0.003845065048956875,0.012509773260359625,0.0018868241489053972,0.006219596838411112,0.003003504710619387,0.0032920376463192458,0.0026557165250786774
2023-04-11,0.0047999999999999154,0.011238747835045526,0.007379645161390114,-0.02266846727293359,0.002840402755621918,0.011711435461353004,0.0072909529446847365,0.013706563706563646,0.003766465281435094,0.024725546890631334,-0.01502518320166768,0.016374969482421786,0.0008828941251748379
2023-04-12,0.0031847133757962887,0.0004223501365814286,-0.00813949939816494,0.0023335703194284907,-0.009537515344234526,0.00039471731145024336,-0.00879935785748065,0.011045515139973316,0.0018762040906108446,0.013404672862435074,0.015752248358628984,-0.009961844581412582,-0.006615864830618823
2023-04-13,0.014285714285714235,0.00967013565827246,0.05392729553983644,0.022399401468340185,-0.004668802021444485,0.006180060124241216,0.013029835478609142,-0.005650781691467266,0.0018726147542096339,-0.0026455006264765046,-0.027375268724754598,0.004596307410956957,-0.0006054959177702601
2023-04-14,0.0046948356807512415,-0.027440420462105597,-0.005005612569507933,-0.012765600801139088,-0.00029323178104645464,-0.01215368983239562,0.0009893949798476243,-0.0015154385300246709,0.0037383805353676802,-0.0238726607773303,-0.023556706547773754,0.005317179307180897,-0.013126003043290368
2023-04-17,-0.004672897196261627,-0.012583290673680692,-0.01397428778810672,0.009296054408186816,-0.0017594592750285187,0.0014552270893075647,0.020756865674069758,0.015746537658888338,-0.0037244570974497293,0.02445650256691012,-0.07237503715496507,0.008733075741961027,0.019234763770200836
2023-04-18,0.023474178403755763,-0.0017215694205597876,-0.03854868496741071,-0.001488894369654492,0.008225580839193114,-0.0021135540180303725,-0.0042882494766598445,0.0005603287261859435,0.005607495157957443,-0.002652587429263553,0.0008344009513392425,0.01548587501505927,-0.0028107227055361728
2023-04-19,0.007645259938837912,-0.036235328221542185,-0.030070789622512306,0.00027748063667720757,0.014860202236755216,0.0006618403727476352,0.0037509951441312417,0.0003733432891543931,-0.0018586920161093312,0.0053192149761907,-0.021558760424345458,0.003001921273588559,-0.005033257183502005
2023-04-20,-0.006069802731411222,0.002591483373945991,-0.025531896341897786,-0.008112417252349569,-0.012919917866275554,0.010186589625153397,-0.00013843787170197963,-0.0042918454935622075,-0.0018622285487249757,-0.018518435004254097,-0.007141638619157065,-0.0003591377916351002,0.002023487606934049
2023-04-21,-0.003053435114503844,-0.0074672469426545485,-0.01809113599540657,-0.0012232204531675839,-0.0031995522668433196,0.00576221107764896,-0.005260205767649184,-0.0014992503748125774,0.003731330323946791,0.0006738715483589619,0.0032286669062040474,0.000598838943207225,-0.00585617927608395
2023-04-24,0.003062787136294043,0.010582437765448649,-0.019059721196514,-0.013962838100494368,0.005252416188252562,0.014062423941992863,-0.010993611311124085,0.0043168168168168375,0.0018587672393890475,0.0020202532538884377,-0.0008554420325883605,-0.0098144783348032,-0.006703216238021281
2023-04-25,0.0,0.006094839799255736,-0.11075124041903162,-0.02253602524585896,-0.022351246464761276,-0.0023112520740090625,-0.008301622912960216,0.0024294524387964422,-0.0018553186338938765,-0.010752819317427664,-0.001141665463848307,-0.01946090348147711,-0.0006135444275003898
2023-04-26,-0.007633587786259555,-0.0182346742882028,0.028404907573193583,0.0724347567962329,-0.0008907000898175088,-0.013127370439227293,-0.007661760638582926,-0.007829977628635354,0.005576226494887759,0.0,0.0021634618019785723,0.00024650693280769964,-0.004706334996206207
2023-04-27,-0.004615384615384577,0.015570946937771613,-0.021954609856421503,0.03202759796683097,0.001188621070323581,0.01630151271550817,0.08864736533911866,0.010898158586997386,-0.0018484598088285287,-0.002717389174101137,0.015233554990060849,0.011461675032923724,-0.005550985490189175
2023-04-28,0.057187017001545604,0.0033029443455370178,-0.005792925535123783,0.007971732770402085,0.0023746463139142637,0.023995928901052954,0.006829580727993001,0.010780669144981436,0.003703765880027632,0.04904649735406319,0.005215646940822438,0.0,0.004754984169745402
2023-05-01,-0.010233918128654929,0.007336088715491629,0.015841189905461128,-0.00553281309965481,-0.016434742414180303,0.011152874130483381,-0.0033916269737798155,0.006987863184994447,0.002767517962910304,0.0,0.014787438338779602,-0.0009747999433675769,-0.0018518334710336815
2023-05-02,-0.008862629246676468,-0.004660071619342676,0.005198053285912829,-0.0004908819795874653,-0.005569785460743049,0.0019828482819916893,-0.01701574641091419,0.0018261504747991708,0.0009199599818618953,0.0,0.004857318810524092,-0.011098866403519647,-0.0006184230401629076
2023-05-03,0.004967709885742577,-0.008005861670803638,0.0,-0.003307061830045477,0.010293677419116465,0.005071164747648238,-0.013448763738370895,0.0006379876048121513,-0.009191181530447734,0.04675313404628212,-0.0064972617911164265,0.004810056497791759,-0.000618859801108318
2023-05-04,0.004943153732081207,-0.004413214390599385,0.002853132410702619,0.003318034776204515,-0.026071290372547407,-0.005783918389703935,-0.005803653624441463,0.0006375808361416269,0.0037105621840711756,-0.009925680069694853,0.00346690645662151,0.0024548538756050675,-0.003715133490052369
2023-05-05,0.004918839153959631,0.014365457267969006,-0.0014225618659219341,0.017157231824574737,0.024923119178185127,-0.0024756105380644433,0.012082532519696931,0.000637174585836453,0.0018484598088286397,0.01503778030076619,-0.011346293972100963,0.019958429280733103,0.001864547900088942
2023-05-08,0.014684287812041008,-0.0033584277458302836,0.018518562795897253,-0.0064381137591988935,0.002701895793377318,0.0019854035163189288,-0.01891352923393519,0.0019103065587191548,0.011070071851640773,0.0,0.005162417699972721,-0.01200480148096339,0.004962729653101183
2023-05-09,0.02170767004341534,-0.0045470956448735445,-0.030769188087303334,-0.00534584133845073,0.0008981670037837564,-0.0013622366607004555,0.003281348998801059,0.009805701834029401,0.005474470478337157,-0.0049383318836698775,0.004029690016054577,-0.011543190065731457,0.0024691112947115013
2023-05-10,-0.012747875354107596,-0.0006321578276172746,-0.003607503448640359,0.017296408985647105,-0.01017051000550695,0.005704353769274695,0.005859911709873433,-0.01510519690703116,-0.0018149124251506388,0.007444227513751844,-0.005862872006097475,0.009834088097891103,0.001026280353618958
2023-05-11,0.0014347202295552641,-0.002673082496409851,0.028964517184754568,-0.007044322065349329,0.0030220149187056844,0.006535126871377139,-0.002303186215530717,-0.010041993792222037,0.0,-0.012315388991029796,-0.005660023284434934,0.0002434162227020753,0.015583339353968606
2023-05-12,-0.004297994269340966,0.0050536074379070595,-0.03518648687711978,-0.0036760639279866947,0.0009039649061628463,0.004287714263042863,-0.0073329837045497115,0.021394319439321352,-0.009090914442330567,-0.004987592659374873,-0.008677672658163993,0.0019472272809402114,0.004441743795712494
2023-05-15,0.01726618705035965,-0.008896088465749852,0.03501085032297202,0.0015858828767811861,0.025285975969934427,-0.010978305550444767,0.014500755268326726,0.017515348501264016,0.005504605277423025,0.06766932119424363,0.010560572542335,0.0066803766565182165,0.0028141127845731084
2023-05-16,0.011315417256011262,-0.014665374739523118,0.014094433305324783,0.007367668979037845,-0.0058720127679233736,-0.003823448211486613,-0.007955824408711676,0.002129547471162452,0.005474470478337157,-0.03051646718659906,0.004728472489870628,-0.01652986441346682,0.011725759118624834
2023-05-17,0.006993006993007089,0.01061034838017716,-0.04100065425109456,0.0072496626561315836,0.003839369928289038,-0.003218949085573075,0.02433058207085015,-0.0012395962457941723,0.012704166630554514,0.00484267451576903,-0.013762575134115163,0.009323941687128467,0.006438879931572439
2023-05-18,0.00694444444444442,-0.011509635940606278,-0.011594247126924806,0.01439486947029267,0.01735805011629843,-0.010185066116837338,0.01924093599387544,-0.0015957446808511078,0.005376361632901228,0.04337339240660576,-0.0007218096049724787,-0.0006076993363715033,0.0
2023-05-19,0.008275862068965578,-0.0008555467160027419,0.005132054533393049,-0.0005650906755918506,0.021110454123248523,0.003011643323088009,0.006119011009531494,0.0042621204049013706,0.0017824888880295653,0.023094730605489167,0.018378831792987604,0.0006080688594138906,0.009350360938114033
2023-05-22,0.001367989056087593,0.003759215917120029,0.014587891400164699,0.008921267734376181,0.004248023374337828,-0.01901659748859008,0.010093152065445254,0.013262599469495928,-0.003558706560415903,0.004514668944405775,0.018835230478538856,0.00401120511146269,-0.0014627121899022377
2023-05-23,-0.006830601092896127,-0.0024551468681478505,0.020848265774526586,-0.018431979093206596,0.011562319740488602,-0.017472295403603844,-0.024724575525730375,-0.00488656195462478,0.0053571604079618584,-0.008988874498286892,0.005607982461457883,0.001331726542174616,-0.003906177193774729
2023-05-24,-0.01375515818431916,0.0028991826376214558,-0.011267648616307246,-0.004472510367419025,-0.02899350799549727,-0.007268919417690256,-0.021279327146104254,-0.00210452472816558,-0.005328614167116497,-0.02040808923184556,-0.0010769003972765923,-0.018498353237004217,0.0
2023-05-25,-0.018131101813110173,-0.00650952405765548,-0.02350418758138839,0.03845788462479027,-0.012919917866275554,-0.003007365936690154,0.006173655499722264,-0.002811950790861162,-0.00892857659057722,0.0,0.00438913569069288,-0.0418822556429842,-0.004901997574292549
2023-05-26,0.0028409090909091717,0.007996601861054664,-0.004376384114566201,0.021385618966441866,0.013670662926236643,-0.0005246021708503745,0.008003180797006682,0.007578427916813624,0.0,0.027777816563728353,0.01004329806504023,0.006171295506131491,0.0024630727638599303
2023-05-29,-0.022662889518413554,-0.002601111503559239,-0.013186863121986692,-0.0037850861833456095,-0.0008607971480730781,-0.012399968685544716,-0.005160744791249727,0.008046178065418852,0.009009014264442783,-0.0225225629652539,-0.0023150228629934544,0.010989018488071656,0.0004914041884993559
