,1928.HK,LDO.MI,CMI,ABT,AAL.L,KBANK.BK,1972.HK,SAN.MC,034730.KS,PUB.PA,HINDALCO.BO,ITUB3.SA,CPN.BK
2023-01-31,0.015597880403490416,-0.016846890546733495,0.011020119444130616,0.00673896284142228,-0.015338730293992353,-0.006849315068493178,-0.041394367379436026,0.0025039548009107016,-0.008508508508508483,-0.005529963422267525,-0.005834924827555876,0.011737089622285923,-0.01041666666666663
2023-02-01,0.02218435299673116,0.015443188189369073,0.00549014351541488,0.011487983790211542,-0.022933794893985282,-0.0034482758620689724,-0.011363636363636354,0.014205444607839679,0.012115093387178089,0.02780356983553678,-0.001814055294166561,-0.008816641922763435,0.01403508771929829
2023-02-02,-0.02671122283906946,-0.003125071401394508,0.022318783714406765,0.0038454686670481575,0.0,-0.0034602076124568004,0.0,0.05725715378647367,-0.010972568578553665,0.06372103705186616,-0.004810776012988516,0.0023407881850114887,-0.0034602076124568004
2023-02-03,-0.010291569159055713,-0.007732435451095143,-0.0015594885144170068,-0.004097987389511393,0.008266902863891312,0.0,0.011494252873563315,0.01863448248381827,0.011094301563288056,0.05990389851503819,-0.012461098202672494,-0.0023353216915876773,0.03819444444444442
2023-02-06,-0.02426345766667848,-0.0014742984980433693,-0.02034278924316968,-0.009303165819930626,-0.018448023426061444,0.0,-0.013636328957297605,-0.015149409766663235,-0.014962593516209433,-0.0295920246687158,-0.026977034833327806,0.008426980338593903,-0.02341137123745818
2023-02-07,0.0,-0.0008437432550325585,0.0030291342531418852,0.011196368973088289,0.01044152744630078,-0.00347222222222221,-0.027649786192378567,0.021622431040598356,-0.009620253164556947,0.010988947648731706,-0.03946337372047937,-0.014391892298739273,0.0
2023-02-08,-0.005328583323728986,0.016888309879528496,-0.018079961001140288,-0.015983578441574497,-0.012843224092116912,0.0,-0.0047393544863415515,0.0024148009170987805,0.02249488752556239,0.005434803453420622,0.01559586032184268,0.06547344922131115,0.006849315068493178
2023-02-09,0.0535714285714286,0.013493887980981167,-0.003844429387300341,-0.019328469259562553,-0.0002990877822640625,0.006968641114982521,0.009523845854259694,-0.0075102695329238855,0.0024999999999999467,0.011081076957083935,0.018450649864255153,-0.022988525131340976,0.017006802721088343
2023-02-10,-0.025423728813559365,0.009627187961746664,0.003087400453077649,0.000832830272409657,-0.03425579655946143,-0.01038062283737029,0.016509361392709865,-0.015277034279920443,-0.007481296758104716,-0.009890375124135709,-0.02520538326362054,-0.006334900207262351,-0.006688963210702337
2023-02-13,0.0,0.016940537660268484,0.007775790471339805,0.0033283373591743715,0.0023234200743493805,0.0034965034965035446,-0.011600928484956197,0.009279415865133922,-0.015075376884422065,0.0005399691487395497,-0.013159371510496398,0.03369770989608245,-0.013468013468013518
2023-02-14,0.012173926311990435,0.007980042568598522,-0.001727988595520813,-0.011610712733250206,-0.006954102920723182,-0.006968641114982632,0.007042325410881345,0.005746295367089704,0.010204081632652962,0.011063136325396794,0.01672708782850907,-0.011894292893790626,0.010238907849829282
2023-02-15,0.0,0.01088576104252037,0.02185899358210741,0.00018643149979613582,0.0034235916588858384,-0.007017543859649145,-0.011655011240463087,-0.0084273697856877,-0.05909090909090908,0.007739447328062754,-0.0017257247801818476,0.010699945066999561,-0.006756756756756799
2023-02-16,-0.001718252362670758,0.022515862829239452,0.0005121528706588663,-0.011185654007238699,0.011631513647642588,-0.014134275618374548,-0.004716998956176499,0.023912401537281358,0.008051529790660261,-0.005031743515746756,0.0013829805118696914,0.007057778865180442,-0.006802721088435382
2023-02-17,-0.030981054807811992,0.0009574178242237608,0.013781155188318683,0.006221681950627778,-0.015943584240380226,-0.010752688172043001,-0.009478708972682881,-0.008441185207367807,-0.0037273695420659836,0.005855768498540526,-0.011623934097486965,0.0030661276854206942,-0.013698630136986356
2023-02-20,-0.01243340625977618,-0.021520840087196347,-0.017972962305392248,-0.02171161045342851,0.03988160149556008,0.007246376811594235,-0.004784707334686611,-0.003830867047338038,0.00427578834847675,-0.00661550658754495,0.011877052109938058,-0.012576407429664482,0.0
2023-02-21,-0.00539566987938267,0.022971712694738855,-0.006100633898222463,-0.007397822116472774,-0.05498127340823966,0.003597122302158251,0.0,0.0035607599620324226,0.0,0.005327670699569076,-0.0069044879171461515,-0.004245529316324936,0.00694444444444442
2023-02-22,-0.0036166503742991463,-0.01146678297270809,-0.00501396637613849,-0.009261930249301331,-0.021718452758402007,-0.021505376344086002,-0.002403809562235959,-0.015895541938017566,-0.020223523150612044,0.0005298527338915004,-0.004403230351064602,-0.0042636306853935935,-0.0034482758620689724
2023-02-23,-0.003629708780048757,0.00966644999653865,-0.009518435801987635,-0.0013633205406565763,-0.024631340139361524,0.00366300366300365,-0.02168678375611821,0.015286983899766016,-0.00869092884302014,0.003972498213628439,0.016410585877109973,0.004014279762784456,-0.02076124567474047
2023-02-24,0.009107467870730579,0.00239354456055918,-0.014334179921119405,-0.020380340371421557,-0.054327961455391316,-0.010948905109489093,0.014778382053408423,-0.01136362558800319,-0.011506849315068512,-0.006066988740756507,-0.04912397111939082,-0.02709909392043852,-0.017667844522968212
2023-02-27,-0.0018050954163175703,0.014804176601532992,-0.0037278426112576923,-0.00686842970032342,0.0,0.0036900369003689537,0.002427147385178019,0.020833330478704726,-0.01164079822616404,0.007430965420093472,-0.008429672199178007,-0.011415525312998942,0.021582733812949728
2023-02-28,-0.016274823211543388,-0.0009411980124081065,-0.0004934009814688833,0.01954499993232428,0.013527758257203093,0.007352941176470562,0.0,0.04785364555596838,0.0016825574873808868,-0.008956800863753611,-0.030361913114819505,0.00323324231212907,-0.010563380281690127
2023-03-01,0.04963229545053882,0.00047104235032802144,0.025218055112048887,-0.008749502349271632,0.033107990986306124,-0.0036496350364964014,0.02421307550782359,-0.00873069922387315,0.009798432250839761,0.01408832028288387,0.03469432655917526,-0.011970544986250164,-0.014234875444839812
2023-03-02,-0.04903676553213143,0.008003770156585155,0.014686362123181418,0.01785178408881971,0.0030201342281879207,0.00366300366300365,-0.0070921806730841475,-0.0017615191385503826,0.009703354588300517,0.004456046189932561,-0.00532618751838787,-0.024231061164922574,-0.018050541516245522
2023-03-03,0.012891358614636639,0.008407300628614056,0.0205243901673704,0.017733603659076724,0.017898962863833967,0.018248175182481674,0.0023809160505021687,0.030813052328006796,-0.0016474464579900872,0.012265167652561582,0.013995375233245788,0.0,-0.02573529411764708
2023-03-06,0.023636349764737385,0.010189870856861738,-0.000775060873143607,-0.016275701272491117,-0.03648315529991786,0.008064516129032251,0.009501224236974526,0.01606534364550738,0.014301430143014215,-0.003867015270393126,-0.0049208312062228865,0.007640871219266598,0.0
2023-03-07,-0.007104755179434208,-0.0018339756606217117,-0.00608848559616626,-0.026958604798699826,-0.027460344533515313,0.002666666666666595,-0.0047059003044575,-0.02397614578263918,-0.018438177874186557,-0.0010352203974945962,-0.007960409818216663,0.010426507553416897,0.0
2023-03-08,-0.02325586791184564,-0.011483692914248111,0.0007802945209940404,-0.005801178351475422,0.010347246580147296,-0.024822695035460973,0.009456301018758495,0.014207923537887357,-0.017127071823204387,-0.003367804625824644,-0.008024286426671745,0.013133240649786826,0.0037735849056603765
2023-03-09,0.005494561541059539,-0.0037174684946251757,-0.023041789653934996,-0.015593591830622477,-0.023433431695886076,0.0,-0.01639346019747623,-0.013223334904685968,-0.0202360876897133,-0.014296933566558367,0.0025738148340483935,-0.012962994523172067,-0.007518796992481258
2023-03-10,-0.04918034039883801,0.028451431334338695,-0.034958873185506945,-0.009095548324242642,-0.0003554923569143442,-0.010909090909090868,-0.009523845854259694,-0.04205922536264961,-0.011474469305794655,-0.017405060107640424,-0.008312943512186699,-0.022983104039965063,-0.015151515151515138
2023-03-13,0.04214560786944266,0.0009070502700998517,-0.022992360635934572,0.012685678305978332,-0.02987197724039825,-0.05882352941176472,0.004807710823929057,-0.07354566148510222,0.002321532211259525,-0.03327960063414481,-0.008382627823769306,-0.012962095955477593,0.011538461538461497
2023-03-14,-0.02573532144503532,0.029451727572189723,0.006475911347118002,0.003666367261436765,0.015395894428152479,-0.01171875,-0.026315753449723145,0.030198783134978147,-0.029530978575564526,0.02276512172135403,0.0011188007851712367,-0.0029182620379816226,-0.034220532319391594
2023-03-15,-0.011320725926813102,-0.06822179946763818,-0.030699306106563684,-0.0076103498404368475,-0.07599277978339347,0.03952569169960474,0.0024569649200634203,-0.0689304772648105,-0.009546539379474916,-0.034744809283258404,0.008319896074248767,0.001463448129049194,0.027559055118110187
2023-03-16,0.0019083677711670965,0.015588092702729206,0.0058570472148589126,0.012576643038427537,-0.03145145536237548,-0.01520912547528519,-0.004901979575474891,0.02602872453415661,-0.01867469879518069,0.015747962231923873,-0.051601015288254115,0.002435423058366748,0.003831417624521105
2023-03-17,0.020952351888020804,-0.02930228654728384,-0.028597264185428628,-0.020397825587863072,0.010084711577248884,0.019305019305019266,-0.007389144047671881,-0.04648340030155973,0.012891344383057168,-0.029069747179135796,0.030385696865213196,-0.02186592636577689,0.01908396946564883
2023-03-20,-0.03358207627430454,0.009583078464225236,0.021135803760636618,0.00886507155358962,0.048722044728434444,-0.018939393939393923,-0.004962798181781025,0.027720290678475257,-0.012727272727272698,0.019389800715513994,-0.027851260977866943,-0.0009934700073916947,-0.01872659176029967
2023-03-21,0.02702705688221818,0.029425764034809232,0.019132903740178175,0.0047001029075652845,-0.009329779131759364,0.019305019305019266,-0.0024937276290828425,0.046659375515569534,0.02639656230816456,0.018741207522945835,0.006740926895646426,0.013426083650940335,0.011450381679389388
2023-03-22,0.024436075534159718,0.017058502663648722,-0.02107779384872277,-0.014949671446450208,0.0009609840476647591,-0.011363636363636354,0.022500038146972656,0.002221614876302791,-0.011363636363636354,-0.0021965409220046084,0.011975340098495657,-0.002944036722920318,0.0
2023-03-23,-0.01100914631414851,0.0022665977162135142,-0.014121912294847938,0.0018583553999744762,-0.006720430107526876,0.00766283524904221,-0.007335037666636457,-0.018915362146783243,-0.012099213551119203,-0.014034075932629952,0.014887327660535465,-0.024606299582147995,0.026415094339622636
2023-03-24,-0.01298702677407837,-0.03482589038930961,-0.01012426950883949,0.010408101058342556,-0.018751208196404412,0.0,0.0,-0.029974376197300256,0.01163502755664414,-0.0418643573358658,-0.026203565720463673,0.002018209694412132,0.007352941176470562
2023-03-27,-0.0075188255665881165,0.02858484564151209,0.013577528485004375,0.004181499438591807,0.0003940110323088497,0.0076045627376426506,-0.014778288095344094,0.021739109509576915,-0.001815980629539915,0.023011857229656485,0.004248728905760668,0.012588116430857221,0.0
2023-03-28,-0.0018939105220840968,-0.009567243030618067,0.011104275338639669,-0.013711136366788668,0.01122489168964158,0.01132075471698113,-0.006999969482422097,0.010182357604683112,0.0072771376591873604,-0.01252843508231194,0.00730770795773239,0.006961680029804462,0.014598540145985384
2023-03-29,-0.001897576610448315,0.005059825736415169,0.014163688245911521,0.01554939889547824,0.02590068159688408,0.003731343283582156,0.0095668993388629,0.017301075792576004,-0.0024081878386513766,0.028546650953223285,0.01425481994784561,0.005432128906249778,-0.003597122302158251
2023-03-30,0.011406887951024514,-0.004576676417568093,0.005930082867988906,0.004664358869008067,0.02031131359149585,-0.0074349442379182396,0.009975100775553747,0.02099966278685872,0.042848521424260655,0.01738163101790713,0.008533050049745583,0.028978395623815656,-0.018050541516245522
2023-03-31,0.02631574607338938,-0.005057499326508452,0.02046225221007658,0.0220024249584998,-0.0035348837209302486,-0.0074906367041198685,-0.0024690981264468004,-0.007531803361025324,-0.0017361111111111605,-0.011022361967143346,0.008460853166214921,0.005250534558333575,0.011029411764705843
2023-04-03,0.06959712743506596,0.012476916145054417,-0.0010047115215097158,0.0032588800582502575,0.0,0.0037735849056603765,-0.01980205498867016,0.0035025817543961058,-0.004057971014492789,-0.0008358534356934788,-0.0075261882614896525,-0.03086418020007231,0.0036363636363636598
2023-04-04,0.0017123025943206471,0.008671863778221489,-0.02824340223936661,0.01191068764135661,-0.01643017176997763,-0.011278195488721776,0.004040400342860462,0.0023269736783251282,0.01571594877764837,0.001952027150942337,0.0014296293654665337,0.021558086102259733,0.010869565217391353
2023-04-05,-0.007692320734007718,-0.005429902134029607,-0.04980589951254799,0.013715914307949495,-0.008921791951404745,-0.01520912547528519,0.006790756266643161,-0.008125396268825469,-0.005157593123209181,-0.01391594755783998,0.001427588443106531,-0.002398136378626514,-0.0035842293906810374
2023-04-06,-0.007751951229176934,0.02729756114492976,-9.078407944995703e-05,0.006909137578242186,-0.0038306837770542,0.0019305019305020377,0.006744952935230142,0.031012272418548648,-0.026497695852534586,0.010443097056104689,0.004586602393755523,-0.002403809562235959,0.0
2023-04-07,0.000694447111936336,0.0021257730020292076,0.006093127436754164,-0.002930533101487387,0.008344549125168133,0.0019267822736031004,-0.000496270352427941,-0.005675363600180172,0.012426035502958621,-0.00139664807445683,0.003917803180305102,0.0020481936902885245,0.0
2023-04-10,0.0020818955694434926,0.006363791030923105,0.018168678238398295,-0.008817439101619695,0.0248264815803525,0.01538461538461533,-0.001489550276924545,-0.01712327159285465,0.0011689070718878813,-0.004195804285346827,0.011707541696821977,0.0061320215031142045,0.010791366906474753
2023-04-11,0.000692523428357239,0.002107849761567193,0.01838728051124039,-0.003953674491615433,0.008075019536337491,0.022727272727272707,-0.0004972574489456871,-0.005807195381325347,0.005253940455341555,-0.0014044944121219816,0.014093107721010467,0.032504794583932295,-0.003558718861209953
2023-04-12,-0.022491336578202126,-0.004820359851999134,0.012921475492002399,-0.007067512348369442,-0.0123661867847914,0.007407407407407307,0.00995019163159827,0.017085295290530045,0.023809523809523725,0.014346051959933659,0.000838639267753738,0.010185153216164977,-0.0035714285714285587
2023-04-13,0.008849557522123908,0.03214449489274007,-0.00747360810250719,0.010237939515920225,0.011586619323491032,-0.003676470588235281,0.014778382053408423,-0.0008614561134561161,-0.02041973908111172,0.016638892159485552,0.010174766281533021,-0.005957798468596565,0.0035842293906809264
2023-04-14,-0.03157893398351841,0.004692777324944997,0.010948583863811034,0.003378037564514047,-0.011084426380934764,-0.0036900369003689537,-0.00970877472018672,0.03764909897375501,0.011580775911986141,0.002454995989156883,0.003999288899586562,0.01429227562514912,0.0035714285714285587
2023-04-17,0.02898547920302419,0.0004246381828370005,0.0038953968568629094,0.0053866637507251625,0.013076779376050895,-0.011111111111111072,0.004901979575474558,-0.019664893302653308,-0.026903262736119093,0.02448983743888178,0.011950074896875496,-0.0027272484519265117,0.01067615658362997
2023-04-18,-0.010563353559512323,-0.018251286711503445,0.006140211560517139,-0.0035399457431196657,0.032638760833487046,-0.0074906367041198685,-0.004878067388766949,0.017092783323214622,0.0,0.014873772533815943,0.006298067675699404,0.0,-0.010563380281690127
2023-04-19,0.023131658708407388,-0.012105438368186894,-0.006399430931768424,0.07815649803544011,-0.01375000000000004,-0.007547169811320753,-0.01960782480441514,0.01041670667904504,0.002941176470588225,0.004710816788501937,0.003940686673813865,-0.016864212863579642,-0.014234875444839812
2023-04-20,0.03999998673148797,-0.0013129403126765915,0.00012795384810115884,-0.01727671587486812,-0.01720079666847729,-0.041825095057034245,0.002499961853027255,-0.015395187228551044,-0.013489736070381286,-0.007814515286015844,-0.009351231247913705,0.0018544699162392764,-0.0036101083032491488
2023-04-21,-0.015050129141538249,-0.00920241399128019,-0.006823570768850096,0.011871365710036663,-0.05950626381724389,0.01984126984126977,0.007481373146470904,-0.010330850291907168,-0.007728894173602896,-0.006300910409696936,-0.015848940651293164,-0.002082372745162653,0.0036231884057971175
2023-04-24,-0.011884562730136716,-0.018575854266083103,0.008716930336369444,-0.011284274537938566,-0.015866797257590548,-0.0077821011673151474,0.0,-0.0008463876105481161,-0.010185739964050367,-0.0026419677186899637,0.013025458851391392,-0.006260154209995372,-0.0036101083032491488
2023-04-25,-0.04467357826005369,-0.01757554247907711,-0.006172563644108675,-0.0038949302466719793,-0.03423566878980888,-0.0117647058823529,-0.0024753040851815955,-0.05972050328366629,-0.012711864406779627,-0.012450363462334413,0.0044418326042883205,0.008866100389729237,0.0
2023-04-26,0.0017986023662375228,-0.01100916419804987,-0.024115500389378153,-0.011093945686648232,0.0,0.007936507936507908,0.01736974630748156,-0.010810815067940016,0.0018393623543837556,0.010461357361015278,-0.011520963015876795,-0.007863092955364248,-0.007246376811594235
2023-04-27,-0.010772033763015276,0.007421143384760187,0.01343105619980145,0.006896551724137945,0.00041220115416318315,-0.003937007874015741,0.004878067388767171,-0.0033393801710289717,-0.009179926560587526,-0.020175162157553217,0.014363021922787045,0.017715577960404794,0.007299270072992803
2023-04-28,0.010889334036917608,-0.005064397167604873,0.017973900590994685,0.00885845863655832,0.007416563658838138,-0.011857707509881465,0.021844604235813803,-0.02939382275833513,0.0037059913526868993,0.0040639806691689095,0.011954560259963332,0.011910225826409437,-0.01449275362318836
2023-05-01,0.013464990838905289,-0.010064816312004954,-0.0019570773834993727,0.005793422490960376,-0.022852760736196354,0.014999999999999902,-0.005344404654401891,-0.019417851651496565,0.013384615384615328,-0.009713967710122562,0.017289805330128027,-0.027161585498002738,0.005514705882353033
2023-05-02,0.004428697902943757,-0.0033890489255766765,-0.029584800013790047,0.003510029587850738,-0.0077957411186103664,0.0049261083743843415,-0.0017910402620466837,-0.006600790385656863,0.0044026112038864085,-0.003269751497171125,0.0056653162286490755,-0.009306645068392294,0.001828153564899404
2023-05-03,-0.049382701929180484,0.02720449962515059,-0.014013365181687387,0.0023318577240400984,0.017928707023834534,-0.0039215686274509665,-0.01674643004105192,0.005154572659288759,-0.009068923821039854,-0.010934978290223163,-0.009753376913712142,-0.007984972709416782,0.007299270072992803
2023-05-04,0.007421107604043353,-0.057990889492485875,-0.013366005973668105,-0.008052984150643261,-0.014919187733112294,0.003937007874015741,0.00973239758465616,-0.020192296817692634,0.0012202562538132788,-0.057213921430732895,0.0084908865658877,0.003787875024959364,0.007246376811594235
2023-05-05,-0.009208103260133105,0.01260301693934629,0.02226239784380102,0.0036081681731614523,0.02944888514934796,0.0039215686274509665,0.0024096017860504304,0.030094867511564205,0.004265691651432091,0.0322485621353894,-0.02537042646568821,0.030188649368694698,0.007194244604316502
2023-05-08,-0.02973974901135179,0.0,-0.011661804632502881,-0.0032356696336458546,0.0,0.01171875,0.021634652857951187,0.012067357149298186,0.01274271844660202,-0.0019880629549657858,0.025570158828490674,0.019688658524337432,0.021428571428571352
2023-05-09,-0.03831417568522233,0.0019148356484472995,-0.012067632701983522,-0.005861149837110058,0.0,0.030888030888030826,-0.0023529052734374556,-0.000627578737790957,0.004793289394847244,-0.005122376445709453,-0.010893993644502165,0.009878729628754801,-0.020979020979020935
2023-05-10,0.02589639875105898,0.019589098969612362,-0.024837090124538164,0.00399095184948961,-0.001225991009399241,0.0037453183520599342,-0.002358544462723988,-0.013029781437904342,-0.004174120453190211,-0.005434743469240333,-0.009310789251020912,0.016896446064140758,0.0
2023-05-11,0.009708737864077666,-0.003280210605608902,0.006494984350096322,-0.00578190781039345,-0.03948445171849424,0.003731343283582156,-0.01891251185554743,-0.0014315732629894828,-0.004191616766467066,0.009203327311224418,-0.03518626040920492,0.007870502458327877,0.0035714285714285587
2023-05-12,-0.005769216097318175,0.04043247223763102,0.001382821184502614,0.003998135391280133,-0.004259850905218299,0.0074349442379182396,-0.012048192771084376,0.001114999939237027,-0.009621166566446182,-0.00598458488342779,-0.03825138117601201,-0.003904562063637096,-0.003558718861209953
2023-05-15,0.02321084613599589,-0.0009036850959532883,0.0069044879171460405,-0.005882899252838469,0.018181818181818077,0.011070110701107083,0.014634109124904704,0.0017502238137869774,0.004857316332726125,-0.005447317534056362,0.014575159565172635,0.002613300334650015,0.0
2023-05-16,0.011342125837701111,0.006331948701208789,-0.027977120535714328,-0.004096840524811185,-0.006092436974789894,-0.010948905109489093,0.0,-0.002700158569561073,-0.014501510574018162,0.0020178638684154038,0.00413922970276448,-0.005647309536494283,-0.0035714285714285587
2023-05-17,-0.01869158878504673,0.015730354223358445,0.014485264357456007,-0.005210711198506135,0.0019023462270133518,-0.014760147601476037,-0.01923075159625809,0.0058926868031834445,0.006131207847946074,0.012082911505274518,-0.011396657999545923,0.006553146783688346,-0.032258064516129004
2023-05-18,0.013333347865513323,0.0017698675886532733,-0.004914064180568389,-0.0032163065162895688,-0.01751054852320677,0.0037453183520599342,-0.009803865653465804,0.0055414578050452246,0.017672151127361424,0.016202378905049608,-0.0011650872928462563,-0.001302113083914258,0.0037037037037037646
2023-05-19,-0.0037594127832941693,-0.007508837494566212,0.009457250580104049,0.0042407954208159016,0.009233412067854774,-0.011194029850746245,-0.013861419607429926,0.0077153620703998005,0.008383233532934131,0.0013985800576377105,-0.0011664463046133777,-0.012168652058249796,0.011070110701107083
2023-05-22,0.0,-0.003115251311227918,0.006230414201350065,-0.006242543865516481,0.006595744680851112,0.0037735849056603765,0.011546161714629966,0.009218752246815676,0.02494061757719712,0.00754191238876234,0.0023356169810235805,-0.010558723095097422,-0.010948905109489093
2023-05-23,-0.01320756156489522,-0.016071370943467445,-0.009402389869446304,-0.023187086708826632,-0.008243500317057673,0.011278195488721776,-0.014392010603912375,-0.0013934511854670761,-0.004055619930475096,-0.005821987420276842,0.006131959590745639,0.00266782865953763,0.011070110701107083
2023-05-24,-0.0535372710880736,-0.049909271133231625,-0.025233804315457964,-0.01607714188184839,-0.028772378516624064,0.011152416356877248,0.0020140486882900266,-0.025891445245415867,0.0005817335660267542,-0.021193589606662844,-0.0076792401763086104,-0.00576492971906406,-0.007299270072992692
2023-05-25,-0.002020171194365483,0.001910172261631704,0.0020425019572678504,-0.01826222134909017,-0.005047180162387588,-0.011029411764705843,-0.018090387432355137,0.00429730231445502,-0.01279069767441865,-0.011111094205202954,-0.006510241925943183,0.028099873265956754,0.0
2023-05-26,0.004554644146671505,0.01143945549831904,0.007963560022349991,0.007147085973133294,0.02271724746360837,-0.014869888475836479,0.0007676492212278507,0.013312220505222294,0.0176678445229681,0.010947884705800215,0.02225519321423075,-0.00477217816242137,-0.007352941176470562
2023-05-29,0.013601980260239399,0.002827586014729766,-0.012626981663835357,-0.00845730264754907,-0.01730644813456972,0.0,0.002301181163755217,-0.017047263854117922,-0.0004340277777777901,0.0014248856324630133,-0.0004535558847805765,-0.008282499112218233,0.029629629629629672
2023-05-30,0.02385687437655659,-0.017387256921734595,-0.004262820443521664,-0.0028431462306602873,-0.005870412026115157,-0.018867924528301883,-0.02857140076751319,-0.010182920352639457,-0.0001447387465624006,0.003699518223484466,-0.00015125389702197456,-0.00483519166380475,-0.014388489208633115
