,VWS.CO,4755.T,DHL.DE,004020.KS,LVS,018260.KS,A,016360.KS,4528.T,EBAY,DGE.L,AMGN,TECHM.BO
2023-01-16,0.008866046987528353,0.004823151125401992,0.024457268754555672,0.005797101449275255,-0.007094785058434194,-0.004016064257028162,-0.007264868835381577,0.017316017316017396,0.004186289900575568,0.008268517424368405,0.005979073243647326,-0.0063758072310697855,0.031402652543780496
2023-01-17,-0.010638312137943307,0.0,0.022979642286305113,0.0014409221902016434,-0.0023818269027326977,-0.0040322580645161255,-0.002439344462693005,-0.0028368794326241176,-0.015806843842278928,0.0027335699044042094,0.017560448466837686,-0.002138906331478063,0.010728760726725461
2023-01-18,-0.01542771335732629,0.011200000000000099,0.016473227755763098,-0.012949640287769792,-0.0012855774810541787,0.0,-0.008558472487145363,-0.002844950213371278,0.019943522767384314,-0.0168911889629072,-0.02628434886499398,-0.01866972952492285,0.002438604711865189
2023-01-19,-0.04487185153444995,-0.006329113924050667,-0.03425406250052676,0.0,-0.0001839304162193356,0.0,-0.007788746348963205,0.014265335235378096,0.00017304031839415757,-0.009569348218562035,0.006680299931833611,-0.008926267023657286,0.004388242867576997
2023-01-20,0.004474318581071168,0.0079617834394905,0.01207725532689996,0.026239067055393583,0.0036785132769638906,-0.0080971659919028,0.01995161345704055,-0.005625879043600568,0.0015570934256055047,0.02459373977532997,-0.003385698808234028,0.004617759266935195,-0.004796435270848609
2023-01-23,0.004454312709185393,0.034755134281200695,0.0026378480450024444,-0.014488636363636398,0.01502656586787543,0.023020408163265227,0.02013852890279111,0.0008486562942009446,0.002936603903955781,0.02143163316052732,0.0070661774697649005,-0.008623268112306182,0.016510713830526047
2023-01-24,-0.005912771452508125,0.009160305343511421,0.0013781083785031623,-0.004900547708273306,0.0014443370994086102,0.007500797957229466,-0.021186943096400346,0.00028264556246471173,0.006544953496383066,-0.020352522530605932,-0.004722709485899368,-0.0048664176255179825,0.005445544043820139
2023-01-25,-0.025130147827602256,-0.004538577912254205,-0.010634285886097383,-0.004924681344148363,-0.008112506815152187,0.007444954855061026,0.00044956043632948806,0.0002825656965244061,-0.00017111567419580975,0.04797604935429178,-0.0035249457700651243,-0.012167899551695949,-0.01872261496967964
2023-01-26,0.0043725881756018214,-0.0075987841945288626,0.0011380416768691504,0.03202328966521106,0.06088692196018308,0.0007861635220125507,0.0030174707067192053,0.0014124293785311437,0.0030806092760569115,0.0047005832986271034,-0.0552380952380952,-0.006470739872212583,-0.009849146715892099
2023-01-27,-0.026728758523591023,0.029096477794793296,0.010483792475067366,0.007052186177715081,0.00942263572254598,0.009426551453260101,-0.003456399544902622,0.0,-0.008530967411704449,-0.0032546755066870103,-0.01440092165898621,-0.004825843388121531,-0.009947117333913957
2023-01-30,0.008738208585096663,-0.0014880952380952328,-0.017125034332275524,-0.026610644257703098,-0.017651003617617622,-0.01478599221789878,-0.02537090941166098,-0.026798307475317307,-0.0029254861469626414,-0.0022449104153380306,-0.0033606078316773536,-0.0081214177337392,0.005824394367619057
2023-01-31,0.024956152815110544,-0.02086438152011927,0.0016533751412137754,-0.015827338129496438,0.019350361285700668,-0.012638230647709303,0.002240650623318574,-0.03188405797101446,-0.02537107352433554,0.012477001799282572,0.0321067292185897,0.0032195141714057574,-0.020122603995386013
2023-02-01,-0.0048294167470238625,0.015220700152207112,0.024504827994258793,0.016081871345029253,-0.0013559632382150744,0.0032000000000000917,0.022159357421176473,0.022455089820359264,0.013989729059677769,0.018181849007654627,0.0072443181818182545,-0.023732133039716774,0.008815140662501664
2023-02-02,0.0352845792594636,0.0,0.05985864488190473,-0.018705035971222972,-0.025797635612750947,-0.003987240829346095,0.00032166646985820613,0.005856515373352744,-0.0038421236465245867,0.02499996594020404,0.00028204766605566256,0.00048697339963554853,-0.007859397405876267
2023-02-03,-0.015136748326767258,0.011994002998500841,0.0007016509628587908,-0.0014662756598240456,0.011846694897197807,0.0024019215372297342,-0.006109305133390253,-0.0029112081513827937,-0.014901823281907478,-0.019357336487682786,0.009022980403214476,-0.005516572494567273,-0.004083865739235026
2023-02-06,-0.0022310210959380905,-0.011851851851851891,-0.019747632685758965,-0.001468428781204123,-0.003960112770014068,-0.0023961661341852514,-0.014946603125075009,-0.01897810218978102,0.00943228332443491,-0.013422824856374693,-0.004750593824228044,-0.005383986928613194,-0.006570785493914433
2023-02-07,-0.008298127547554324,0.010494752623688264,-0.008940279001748874,-0.03529411764705881,0.0032843983823309664,-0.0008006405124099114,0.014910594664776289,0.0044642857142858094,-0.0029971791255288815,0.003801493166250003,-0.01572371191913524,0.0006151072082432041,-0.0031331055675060115
2023-02-08,0.04469384751532446,-0.005934718100890191,-0.0038489258741088994,0.024390243902439046,-0.008787080085900234,0.060096153846153744,-0.0005824628897170836,0.03555555555555556,0.003006189213085708,-0.020131519999902703,0.002424761089716121,-0.015573782999007468,0.009279109795927942
2023-02-09,0.03549157744117215,-0.004477611940298498,0.0071239310487709595,-0.0014880952380952328,-0.0001737931817374916,-0.006802721088435382,-0.013210680678165332,-0.012875536480686733,0.008286318758815137,-0.015663150125176495,-0.002134319863403511,-0.0008326267726193048,0.004201473037702019
2023-02-10,-0.012968910940827971,-0.010494752623688153,-0.01810336973904747,0.0,-0.01234351666937139,-0.03196347031963476,0.0011156199205797357,-0.004347826086956497,0.0,-0.006406231917830185,-0.00570369314130903,0.01041666666666674,0.0020181018090212888
2023-02-13,-0.006335082425383942,0.018181818181818077,-0.0021978058830548486,0.0029806259314455463,0.012497783265438489,-0.02515723270440251,0.0134382367141761,-0.0029112081513827937,-0.009966777408637828,0.017678836142890564,0.01462785027965019,0.004783520256121054,-0.014786057035866329
2023-02-14,-0.016765067540768896,-0.014880952380952328,0.0039158062903106305,0.017830609212481363,0.0006954262032163872,0.03548387096774186,-0.010090638782628947,-0.0014598540145985828,0.01925114800423877,-0.002656878546994035,-0.004946996466431042,-0.010793748843817563,0.00942362616879322
2023-02-15,-0.0019212002994591915,0.07703927492447127,0.005728927540932904,0.008759124087591275,-0.017546944269169695,-0.015576323987538943,-0.008429125344516786,-0.030701754385964897,-0.010743372032576692,0.017418079961215138,0.008806818181818166,-0.0039828712605900485,0.05789081312515432
2023-02-16,-0.006015399334179272,0.004207573632538653,-0.0025451348810527907,0.00868306801736618,0.004774543968282252,0.03639240506329111,-0.02286656488107497,0.012066365007541435,0.0071816430197932934,-0.019939610232454497,0.01196845958884829,-0.024367917378429915,0.05579679820911099
2023-02-17,-0.007504250926442246,-0.0516759776536313,-0.01336580878160909,0.0028694404591105283,-0.014079536102732826,-0.01908396946564883,-0.00013490877141641988,-0.0029806259314456574,-0.009739130434782584,-0.008631281756316111,-0.009183247530263006,0.02694047274232525,-0.001503583237735362
2023-02-20,0.0004878346512955378,0.01767304860088359,0.0073892380057365425,0.025751072961373467,0.004418038383535272,0.011673151750972721,-0.024483996950712128,0.0,0.0014049877063575522,-0.005441577684085042,0.0023873051537706136,-0.007140460538460736,0.013464390861152031
2023-02-21,-0.009020019738965268,-0.00868306801736618,-0.016503741481054046,0.0683403068340307,0.0014662017256763527,-0.005384615384615432,-0.008366169587575412,0.007473841554558991,-0.0008768853034023527,-0.001823783487554853,0.002661810030820888,-0.0023972711327436835,-0.008653111288628668
2023-02-22,-0.02848705183829181,-0.027737226277372296,0.0057179208367545975,-0.01305483028720622,0.017746229406896186,-0.02088167053364265,-0.009343162425034635,-0.03115727002967361,-0.022643496577145816,-0.0008352665699969952,0.008942294257370476,-0.008730699223873373,-0.007361996072482779
2023-02-23,0.017927646945046893,0.005255255255255165,0.008898696807818407,-0.001322751322751281,-0.015518734321327665,0.007109004739336511,0.0078828484146507,0.018376722817764257,0.002963362068965525,-0.05224660563682326,-0.0063703088214929204,0.006182213043860907,0.0023982531427264586
2023-02-24,-0.01283583000524724,0.005227781926810948,-0.022785748780282722,-0.03443708609271523,-0.005490569670926648,-0.005490196078431375,-0.013966480744569298,-0.009022556390977488,0.002954606500134238,-0.006174173951883355,0.0050174216027873975,-0.016665228248679997,-0.008860927355755166
2023-02-27,-0.0014111419306559458,-0.008915304606240682,0.007020248358465375,-0.010973936899862813,-0.002315246029963469,-0.014984227129337557,0.0069404798067969065,-0.006069802731411222,0.004284949116229342,0.01619701680007246,-0.001941478297046162,0.0033809521259582365,-0.004067809780073706
2023-02-28,0.012415497736171233,0.007496251874062887,-0.0011204278007418411,-0.029126213592232997,0.025883626402907423,0.0032025620496396456,-0.001476940961426143,0.022900763358778553,-0.011555555555555541,0.0021834561241091954,-0.019313602890093096,-0.011900163456810664,-0.011086154026873851
2023-03-01,0.03988035770981857,0.011904761904761862,0.006979127653256478,0.03214285714285725,0.01914039413183155,-0.0027932960893854997,-0.031415134715211956,-0.011194029850746245,0.0008992805755396738,-0.0032680069911181775,-0.0024086143383394987,0.01955451397602581,0.02301091546693379
2023-03-02,-0.021812094528414816,-0.008823529411764675,0.00037127200697817386,0.03114186851211076,0.02731771354717094,-0.0028011204481792618,0.030252373124068255,-0.01132075471698113,0.0012578616352201255,-0.003715806971482216,0.016474932537991815,-0.0061391122962618505,-0.015306122448979553
2023-03-03,-0.0004901058663069335,0.0029673590504450953,0.023877276524250757,0.02281879194630876,0.010470352123766347,-0.008025682182985605,0.015952527253800364,-0.009160305343511421,0.010229720028714917,0.010092125186341061,-0.0005588933910856131,0.0002981684578331478,-0.021896867608132475
2023-03-06,0.01544500712139163,0.004437869822485174,0.004833271091758462,-0.06036745406824151,-0.01414474705827562,0.014563106796116498,-0.004863454344912088,0.006163328197226425,-0.002309468822170868,-0.028019133142377473,-0.00810848594995106,0.0012776417310893518,0.0046986023176323055
2023-03-07,-0.017382935767351948,-0.004418262150220897,-0.017797057380457226,-0.0027932960893854997,-0.015682326463886787,-0.01594896331738438,-0.020247112916214283,-0.013782542113323082,0.0092592592592593,-0.017206714139970325,0.0008456659619451301,-0.02717876471889691,-0.005685215652132203
2023-03-08,0.008599508599508532,-0.011834319526627168,-0.0006121823160014639,-0.025210084033613467,0.0008474446959414461,-0.013776337115072979,0.0040617976055890015,-0.017080745341614856,0.0008821453775582633,0.006366502551415021,-0.002253203774116308,-0.0012679632011808328,-0.005717722135511583
2023-03-09,0.02923264311814866,0.019461077844311392,0.015680588653184335,-0.002873563218390829,-0.0428450264519058,-0.006573541495480728,-0.013981556465860745,0.0,0.0137493389740877,-0.02959777696052046,-0.0011291460832745237,-0.011557148685792273,-0.016138778481704197
2023-03-10,-0.029112397143121416,-0.04111600587371511,-0.013749933285360116,-0.012968299711815567,-0.005484808400217034,-0.009098428453267138,-0.023105100585222305,-0.011058451816745696,-0.008520257346548377,-0.02118742331192991,-0.010739013706372758,0.009212108122164553,0.00032993220451338345
2023-03-13,-0.019502681038347514,-0.007656967840735107,-0.012840839739135745,0.004379562043795637,-0.0048034239843683935,0.0025041736227044975,0.0071470764218881655,0.01757188498402562,-0.0012276394247632272,-0.02259754382137924,-0.01028424510784176,0.023302750131112937,0.0683253243502957
2023-03-14,0.04177023193206941,-0.029320987654321007,0.02081268929347946,-0.03924418604651159,-0.0010725341449168146,-0.025811823480432983,0.012509996521590017,-0.026687598116169498,-0.008955223880596996,0.0017035700794421071,0.0054841968538028585,-0.011150145494436381,-0.015966810140924714
2023-03-15,-0.0633890156529684,-0.0031796502384737746,-0.03786411030104353,0.0075642965204236745,-0.04957051547631797,0.005982905982905962,-0.031575110620713054,-0.001612903225806428,0.000531537916371283,-0.00850336432017984,-0.009760298550308577,0.018735328437524013,-0.0008964589870013029
2023-03-16,0.00764448063738854,-0.00797448165869219,0.01324423647735995,-0.01501501501501501,0.025607241474715492,-0.003398470688190325,0.02081629911461902,-0.012924071082390909,-0.0019479369576765881,0.015682415293112317,0.024641252355413812,-0.001404796001872488,0.002916105877075026
2023-03-17,-0.0379324294643727,0.009646302250803762,0.009087460611221676,0.021341463414634054,0.00403887279375037,0.01619778346121059,-0.02660440325669511,0.013093289689034338,0.0007097232079489313,0.014716540388992394,-0.01683406422407696,-0.020377771619706997,0.007738782745750461
2023-03-20,0.025128791655042004,-0.015923566878980888,0.016284230626457008,-0.010447761194029903,0.004936925663622471,-0.002516778523489971,0.010211748649531893,-0.003231017770597755,-0.02039007092198586,0.023300035906766547,0.01309352517985607,0.021454406539067605,-0.015491897073834693
2023-03-21,0.014358990009014416,0.029126213592232997,0.014688020451742112,0.015082956259426794,0.0036390241315698013,0.006728343145500526,0.018358862375219998,0.008103727714748876,0.006063348416289527,0.01649626090543399,0.007953415707996125,-0.007540917958655857,-0.011857976394564873
2023-03-22,-0.007280093120268671,0.028301886792452935,0.008134948378596185,-0.010401188707280795,-0.013052959077136661,0.0025062656641603454,-0.023939850454728906,0.0,0.006026805792929801,-0.020342843191964333,0.015640411441454116,-0.0133934112816525,0.0029201962304137297
2023-03-23,-0.0067223839891819015,-0.024464831804281384,0.012578678417159983,0.018018018018018056,0.005326982418127235,-0.004166666666666652,-0.0194420917355278,-0.003215434083601254,-0.030042918454935674,-0.009566025235032027,-0.011376248612652629,0.014227926060169649,0.0006824385805277444
2023-03-24,-0.03394173167077408,-0.006269592476489061,-0.02871211209496405,-0.020648967551622377,-0.006943195163412796,0.0033472803347280866,0.006329610311510692,-0.006451612903225823,0.0062684365781711104,0.004946974810327687,0.010103845074375561,0.021149689175005593,0.0016367800210275174
2023-03-27,0.005944141429102823,-0.017350157728706628,0.0009652730900808759,-0.004518072289156572,-0.0016559366166447598,-0.008340283569641338,0.008411644088184955,0.0016233766233766378,0.007328691828508704,-0.001406501957469275,-0.004445679355376542,-0.005335479893181283,0.0005899889382614543
2023-03-28,-0.011290489951731875,0.006420545746388395,0.0028929347446731146,0.03177004538577921,0.005897595271293854,0.00420521446593769,-0.003306548562323375,0.008103727714748876,0.003273917788286562,0.006338039141660978,-0.008931063354730706,0.007264745990072319,-0.028987436569839597
2023-03-29,0.005549672245434234,-0.01754385964912286,0.013221227690668469,-0.02052785923753664,0.0058629476747680265,0.01591289782244565,0.009198531069806393,0.004823151125401992,0.016678752719361922,0.01772806520098169,0.0022528865108419893,0.010692733551837197,0.01027797243634665
2023-03-30,0.05243050708346608,-0.0032467532467532756,0.00889679683095057,0.020958083832335328,0.011657547757020659,-0.028029678483099785,0.004781467018787344,-0.0016000000000000458,-0.01711840228245365,0.006417574431404116,0.006181511660578787,0.0019499698090836848,0.00952600027095385
2023-03-31,0.0034287648783191127,0.0,0.013286269404720663,0.017595307917888547,0.0343896257819134,-0.016115351993214566,0.028626594449222775,0.01602564102564097,0.002902757619738683,0.010475952768643992,0.009215302987992224,0.0010351966873705098,0.009436111866754304
2023-04-03,0.015829115057710563,0.02442996742671011,-0.01369227548151808,0.007204610951008661,0.022106186960800578,0.008620689655172376,-0.003469681511098832,-0.006309148264984188,0.0005426917510853446,-0.0020284010537401365,-0.0012451577199779074,0.01112720761698549,0.0011344557132972888
2023-04-04,-0.023497403628081948,-0.015898251192368873,0.0009411980124081065,0.0028612303290413976,-0.018051794129004373,0.00512820512820511,0.002538851747903914,0.004761904761904745,0.014644729705297399,0.0011292469091301882,0.0006926167059149169,0.012641123821913292,0.00013600255405932238
2023-04-05,0.0005066165481648621,0.009693053311793154,-0.00893279407468306,0.004279600570613384,-0.01925079107334371,0.0008503401360544505,-0.0008683190083698111,0.00789889415481837,-0.026550249465431164,-0.01082795707437445,0.01578073089700993,0.023593085148025494,0.00013598405987980122
2023-04-06,-0.003189872387592274,-0.006399999999999961,-0.010910794263223722,-0.017045454545454586,0.00813437826133856,-0.016992353440951624,-0.00043448157132930376,-0.021943573667711602,-0.0020135456708768595,-0.0063853771730941755,0.004224584355410288,-0.00019729168383031404,-0.009833220360584205
2023-04-07,-0.0032000802351725977,0.0032206119162641045,0.003237406353529204,-0.005780346820809301,4.386132487699257e-05,0.0034572169403630504,-1.810205557550848e-05,0.022435897435897356,-0.006236243580337475,-0.0009754313182007701,-0.0013841769575247964,-0.002388296776571819,0.003409432446534577
2023-04-10,-0.009631060873061315,0.024077046548956593,0.009680878124240122,0.0029069767441860517,0.00013157820343656645,-0.0008613264427217437,-5.430714979748341e-05,0.0031347962382444194,-0.00036913990402365204,-0.0029291511403602977,-0.00415828667717566,-0.007182043180292141,0.010193543142867245
2023-04-11,-0.0032415734152403397,0.0031347962382444194,0.0031960191033246765,0.03913043478260869,-0.01911610213674564,0.008620689655172376,0.0036226632699776218,0.018750000000000044,0.002400295420974974,0.002304112225928412,-0.0013918834092955246,0.0021123905627336015,-0.008307329069038194
2023-04-12,0.012698696260462494,0.0031250000000000444,0.00011801930655419568,0.018131101813110284,-0.0008939609652732772,0.004273504273504258,-0.0011550942620147664,0.009202453987730008,0.011972738994289855,-0.016551752200071657,0.004646078163432543,-0.0076760638428287065,0.010835442216309943
2023-04-13,-0.011621974025990078,0.014018691588784993,0.006960787199395746,-0.008219178082191747,0.029527517531189318,0.0034042553191488967,0.02110435209644579,0.02127659574468077,0.0001820167455406363,0.019401632883083497,0.0021762785636560977,0.007775560887399724,-0.0210331712583276
2023-04-14,0.003816428656305604,0.029185867895545226,0.00398364350748337,0.013812154696132506,0.012515230940040034,0.014418999151823542,-0.01472254989401578,0.014880952380952328,0.00618744313011832,-0.0018344836031873868,-0.0016286644951140072,-0.005727022062616327,-0.013123400410600117
2023-04-17,-0.010480853331945372,0.00746268656716409,0.0003500849392248373,0.006811989100817373,-0.0013734219923551283,-0.014214046822742521,0.007112108583825494,0.008797653958944274,-0.005245071441490334,0.005743165793951288,0.0016313213703098572,-0.007719970703125023,-0.03989374279234181
2023-04-18,0.009241945601705881,0.016296296296296253,0.01703218693048769,0.017591339648173276,0.020285376350686057,-0.004240882103477506,-0.008488497187262856,0.0014534883720929148,-0.0010909090909091423,0.005938833793513343,-0.010043431053203045,-0.00798166214322027,-0.004467079957210518
2023-04-19,-0.0068937728316631475,-0.014577259475218707,-0.0006882032390883586,-0.01196808510638303,0.00016852799473676683,0.005110732538330387,-0.0005036498145233326,0.00870827285921627,-0.01583545686203136,-0.00749322943220776,0.007677543186180413,0.0004876686487156334,-0.010291224286079426
2023-04-20,-0.0297347204414109,0.016272189349112454,0.0033287523689697895,0.0053835800807537915,0.036556572551094346,-0.0008474576271186862,-0.024472713422067804,0.004316546762589857,-0.00795265396707967,-0.007549714556609244,0.0065306122448980375,-0.011169326692703874,0.006702196916767766
2023-04-21,0.003203368045652466,-0.03202328966521106,-0.004576152718459348,0.0013386880856760541,0.024703404646825744,0.004240882103477617,0.021913976591555917,0.0,-0.00018642803877699787,-0.006224076789203337,0.016626115166261224,0.0016429552511862955,-0.022616052544491838
2023-04-24,0.004789830678596063,0.012030075187969835,0.004252328561125562,-0.03609625668449201,0.01427440978222716,-0.005912162162162171,-0.00014443518022333457,-0.011461318051575908,0.0072720492261793,0.01739735535563658,-0.004520675442095445,0.0024194059559332626,0.007562844721314965
2023-04-25,-0.020338963325323256,-0.014858841010401136,-0.025291819111223357,0.01386962552011095,-0.02408132755519543,0.005097706032285432,-0.05856441984810634,-0.007246376811594235,0.009626064420585001,0.003419920407986554,0.00894884466408441,0.001718135300424084,-0.009047050561030834
2023-04-26,-0.028438633081162346,0.010558069381598756,-0.013032765459847995,-0.024623803009575895,-0.009774084471125932,-0.01606086221470837,0.02109381071563332,-0.007299270072992692,-0.0012834616795013298,-0.014769319154088856,-0.013899920571882496,-0.02478863146350274,-0.0005517810814835711
2023-04-27,0.034835892442602656,0.0014925373134329067,0.020818463607260584,0.005610098176718203,0.006796148686531112,-0.0008591065292096189,0.0009765992156027803,-0.016176470588235348,0.0023866348448686736,0.05073802426133356,-0.0025506779433480675,0.006448883025345076,0.008030515862247789
2023-04-28,0.0026887501718009243,0.005961251862891315,0.01433403323538962,0.01673640167364021,0.026197319534535746,0.008598452278589797,0.01636017017471847,0.01195814648729443,0.00512820512820511,0.019095673960949355,-0.02503364737550473,-0.0024964252886275906,0.019468221027006072
2023-05-01,0.002145199410499954,-0.002962962962962945,-0.0026711645967346653,0.016460905349794164,0.01581835803237852,0.01278772378516635,0.004799595292230174,0.008862629246676468,0.003279883381924309,-0.016584114854675924,0.0018636112644947467,-0.0035038440703782925,0.021904779790522078
2023-05-02,-0.0005351926746707258,-0.005943536404160454,-0.0008927729423882091,0.005398110661268607,-0.018963915057996772,0.004208754208754106,-0.011463826701961,0.002928257686676483,0.002542680711950629,-0.0118265641115185,0.0006200482259730578,-0.012264515490322037,0.007145081819662336
2023-05-03,-0.005140241397056933,-0.0004982561036372957,0.010953498345117163,-0.03221476510067112,-0.03457489746989595,-0.010058675607711676,0.0018584596495674344,-0.010218978102189746,-0.0017210144927536364,-0.007757058563974462,0.009226108510052233,-0.028223942143731584,-0.013666800247141286
2023-05-04,0.01926803967843549,-0.0004985044865403188,-0.01619523453470484,-0.012482662968099856,0.004395254052129927,0.003386960203217715,-0.006603838847175192,0.01327433628318575,-0.001723981489882953,-0.008711176807254306,0.0054577705007503585,0.01125115284341427,0.005629035925847958
2023-05-05,0.005227573335327307,-0.0004987531172070403,-0.029098099629842555,0.000702247191011196,-0.0008103603961473471,0.0008438818565401629,-0.004332251343749038,0.005458515283842891,-0.0017269587347754634,0.028165839790798453,-0.003799701452028792,0.02000948467748187,-0.007893981621590385
2023-05-08,0.015601163778214744,-0.0014970059880239361,0.00441794324277045,0.002105263157894832,0.008921317493068903,0.002529510961214232,-0.0063766397903650684,0.016286644951140072,-0.005189838841846539,0.012710892017986586,-0.007968941561095177,-0.00807510113713561,0.00593145060411171
2023-05-09,0.005482557042885361,0.0059970014992503096,-0.0004755220425735063,0.014005602240896309,0.0027330894993589094,-0.002523128679562614,-0.03850508562951516,-0.014245014245014231,0.014643968515467787,-0.008656085676401748,-0.002677651905252265,-0.0008098305573288611,0.004937703177432917
2023-05-10,0.03729423985404301,-0.0014903129657227732,-0.009871572466452205,-0.016574585635359074,0.0024050269111393074,-0.010961214165261413,0.005575179371650529,0.005780346820809301,-0.06025617896445967,0.0002182563028481077,-0.013079994492633862,-0.0013649792067016442,-0.001860490575552487
2023-05-11,-0.04240013911112683,0.0343283582089553,-0.01225221192872561,0.015449438202247201,-0.02191297059906916,-0.002557544757033292,-0.003123488240747152,0.001436781609195359,-0.016701862161643266,-0.000873001217672531,0.009905133928571397,-0.007774154540488687,-0.0019594024598417192
2023-05-12,0.06033140097488743,0.02020202020202011,0.0015808980677489703,-0.03596127247579528,-0.016843868655640803,-0.002564102564102555,-0.0013317076097680847,-0.0014347202295552641,-0.02089027723545489,-0.01900390902321769,-0.023483906616936,0.0028412918385871677,0.001676004366309325
2023-05-15,0.00879122369600882,-0.09052333804809054,-0.006678036033048174,0.004304160688665792,-0.0028276475709508864,0.00428449014567267,0.003921876291301585,0.008620689655172376,0.026520438683948155,0.004898713459154047,0.0009902390720044618,0.002489812572024075,0.01926572707114249
2023-05-16,0.016460875556764787,-0.051321928460342114,-0.003789238086356561,-0.008571428571428563,-0.025688088339097415,-0.0034129692832765013,-0.013282264056693083,0.002849002849002913,0.014957264957264904,-0.04653228980980506,0.004381006218202366,-0.024193867708722228,-0.007832744499593591
2023-05-17,-0.0109550039780415,0.016393442622950838,0.0026994014810199918,-0.012968299711815567,0.021058030225124647,0.017123287671232834,0.011719025392429971,0.0014204545454545858,-0.008229665071770365,0.019753713988653887,-0.015055579006613251,-0.01255046756657019,-0.003403588685003678
2023-05-18,0.0006742231905676466,-0.022580645161290325,0.022760653237488437,0.01897810218978102,0.016767270459992156,0.0092592592592593,0.010722413575772638,-0.0028368794326241176,0.0011578541103820505,0.005469413352952701,0.010000000000000009,-0.0035108369474800005,0.008490667312705646
2023-05-19,0.0006737689199367569,0.0016501650165017256,0.01052880155706104,0.004297994269341077,-0.002473577056256504,0.016680567139282676,-0.002090787314054876,0.002844950213371167,0.0021202775636082194,-0.014505879536318877,0.003677510608203649,-0.0036123514874341067,0.008419182832232197
2023-05-22,0.0020199457831215906,0.009884678747940745,0.004972746548638218,0.007132667617689048,-0.016531657666592148,0.015586546349466879,0.001707156274065813,0.014184397163120588,0.016733987305250997,0.014719397340994478,-0.0015501691093573466,0.002551281572331643,0.030270476839435734
2023-05-23,-0.028557773135245434,-0.027732463295269127,-0.008364739720158831,-0.009915014164305958,-0.06354013258268854,-0.008077544426494332,-0.0034859165001781545,0.006993006993007089,-0.00018917896329928574,-0.007706259311402008,-0.0011291460832745237,0.002009004585947549,-0.012087442777984236
2023-05-24,-0.014426868858695596,-0.020134228187919434,-0.020791256244147904,0.0028612303290413976,0.0034105626373848175,0.0024429967426709,-0.05946829572586665,0.008333333333333304,0.0005676442762534428,-0.01096390031110106,-0.013282464321039966,-0.013901243464841007,0.00801943011253492
2023-05-25,0.018147235078754376,0.006849315068493178,0.0019413208646450464,-0.01854493580599148,-0.0014311597293543699,-0.009748172217709183,-0.012397719038634514,-0.0027548209366391463,-0.0034039334341906535,0.007390293313223273,-0.00472576256623225,-0.017440811867934447,-0.0016820253916466354
2023-05-26,-0.014771048300564638,-0.022108843537414935,0.02058606091726789,-0.02034883720930236,0.009494782912834898,0.001640689089417613,0.007783080774979245,-0.0055248618784530246,-0.020303605313092943,0.0169647339886998,0.006618705035971173,-0.002437294314918903,0.015664800702982706
