,PLD,UPM.HE,9CI.SI,UU.L,PRY.MI,2882.TW,BIIB,LAND.L,ADSK,IHG.L,AZN.L,7550.T,M&M.NS
2023-01-27,0.013899725232170423,-0.0053892304476786945,0.0075949862406692326,0.005597014925373234,0.00482315934211397,0.0012674284885692,-0.00630318844488631,0.008554319633810037,0.011608932605797095,0.001055966209081216,-0.0020668921458097955,-0.001519756838905817,0.003305829438496888
2023-01-30,-0.015788628159141727,0.0009030336602811051,0.005024955252807661,-0.0009276437847866026,-0.00986663818359379,0.0037974724409510774,-0.014271870940768983,0.0016962837580742907,-0.00834602487136249,-0.005977496483825617,0.008284692148371242,0.009132420091324311,0.008635074106724039
2023-01-31,0.01165973748411231,0.0,-0.009999904911629387,-0.01764159702878365,0.007271760032227181,-0.003512916234163055,0.01734626639409953,-0.00028217778544181726,0.02888297956174446,-0.009904492394764763,-0.011204481792717047,-0.0015082956259426794,0.035408550073992906
2023-02-01,0.012530902943100442,0.01804506689086005,0.0025251670928811976,-0.0061436672967863926,0.0064170549191946424,0.01057581130453955,0.002406367211132965,0.007622760012427676,0.03267335313089559,0.002143622722400762,-0.029272898961284266,-0.0015105740181269312,-0.01936533176563915
2023-02-02,0.02742560553149187,0.006203926399892534,0.005037857464320172,0.0342368045649073,0.006376240232692565,0.02441858690838483,-0.013991827861606354,0.04118804275265653,0.027138929353434982,0.0299465240641712,-0.0029182879377431803,-0.001512859304084735,0.0002588480997731679
2023-02-03,-0.021339952849674382,0.022313514118915245,0.005012422523544835,-0.011494252873563204,-0.01267158206709662,-0.01702610699182494,-0.013529438924242632,-0.0018837787823831054,-0.01998070955307718,0.0010384215991692258,0.03200000000000003,-0.009090909090909038,0.026323554379823033
2023-02-06,-0.001367517721156175,-0.007179781797561624,-0.007481104967462238,-0.0027906976744186407,0.009358247589346114,-0.015011494749064713,0.016394576795235816,-0.027770256032528806,-0.023786136265363744,-0.006224066390041472,0.0001890716581585128,-0.003058103975535187,-0.008645533141210415
2023-02-07,-0.008901385782208004,0.0234307602094741,-0.0025127211071310773,0.003731343283582156,-0.007682143457677926,0.0035169450366989707,0.010926855521794065,-0.010815290711239767,0.024319857321863703,-0.010090466249130126,0.0005671077504725286,0.0030674846625766694,-0.006758756415788492
2023-02-08,-0.0036079005549130017,-0.007914148828177425,-0.012594338543216343,-0.0023234200743494915,-0.014148392745598426,0.0011682064942011294,-0.02051944075434542,0.0081300639115236,-0.010418004184449381,0.008084358523725799,0.01568108822973735,-0.006116207951070374,0.004646299760825423
2023-02-09,-0.013559396951040137,0.0,-0.005102177032694333,-0.007452258965999103,0.011102080802166903,-0.005834305925377925,0.005429979774688398,-0.005561735167001869,0.015046025944629005,-0.0038354253835425345,0.040736607142857206,0.0,-0.0006191308590502986
2023-02-10,0.00039052682270979133,-0.02079770866014563,-0.0076922967020564,-0.007038948850304982,-0.017139780049092557,0.0011737805997387163,-0.0024390669234538587,-0.01202465949987186,-0.008234991742661846,-0.04270213510675536,0.01787310098302064,0.020000000000000018,-0.004919108176789755
2023-02-13,0.009368389277463196,0.020948537767779385,-0.0051678468815415934,0.016540642722117305,0.016348731925013738,0.005861664503067132,0.014530226473909558,0.006793163025719862,0.005385982638265174,0.007312614259597838,0.002809482001755903,0.05128205128205132,-0.009117837794926142
2023-02-14,-0.012065821101458263,-0.006269627237003639,0.0,-0.020455602045560184,-0.006166207692782089,0.0163169446001048,-0.004751101437066363,-0.012088889971822891,0.01803568431309288,0.009800362976406518,0.008404832778847737,0.010043041606886627,0.007501865790142226
2023-02-15,-0.001565838662650143,-0.013191829611788108,-0.015584454320398566,-0.0018984337921215122,0.014027527975304377,-0.014908204906645572,-0.03493834251791994,-0.005976113090469304,0.0054376667675488655,0.016894320632638404,0.004341031429067499,0.015625,0.01188420267889323
2023-02-16,-0.013643831886023694,-0.004359242270969843,0.005276866413753911,-0.015216357584403206,0.009044962788181454,0.002328253139575631,-0.026704465960453172,0.004580607384572666,-0.03118455135446374,0.0021208907741250282,-0.01780774550484099,-0.009790209790209836,-0.008119731301055255
2023-02-17,-0.0037363957173253137,-0.0058376228266329155,0.015748137639941318,0.014485755673587564,-0.006063789622615556,0.02206738164403088,0.025227437610248815,-0.00028499887505017973,-0.009679057795040968,-0.013403880070546714,0.010913571554303836,0.039548022598870025,-0.019478875809307516
2023-02-20,-0.011011787877262202,0.012331126013243932,-0.0051678468815415934,0.004759638267491706,-0.018567659118659208,0.010227290066805672,-0.017377358540207832,-0.00427594085574845,-0.015103621108125909,0.0,0.004701375587671919,0.03532608695652173,0.003540812523294745
2023-02-21,-0.0037114658335603012,-0.007830639830285757,-0.0077921956974282836,-0.00426338228327805,-0.01243240768845022,-0.013498363971202076,-0.005894890472023517,-0.01660460348027959,-0.005111746247904558,-0.009653199856989647,0.0025996533795493715,-0.005249343832021025,0.004159684743500369
2023-02-22,-0.004697131643073615,0.002338551101891184,0.00785339085586556,-0.011417697431018059,-0.011220575729046667,-0.01140250894866246,0.002279980634305012,-0.006404693470251077,0.005335160659720506,-0.011552346570397165,-0.006050129645635227,-0.00527704485488123,-0.023745220376265697
2023-02-23,0.009031737970465636,-0.017206186551039893,-0.015584454320398566,-0.01443695861405192,0.004151611036458558,-0.0011533849785574368,-0.0022013414522449315,-0.004980901700132323,0.02058148028000395,0.01059167275383488,-0.025217391304347858,0.0053050397877985045,-0.004394808735082356
2023-02-24,-0.021208006108437538,-0.013946623443996886,0.02374679376607225,-0.0029296875,-0.012679137264336449,0.003464238533993358,-0.0070969777779972265,-0.009422886188217072,-0.12945380904656567,0.0014456089627756796,-0.009812667261373753,0.005277044854881341,-0.025685909855165612
2023-02-27,0.012605095100612473,0.02256996720829707,-0.046391927985853454,0.01273261508325163,0.02037966355264409,-0.009666293449686392,-0.0030367263165805847,0.022889454062834158,0.021555050759864303,0.014435221941537346,-0.00018018018018017834,0.001312335958005173,-0.017809660699441343
2023-02-28,0.0039866394041983,0.009711649072993822,0.005405550515677371,-0.015473887814313358,-0.00492476905425665,-0.0032535475620495413,0.0024516088952615256,-0.0005812618526112034,0.01021969615861451,-0.0028459622909996485,-0.01964317895116241,0.005242463958060384,0.009702521818830245
2023-03-01,-0.01839549630787396,0.02506548415132892,-0.008064568648832426,-0.02632611767482196,0.008248535767691356,-0.0032641676868691016,0.008708242166596714,-0.015120621639261644,-0.011626138860584945,-0.004637887977167354,-0.00588235294117645,-0.003911342894393766,0.0020085451143365685
2023-03-02,0.02881206614627918,-0.002274609625315782,-0.00542013355472748,0.0022195441686210238,-0.007635636576987848,0.005847953216374213,-0.012710743777563094,-0.009743189228259452,0.024187798563476415,0.005734767025089571,0.004437869822485174,0.009162303664921545,-0.016193039492669592
2023-03-03,0.018696791448466366,0.007694512869466541,-0.010899144968747665,0.023253447773531777,0.04286895849013872,-0.0023255459097928366,0.005655773074128012,-0.014013064326124258,0.031472190510524856,0.006058446186742783,-0.007363770250368162,0.024643320363164634,0.01362304829421479
2023-03-06,0.0016542474904728266,-0.02205878862650623,0.0,0.0044269552385636235,-0.0013175029263602367,0.0163169446001048,-7.395942755172857e-05,0.03356508973754879,0.004193555813325478,0.005667729365922858,-0.0038946587537092014,0.0,0.00145828127190617
2023-03-07,-0.026266151864545728,-0.010121523143010291,-0.011019245320946891,-0.003428011753183191,-0.001846957572717245,0.003440402090104433,-0.01987047221901017,-0.0204798134874129,-0.013680248060607525,0.0010567101091933928,0.010053993669707717,0.013924050632911467,0.007674446357376352
2023-03-08,0.010014520003438276,0.013146385304042996,-0.019498555361392444,0.00982800982800991,0.017975058354882334,0.0,-0.00702210750095511,-0.02419347634787339,-0.0047206601171496665,0.004222378606615118,-0.002580645161290307,0.0074906367041198685,0.00761599779087252
2023-03-09,-0.03006552518981387,-0.017877708374536394,-0.002840812892593969,0.008759124087591275,0.0314204869360728,-0.002285679408482122,-0.01532202474195754,-0.026017752318336362,-0.019656687309419052,-0.0070077084793273015,0.0040657919053779246,0.014869888475836479,-0.03240430120551474
2023-03-10,-0.03561417630781838,-0.01350566296602218,-0.011396245595087007,-0.004823926676314483,-0.04279961507285568,-0.021764048791068746,-0.009382573718707321,-0.010370893098520018,-0.03227094141071174,-0.02787579393083983,-0.015461071231363865,-0.0024420024420024333,-0.017185492787421208
2023-03-13,0.011882367496667268,-0.019940422600356666,-0.014409085085757445,0.012603005332040729,-0.03498163637667995,-0.009367717066321002,0.00775643223149225,-0.01905366820036314,0.01984326749792298,-0.034119782214156125,-0.001121704991587258,-0.01346389228886169,-0.027105242784297823
2023-03-14,0.012334198281623188,0.008199224271529415,0.014619742194976748,-0.0009573958831976537,0.019896417813025646,-0.01773049677369498,0.014697422123221004,0.02136615808975173,0.006822692357757898,0.02517850432168367,0.0,-0.00496277915632759,-0.027357579856357006
2023-03-15,0.0015021305384739225,-0.015963933187187584,0.0086455208679872,0.009583133684714973,-0.05371454890132232,-0.001203351094551941,7.61921601175608e-05,-0.019334409202902192,-0.017217186595488654,-0.04398826979472137,-0.003930376193149954,0.004987531172069737,-0.00038772676021325836
2023-03-16,0.0006665627884028247,-0.00887655699674128,-0.008571416507701657,0.010915994304698584,0.014120305059434735,-0.02409638554216864,0.010976883547701988,-0.004848093179025237,0.02451607955644075,0.0260736196319018,0.014468245020669013,-0.012406947890818865,0.005774183119885201
2023-03-17,-0.033807958051479625,-0.03489811707350288,0.025936632420493932,-0.019718309859154903,-0.010025079695941796,0.012345679012345734,-0.0078793452889373,-0.02208505335422284,-0.007378213044313742,-0.020179372197309364,0.0014817558807187492,0.021356783919598055,0.003812990862168464
2023-03-20,0.023011274644792357,0.0015999755859374964,-0.022471764069240674,0.011973180076628287,0.013783451166884175,-0.019512176513671875,0.018049855349975052,0.017269948801214685,0.0065792655043848125,0.008390541571319687,-0.002219345293138497,-0.02091020910209107,-0.003286364136523723
2023-03-21,-0.0028643331645483716,0.027795493708979047,0.017241142856347258,-0.012778040700425985,0.02192011363648394,0.01368157280155069,-0.006569406672267242,0.0013059889977302674,0.033579462074767585,0.018154311649016597,0.010565338276181668,0.005025125628140614,-0.006294673431472608
2023-03-22,-0.035822894913019265,-0.01958337859111614,0.002825037386577689,-0.0019175455417066445,0.00027147219755963015,0.014723888935486817,-0.018523361971966468,-0.0374959228636651,-0.042336419367959954,-0.009658246656760738,0.006603081438004477,0.004999999999999893,0.0032749518209969075
2023-03-23,0.0002628704747185129,-0.0019023897130413525,-0.008450691153416567,0.011047070124879932,-0.009772003497841242,0.00483677800047877,0.015121400308446997,-0.011178923353947878,0.013912664779226702,-0.012003000750187565,0.0020043731778425222,0.003731343283582156,0.0007301568626094657
2023-03-24,0.025229936179764767,-0.01016517469750533,-0.011363595694429907,-0.01187648456057011,-0.024670990199427756,-0.006016847282562909,0.01832780897334363,-0.017129154177965233,-0.004573919517435687,-0.029612756264236872,0.007455901072922266,0.0,-0.012146360733794603
2023-03-27,0.00025633409903269566,-0.01412068473081729,0.020114887116081448,-0.0043269230769230616,0.02754354951665494,0.0012106353022804939,-0.0001851194059724337,0.003485535103778359,-0.007341929935774649,0.0066510172143974255,0.015523465703971118,0.0012391573729864103,-0.011209614065622264
2023-03-28,-0.0035024435440436097,0.0009765848735703297,0.03098582206706446,-0.0038628681796233355,0.019693582575515567,0.00483677800047877,0.0010000333457484967,0.0024314422433886484,-0.007446519383844441,-0.001943256898562007,-0.010487024528972655,-0.0012376237623762387,-0.008436572088906358
2023-03-29,0.02768963296432081,-0.004552825679624117,-0.005464561173020632,0.015026660203587117,0.023605179638684026,0.007220198377114739,0.01391307961378363,0.03361046945360746,0.009580774312946572,0.013239875389408073,0.002874079396443241,0.028500619578686548,0.014180625106431588
2023-03-30,0.017017025043927436,0.01339431033116223,0.002747426450768309,0.010506208213944657,0.00602724169696045,-0.005973715868940688,0.004087424098650594,0.04492130393033267,0.01230165145205997,0.0011529592621060125,0.0,-0.06746987951807226,0.006292013339725511
2023-03-31,0.023375972087629204,-0.0022565987682536814,0.008219231726541043,0.001890359168241984,0.008075055436823186,0.004807710823929057,0.010540449405798569,-0.0035290537710501724,0.03248848287251804,0.01957773512476013,0.005910800644814529,0.01421188630490966,0.006252671447568359
2023-04-03,-0.008014747350364448,-0.0029079208519976474,0.019021686714944197,-0.023113207547169834,-0.018087874654767466,0.002392353667343139,-0.0024817553660961833,0.015453920472136229,-0.002786326964118069,0.003012048192771122,0.003383190883190945,0.007643312101910826,0.009666068623598534
2023-04-04,0.0025046876981202892,0.0009720926345937464,0.008000052199673702,0.005794302269435114,-0.007368388928865155,0.0007955479902954643,-0.007535863436532009,-0.0025364229817687045,-0.02052218166132913,-0.007507507507507505,-0.00230700976042586,0.015170670037926604,-0.006175772690245385
2023-04-05,-0.014587404587991015,0.0009712103346806167,0.0026454129522559544,0.03360537686029774,-0.028101838255223055,0.0007949155967903465,0.03175291638283384,-0.019389720232581564,-0.028378930083648668,-0.012102874432677768,0.031127712557808662,-0.007471980074719831,-0.006214149867288854
2023-04-06,0.003925765683423066,0.0,-0.007915555307539068,0.013005109150023175,0.012002144804701631,0.0007942842078849655,0.009894706346074589,0.03435982529502635,-0.001063055988979822,0.0214395099540583,0.00914265999654984,0.0012547051442910462,0.013674368856998464
2023-04-07,0.002016288928247567,0.000711517529625727,0.0013298066835172317,0.0,0.00021563836750693177,0.005952380952380931,-0.003434451367768543,0.0002507012778649731,0.0010134831592729654,0.002323838080959373,-0.0011965811965811701,-0.0012531328320801727,0.0037033032200506355
2023-04-10,0.00603669506332305,0.0021330348971566604,0.003984121938569896,0.0,0.0006467756328791818,0.0071005736582376855,-0.01033886242349713,0.0007519153274613277,0.0030373711533067116,0.006955351133049348,-0.003594044155399656,0.006273525721455453,0.01106891810010957
2023-04-11,-0.008647161090160949,0.0007094982478634826,-0.007936559310900648,0.0,0.00021545252818122584,0.002350230096626049,0.002934374364801595,0.0002504501251991975,-0.001816900229436258,0.002302436125965368,-0.0012023359670216838,0.0174563591022443,0.01102134936481014
2023-04-12,0.0011412683764422393,-0.028037409603017593,-0.010666563990080813,0.011004126547455195,0.002961782772194166,0.007033979515300048,0.007402467783295785,0.0046948356807512415,-0.02335926355396023,0.0011115227862170673,0.016509028374892543,0.008578431372548989,0.004701693137752594
2023-04-13,-0.00724696203355768,-0.018236049066417515,0.005390652528066475,-0.010884353741496544,-0.0034899615601404754,-0.0081490636228434,0.013681386840697751,-0.0049844426900798044,0.016307692259079687,0.0048112509252404845,0.007951277279648172,0.002430133657351119,-0.0023190680535307706
2023-04-14,-0.017716503159077468,-0.017561649680678415,0.010723823152167133,-0.014672168729940371,0.01589440111974527,0.012910870222024418,-0.005419424432390962,0.013462800227668437,-0.008405042621387082,0.010681399631675914,-0.002014098690835797,0.0,0.0017433693087145485
2023-04-17,0.028223089454967765,0.021313129207034764,0.0026526874493502106,0.0027919962773383933,-0.001060750901577534,0.0011587308294893628,0.01412559350031617,0.005560666435247219,0.012483266362201872,0.013119533527696792,-0.005718129835183272,0.0,0.00522100578489737
2023-04-18,0.004628875244838904,0.008414675452839582,0.0,-0.0027842227378189754,0.01725515151245105,-0.002314867755839445,0.005578283015537755,-0.007680491551459334,0.0018265798216077211,0.013669064748201398,0.0182679296346413,0.024242424242424176,-0.006801599680208881
2023-04-19,0.011720997400110011,0.00033378602094202847,0.005290825904512353,-0.0032573289902280145,-0.0018267143888749393,-0.008120614536245019,-0.005309184323874616,-0.013312655705785659,-0.004507467224128425,-0.002129169623846683,-0.003986710963455153,-0.00591715976331364,0.008964928418581986
2023-04-20,-0.015260495415658104,-0.006339627329397968,-0.0026314901957611436,0.0037348272642390157,-0.0049672843584047666,0.004678380419636419,-0.006842987905632869,-0.00031379384902774365,-0.009768000573834645,-0.016002844950213424,0.0015010006671114517,0.0011904761904761862,0.0025503707000720244
2023-04-21,0.0026774996434455467,-0.004701185150067788,0.007915619229266424,0.006976744186046435,-0.0015764942492388911,-0.005820721666103368,0.012815659081200748,0.007219045037373473,-0.0028257452398401384,0.007950849295265572,0.014654454621149116,0.010701545778834642,-0.004800570903609858
2023-04-24,-0.0031558454755616916,0.009784106663262016,0.005235424784655107,-0.0009237875288683473,-0.017894744873046875,-0.0011709422989973906,-0.003265388234180322,0.0043627108853607766,0.00901643584429479,-0.003944065973467192,-0.001805350402100725,0.016470588235294015,-0.004122861265718369
2023-04-25,-0.02069975648365352,-0.018042128634190413,0.005208473312985795,0.009246417013407227,-0.004287241391223828,-0.0011724044541353562,-0.036242006488851786,-0.0009307719650347712,-0.028747905072004865,0.0,0.010687273923051688,0.003472222222222321,0.0017387502264023524
2023-04-26,-0.01301392326564399,-0.02892135051967637,0.007772008855792212,-0.008245533669262506,-0.03283103406116106,-0.005868544811142962,0.019935571721278578,0.013353999357045732,-0.0016298449421178196,-0.003599712023038104,-0.03660322108345537,-0.01038062283737029,0.0030582909590881613
2023-04-27,0.026119094804085696,0.010511535649507575,-0.002570607153668969,-0.002309468822170868,0.006956038106640472,-0.00236123914342512,0.01971945739230674,0.005209967118079861,0.0011058805719692533,-0.020953757225433578,-0.004052684903748771,-0.002331002331002363,0.00861105908402049
2023-04-28,0.02512685944635873,0.0020804252990616057,-0.02577606839218527,0.0018518518518517713,0.024316139859308583,0.004733745868389372,0.03578241087411582,0.027743921047303832,0.024617288205544208,0.007380073800737907,-0.004238724991522558,0.008177570093457875,0.0023693009918810404
2023-05-01,-0.02275447883529813,0.005190331286662353,0.008064508376086854,-0.005198706099815209,0.006474231807227948,0.000883378730776041,0.02261438423819251,-0.019801231983109346,0.008624713755713831,0.008516483516483486,0.0017878426698449967,0.0011587485515642815,0.006357501145435096
2023-05-02,0.0006536097226907955,0.0017211769503124863,0.002666664123535112,-0.0017419579607478308,0.0021441952519747343,0.0002941996871790309,-0.005882120981098304,-0.006733747150478697,-0.020613849578024257,0.0028148551711613123,0.0005948839976204212,-0.00347222222222221,0.0021057795525609713
2023-05-03,0.013716527262657596,0.019931268594600704,-0.013297859692314451,0.0046533271288971,-0.01818668938957091,-0.0023529052734374556,0.005561307641916091,0.0012187504009963934,0.0066521088840933995,0.006881564650488947,0.009342619330728663,0.0007742934572201321,-0.0014952700098914695
2023-05-04,0.005798917284731919,-0.00101080479572202,0.0026954151914919677,0.009726725335803543,-0.007899779971664578,0.002358454493452289,0.00826368914539799,-0.0006086798640175806,-0.003458947751683983,-0.007553956834532416,-0.0028609895658027185,0.000773694390715729,-0.0030353313757817135
2023-05-05,0.018978241501500293,0.017200682477010787,0.016129016752173708,0.0041284403669725744,0.028555765178871706,0.003529447667738994,0.014318940362598065,0.013702801716307222,0.009894854034026013,-0.01920985864443636,0.006075949367088551,0.0007730962504830519,-0.01664366388948524
2023-05-08,0.0009430471244169514,0.009283842442377566,0.010582000570312333,-0.004111466423024179,0.0058729638569137155,0.00937860953976588,-0.011601592371660696,-0.02388105954759734,-0.015132845548870066,0.011086474501108556,-0.0005032712632109249,0.002317497103128563,0.01700800733711949
2023-05-09,-0.011384192088946365,-0.012812131739640353,0.0,-0.0013761467889907841,-0.023089143440512716,0.010452979579894217,-0.0011769415750049195,-0.008155105748530067,0.003854316439411143,0.003654970760234022,-0.00016784155756965902,0.005780346820809301,0.011081264655522505
2023-05-10,0.017153777743955434,0.00831946776529957,-0.01047119438535471,-0.0018373909049149706,-0.007606698819557778,-0.010344845125044855,-0.002356656797372625,-0.012410797863788403,0.01862715548312921,-0.03168244719592139,-0.00788987745509484,-0.00919540229885063,0.0025694113514369565
2023-05-11,-0.018269862069269616,-0.0006600181821317941,-0.010582000570312333,-0.009203865623561902,-0.038324603284002445,0.015098758127719991,-0.008619077197409952,-0.016650920503383793,-0.01640179859704971,0.00150432493418573,0.00879864636209815,0.01740139211136893,0.0021223115863118203
2023-05-12,-0.004533161321043977,-0.025099082286910934,-0.03208559456461735,0.0004644681839294229,0.0065470975019434885,-0.024027442076179906,-0.003091162617931631,-0.01853031243759984,0.006991148638301414,-0.011265490048817162,0.007212344850721308,0.018244013683010207,0.01969943369444871
2023-05-15,0.0008788097144738494,-0.005758810083257848,-0.011049713568388575,-0.0009285051067781103,0.012443399861825188,0.016412589055065707,0.007332005713568623,0.00911454323472416,0.012651101838391687,0.0064565134827192505,-0.0008326394671107629,0.14893617021276606,0.007602236461766054
2023-05-16,-0.032167934375513796,0.005110719474640257,-0.01396646742509522,0.0027881040892192566,-0.017877078304121996,0.0057670128904212525,-0.013659569154846896,0.02354834771925396,-0.018587190056579272,0.00905660377358486,0.005833333333333357,0.04483430799220267,-0.01804540333809812
2023-05-17,0.011958737717461476,-0.027118618205442258,-0.03682716064475122,-0.014828544949026856,0.0028440976835912846,0.008027575712556745,-0.004421135256738151,-0.00976985724928603,0.026959931248989433,0.0056095736724008916,-0.012096106048053001,0.018656716417910557,0.0005148912346657486
2023-05-18,-0.005215969075520022,0.011672474886466278,0.0235293886653285,-0.017403574788334875,0.001134455967994663,0.0102389250313486,-0.002612205038265314,-0.012412553349911093,0.03214748265740974,0.008553365563406468,0.004528681650452837,-0.0146520146520146,-0.013933952914355063
2023-05-19,0.008192692282497971,0.011537800203347492,-0.0057471209243954435,-0.00335088559119201,0.0028329260900767927,0.016891891311374252,0.009919786080228254,0.012246272832863392,-0.01928332854354553,-0.011430678466076705,0.0026715645349808526,0.03531598513011147,0.011963086643165477
2023-05-22,0.00950760459573985,-0.004766812836111689,-0.005780341244511877,-0.0004803073967338811,-0.008192115904722241,0.0,-0.005219190261284035,0.005093938466808945,0.012942436713699434,0.0041029466616933075,0.0021648626144878946,-0.0035906642728904536,0.00408602373397815
2023-05-23,-0.005554233460203339,0.01915844618751472,0.002906973923522793,0.00048053820278703974,-0.005411633098924895,-0.007751988416163091,-0.012122401277070205,0.007602134316391673,-0.03366261692761996,-0.011887072808320909,-0.00016616816218018027,-0.007207207207207245,0.002370510753626709
2023-05-24,-0.02039828601089322,-0.010070531560568363,0.017391287521814514,-0.02497598463016326,0.004582006600781119,0.0,-0.0052449162787501225,-0.019176378454801357,0.0005594009900986574,-0.012406015037593976,-0.01994349343526669,-0.019963702359346636,0.005636279270459177
2023-05-25,0.007932628825785049,-0.012546589852711176,-0.005698000279445559,-0.013300492610837433,0.0002850148520903151,-0.01674107171367023,-0.014690253056261038,-0.01538457625951517,0.004116887210133369,0.0060905976398935024,-0.012887909106325202,0.0092592592592593,0.0016462316662477772
2023-05-26,0.024348200603158787,0.009958756861984552,-0.011461307089892236,0.0029955067398901303,0.007124536874120402,-0.003405169438809974,0.005149257073180147,-0.02506514290709727,0.006782731091567573,0.012485811577752637,0.012197216973028668,0.02752293577981657,0.0031694526553873725
2023-05-29,-0.003841533044895984,0.0006800563708753149,-0.005797095840604838,0.004479840716774541,-0.0048104692390650294,0.01936215135710251,7.533343667298631e-05,0.008013386161180192,-0.014555055538465145,-0.00532511210762332,-0.018202647657841187,-0.0017857142857142794,0.0376799545563411
