,WMB,BATS.L,SGP.AX,NAB.AX,6301.T,006805.KS,GEN,GILD,RKT.L,OC,CI,EDP.LS,MDT
2023-02-06,-0.01184541915291848,-0.004319308910574304,-0.026253014800046492,-0.0006269736051048858,0.014993481095175953,-0.004524886877828038,0.00046949433051790557,0.022011841542622035,-0.003789183603169155,-0.013762370194538964,-0.014183649299109535,0.005162333866001401,-0.021354772019935186
2023-02-07,0.012933748818436674,-0.0032133676092545027,-0.01960782480441492,-0.004705132449152383,0.004495825305073753,-0.007954545454545436,0.024870985449462646,-0.003589596530834127,-0.005186721991701226,0.0022086258343045895,0.0019414698164395006,-0.00299592111870306,0.015720366035517186
2023-02-08,-0.009342919299492825,-0.0035460992907800915,0.0,0.010400309984732736,0.0019181585677749968,0.020618556701030855,-0.016025658380238283,-0.004416093774963992,-0.005561348627042051,-0.01762999202593385,0.004152291373810568,-0.005580601703206289,-0.004850983599710035
2023-02-09,-0.015403954081884996,-0.023616952442575223,-0.02249997854232777,-0.0034310856406638557,0.0,-0.02020202020202022,-0.008841346490518376,-0.0016341705689353336,-0.004194337644180313,-0.0027531012940410493,0.0045141195847338,-0.009065361068041122,-0.02959613444026843
2023-02-10,0.015964240257723583,0.008946322067594492,-0.002557542261826362,-0.008450718351057485,0.01467772814294821,0.01145475372279492,0.005164348088809723,0.013679389519978713,-0.0045630045630045135,0.006748425481802656,0.017152069680283155,0.005663259079613958,0.0009568452394530524
2023-02-13,-0.00031427495216040935,0.018555008210180635,0.0,-0.009469733002501424,0.017924528301886733,-0.029445073612684003,0.0018683286227196838,0.009111890926581712,0.020803949224259544,0.03392244564637492,0.006913722051370641,0.0036819842208939413,0.008364164509760519
2023-02-14,0.00345805131085708,0.0030630340157988822,0.0,0.00732955563212756,-0.0012357120790855713,0.001166861143523823,-0.011655011240463087,-0.020688051237720884,-0.008635578583765069,0.01581532968651289,0.0026794875385534045,-0.002805354323773046,-0.011731222549232201
2023-02-15,0.005639047537497666,0.01237544198007079,-0.01538466146946782,-0.04112626128781072,-0.0018558614290132835,-0.010489510489510523,0.015566033576892124,-0.007352909094001436,0.005923344947735165,0.0008702865748335675,-0.0026055545746398456,0.005626492953882067,0.013069500215205698
2023-02-16,-0.0003114742058715203,-0.006826480393713252,0.026041704501647,0.006598507636537132,-0.003718624109079638,0.008244994110718551,-0.008360441218537962,-0.019517972987010523,-0.007620367163145181,-0.017584538114243653,0.0028468287954386273,-0.0023670496995269463,-0.003432369781745548
2023-02-17,-0.025864752875020325,0.010869565217391353,-0.015228411651818319,-0.0216322465572234,0.014618973561430826,-0.007009345794392496,-0.014519881049343653,0.016428861453524624,0.008027923211169297,-0.017210857540791324,0.005443692758518637,0.014883469580598385,0.007125963482925712
2023-02-20,-0.011276374997918004,0.0012650221378873727,0.0025773170536871337,0.015075338353099932,0.013795217657878611,0.007058823529411784,-0.010693956678530236,-0.0010618458903749461,-0.01350415512465375,-0.01966378518898826,-0.017637646888526648,0.002763020543016692,0.006102548235675576
2023-02-21,-0.0038016606167013967,-0.003474415666456121,-0.0334190516542725,-0.0066006224629272525,0.006047777441790192,0.007009345794392496,-0.003603184525396097,-0.0003543248685304867,0.0038610038610038533,-0.006686068477292473,-0.005984772941356575,0.023314992587193384,0.0020218443425994437
2023-02-22,0.0038973344695241163,0.004595879556259952,0.013297859692314562,-0.001328934053833719,-0.018635407273820292,-0.0058004640371229765,-0.007714553962287041,-0.01346880195970157,0.0174825174825175,0.0006166394974180811,0.003197504613502433,-0.014498792598555021,-0.004561930043207041
2023-02-23,0.004529258826902138,0.004574854077930235,-0.015748016714081325,-0.009980014716914343,0.0013782542113323082,0.003500583430571691,0.00048591977254197616,-0.011496995023624668,-0.009278350515463885,0.008010668145166822,-0.0009155686930556461,-0.0002101571127358648,-0.01304348566691349
2023-02-24,0.0041868299938656595,0.010207286432160734,0.02399997711181645,0.0030241986524093267,0.0013763572411684688,-0.005813953488372103,-0.020398255132657583,-0.022776801945301517,0.008324661810613865,-0.0031584837816486244,-0.0031222906133148154,-0.0006306038640950806,-0.005953089804943135
2023-02-27,-0.015394468811363304,-0.0010881392818280489,-0.020833313930779362,0.00469009674570553,0.01252290775809417,-0.010526315789473717,-0.008924159865886017,0.0028514222303104297,0.002751977984176035,0.0023508111768451023,0.008953713501739458,0.009465628457608455,-0.001197729987779672
2023-02-28,-0.01954398588139572,-0.02163087457205104,0.021276575507703344,0.00033345211597723967,-0.016591251885369585,0.0035460992907800915,-0.024011983378300683,-0.004450495896500595,-0.011663807890223032,-0.0028550910591228496,-0.014374340189662882,-0.0047926160684690355,-0.007075145007902073
2023-03-01,-0.005315609481208128,-0.004453634483855606,-0.01562498544808455,-0.02066669464111326,0.02944785276073625,0.0,-0.016401829373149268,-0.011672699064387837,0.015272474835126726,0.006442348374269713,-0.011468695766916337,-0.014237822331833572,-0.008695666596208462
2023-03-02,0.016032048552915512,0.008148266496245338,-0.007936500427734305,-0.018720192402013613,0.002681764004767606,0.0,0.005732084415928318,0.0003770123140101056,0.011623931623931716,0.007112422176996036,-0.004017328699945866,-0.015718002485873184,0.0021929861252474314
2023-03-03,0.018080185262364656,-0.0034865293185419866,-0.005333328247070335,0.011099538524837138,0.016641901931649272,0.0011778563015312216,-0.002072487552325919,0.01821146568981291,-0.0074349442379182396,0.021690817563647657,-0.0021558299144003312,0.04531723049181324,0.013980081400610578
2023-03-06,-0.008718067691354747,-0.0031806615776081015,0.016085775461857743,0.011320752247841348,0.0014615609470916002,0.0117647058823529,0.0005192226772061659,0.0004934120596757907,-0.01532175689479065,-0.016194326493647937,0.0052270271931538215,-0.01713453935206055,-0.01774371528538743
2023-03-07,-0.010749182915474886,0.0007977026164645018,0.007915559813120199,0.007801884186151575,-0.0017513134851138146,-0.009302325581395321,-0.030098594184120975,-0.010233039388594989,0.004840940525587811,-0.00833076607990857,-0.023399313521116127,0.003360595144033418,-0.026730165180627985
2023-03-08,0.0,0.006057707635899856,-0.005235597192677299,-0.008751205975939813,0.011695906432748648,-0.008215962441314506,-0.018191553925765214,-0.0009965350307817866,-0.0006882312456985007,-0.0026316004878486066,-0.008519075273623167,-0.01172278761580936,-0.016804569523313995
2023-03-09,-0.01580511808761198,-0.007288860719378842,0.007894729412163404,0.014940530231248417,0.0026011560693641744,0.002366863905325367,-0.0332425393825907,-0.015586035505795626,0.0006887052341597588,-0.02689264766854016,-0.02645716187404934,0.005930920732012179,-0.0051020601797675535
2023-03-10,-0.033121438318296614,-0.006065442936951326,-0.020887708955525053,-0.0297758249522303,-0.01383684058806578,-0.008264462809917328,-0.06369781146256337,0.006966473375779714,-0.010667584308327593,-0.026801540423220138,0.013643298174466745,0.0010528773140885406,-0.016410240760216355
2023-03-13,0.003806249543374829,-0.03211819495744339,-0.013333320617675781,-0.015862037395608874,-0.03040046769950311,-0.011904761904761862,-0.01143892396603563,0.00012581303434555657,0.0017391304347826875,-0.01189456294450808,-0.009396410962944413,-0.007782957054265904,0.01642338524742426
2023-03-14,0.008273001352106846,-0.004479840716774541,0.0189189006326147,-0.01541697687256316,-0.02864033765450713,-0.03614457831325302,-0.03166872444260305,0.003269959751610596,0.009722222222222188,0.004771743257509176,-0.003369283835507053,0.017807952192146814,-0.001538891272327203
2023-03-15,-0.01606835259331596,-0.013333333333333308,0.03183027177315001,0.007473276926043715,0.01613904407200506,0.004999999999999893,0.003773611387183573,-0.0015042637863509345,-0.00343878954607979,-0.030329251394598078,-0.0065043159500629555,-0.00895651326667013,0.007064000095636791
2023-03-16,0.001389819569993067,0.0028716216216215784,-0.010282827556014174,-0.017308363841816554,-0.02810018326206476,-0.003731343283582045,0.013157897095553706,0.0025109471991309196,0.014837819185645307,0.03350403226765253,0.015054029977573435,0.012610328726011977,0.010967898747498817
2023-03-17,-0.018043041751213407,-0.0067374094660602735,0.015584463034901574,0.0165349028349151,-0.004714016341923366,0.0024968789013732895,0.00927641421289671,-0.03180965515422696,-0.012240734444066592,-0.03284863190615306,-0.018146633391611378,-0.014321247322120811,-0.01236275727311742
2023-03-20,0.02084806249094351,0.0059352212989656206,-0.023017941333055014,-0.014851487485722847,-0.011998736975055269,0.0037359900373599153,0.01960782480441492,0.027810135736318076,0.004819277108433662,0.016592403264293232,0.012803791178908286,0.0031585315343583,0.016860386759331547
2023-03-21,0.010038107360820892,0.010283209710047148,0.007853395789015893,0.00538404936267467,0.013263023330137402,0.001240694789081953,0.0252403901261693,-0.004027179694326866,0.013703323055840988,0.01719793711336437,0.013631371578975537,0.00818640529637582,0.020349236705964557
2023-03-22,-0.018505857089780697,-0.0025029200734190127,0.0,0.0014280259854286825,0.013089418072859127,-0.0024783147459727095,-0.03634225974757477,-0.016805684120698272,0.017573504562352182,-0.006784377011383902,-0.022341091695714743,-0.009993724572780027,-0.015880842819357532
2023-03-23,-0.011871513960673541,-0.05536968885915017,-0.00259740018466581,-0.014973265159274107,-0.0006226650062266526,-0.003726708074534124,-0.005474461658407148,0.012209286819747422,-0.006310195948189934,-0.0008674165471411754,-0.05124987333241704,0.009674027909062577,-0.029647268879171906
2023-03-24,0.015547722470656833,0.01717726226314853,0.00260416424134724,-0.016286604026749307,-0.0024922118380061864,-0.006234413965087282,0.003058057241222656,0.015744004953487822,0.020053475935828846,-0.003581137553882896,0.014147654036883006,-0.017288102699657082,0.023204886668033886
2023-03-27,0.006611013763770268,0.004700557103064051,0.015584463034901574,0.00846208755165212,0.011242973141786461,-0.005018820577164407,0.023780567443209666,-0.005249977111816406,0.005242463958060384,-0.0068612203823988915,0.00603361660111279,0.0178041779950866,0.0034017466766187443
2023-03-28,-0.002073953173503673,-0.0015595217466644051,0.002557542261826251,0.009120758897910086,0.007103150092649724,-0.0025220680958385477,-0.0053603423275968565,0.01746669210437246,-0.00032594524119944346,0.002522159462457152,-0.02016960349880803,0.002290744751713092,-0.0016323110800383622
2023-03-29,0.01385519940777713,-0.0020826102047900585,-0.0025510179256705845,-0.022415001276392732,0.007666360012266171,-0.0012642225031606058,-0.0035928964401109598,0.0039520771890813045,0.003586566677534986,0.006125631144220378,-0.009629634388706121,0.006233062894452024,-0.0055339256645013934
2023-03-30,0.004783033394565761,-0.009217391304347844,0.0,0.023298784742452838,-0.012172854534388322,0.0025316455696202667,0.008413539791603863,0.0019682129525513403,0.001299545159194393,0.014133457000632843,0.00023618296611460643,0.016931706934283586,0.0013911801034034443
2023-03-31,0.015300944075967049,-0.0028084956994909316,0.017902795832784646,0.001806983625684211,0.009550215650030891,0.005050505050504972,0.02264595621077814,0.018661808832562965,-0.0009733939000649006,0.027015483548872288,0.0056672929362056035,0.018477076090814615,0.018186441473303727
2023-04-03,-0.0003349038405031646,0.011265622249603924,0.02512560405862696,0.00685427629019042,0.007018614586512095,-0.002512562814070307,0.0,0.003254147753333214,0.008444300097434132,0.009290181224395067,0.025319928194776464,-0.007575684117804626,-0.011783732886029852
2023-04-04,-0.0060301609003503565,-0.021235857267188907,0.0171569051397904,0.0057327068537029735,0.013636363636363669,-0.0025188916876573986,-0.005827528109495161,-0.013455011363893599,0.008051529790660261,-0.03113043810351024,-0.020839662042282936,-0.002410623448758642,-0.0025103169679768778
2023-04-05,0.009100116517336998,-0.0023119331317802416,-0.004819272401665575,-0.001068713203527638,-0.04095665171898355,-0.0037878787878787845,0.00879247498393676,0.018631255822267434,0.012140575079872207,-0.00437664027299034,0.036407562277971595,0.01772046300637653,0.010066634076694392
2023-04-06,-0.009686069150114274,0.0117647058823529,-0.0072639731179307,-0.005706196488465154,-0.04301745635910226,-0.0038022813688213253,0.0034864251297461735,-0.0033472656806856627,-0.01672979797979801,0.0025732336421384616,-0.0022190323719554206,0.0035615603953804698,0.0003738184869352956
2023-04-07,0.0016020281323956276,0.0014799154334037556,0.007317077992999188,0.0026542385248997657,0.0016286644951140072,0.010178117048346147,0.000579024422676433,-0.0023089967826962488,-0.0011556982343499111,0.007191730164043841,-0.0020637814946538047,-0.0006309067003987812,-0.00018681564666189754
2023-04-10,0.004798397229833995,0.004433185560481556,0.021791781811874245,0.00794163657694602,0.0055284552845529245,-0.0025188916876573986,0.001736068042233363,-0.0069430217630016555,-0.003471106254419265,0.021421135466052066,-0.00620414849080686,-0.0018939149848500314,-0.0005605516598066185
2023-04-11,0.011058978619925997,0.0014712063892390326,0.007109009291251134,0.002626354638256112,0.017787839586028475,0.018939393939394034,0.026574292663979815,-0.0007263627082577662,-0.0011610656002063457,0.019438698606072835,0.012846844562529824,-0.0006325029016736039,0.009471612119441808
2023-04-12,0.005303276334355234,0.0,-0.016470628626206296,-0.004955730607024478,0.033047346679377254,0.00867410161090465,-0.009003930404639093,-0.004603795119978993,0.008072328059412381,-0.0003058914998493867,-0.021427580821246628,0.0007910818629204286,-0.0023457091531635665
2023-04-13,0.0056050140692904815,-0.015739769150052485,-0.009569369257348859,0.0007114389890008344,-0.0024607812980621535,0.0012285012285011554,0.005678504864009559,0.01351013791968625,-0.0012812299807815064,-0.0012240182115604847,0.011657815979592812,0.006719351833170295,0.00965225594433794
2023-04-14,-0.003606577388575727,0.00746268656716409,0.014492740269210325,0.011731245415972591,0.009867406722170902,0.01717791411042935,-0.007905104284911202,-0.0032424240897203083,0.008017960230917165,0.006638087602467202,-0.017853726161503602,-0.027090697912138362,-0.010785602315431131
2023-04-17,-0.0023033792770679185,0.004585537918871285,0.01904771528006588,0.007378812318228789,-0.007633587786259555,-0.0012062726176115257,0.02219689222665866,0.007590328354433407,0.011135857461024523,0.006695786386859748,-0.001659562584531371,0.006053311281057239,0.017469999728703334
2023-04-18,-0.005277039875413392,-0.004564606741572996,-0.004672892510771409,0.0031391751778302446,0.006153846153846176,0.0,-0.0050110384090757965,0.0017936330360548425,0.004405286343612369,0.008767460322036902,0.003943205476953482,0.0008021881335833481,-0.005723346383140315
2023-04-19,-0.00265251737767902,0.033686067019400356,-0.009389773835924098,-0.005215563885136776,0.0009174311926605228,0.0,0.0,0.003938909475566188,-0.0028195488721804995,0.009190791038654833,-0.0138241607460442,0.03006014073099239,0.039436633931752674
2023-04-20,-0.008311170233846199,-0.005459819143490918,-0.004739332208735791,0.017126870348296297,0.004582951420714965,-0.0024154589371980784,-0.013430423458060226,0.00689575349953464,0.01068174677976752,0.009404124026982208,-0.0012495404786886377,0.0019455698719061942,-0.016260219608253523
2023-04-21,0.0033523426659569644,0.0022302281694972503,0.0023810069847565174,-0.011340203415124095,-0.00669099756690994,-0.006053268765133124,0.001134455967994663,0.022198573612259187,0.005906123717749345,-0.006668630940819487,-0.014309186330348944,0.003106756060206717,0.026829626907154402
2023-04-24,0.01336450432515024,0.000342348510784074,0.014251767751990219,0.0006951844784650607,0.002143294549908248,-0.0073081607795371095,-0.006232221268007598,0.0015016432237060506,0.0009270704573547395,0.0013821639686348863,0.01578617746870159,-0.005420030687046995,0.046191519064630704
2023-04-25,-0.01318824990228995,0.017111567419575646,0.012880577752430789,0.0008683437907357483,-0.0021387106630003094,-0.006134969325153339,-0.010262274559885265,-0.012802775656545973,0.0033961099104662384,-0.01459137683605094,-0.009332289467741783,0.0054495675101833285,0.0
2023-04-26,-0.016371525764182104,0.011776581426648614,0.01271677830076734,0.000867590423978104,-0.01041028781383957,-0.006172839506172867,-0.00864064058785008,-0.021614657708567964,-0.03446153846153843,-0.014006942863733829,-0.021835987538204815,-0.0030971340203197473,0.0031218505036811894
2023-04-27,0.012567898273531997,-0.014632524110409051,0.0,-0.003814168161219378,0.01825495049504955,-0.003726708074534124,0.03137716120011569,-0.0022688657375034005,0.005736137667303964,0.05428714671182022,0.008703725986406008,0.007766982740254447,0.015671846321931193
2023-04-28,0.015095631365360296,-0.012149848126898455,0.015981665067411388,0.003828771740488568,0.016104527499240406,0.0174563591022443,-0.004507037955270632,-0.016038347317055668,0.018694550063371285,0.02800766111625186,0.011824357581700529,-0.03660887381997735,-0.004705628344278234
2023-05-01,0.0033047052449879377,-0.011146224803553095,0.011235998399541591,0.0121359354929933,0.02511961722488043,-0.007352941176470562,-0.0005659439071113992,-0.009609547796194495,0.001166407465007735,-0.006834526207517566,0.006356353006543136,-0.009299969673156716,-0.0029686272911044753
2023-05-02,-0.03491440553296943,-0.0037572878427984957,-0.028888914320204018,-0.0034258437697886057,-0.016919486581096876,-0.0024691358024691024,-0.04133632777710938,-0.012036302500346263,0.0003883495145631244,-0.006127465258853437,-0.017575503471210063,-0.0031290903362842792,-0.004962471843049876
2023-05-03,-0.011604101073075634,0.0005202011444425114,-0.011441582427251795,-0.018563111471118554,-0.0018793273986152936,-0.0012376237623762387,-0.010632032010108872,-0.012307377711545886,0.006211180124223503,0.00872615162934931,-0.017650340233464012,-0.008505526936421814,0.0050980723413360796
2023-05-04,0.004834299082286053,-0.027902946273830165,0.02314812515252984,-0.06409807259576206,-0.001882865920126764,-0.0024783147459727095,-0.01791040221257001,-0.01170547943232314,0.0,-0.023695314332135453,-0.00939023397802341,0.014501654515889584,-0.015657798656001587
2023-05-05,0.03711339895355392,-0.00017828489926907665,0.02262441242227653,-0.005239498250228847,-0.0018864177918983538,0.0006211180124222615,0.04255311994683075,0.015664842199687,-0.0070987654320987525,0.00992004970752891,0.06996588954061966,-0.020334171934403678,0.008849568110616657
2023-05-08,-0.020543433829159685,-0.000936162624821657,0.013274323679807187,0.01956359891859516,-0.005669949268874985,0.0018621973929235924,-0.0058309261629182485,-0.014545500465321326,0.003963319863226511,0.010967018111626814,0.015149238149010591,-0.001644137597991202,0.0014435363794886857
2023-05-09,-0.003721201116044126,-0.00031234661550127996,-0.030567656947101063,0.009594104251733349,0.005402160864345751,0.0012391573729864103,-0.0029325067036874986,0.00267218124001789,0.0013158913228576985,-0.002735599563092994,-0.007178185344967725,-0.011527327736925663,-0.006541789015566901
2023-05-10,-0.00984722947417671,-0.016604177825388367,0.009009000301245074,-0.04020469140828664,-0.0035820895522388208,0.0,0.01411763359518603,-0.008756375820861861,-0.009894867037724131,0.00037836658215550933,0.0025115249463396605,0.005206183908603057,-0.0021204778487423637
2023-05-11,-0.005486963245862619,-0.009622367465504711,0.0,0.004188903632627472,-0.011983223487118,0.0,-0.004640366865901968,0.007553403319426444,0.007807620237351598,-0.006997026079962332,-0.013095509763423663,-0.005800777697970161,-0.004362006521293149
2023-05-12,0.009655196091224338,-0.006782768102658099,0.0,0.0015168375770091558,-0.006064281382656134,0.0,-0.05477858638788846,-0.00673441931192742,0.005577936163619457,0.003047035850818114,-0.013192279522235562,0.015419954547947645,-0.001572673499525945
2023-05-15,-0.006147551262110418,0.00221483942414169,0.008928562875609058,0.0018931933869528184,0.006711409395973256,-0.007425742574257432,0.011713966837297196,0.0026864409542237677,0.0030816640986133237,0.01898614077776073,0.005573498986474412,0.0008207900603380835,0.0048379873814548
2023-05-16,-0.015463943540907965,0.0018416206261511192,-0.008849549119871458,0.0,0.012424242424242449,-0.0012468827930174342,-0.057891518470364445,-0.0007654702819108739,0.009216589861751112,-0.006334942230114549,-0.009767458420391395,-0.001025146145655853,-0.004590707019624052
2023-05-17,0.010471244272378222,-0.016727941176470584,-0.011160756812943928,-0.010204027201704657,-0.008979347500748247,-0.0037453183520599342,0.037516227422331294,0.006256356814080988,-0.014307458143074547,0.02278260446604974,0.030295935582442146,-0.009647045581891556,-0.003599546561661948
2023-05-18,0.008980943512306938,-0.006917180781454424,-0.004514668555645085,0.008018292485316048,0.017819389912413275,0.00877192982456143,0.0049875261309126895,-0.007613227924223809,0.004941321803582532,0.023191919457537402,-0.025568007579656493,-0.015336763662101571,0.004967202561712458
2023-05-19,0.0010270690717499864,0.00395331325301207,0.006802768899403677,0.01515150092083739,0.010385756676557945,0.008695652173912993,0.004962774165082395,0.008183089082473893,-0.0009219422249538978,-0.013348911095683702,-0.005302294059584045,0.004630569628212511,0.0034824219240456866
2023-05-22,-0.00034200509439519244,0.004500281267579176,-0.01126130407443382,-0.008582072715818234,0.026725403817914772,0.014778325123152802,0.053086337191436295,-0.0029168767532005146,0.003383574284835378,-0.003541263955096796,0.0015286300403103414,-0.014037275420476836,0.0019030355475289085
2023-05-23,0.005131701022216273,0.022400597349262696,0.013667413349507385,0.0037636576070119165,-0.014016018306636124,0.0012135922330096527,-0.0058616872567529565,-0.0005087880199684536,-0.009809932556713696,-0.014762120910540966,-0.014088940369916814,0.006162406120781672,-0.0264804776154417
2023-05-24,-0.0037439995284213046,-0.0007303268212525138,-0.013483133786796553,-0.002249698754058782,0.006962576153176636,0.00484848484848488,-0.007075409101562236,0.005981181086170295,-0.011455108359133104,0.0009248841248687967,-0.00857416512309106,-0.01583955311245755,0.004131764279809325
2023-05-25,-0.0064913061525840865,-0.02685912662159695,-0.011389456815116494,-0.021420506642246373,-0.01930279458369344,-0.014475271411338975,0.0,-0.017710328549415233,-0.003758221108675186,0.0087783860425652,-0.010770288444026943,-0.017381942892506608,-0.045147983137372116
2023-05-26,-0.011348002908247445,0.002628614344724056,0.0,0.007296413979605232,-0.00381903642773207,-0.007343941248470043,0.01603328119460734,-0.007211914706809708,0.008487896887771074,0.005770860981764603,-0.012020889353865472,-0.007643556986518307,-0.02489827397964617
2023-05-29,-0.004956535671068241,-0.020365168539325795,0.01612896137399411,0.012962263001202512,0.012975523444411774,0.0055487053020961685,0.004821684646947766,-0.0073939020262580035,-0.014728802992518664,-0.0033470319641047963,-0.0044858869644436306,0.005501676433048219,0.009575260194106594
