,8031.T,AOT-R.BK,GIS,012330.KS,BNP.PA,CCEP.L,051900.KS,ASRNL.AS,9983.T,4188.T,HST,FME.F,WHR
2023-01-31,-0.01189860320744951,0.0019876361021262667,0.0019179328427927356,0.0,0.012719383477121982,0.003921583587048083,-0.0026845637583892135,-0.002529331021066117,-0.003937532648729869,-0.0005506186016001058,0.017269275929106653,-0.00718390820347381,0.013351590083356957
2023-02-01,0.011518324607329822,-0.00932668705772599,-0.00472183184915842,0.007263922518159882,0.004610446642211219,0.0,0.0,0.002074692263067668,-0.005483319983741408,-0.0019280587053821518,-0.0026525805515809076,-0.004920352321251653,0.005848728604203712
2023-02-02,-0.016045548654244346,-9.015064274864315e-06,-0.026798261253210498,-0.009615384615384581,-0.02516221217190906,0.003906264842953311,-0.06594885598923284,-0.011502185092230222,0.02525969939204198,-0.03146127695449141,0.022872357586489533,0.03170448280174076,0.015654932576627312
2023-02-03,0.01367701209889538,0.0019112108559562468,-0.005533572602131054,0.012135922330097193,0.0019480965836784492,0.00194549554771406,-0.0014409221902017544,0.002327169450321298,0.008129039907428304,-0.01324981978151174,-0.00832032507648739,0.0042288611790091135,-0.025039294142516044
2023-02-06,0.009859885832900872,0.0,0.022522481089503277,-0.011990407673860948,-0.01571615686193073,-0.0019417179440989196,0.0,-0.016717000831315443,0.02952489707387418,0.016892885676371927,-0.0288410721479887,0.010106699077672143,-0.0321998157956872
2023-02-07,0.005138746145940454,-0.009409604717051878,-0.011272385891966441,-0.0024271844660194164,0.026172842017907705,-0.003891065311325992,0.0014430014430013571,-0.00047217576828528784,-0.00518137056278023,0.006389322842531131,0.010259104860299129,0.0008337626369800955,-0.0024003241806030973
2023-02-08,0.009969325153374342,-0.005049246070982227,-0.0074695284112222815,0.009732360097323589,0.024221981357671174,0.003906264842953311,0.004322766570605152,0.0077958422415027595,-0.012960247660792179,0.054740390041177145,-0.008551568959984213,0.02554851503818134,-0.03782909095062603
2023-02-09,0.01493292837256388,0.004863854000761947,-0.00686554868936895,0.0,0.008770637452955699,0.007782056406754112,0.011477761836441891,0.005625918408936892,0.00012266650522052558,-0.0018726102523064503,-0.005390753543607185,-0.03953422887646274,-0.019727781774312225
2023-02-10,-0.00972568578553612,-0.004598001620285563,0.011566007751513396,0.002409638554216942,-0.012730996163626496,-0.007721963650058505,-0.004255319148936176,-0.011188889041042094,0.0014723926733222203,0.0036183491863601702,-0.014634170547354275,0.025373489715481812,0.0028345320940612595
2023-02-13,-0.005540166204986097,0.0,0.0067026174369324565,-0.0024038461538461453,-0.004245957809652312,0.011673121718080326,-0.008547008547008517,0.0009429730611498766,-0.011271723461039995,0.002403508791947395,0.015401472750094625,0.020071475492850377,0.04296213713609842
2023-02-14,0.006330716637123368,-0.010317162083433584,-0.016318538184074582,0.026506024096385472,0.016740327916969333,0.01153843219463635,0.005747126436781658,-0.005652328519651251,0.010408921933085402,-0.0037298358164893353,0.003792069644885876,0.00862532905621105,0.02012195865778077
2023-02-15,-0.01031706089582285,-0.00972035138770011,-0.0031851077455822274,-0.007042253521126751,-0.002795904207128941,0.0,-0.018571428571428572,0.00900040839486338,0.004415011037527616,0.04292014244963549,-0.005396674461096818,-0.010689410228608587,-0.018131173896071218
2023-02-16,-0.0002542588354945696,0.008851660057985988,0.0,0.016548463356973908,0.02492221463508071,0.00760459196734975,-0.0014556040756914523,0.016901437711095868,0.01733824118589733,-0.003974327674278855,-0.05860010340872068,0.008643967878641856,-0.01839827711092823
2023-02-17,0.004577822990844416,0.0019959447505037975,0.022100865653382318,-0.009302325581395321,-0.005623141784522279,-0.0075471986014888914,-0.008746355685131157,-0.007156079766271417,-0.005160849052391003,0.037199076420035615,-0.02363111460504641,0.0013390261611201382,-0.0008268682554088969
2023-02-20,-0.010632911392405076,0.0,0.033118475647502255,0.0023474178403755097,0.0010698409674114728,0.003802295983674986,0.013235294117647012,0.0034875966457270646,-0.0026541434808179387,0.008314733567298838,0.002213661547413759,0.00829102375906543,-0.021258623846646008
2023-02-21,0.004861821903787034,-0.0021303713121303414,0.010685601063887384,0.007025761124121788,-0.0015266942613907375,-0.03219698461181464,-0.007256894049346929,-0.004402192478700329,-0.013668780374644252,0.012923076923076815,0.0007362573578690856,0.02175065459495462,-0.0072401230003499295
2023-02-22,-0.013241660300483793,0.0027386015663630747,0.0014969450063064826,-0.0046511627906976605,-0.022018385440502497,0.005870901383876692,-0.01900584795321636,-0.011170573158025943,-0.01827321617457689,-0.023815280177323817,0.0052972427192661264,0.018951182075835016,-0.003477929557007764
2023-02-23,-0.0001290322580644876,-0.008291508023449357,0.0002491812751010958,0.016355140186915973,0.012976889351710152,0.01945525234073231,0.005961251862891315,-0.008472595813852513,0.0008744412458414619,0.010704475136417368,0.015807989401037892,-0.044840721567724895,0.005199508675665321
2023-02-24,-0.00012904890953668868,-9.80127053584745e-05,0.004234076276080412,0.006896551724137945,-0.013891055921612327,-0.0019084405707311403,-0.004444444444444473,-0.004984640252688188,0.0008736772664041936,0.010591102938346753,-0.021325696316904397,0.004801186514267419,-0.014454818070868791
2023-02-27,-0.006969540526587492,0.0,0.004216319070666996,-0.022831050228310557,0.024573481136683117,0.013384336006709185,0.0014880952380953438,0.014074431735661808,0.00018705574261135283,-0.008530343904777471,0.00588930413225186,0.012476804978732048,-0.0010783945677875773
2023-02-28,-0.005978684689368352,-0.0006456388933966384,-0.018152644600714973,-0.007009345794392496,0.010540825711223167,-0.013207561564895332,-0.007429420505200568,0.012938204504214568,0.006171685057041243,-0.02531953810728893,-0.016393482897905765,-0.03460932658489968,-0.006909505520356074
2023-03-01,0.036349372384937295,0.005558784603827416,-0.008300888496752146,0.010588235294117565,-0.04157218347038372,-0.028680688754906813,0.007485029940119681,0.006270330913903388,-0.01115241635687736,0.009836050180288547,0.012500059604647396,-0.037208010408466885,-0.010218788570660164
2023-03-02,0.013373706787787043,0.0033404158184553445,0.0012682114908844078,0.010477299185098987,-0.0004732270232185032,0.02952755949857755,0.007429420505200568,0.004384920809599624,0.020676691729323293,0.0008741411309964864,-0.0017637087737699675,0.010155165094606122,0.006589982047432885
2023-03-03,0.04133466135458175,-0.014455128614331514,0.008233078543435912,-0.0023041474654378336,0.01404455135469318,0.001912089680251805,-0.002949852507374673,0.004825346559370169,0.03867403314917128,0.012850889323728909,0.005300362486113208,0.01870980573167569,0.009238410279941656
2023-03-06,0.009086561453849784,0.0,-0.006155752175407869,0.011547344110854452,0.010582014979305221,-0.003816808341898237,-0.007396449704141994,-0.005259536808688625,0.016134751773049683,0.008376432489800578,-0.007029814530175482,0.026589946076618354,-0.010811589596440574
2023-03-07,0.006635071090047351,0.0,-0.0008848400238169463,-0.004566210045662156,-0.01570687148312422,-0.003831432184220329,0.0014903129657228842,-0.007126468351517756,0.010643866689932002,-0.0059857849072118,-0.0017699519348166604,-0.03604812446771244,-0.018507785217542816
2023-03-08,-0.004001883239171389,-0.022466118929057477,0.0016447020737879736,-0.011467889908256867,0.0012515931374597056,0.0019230475792517687,-0.04613095238095233,0.013197492774906783,0.018128453038674053,-0.005898964877669832,0.0029550376380080845,-0.00027696182703063066,0.014773612013730952
2023-03-09,0.014181044670290799,-0.010108004827249828,-0.006694439706388278,0.02088167053364276,-0.021250009536743164,-0.013435642394306058,-0.03588143525741028,-0.00457031434902444,-0.008478887569950855,-0.0012362467175400793,-0.051266880794751835,0.0,-0.01785062841338514
2023-03-10,-0.02610114192495927,0.003732902886695477,-0.0015259759348094093,-0.015909090909090873,-0.03815452447216017,-0.007782130622652095,-0.024271844660194164,-0.027318696140719245,-0.017102787754403992,-0.004208471730804075,-0.012422407341657338,0.013023031829203946,-0.02130354272142687
2023-03-13,-0.016271835367312804,0.0,0.016174278231748884,0.009237875288683695,-0.0680497672053294,0.001960754394531028,0.0066334991708125735,-0.061836181211539554,0.004002088045937047,-0.021255407813471128,-0.008176048043114115,0.016684813258785347,0.00312050889728277
2023-03-14,-0.0440282169788373,-0.02491824398140907,0.00463720694744385,-0.022883295194508046,0.03081032048483534,0.03131120032476442,-0.028006589785831926,-0.02842769982679838,-0.014904679376083196,-0.030607106774002912,0.012048165812814648,-0.002421209102071331,0.0012898191578838425
2023-03-15,0.01195928753180664,-0.018722842706751397,0.00985520521509442,0.025761124121779888,-0.10107121943439257,-0.005692585061052191,0.0,-0.06162603105234776,-0.01688951442646025,0.014673146058098885,-0.012531316340044119,-0.0024271884612614425,-0.024172178615588402
2023-03-16,-0.04953482524515962,0.04002198783059718,-0.005929533608827198,-0.020547945205479423,0.01306938922025025,0.007633543884232319,-0.05254237288135588,0.033664386023766646,-0.00769506084466709,-0.022595222724338337,0.006979673545667975,-0.01378756726381436,0.0052803846949533995
2023-03-17,0.0015873015873015817,0.013025588551403677,-0.008450357833483357,0.013986013986013957,-0.019540861263272036,-0.020833304735144775,0.014311270125223707,-0.03603840115096735,0.009377817853922554,0.004095080034263621,-0.033396328720422086,0.003289444446012757,-0.007801712600381094
2023-03-20,-0.01954569466455358,0.0,0.010778300544977304,-0.02298850574712641,0.01702788434440272,0.005802693087687549,0.008818342151675429,0.032677936450588474,-0.021082722887260985,-0.00552552467672085,0.022816129355537562,-0.006830601377668555,0.019929915293227074
2023-03-21,0.011314655172413701,-0.0026836699669394726,0.0012399066612416298,0.0117647058823529,0.041476412637302174,0.0076923370361328125,0.034965034965035,0.02654861462760949,0.008669465230881634,0.007342224651032181,0.010197629405068298,0.017881748367656103,-0.0001525762499808847
2023-03-22,0.011188066062866264,0.0035695143509679728,-0.010897798803937708,0.0046511627906977715,-0.004932415956974356,0.015267160568028793,-0.027027027027026973,-0.01880871026556208,0.00859495159685153,0.0072887093098630285,-0.04858046935215732,0.016756727888777467,-0.029238885948856375
2023-03-23,-0.006322444678609096,0.008390259653365817,0.02854637161502338,0.00694444444444442,-0.02184693252685188,-0.01503757942834183,0.01388888888888884,-0.013578331139070032,-0.007893792608539618,0.0016948993389422906,-0.014588877197735606,-0.0002657714464933125,-0.008414653140951356
2023-03-24,-0.010869565217391353,0.01334620036879719,0.03225808249125972,-0.03218390804597704,-0.052740195626386654,0.003816735542333971,-0.005136986301369828,-0.0224021061659615,-0.010126582278481067,-0.005726882010691714,0.013459001854659203,-0.028449871775054425,0.008565325263080847
2023-03-27,0.013401232913428096,0.0,0.0009433278158177405,0.004750593824228044,0.026154144301521187,0.00760459196734975,0.0,0.0030370128836076926,0.010047497259773497,0.0023563133072936893,0.005312079779350443,0.058018579057667496,0.005189932150762022
2023-03-28,0.010579211848717351,-0.0013986273517007097,-0.0012959544522974653,0.009456264775413725,0.003475580266340872,0.0,0.012048192771084265,-0.014863773418963944,0.011937059142702156,0.011884518010791156,0.007265498955273175,-0.009053245615688321,-0.006258335604306109
2023-03-29,0.010991886940591389,0.0,0.0030671481246511423,0.00936768149882905,0.02693857375981601,0.00566036296340644,0.011904761904761862,0.013132087007071025,0.01358355674709566,0.012261228897358256,0.03344263795946456,-0.006264726438619306,0.013540118375435561
2023-03-30,-0.009836914315298984,0.0,-0.0008232352796558873,-0.011600928074245953,0.02173505472414572,0.003752359583532483,-0.006722689075630228,0.014065145058972606,0.012167166284605901,-0.011602672099415678,0.0019035363283950169,0.01996328191023844,-0.0003883732175363752
2023-03-31,0.0760784313725491,0.0,0.005885122473964,0.014084507042253502,0.01247020576560054,0.016822458427643072,0.015228426395939021,-0.0008158493044169157,0.006271777003484358,0.0135448914275762,0.04433184363244225,-0.000772665273740647,0.025796483317353402
2023-04-03,-0.005102040816326481,0.0,0.0053826244956773905,-0.0092592592592593,0.010686472783402401,-0.011948557125861292,0.0,0.00707670957145301,0.027181440443213356,0.012345694357040804,-0.012734935560185012,0.026804147834466052,-0.0023481105026628146
2023-04-04,-0.0017094017094017033,-0.0037304014819242726,0.0017458278523698745,0.004672897196261738,0.009677435894456021,-0.023255813953488413,0.0,0.0162161749762455,0.010281476487443042,-0.0025144580570931607,-0.007371058610079473,-0.008032120823258437,-0.009566545451343722
2023-04-05,-0.03375733855185914,0.00460886468363908,0.011502240818865195,0.013953488372093092,-0.009052153357329673,0.023809523809523725,0.0,-0.015159566966911342,-0.01918585251918581,-0.022435150340801457,-0.0049504903750891005,0.0005060844517208452,-0.007665772505895618
2023-04-06,-0.0020253164556962577,0.0,-0.0018377674845115877,-0.00917431192660545,0.025076082129069643,0.0,-0.01666666666666672,0.023224429886623987,-0.010546011226399088,-0.010572397408445289,0.0,0.03009606978136592,-0.015449981051754214
2023-04-07,0.00025367833587019994,0.0,-0.0015822872327396764,-0.01157407407407407,-0.001083352702326068,0.0,0.057627118644067776,0.007178678449507148,-0.000687639676809404,0.010946003533580662,0.002953988416652731,0.0004910497910250999,0.003197341941629128
2023-04-10,0.002536139994927744,0.0,-0.004754384500113007,0.0,-0.0032535828847887194,0.0,0.0016025641025640969,0.021382536991028545,0.0161706519869258,0.0030936123380076452,0.008835864209432387,0.0014724263384298109,0.009561454585119478
2023-04-11,0.0265621047305844,0.0051555360531048144,0.008222340440289022,0.03512880562060894,-0.001088067746861654,0.0,0.033600000000000074,0.006978298602343669,0.008803114948366275,0.011436601438318261,0.007990114143147986,0.0004900871622308678,0.03827085816028997
2023-04-12,0.02390340068999497,0.0018154586302363551,-0.0005742639991418441,0.04977375565610864,0.0026353044747766674,0.0,0.006191950464396356,-0.010191121678443604,-0.005370028528276505,0.005971302697008074,-0.017682866763670035,-0.025471488339153914,-0.0005223647365092399
2023-04-13,-0.0002406738868833136,0.0,-0.0006896355190789683,-0.0021551724137931494,0.008235521696450032,0.0,-0.010769230769230753,0.017245868982179946,0.02142736628985986,-0.0010103407493079475,0.01179383113039112,0.015330500033075456,0.0033594397797267472
2023-04-14,0.032258064516129004,0.0,-0.0044853295380860025,-0.002159827213822907,0.03215151971994268,0.009302325581395321,0.013996889580093264,-0.0030364101845852254,0.08490254377271222,0.0006321112515803584,-0.0006133939878028016,0.04504949569515215,0.004092284797136525
2023-04-17,-0.012826492537313383,0.0,0.00612290658786252,-0.012987012987012991,-0.020205434842092584,0.02304147465437789,-0.0076687116564416735,-0.014720858086102573,-0.02710109622411694,0.0035375714377368084,0.014119062572740315,-0.015395582830068033,0.015042599668049217
2023-04-18,0.012993149066855558,-0.0006543825509224277,0.004478206860060396,-0.013157894736842146,0.020965823156819274,-0.009009009009009028,0.051004636785162205,0.011334328443275199,0.0053208137715179404,0.010827189667961257,0.00665851694642261,-0.008178978953185423,0.019053881528387606
2023-04-19,-0.0016324626865671377,0.0037972925972193927,-0.004000984111620753,0.008888888888888946,0.003198091688216831,0.036363636363636376,-0.008823529411764675,0.012226270439505527,-0.0006226650062266526,-0.001494597297972411,-0.009621157876518738,-0.008974022216656441,-0.00035821371924660284
2023-04-20,-0.009110021023125414,0.0,0.005049953578289523,0.004405286343612369,-0.012583892939622476,0.0,-0.014836795252225476,0.004026166095981942,0.014018691588784993,-0.00286888830977694,-0.022465024123271005,-0.026186972071487014,0.008098071787171257
2023-04-21,-0.004950495049504955,-0.004016826875864465,-0.0013703636747771641,0.00877192982456143,-0.0032285239020444223,-0.013157894736842146,-0.08132530120481929,-0.007518873190098474,-0.01781874039938558,-0.0021266101515037272,0.007453349629909178,0.042975598017776395,0.0022037219210129244
2023-04-24,-0.005685856432125047,0.0,0.001944034354174562,0.008695652173912993,0.008182740257158372,0.0,0.024590163934426146,0.004798041634532568,-0.0031279324366593197,-0.003259416549211469,0.00863139968703952,0.0019277549651732784,-0.001986088720260737
2023-04-25,0.0071479628305932685,0.001282617480295123,0.0100433374324711,0.0237068965517242,-0.023841729150557045,0.03111111111111109,-0.025599999999999956,-0.010052815196664455,0.003137747097583965,-0.0002514792831274093,-0.026894897166398368,0.01707549430511035,-0.05792462027900702
2023-04-26,-0.012775017743080208,0.001292770019109879,-0.007005680752339316,-0.0652631578947368,-0.002078623468496188,0.0,0.013136288998357948,0.0050774502675421385,-0.00781983109164841,-0.020254165463086338,-0.0075376812175880215,-0.00520220420762274,-0.026631450003954282
2023-04-27,0.004073807812125629,0.003152074333755195,0.010355071581138242,-0.0022522522522522292,0.019614668566974247,0.0,0.0016207455429497752,-0.002778494820095956,0.001891551071878883,0.00847462342648142,0.006962003503123482,0.010221067466009037,0.049372150877746934
2023-04-28,0.009307875894988049,0.0,-0.0018020459562962943,-0.018058690744920947,-0.0025536520529909623,0.0,0.008090614886731462,0.009118556598928684,0.007237256135934622,0.011586421317883788,0.01634193786143423,0.03552937227136943,0.031021471062679495
2023-05-01,0.020808701820761444,0.0,0.008349379624239095,0.018965517241379404,-0.020865348999874134,0.006465517241379226,-0.006019261637239204,-0.012989431928958517,0.00281162136832247,0.003524213710470514,0.0006184433416607238,-0.017382356543410915,0.0014327455655065435
2023-05-02,-0.012740328932128842,0.0,-0.0041401223588547476,0.006204173716864103,-0.007103329788387236,0.0021413276231263545,-0.002018570851836876,-0.0043867925866772906,-0.004049844236760136,-0.004891462985847861,-0.012360986351494407,-0.0058966159282682895,-0.005651286387257981
2023-05-03,-0.001916158298138626,0.008082427020145388,-0.0019100917859024014,-0.008968609865470878,-0.011762608492175253,0.012820512820512775,-0.05177993527508096,0.013282161501901202,-0.005213220727765644,-0.0006722149627262919,0.018147742417692125,-0.0023261755039299947,0.015467581989096146
2023-05-04,-0.0019198370097557316,0.0,0.006416747529830014,-0.013574660633484115,-0.006217841235135246,0.0,0.0017064846416381396,-0.03226616683584549,-0.005240540823812978,-0.0006726671396426465,0.06392126483822236,-0.019818104131897996,-0.0382571316329251
2023-05-05,-0.0019235298735966744,0.0,0.004586085298848186,0.004013761467889898,0.03485879175564399,0.00843881856540074,0.0,0.022141242571823483,-0.005268148772521353,-0.000673119925297283,0.02599657867262417,0.004995220739757222,0.009355464253855805
2023-05-08,-0.00578171091445423,0.0,0.0006681348359811601,0.011993146773272345,0.006909682675699358,0.003138075313807498,0.0,0.004077467904388676,-0.015888147442008282,-0.0020207199627622074,-0.01914415248908452,0.010414168679502511,-0.0010947974791706283
2023-05-09,0.03417991929741282,0.0,-0.003115682654210805,0.011286681715575675,0.0022301810152030033,0.0010427528675704956,-0.015332197614991494,-0.008883306478769226,-0.003228931223764886,0.010124019079240432,0.004592418103081641,-0.0011712166471998797,-0.00679471548884758
2023-05-10,-0.01055772320403947,0.0,-0.00022320173996870363,0.01116071428571419,-0.008558713037854715,0.0,-0.00865051903114189,-0.011523707342672274,0.005830903790087438,0.001127491061316599,-0.010285731724330338,0.04549724364858254,-0.017801957668703072
2023-05-11,-0.0064950127580607475,0.0,0.007703499427901939,0.015452538631346657,-0.009841155263189183,-0.008333333333333304,0.00698080279232105,0.004922343236195781,0.0028985507246377384,-0.006006742509845786,-0.026558839063381634,-0.015477846861046807,-0.008238511596142195
2023-05-12,-0.014475834695307,0.0,0.0038776696857687476,-0.021739130434782594,0.01987799886097874,0.025210084033613356,-0.017331022530329254,0.01056973028448649,0.016056518946692355,0.002392074081911888,-0.007117487241354081,-0.0025062796054059477,-0.013819678721939899
2023-05-15,0.01279317697228155,0.0,-0.003531615634794094,0.0,0.002564501741788572,0.008196721311475308,0.0017636684303350414,0.014030592509083117,0.009797724399494223,0.00477265477858424,0.01075270654939553,-0.002969329763422679,0.00551344850979385
2023-05-16,-0.0016374269005847708,0.0,-0.0003322491858752663,-0.020000000000000018,-0.003581157685170866,-0.008130081300813052,-0.007042253521126751,0.001257842441774848,0.010015649452269182,0.014250030517578116,0.0023640075649142833,0.0071018911284563835,-0.024369789107750672
2023-05-17,-0.0009372071227741197,0.0,-0.004542473436800587,0.01133786848072571,0.0034229122350653007,0.008196721311475308,-0.007092198581560294,-0.0025125245235677607,0.022311744654477828,-0.01860985477785504,0.004717089349841386,-0.023657892110709566,0.02521267435914809
2023-05-18,0.036350844277673655,0.0,-0.015025025008875481,0.026905829596412634,0.017226646821305813,0.008130081300812941,0.005357142857142838,0.014609521541845139,0.011215519854501421,0.009669737944330015,0.01819245594405472,0.0016310231246032814,0.01758792160044642
2023-05-19,-0.0027155465037338455,0.0,-0.009830539509401492,-0.01091703056768556,0.003521111445703662,-0.016129032258064502,0.01243339253996445,0.00968220956970045,0.021882494004796138,0.003482571881801899,-0.01613836775153943,0.002326086769407709,-0.01661055983603399
2023-05-22,0.00431132289539371,0.0,-0.02202442503329538,0.011037527593819041,-0.04243938455451013,0.004098360655737654,0.021052631578947434,0.005655356953254476,-0.0005866823115282527,0.00793260350879521,0.002929182501645977,-0.0020886551930653363,0.00015220477498067986
2023-05-23,0.0029371893357432732,0.0,-0.002683730871985479,-0.0021834061135370675,-0.004013253127289507,-0.02857142857142858,0.005154639175257714,0.017359390170766043,0.006750807161725936,-0.0013527257803503945,-0.01752343047330207,-0.0006976460301598708,0.009889715343772032
2023-05-24,-0.0018022077044379525,0.0,-0.004680022465964551,0.006564551422319376,-0.018220057501146192,-0.008403361344537785,-0.03931623931623929,-0.033645794408631136,-0.029154518950437303,0.004432996834529357,-0.014863258295832682,-0.04561328469838588,-0.0003012676921492208
2023-05-25,-0.0009027307605506962,0.0,-0.006582785477873054,-0.013043478260869601,0.0024982046281452064,0.0,-0.008896797153024938,-0.0002486526177779558,-0.004204204204204198,0.006129704456509177,0.009655995797156702,-0.0019506954311533375,-0.0031648964394972445
2023-05-26,0.006550711542805621,0.0,-0.0039048848977984996,0.0,0.0023140097438421048,0.0,0.0,0.006716429170135374,-0.0015078407720144904,-0.004142834608859225,0.0029887116423970017,-0.015147787130760482,0.014589220897425426
2023-05-29,0.0401705565529622,0.0,-0.008107659112708165,-0.01156387665198233,-0.003729406749216291,-0.0031779661016949623,-0.0282764811490126,0.005930265790225819,-0.0018121413470251202,0.010400098038608085,-0.008492276204530969,-0.00396923448179598,-0.008158285094930329
2023-05-30,0.0034519956850054268,0.0,-0.0027246435184203888,-0.003899721448467952,-0.01443845954768419,-0.0010626992561104665,-0.009699769053117757,-0.005649706396678722,0.007866868381240621,-0.025550951680599177,-0.002855004219238566,-0.0009962867747729254,-0.002741796724326173
2023-05-31,-0.05310685874005594,0.0,0.010688207696920582,-0.0022371364653244186,-0.02315070668835295,-0.017021276595744705,-0.016791044776119368,-0.016798426701222557,-0.018913239267487225,-0.026593791586219995,0.000602786545500722,-0.0054849468301017,-0.02613740105664475
2023-06-01,0.018619436875567663,0.0,-0.0032082255312745334,-0.006726457399103158,0.008516995250239079,0.008658008658008587,0.017077798861480087,0.005025144893802347,0.0015299877600978284,0.0011490162493150713,0.009036121390558316,0.00752066286414621,0.016319906566024
