,ITX.MC,FMG.XA,0017.HK,RICOY,TT,2330.TW,SMWH.L,GSK.L,2890.TW,1911.T,VTR,VCX.AX,035720.KS
2023-01-18,0.004741034296312563,0.007730790271186061,-0.013071944855602369,0.004000027974446541,-0.0331034384399056,0.0061171432940816395,-0.029066171923314732,-0.01933512858813946,0.0006500543672580683,0.01244635193133048,-0.005703784445437954,-0.009708728874782135,-0.003236245954692518
2023-01-19,-0.023593453231602446,0.019855619904663557,0.011037527779712342,-0.009296171276356291,-0.03878238388143607,0.00607995136038908,-0.0197452229299363,0.006099273465203892,0.0006496320710931425,-0.013141161509114041,-0.009219437620948234,0.009803912402207349,-0.012987012987012991
2023-01-20,0.010037191880764018,0.003539819573261882,0.03275109224862671,0.0013404493288933228,0.016941046269707938,0.006043208943949274,0.032163742690058506,-0.008318008572458013,0.0006492103232462743,0.00859106529209619,0.019023948662820978,0.0,0.006578947368421018
2023-01-23,0.004048605448755183,-0.01146385473471534,0.017970410046090013,0.006693466149827021,0.006298516804068788,0.01802072383240705,-0.0003147623544224043,0.002843332286867728,0.0019463673679505078,0.0127768313458263,0.028612010599408766,0.014563093312173425,0.013725490196078383
2023-01-24,0.00806449075575677,0.0017840770759409708,0.005884391749421125,0.030585108996921573,0.022287204601397548,0.005900575306092337,-0.0028337531486145595,-0.016869895098100107,0.0006475287937361962,0.008830950378469371,0.006115631913386599,0.014354053886023399,0.004513217279174642
2023-01-25,0.008363619717684623,-0.0013356536295504595,0.005849968244548531,-0.0206451416015625,-0.0030327237122689255,0.0058659627511366,0.006315124723713206,0.011968259254460989,0.0006471097715263774,0.00041684035014588616,-0.0037254632688036304,-0.014150930664724504,0.00449293966623876
2023-01-26,0.02055534454503105,0.0013374825039242921,0.005815945150108304,0.015810261284140648,0.007461419294245708,0.00583175389998547,-0.018512707875745216,0.0011399085307546297,0.0006466912912728162,0.002083333333333437,-0.0011808969035485006,0.0,0.0
2023-01-27,0.003533582479351205,0.0013356960338486434,0.004081648223254186,0.010376124942961917,0.008545547829041045,0.005797941730685485,0.019501278772378505,0.0034159187268132385,0.0006462733519241315,0.0,0.017142836096251557,0.0,0.033546325878594185
2023-01-30,0.005633797519761563,-0.012005356181035265,-0.004065056094269548,-0.017971741613756476,-0.010619696637722442,0.01729355814958944,0.002195045468798895,0.0021276595744681437,0.0019375678572990385,0.001247401247401303,-0.0065865974355506784,-0.004784684628674429,-0.021638330757341562
2023-01-31,0.002100888459839245,-0.0004500553191206791,-0.044897974753866254,0.0052287531182189095,0.02266629379986984,-0.03867403314917128,-0.0015644555694618312,0.007360243746682649,-0.033519675262548065,0.0033222591362125353,0.010335464247477999,-0.0096153757981291,-0.02211690363349128
2023-02-01,0.007337494001215417,0.005853267603514567,0.02136752171585732,0.0078023332032624015,-0.001786467586828211,0.015325670498084198,0.02193669696020062,-0.002669698442424373,0.0,-0.009519867549668826,-0.00289522335269099,0.014563093312173425,0.004846526655896577
2023-02-02,0.005896638111128283,-0.0049239305998312055,0.010460251212981886,0.0,0.03831091011079968,0.018867924528301883,0.026372278442195585,0.005494539984692182,0.0028902133249928408,-0.0054325114918512,0.0259388338471902,-0.014354053886023399,0.036977491961414755
2023-02-03,0.004827565160291147,-0.013495242610804259,-0.008281526242234993,-0.021935493715347754,0.003501261387791166,0.0037037037037037646,0.008963250672243905,0.008546974193084367,0.005763652410806452,0.008403361344537785,-0.0075471986014888914,0.009708728874782357,0.041860465116279055
2023-02-06,-0.012010929356622735,-0.0018240271304464928,-0.01670152455685403,0.0,-0.006870632089798212,-0.029520295202952074,-0.014213799230085922,0.014865257555559674,-0.0057306230912113065,0.008333333333333304,-0.013878318696063818,-0.0048076878990646055,-0.029761904761904767
2023-02-07,-0.002778806130969591,0.00913662715925101,0.0,-0.047493421785998025,-0.024700071444647254,-0.005703422053231932,0.0015019525382997667,0.016837765630347334,0.006822140747820171,0.002892561983470987,-0.00713319721426342,-0.009661826846140142,0.0521472392638036
2023-02-08,0.005224713711677875,0.01539158670164431,0.019108313270400856,0.031855959246140264,0.012912174399886567,0.03250478011472269,0.003599280143971262,0.010366198618163347,-0.00864557222594553,0.0,0.007378661516800777,-0.004878044241882762,0.007288629737609353
2023-02-09,0.0058905084095173255,0.007579138385241935,0.01041666666666674,0.046979918178581936,-0.006674697608332281,0.0,0.004482964734010775,0.0010659397641155088,0.0,0.00453234445817885,-0.025636118035319178,-0.0343136934077265,0.0
2023-02-10,-0.04581467076292167,-0.025663713005138256,-0.012371102559197822,0.0025641000560834293,0.008702367549574319,0.0092592592592593,-0.015769116334424238,-0.019699172146196098,0.0,0.001640689089417613,0.008704301642870504,0.002538068608636479,-0.02170767004341534
2023-02-13,0.015523407436235592,0.003178914321935844,-0.06680585931110228,-0.00895142840470109,0.019111062638770715,-0.007339449541284404,0.002418379685610539,0.009911728164248235,0.011627882710657511,-0.0020475020475020367,0.0043145204699761575,0.010126572498773578,-0.04881656804733725
2023-02-14,0.0056879402607270535,0.0018107291943147974,0.0,-0.021935493715347754,-0.005143627930811245,0.007393715341959428,0.00965018094089265,-0.01183112118498475,-0.002873499987851802,0.018465326220763245,-0.007225130609247565,0.007518789804026316,0.010886469673405896
2023-02-15,0.009897446809314037,-0.008585568635981922,-0.0111856821357047,0.009234851235612185,0.008078414795174904,-0.03669724770642202,0.011648745519713177,-0.00897955862032318,-0.00864557222594553,0.0040290088638195165,-0.006097587969327134,0.019900478628265272,-0.021538461538461506
2023-02-16,-0.0035001883982465065,0.015496816057962493,0.009049721816227319,-0.02222223191825723,-0.016775293901668764,0.005714285714285783,0.005904930617065318,-0.0012356183194618398,0.005813941355328867,0.0393258426966292,0.0073224372752929145,0.019512176967531936,0.009433962264151052
2023-02-17,0.011591146177206468,0.0004488432932512332,-0.02017932156889779,0.013368971173472577,0.0007607009060839331,-0.018939393939393923,0.006163780452010492,0.020068694963488065,0.005780334827626854,0.013127413127413057,-0.008644448491470946,0.0,-0.014018691588784993
2023-02-20,-0.0072916350706851984,0.014804841191198737,0.0068649709799311065,0.0,-0.017387837374341575,-0.0019305019305019266,-0.016919486581096876,-0.006198592827476479,-0.002873499987851802,0.0060975609756097615,-0.007134357178140038,-0.01913873851469783,0.014218009478673022
2023-02-21,-0.005246576345914966,0.028293517502368637,-0.018181800842285156,0.0,-0.005898508090882659,-0.0019342359767892114,-0.020178041543026715,0.0046102025953389525,-0.0028818957205216655,0.009090909090909038,-0.0023952073239447147,0.0,-0.01713395638629278
2023-02-22,0.0017580603418299035,-0.018056752887406935,-0.011574073869668577,0.01978893098643897,0.001945366225348577,-0.01744186046511631,0.0048455481526348265,0.0,-0.005780334827626743,-0.036411411411411465,-0.008803494012383006,0.0,-0.014263074484944571
2023-02-23,0.0007020167751616846,-0.0017513535577980965,-0.004683858533160445,0.0,0.007933029946453507,0.021696252465483346,-0.045810729355033164,-0.016331537619617476,0.008720970001977912,0.0015582391897155379,0.019378261338944824,0.019512176967531936,0.004823151125401992
2023-02-24,-0.009821139403634938,-0.019298186027734032,-0.025882317038143365,-0.01034927859102952,5.5008567899417216e-05,-0.013513513513513487,-0.010423246999368252,-0.008644330266863842,-0.00864557222594553,0.001555814858031912,-0.016039631154277645,0.0,-0.011199999999999988
2023-02-27,0.027275964231300742,-0.07066189090239072,0.026570010472910077,0.03921564838664171,0.014254245357133266,0.012915851272015777,0.01787424194063192,0.0035985821258650574,0.0,0.016310679611650558,-0.0072448542081622325,-0.014354053886023399,0.0016181229773462036
2023-02-28,0.003103453537513401,0.029836328748690466,0.004705900304457611,-0.020125767452930154,0.003689879859697598,0.004250386398763295,-0.009093759799310153,-0.017101039575799337,0.0,-0.0015284677111195855,-0.013784720858204036,-0.009708728874782135,0.008077544426494443
2023-03-01,-0.003093851911853074,0.033644917455029955,0.032786831057781685,-0.006418509753492896,0.0037303478231744958,0.0042323970757984775,0.0025316455696202667,-0.0023853124427019035,0.0,0.001530807500956799,-0.02281604471813037,-0.004901956201104007,-0.009615384615384581
2023-03-02,-0.0017241116227775244,0.040687142151187405,-0.011337868873020795,-0.0038759346070184053,0.007863790941937454,-0.005747126436781658,-0.018939393939393923,0.011814380329201901,-0.008720970001977912,-0.0019105846388994818,0.007151875179641332,0.00985220749181659,-0.009708737864077666
2023-03-03,0.014162343233405705,-0.013900942157292429,0.01834869448980969,0.02723735889856682,0.03735573789848834,-0.005780346820809301,0.014478764478764505,0.0023630123911373424,0.0,0.012633996937212899,0.013157837079446066,-0.004878044241882762,-0.0032679738562091387
2023-03-06,0.008174378955344785,-0.02643173397814602,0.002252217808209167,0.0012625949429734273,-0.01056103778945916,0.009689922480620172,0.019980970504281714,-0.0019414275777345225,0.0,0.0034026465028356156,0.007627350224371998,0.024509781005518372,0.042622950819672045
2023-03-07,-0.016554046108219644,0.020361938815536496,0.015730354223358445,0.0,-0.006195993213231055,0.0057581573896352545,-0.007151741293532354,0.001667378333579883,0.005865090634813885,-0.005651846269781435,-0.028232427126836157,0.0,-0.03301886792452835
2023-03-08,0.0010305317302610195,-0.01862528117533957,-0.01991153784707078,-0.011349265788015539,0.003091169967901042,-0.005725190839694694,-0.0018791105543376485,-0.013455419445872918,0.0029155041005890503,0.0,0.0103158248098274,0.0,-0.039024390243902474
2023-03-09,0.00617708678606621,-0.0011296710112215225,0.002257388048320541,-0.017857186300760608,-0.0124308200112484,0.0019193857965451588,0.005647944775651004,-0.007171029996564604,-0.011627882710657511,0.022356953391436063,-0.028964433334650375,0.0,-0.0016920473773265332
2023-03-10,-0.0017052945968950572,-0.031440837331675686,-0.029279347006330503,0.003896131240451739,-0.015337471584459972,-0.017241379310344862,-0.036817472698908005,-0.009630347016123308,-0.008823569432427458,-0.002965159377316562,-0.04163087318095815,-0.01913873851469783,-0.015254237288135575
2023-03-13,-0.021523780603431075,0.01634751910154897,0.023201856969912393,-0.032341526440250234,-0.005961893840523813,0.005847953216374213,-0.02947845804988658,-0.0157300160046,-0.0029672937317828385,-0.01635687732342006,0.005821726879120748,-0.009756088483765968,0.04647160068846823
2023-03-14,0.0185056109616073,-0.017003714859446517,-0.013605408047195011,-0.020053488634350525,0.02177553693093448,-0.011627906976744207,0.01001335113484636,0.0027604597526653674,-0.014880979935936067,-0.034769463340891926,0.027159422761209084,-0.00985220749181659,-0.023026315789473673
2023-03-15,-0.05107986860545355,0.014492818239211225,-0.027586224435389606,-0.024556593480510536,-0.05563196157012351,0.0019607843137254832,-0.03337739590218114,0.000724427689303031,0.0,0.029365700861393895,0.00021677798792318903,0.014925358971199065,-0.0016835016835017313
2023-03-16,0.03937861779517671,-0.03364061861378842,-0.002364030163704789,0.0,0.014503283185879345,-0.011741682974559686,0.009230769230769154,0.004053840659451913,-0.015105768575017997,0.011791555724610214,-0.0026002761129862995,-0.009803912402207682,0.010118043844856706
2023-03-17,-0.0048662250528150874,0.02145926455290237,0.018957327549697922,0.0027972000922729112,-0.020091623483122434,0.025742574257425765,-0.04878048780487809,0.00994956656678081,-0.003067478282911984,0.02556390977443601,-0.03888761999348955,-0.0049504903750891005,0.005008347245408995
2023-03-20,-0.004191370429699637,-0.022408942134764742,-0.020930268043695466,0.03765690070481442,0.02179910518671635,-0.01158301158301156,0.01638176638176647,0.00942315156464879,-0.01846149994763091,-0.050953079178885585,-0.0006781779578626246,-0.02487559828533137,0.013289036544850585
2023-03-21,0.02139602263957907,-0.009073568730267878,0.0,-0.012096794609637973,0.009040790765319828,0.009765625,0.026979677645409872,0.00990099009900991,0.00940436872656858,0.010235612205484745,-0.007011933160220862,0.007653053777012309,-0.0016393442622950616
2023-03-22,0.005151085652723486,0.013494008994964224,0.023752969982046457,0.014966004753969253,-0.007593965475487741,0.030947775628626717,0.003411804844762889,0.007142822949492311,0.018633501137770514,0.01013190594532598,-0.04669710661739612,-0.005063286249386678,0.029556650246305383
2023-03-23,0.013324201692828996,-0.03185925127997802,-0.004640300587534174,0.0,0.006936470178705134,0.009380863039399667,-0.018021081264875893,-0.0002780575422938192,0.0,-0.011355034065102187,-0.003823174510055205,-0.005089053584423242,-0.01754385964912286
2023-03-24,-0.016857720922868635,0.002946928494288903,-0.002331055600499843,-0.008042887730928872,-0.0045924023895507204,0.0018587360594795044,-0.012465373961218829,-0.025455624157253887,0.0,-0.003828483920367498,0.01631087377249618,0.0,-0.0032467532467532756
2023-03-27,0.018175606633020758,-0.005386905481908677,-0.016355158304146133,0.008108100271120522,-0.005822006781683653,-0.014842300556586308,-0.0014025245441795509,0.015986315440083,0.009146383353852316,-0.005764796310530396,0.012744888580135783,0.002557542261826695,-0.01140065146579805
2023-03-28,-0.009767629178540349,0.008370264931765181,0.009501224236974526,0.0,0.009281299295917256,-0.011299435028248594,-0.0017556179775281011,-0.0018263385996950543,0.0030211416658614265,-0.012756088132972576,0.0034957242230788665,0.005102035851341391,0.0
2023-03-29,0.011904775034389026,0.03173826333295393,-0.0023529052734374556,0.0026809625769763645,0.01319176544913736,0.00952380952380949,0.01934576151952161,-0.00028150908801016783,0.009036125582090104,0.03171495693030546,0.021365493256021217,-0.007614205825909215,-0.0049423393739703725
2023-03-30,0.019831937902113905,0.022243314688616067,-0.002358544462723988,-0.02139035387755628,-0.011831455263062063,0.009433962264151052,0.02346445824706689,-0.00042233957218673623,-0.011940273630774656,-0.004554079696394653,0.010914041546893571,0.007672626785479197,-0.004966887417218513
2023-03-31,0.018457464176862226,0.037037001061669184,-0.00472815050937947,-0.0013661514545519893,0.005849828024749648,-0.0037383177570093906,0.008091706001348564,0.006338028169014187,0.0030211416658614265,-0.001143728555089596,-0.024966276050582104,-0.012690343043181729,0.016638935108153063
2023-04-03,-0.016504861979868668,-0.01651780974043815,0.004750612118487485,0.03146375114553446,-0.0015218979552076295,-0.0028142589118198558,-0.0020066889632106566,0.007277833739721906,-0.0015060209303484617,0.016793893129771087,-0.015916923898414703,0.0257069156647316,-0.014729950900163713
2023-04-04,0.005923011148104562,-0.010440374145080589,0.0,-0.002652517377678909,-0.05400107966109702,-0.0009407337723423836,-0.01072386058981234,0.006669428527934951,-0.0005027641501158531,0.014264264264264304,-0.009376500874581528,0.012531316340044008,0.008305647840531671
2023-04-05,0.006542386815048484,-0.011926528928092761,-0.0070921806730841475,-0.00265957193846289,-0.01893194446566404,-0.0009416195856873921,-0.024390243902439046,0.02636297527389586,-0.0005030170490550878,-0.026276831976313808,-0.006862212786277189,-0.009900980750178201,-0.0032948929159802853
2023-04-06,-0.010399729933818658,0.0004641746104103728,-0.007142838977632016,0.01066665649414067,0.0011143596486353768,-0.0009425070688030557,0.03125,0.024072115386983173,-0.0005032702025472569,-0.011022424933485375,0.01572551413428469,-0.027499973773956188,-0.031404958677686
2023-04-07,0.00026271925895904324,0.005475639661028264,0.007194244472691125,0.0,0.0006005444101586654,0.0018867924528302993,0.00013468013468020956,-0.0021799048701165447,0.0030211416658614265,0.016141429669485063,0.007330518230592498,0.002056553253178439,0.0
2023-04-10,0.0007879507670356389,0.016337460934034098,0.021428571039316724,0.0,0.001800551919085569,-0.0037664783427495685,0.00040398599515212297,-0.006554001710597279,0.0030120418606967014,0.005673222390317756,0.021831518348522483,0.006156997566160838,-0.008532423208191142
2023-04-11,0.000262443463150408,0.005358279627260654,0.0069930068686423486,0.001319291422491986,-0.00029226169167162475,-0.009451795841209809,0.0001346076187913603,-0.0021990800110197606,-0.003002996708901917,0.01729973674313645,0.010483114705457597,0.0020397736407122835,0.0206540447504302
2023-04-12,-0.0026238086030369034,0.020325238272131507,0.004629647208502563,0.010540174189427098,0.02256782484722253,-0.007633587786259555,0.01749663526244949,0.004115740222645492,0.0,0.014417744916820796,-0.0011276327669933472,0.0,-0.010118043844856706
2023-04-13,0.01841497759790478,-0.022576371201281975,-0.00691251247028013,0.0013037486238864915,0.004974330510791658,-0.019230769230769273,0.020502645502645578,0.006478942870753901,0.012048227507035048,0.001457725947521915,-0.01241813559926408,0.0,0.013628620102214661
2023-04-14,0.0038747446526954388,0.013360510747883803,-0.006960539389361475,-0.002604164241347462,-0.004494558375826685,0.0117647058823529,0.007777057679844379,-0.004860762148838349,0.005952368234696248,-0.0032751091703057122,-0.005715591916016671,0.0,0.01680672268907557
2023-04-17,0.012222552553926791,0.006033529782428548,-0.007009328093650624,0.009138403793183647,0.00857240848454266,0.007751937984496138,0.003215434083601254,-0.002112178991336644,-0.005917147195688477,0.02665206279664112,0.02115424542282396,0.012722633961057772,-0.006611570247933907
2023-04-18,-0.0006354798491066127,-0.000444257164822659,-0.0047059003044575,0.024579567496978205,-0.0022098787346445103,-0.009615384615384581,0.03653846153846163,-0.018388707454847775,0.0,-0.002133712660028486,-0.0022517107512874945,0.005025120811725348,-0.01830282861896837
2023-04-19,0.0015898008218639958,0.0053333706325955355,-0.03309687320171528,-0.008838405427659124,0.0019876546697406017,-0.009708737864077666,0.0043290043290042934,0.0012129709084400808,0.0,-0.003920171062009925,0.009478631368277979,0.004999995231628418,-0.006779661016949157
2023-04-20,-0.006984105185856904,-0.009283863131298031,-0.0024450436451713964,-0.006369390382820028,5.664535648186586e-05,0.00588235294117645,-0.017241379310344862,-0.010095571077569088,-0.00892861170123982,0.005724508050089394,-0.0033534029223497575,0.004975119657066207,-0.011945392491467532
2023-04-21,0.004475683714041834,-0.04060686539974234,-0.009803865653465804,-0.01794876152555125,0.00272029320397138,-0.003898635477582846,0.012531328320801949,0.0002718944319239913,0.003002996708901806,0.013162575595873305,0.013458915421199702,0.0,0.0
2023-04-24,-0.0031826983203979697,-0.033953467080759414,-0.004950513747167595,0.05091388395451646,0.0045215796353068605,-0.007827788649706457,-0.02537128712871284,0.014783850409099797,0.0,0.0038623595505618002,0.008853508702457491,0.019801961500356402,-0.012089810017271163
2023-04-25,0.0019156917792786388,-0.003370276695028651,-0.008955238893513906,-0.012422407341657227,0.0062454320431830634,-0.017751479289940808,-0.023492063492063453,0.0048561574313386036,-0.002994005719579529,-0.009443861490031513,0.017112741289216915,0.0,-0.020979020979020935
2023-04-26,0.004461481859187266,-0.0033816738716685446,0.01656626116677451,0.0012578904555671233,-0.0064302947888214,-0.013052208835341417,-0.011703511053316018,-0.0386615130567719,0.0,0.0003531073446327859,-0.011647991984857109,0.0,0.008928571428571397
2023-04-27,-0.01681474235242164,0.01260301693934629,0.012345679012345734,0.02512560405862696,0.04395293742634232,0.004069175991861629,0.017105263157894735,-0.0036055688170352207,0.006005993417803834,0.010236498411577921,0.028808374151371385,0.0,-0.012389380530973493
2023-04-28,0.005485643031607257,-0.0009573265198348224,0.017073189339986694,0.01838242340803009,0.0016711458684297575,0.01722391084093222,0.018111254851228997,0.0027835768963118124,-0.0029850684076936362,0.022012578616352307,0.01930419726759558,0.019417457749564715,0.04121863799283143
2023-05-01,-0.007942873683938756,0.004072787784122234,-0.010791407874834014,-0.01564381562894246,0.010171677597985429,-0.0014940239043824688,0.009053367217280783,0.007390675488484488,0.00673651286905419,0.01572649572649576,-0.007908451074899125,-0.004761900436850985,0.005163511187607606
2023-05-02,-0.0026688226827669137,-0.004294924978075154,-0.0036363775920608132,0.0,0.004581782761502451,-0.0004987531172069293,0.002990713048953264,0.0024454847122412637,0.002230478641611411,-0.01817569841804101,-0.010278957050364301,-0.009569369257348859,0.001712328767123239
2023-05-03,0.006487212566798295,-0.04433257834687121,-0.004866105977305968,0.029339824225471878,-0.057382224255000946,-0.009980039920159722,0.013810420590081529,0.010582754900218871,0.002967412077961251,-0.00022854530910743076,0.008690119643071093,-0.019323653692280396,-0.0034188034188034067
2023-05-04,0.012890738307409055,0.01554661272014024,0.012224938419223008,0.0011876756284112666,-0.009789610888872091,0.0040322580645162365,-0.007430340557275539,-0.0029919927152924908,0.005917147195688477,-0.00022859755400628234,0.0037823136078722897,0.00985220749181659,-0.018867924528301883
2023-05-05,0.00763600918828633,-0.0029629365897473336,0.009661780107220741,0.01542112808241547,0.004602258855646246,0.004016064257028162,0.012476606363069243,-0.002591683866020711,0.0029411116095139356,-0.00022864982279635626,0.0016746496878965456,0.009756088483765968,0.0021853146853145766
2023-05-08,0.012314534135066113,0.020307074619463128,0.009569414669372778,-0.0712617500524465,-0.00033933351859172234,0.008000000000000007,0.004158964879852123,-0.008308297817834598,0.008797694431198932,-0.0006861063464836947,-0.008568440135559241,-0.004830913423070071,0.0065416484954208265
2023-05-09,-0.01965068749622967,0.0004854479949829571,-0.0023697224410048623,-0.02138359792897926,0.005997157332920722,0.011904761904761862,0.0013805798435342354,-0.0027926346462825435,0.005813941355328867,0.01750772399588052,-0.012225928186070267,0.0,-0.0034662045060658286
2023-05-10,-0.006363371333041878,-0.0009704248991444508,-0.014251745745072042,-0.00257069156647316,0.0048928357748883045,-0.013725490196078383,0.006127450980392135,-0.006776329061463082,0.0,0.0003373819163292602,0.0038412356558104044,0.0,-0.017391304347826098
2023-05-11,0.0022414247790669695,-0.018698408257828536,-0.01686748826360107,-0.007732012609147132,-0.010297718901462805,-0.007952286282306154,-0.005481120584652888,0.00584797011367999,-0.011560669655253597,-0.004384485666104498,-0.007227894259578149,0.0,-0.008849557522123908
2023-05-12,0.006070304750443789,-0.008661184742456807,-0.014705845228940473,-0.002597400184666032,0.005032794662288342,-0.006012024048096198,-0.0006123698714023407,0.01758021974345292,-0.011695881882018422,0.021341463414634054,-0.0044967683306615935,-0.014563093312173536,0.010714285714285676
2023-05-15,-0.007621459919421314,0.013729386375589181,0.004975143262281545,0.0039062774061076055,0.0023631248469120347,-0.0010080645161290036,0.017156862745097978,-0.0004080911480505156,0.0,0.016583747927031434,0.014841871408849183,0.00985220749181659,0.0035335689045936647
2023-05-16,-0.010559997558593714,-0.000738704231617926,-0.004950513747167595,0.00518806247148107,-0.029637939714804995,0.019172552976791213,-0.0018072289156626509,-0.0024496295901897946,0.011834294391376954,0.00815660685154973,-0.03285288738945824,-0.009756088483765968,-0.01232394366197187
2023-05-17,0.011642969258191194,-0.0029571892845553505,-0.03383086031195681,0.0,0.012263611013232367,0.027722772277227747,-0.007845503922751962,-0.01609820981305421,0.005847940941009266,-0.0016181229773463146,0.004602215199582815,0.004926103745908517,0.028520499108734443
2023-05-18,0.00127874064260447,0.005684615606543542,0.0010298896851235195,0.006451637514175879,0.0010285883200813473,0.021194605009633882,0.012773722627737127,-0.01289515756455517,0.0,-0.0032414910858995505,-0.017233876808413262,-0.01960782480441514,-0.008665511265164683
2023-05-19,0.002234983892282383,0.005652483411128895,-0.006172882507033073,0.06025644301741084,-0.010789515381655734,0.0037735849056603765,-0.00960960960960966,0.0,0.002907028646649046,0.0,-0.006215289323834972,0.009999990463256836,0.012237762237762295
2023-05-22,0.008282900093574908,0.0034213883335887374,0.007246345334360527,0.0,-0.011830580945287661,-0.001879699248120259,0.0006064281382656134,0.0014046916220056271,0.008695575776128006,0.029268292682926855,-0.008041112501019243,-0.027227697062989997,0.0
2023-05-23,-0.01832543224949934,-0.0034097223493220197,-0.01336065435587086,0.003627537038771056,-0.018746665509388083,-0.0018832391713747842,0.005454545454545379,0.0030859182164892918,0.002873614593203788,-0.0015797788309637184,0.002026574035062456,0.00763358037663453,0.0017271157167531026
2023-05-24,-0.009655591889514037,-0.03812310919841755,0.003124972060324138,0.00963854480333115,-0.010772512275732726,-0.009433962264150941,-0.039783001808318286,-0.014962874475149657,-0.005730646910465098,-0.011075949367088556,-0.0368539188685042,-0.0277778112259508,-0.020689655172413834
2023-05-25,0.0009749359392454693,-0.03455286049954698,-0.014537937866980322,0.010739874863819665,0.007821356960815873,0.03428571428571425,-0.007532956685499026,-0.017177791314188062,-0.011527467946467085,0.0047999999999999154,-0.0011665710767272408,-0.005194800369331842,-0.0017605633802817433
2023-05-26,0.010714283502610611,0.03210529528166095,0.0005268824616977419,-0.00826453911353775,-0.00423850204979348,0.0423572744014733,-0.03731815306767872,0.005488932341430441,-0.0029153878246018783,-0.0031847133757961776,0.0016351247974473182,-0.010443854477762526,-0.0017636684303351524
2023-05-29,0.003533588606394744,0.006119320847738363,0.0015798150082726448,0.001785755238567388,-0.0009892141037679547,0.0035335689045936647,0.002956636005256197,-0.011420746973538232,0.0029239121625206366,0.015974440894568787,0.0047224892322432765,0.010554079750827006,0.0026501766784452485
2023-05-30,0.0067221828860395405,0.0020273675036814875,0.004206094730844212,0.0005941906670925423,-0.00033006453908657196,-0.0035211267605633756,0.0009826400262036294,-0.003850895763988005,0.0,0.011006289308176154,0.0015667640510539371,-0.01566578171664379,0.0008810572687225626
2023-05-31,-0.00508743540638168,-0.027819986427627952,-0.020942387986459976,0.009501178501326812,-0.020110493856958844,-0.014134275618374548,0.027486910994764413,-0.017943089413521185,0.008746396025779868,-0.021772939346811793,-0.0002317992091951382,-0.015915104266073565,-0.010563380281690127
2023-06-01,0.005113449751697141,0.007804450116430717,-0.024598982516243595,-0.022352891809800046,0.016418599551051516,-0.012544802867383464,0.016560509554140124,0.0008912293152973927,-0.008670559875344819,-0.0031796502384737746,0.009040319776685735,0.010781660765967649,-0.001779359430605032
